timepoint,cd_name,empty_slots,free_bikes,slots
15,Borough Park (CD12),22,169,202
15,Brownsville (CD16),303,84,403
15,Bushwick (CD4),748,426,1255
15,Central Harlem (CD10),343,641,1085
15,Clinton and Chelsea (CD4),1143,1341,2921
15,Crown Heights and Prospect Heights (CD8),680,403,1204
15,East Flatbush (CD17),17,549,591
15,East Harlem (CD11),396,656,1160
15,East New York and Starrett City (CD5),13,7,21
15,Elmhurst and Corona (CD4),156,426,600
15,Financial District (CD1),1000,1650,2869
15,Flatbush and Midwood (CD14),30,399,461
15,Fordham and University Heights (CD5),539,255,860
15,Fort Greene and Brooklyn Heights (CD2),1323,1794,3365
15,Greenpoint and Williamsburg (CD1),1036,2175,3415
15,Greenwich Village and Soho (CD2),1091,1701,3161
15,Highbridge and Concourse (CD4),538,649,1294
15,Hunts Point and Longwood (CD2),212,213,449
15,Jackson Heights (CD3),823,743,1632
15,Kingsbridge Heights and Bedford (CD7),470,363,930
15,Long Island City and Astoria (CD1),1209,1601,2985
15,Lower East Side and Chinatown (CD3),957,1855,3096
15,Midtown (CD5),3494,658,4692
15,Morningside Heights and Hamilton Heights (CD9),617,279,1004
15,Morrisania and Crotona (CD3),332,420,832
15,Mott Haven and Melrose (CD1),459,559,1115
15,Park Slope and Carroll Gardens (CD6),522,1326,2079
15,Ridgewood and Maspeth (CD5),644,674,1380
15,South Crown Heights and Lefferts Gardens (CD9),381,646,1074
15,Stuyvesant Town and Turtle Bay (CD6),1429,789,2483
15,Sunset Park (CD7),509,1067,1648
15,Upper East Side (CD8),1033,840,2063
15,Upper West Side (CD7),684,883,1814
15,Washington Heights and Inwood (CD12),591,552,1236
15,Woodside and Sunnyside (CD2),1042,990,2154
16,Bay Ridge and Dyker Heights (CD10),17,70,93
16,Bedford Stuyvesant (CD3),757,524,1404
16,Belmont and East Tremont (CD6),15,16,35
16,Borough Park (CD12),22,169,202
16,Brownsville (CD16),302,85,403
16,Bushwick (CD4),742,438,1255
16,Central Harlem (CD10),336,652,1085
16,Clinton and Chelsea (CD4),1161,1355,2921
16,Crown Heights and Prospect Heights (CD8),663,430,1204
16,East Flatbush (CD17),17,549,591
16,East Harlem (CD11),403,651,1160
16,East New York and Starrett City (CD5),13,7,21
16,Elmhurst and Corona (CD4),156,426,600
16,Financial District (CD1),1009,1637,2869
16,Flatbush and Midwood (CD14),29,400,461
16,Fordham and University Heights (CD5),538,256,860
16,Fort Greene and Brooklyn Heights (CD2),1335,1791,3365
16,Greenpoint and Williamsburg (CD1),1046,2177,3415
16,Greenwich Village and Soho (CD2),1122,1677,3161
16,Highbridge and Concourse (CD4),542,648,1294
16,Hunts Point and Longwood (CD2),215,214,449
16,Jackson Heights (CD3),822,744,1632
16,Kingsbridge Heights and Bedford (CD7),467,365,930
16,Long Island City and Astoria (CD1),1201,1610,2985
16,Lower East Side and Chinatown (CD3),957,1870,3096
16,Midtown (CD5),3534,649,4692
16,Morningside Heights and Hamilton Heights (CD9),618,278,1004
16,Morrisania and Crotona (CD3),329,423,832
16,Mott Haven and Melrose (CD1),460,559,1115
16,Park Slope and Carroll Gardens (CD6),520,1329,2079
16,Ridgewood and Maspeth (CD5),641,678,1380
16,South Crown Heights and Lefferts Gardens (CD9),375,654,1074
16,Stuyvesant Town and Turtle Bay (CD6),1432,789,2483
16,Sunset Park (CD7),507,1070,1648
16,Upper East Side (CD8),1067,822,2063
16,Upper West Side (CD7),688,892,1814
16,Washington Heights and Inwood (CD12),591,554,1236
16,Woodside and Sunnyside (CD2),1017,1013,2154
17,Bay Ridge and Dyker Heights (CD10),17,70,93
17,Bedford Stuyvesant (CD3),749,535,1404
17,Belmont and East Tremont (CD6),15,16,35
17,Borough Park (CD12),22,169,202
17,Brownsville (CD16),301,86,403
17,Bushwick (CD4),746,435,1255
17,Central Harlem (CD10),332,655,1085
17,Clinton and Chelsea (CD4),1177,1359,2921
17,Crown Heights and Prospect Heights (CD8),658,434,1204
17,East Flatbush (CD17),16,550,591
17,East Harlem (CD11),398,653,1160
17,East New York and Starrett City (CD5),13,7,21
17,Elmhurst and Corona (CD4),156,425,600
17,Financial District (CD1),1014,1641,2869
17,Flatbush and Midwood (CD14),30,399,461
17,Fordham and University Heights (CD5),540,254,860
17,Fort Greene and Brooklyn Heights (CD2),1339,1790,3365
17,Greenpoint and Williamsburg (CD1),1041,2190,3415
17,Greenwich Village and Soho (CD2),1169,1647,3161
17,Highbridge and Concourse (CD4),543,649,1294
17,Hunts Point and Longwood (CD2),216,213,449
17,Jackson Heights (CD3),826,740,1632
17,Kingsbridge Heights and Bedford (CD7),466,365,930
17,Long Island City and Astoria (CD1),1179,1635,2985
17,Lower East Side and Chinatown (CD3),945,1882,3096
17,Midtown (CD5),3499,689,4692
17,Morningside Heights and Hamilton Heights (CD9),614,286,1004
17,Morrisania and Crotona (CD3),329,424,832
17,Mott Haven and Melrose (CD1),458,561,1115
17,Park Slope and Carroll Gardens (CD6),517,1339,2079
17,Ridgewood and Maspeth (CD5),644,679,1380
17,South Crown Heights and Lefferts Gardens (CD9),384,643,1074
17,Stuyvesant Town and Turtle Bay (CD6),1412,814,2483
17,Sunset Park (CD7),508,1070,1648
17,Upper East Side (CD8),1069,822,2063
17,Upper West Side (CD7),660,921,1814
17,Washington Heights and Inwood (CD12),592,553,1236
17,Woodside and Sunnyside (CD2),1017,1014,2154
18,Bay Ridge and Dyker Heights (CD10),17,70,93
18,Bedford Stuyvesant (CD3),748,537,1404
18,Belmont and East Tremont (CD6),15,16,35
18,Borough Park (CD12),22,169,202
18,Brownsville (CD16),301,86,403
18,Bushwick (CD4),746,434,1255
18,Central Harlem (CD10),330,658,1085
18,Clinton and Chelsea (CD4),1140,1394,2921
18,Crown Heights and Prospect Heights (CD8),659,435,1204
18,East Flatbush (CD17),16,550,591
18,East Harlem (CD11),396,658,1160
18,East New York and Starrett City (CD5),13,7,21
18,Elmhurst and Corona (CD4),155,426,600
18,Financial District (CD1),1013,1644,2869
18,Flatbush and Midwood (CD14),30,399,461
18,Fordham and University Heights (CD5),540,256,860
18,Fort Greene and Brooklyn Heights (CD2),1339,1794,3365
18,Greenpoint and Williamsburg (CD1),1048,2189,3415
18,Greenwich Village and Soho (CD2),1154,1661,3161
18,Highbridge and Concourse (CD4),548,646,1294
18,Hunts Point and Longwood (CD2),217,212,449
18,Jackson Heights (CD3),831,735,1632
18,Kingsbridge Heights and Bedford (CD7),466,368,930
18,Long Island City and Astoria (CD1),1177,1640,2985
18,Lower East Side and Chinatown (CD3),965,1877,3096
18,Midtown (CD5),3471,728,4692
18,Morningside Heights and Hamilton Heights (CD9),617,282,1004
18,Morrisania and Crotona (CD3),328,425,832
18,Mott Haven and Melrose (CD1),460,560,1115
18,Park Slope and Carroll Gardens (CD6),519,1337,2079
18,Ridgewood and Maspeth (CD5),634,689,1380
18,South Crown Heights and Lefferts Gardens (CD9),389,643,1074
18,Stuyvesant Town and Turtle Bay (CD6),1400,833,2483
18,Sunset Park (CD7),508,1072,1648
18,Upper East Side (CD8),1068,825,2063
18,Upper West Side (CD7),642,940,1814
18,Washington Heights and Inwood (CD12),591,556,1236
18,Woodside and Sunnyside (CD2),1014,1016,2154
19,Bay Ridge and Dyker Heights (CD10),17,70,93
19,Bedford Stuyvesant (CD3),734,553,1404
19,Belmont and East Tremont (CD6),15,16,35
19,Borough Park (CD12),22,169,202
19,Brownsville (CD16),300,86,403
19,Bushwick (CD4),744,439,1255
19,Central Harlem (CD10),320,669,1085
19,Clinton and Chelsea (CD4),1160,1373,2921
19,Crown Heights and Prospect Heights (CD8),664,434,1204
19,East Flatbush (CD17),18,548,591
19,East Harlem (CD11),398,656,1160
19,East New York and Starrett City (CD5),13,7,21
19,Elmhurst and Corona (CD4),154,427,600
19,Financial District (CD1),1022,1636,2869
19,Flatbush and Midwood (CD14),31,398,461
19,Fordham and University Heights (CD5),540,256,860
19,Fort Greene and Brooklyn Heights (CD2),1339,1795,3365
19,Greenpoint and Williamsburg (CD1),1053,2186,3415
19,Greenwich Village and Soho (CD2),1076,1670,3161
19,Highbridge and Concourse (CD4),548,646,1294
19,Hunts Point and Longwood (CD2),218,211,449
19,Jackson Heights (CD3),832,733,1632
19,Kingsbridge Heights and Bedford (CD7),466,368,930
19,Long Island City and Astoria (CD1),1182,1633,2985
19,Lower East Side and Chinatown (CD3),970,1879,3096
19,Midtown (CD5),3472,737,4692
19,Morningside Heights and Hamilton Heights (CD9),618,283,1004
19,Morrisania and Crotona (CD3),330,423,832
19,Mott Haven and Melrose (CD1),462,558,1115
19,Park Slope and Carroll Gardens (CD6),518,1340,2079
19,Ridgewood and Maspeth (CD5),619,703,1380
19,South Crown Heights and Lefferts Gardens (CD9),393,642,1074
19,Stuyvesant Town and Turtle Bay (CD6),1421,827,2483
19,Sunset Park (CD7),508,1073,1648
19,Upper East Side (CD8),1083,820,2063
19,Upper West Side (CD7),619,967,1814
19,Washington Heights and Inwood (CD12),593,554,1236
19,Woodside and Sunnyside (CD2),1016,1017,2154
20,Bay Ridge and Dyker Heights (CD10),17,70,93
20,Bedford Stuyvesant (CD3),744,550,1404
20,Belmont and East Tremont (CD6),12,19,35
20,Borough Park (CD12),22,169,202
20,Brownsville (CD16),300,86,403
20,Bushwick (CD4),747,435,1255
20,Central Harlem (CD10),326,663,1085
20,Clinton and Chelsea (CD4),1194,1341,2921
20,Crown Heights and Prospect Heights (CD8),672,427,1204
20,East Flatbush (CD17),27,542,591
20,East Harlem (CD11),409,650,1160
20,East New York and Starrett City (CD5),13,7,21
20,Elmhurst and Corona (CD4),152,429,600
20,Financial District (CD1),1003,1628,2869
20,Flatbush and Midwood (CD14),35,394,461
20,Fordham and University Heights (CD5),542,254,860
20,Fort Greene and Brooklyn Heights (CD2),1328,1809,3365
20,Greenpoint and Williamsburg (CD1),1058,2175,3415
20,Greenwich Village and Soho (CD2),1078,1669,3161
20,Highbridge and Concourse (CD4),547,645,1294
20,Hunts Point and Longwood (CD2),219,209,449
20,Jackson Heights (CD3),837,729,1632
20,Kingsbridge Heights and Bedford (CD7),469,364,930
20,Long Island City and Astoria (CD1),1199,1619,2985
20,Lower East Side and Chinatown (CD3),987,1866,3096
20,Midtown (CD5),3422,781,4692
20,Morningside Heights and Hamilton Heights (CD9),625,281,1004
20,Morrisania and Crotona (CD3),334,422,832
20,Mott Haven and Melrose (CD1),461,559,1115
20,Park Slope and Carroll Gardens (CD6),513,1344,2079
20,Ridgewood and Maspeth (CD5),630,692,1380
20,South Crown Heights and Lefferts Gardens (CD9),395,640,1074
20,Stuyvesant Town and Turtle Bay (CD6),1423,830,2483
20,Sunset Park (CD7),510,1071,1648
20,Upper East Side (CD8),1079,824,2063
20,Upper West Side (CD7),655,927,1814
20,Washington Heights and Inwood (CD12),598,548,1236
20,Woodside and Sunnyside (CD2),1033,1006,2154
21,Bay Ridge and Dyker Heights (CD10),18,69,93
21,Bedford Stuyvesant (CD3),772,526,1404
21,Belmont and East Tremont (CD6),13,18,35
21,Borough Park (CD12),23,168,202
21,Brownsville (CD16),305,82,403
21,Bushwick (CD4),758,423,1255
21,Central Harlem (CD10),357,631,1085
21,Clinton and Chelsea (CD4),1283,1252,2921
21,Crown Heights and Prospect Heights (CD8),714,386,1204
21,East Flatbush (CD17),27,542,591
21,East Harlem (CD11),412,648,1160
21,East New York and Starrett City (CD5),11,9,21
21,Elmhurst and Corona (CD4),145,436,600
21,Financial District (CD1),1016,1624,2869
21,Flatbush and Midwood (CD14),37,392,461
21,Fordham and University Heights (CD5),547,249,860
21,Fort Greene and Brooklyn Heights (CD2),1337,1798,3365
21,Greenpoint and Williamsburg (CD1),1097,2130,3415
21,Greenwich Village and Soho (CD2),1067,1689,3161
21,Highbridge and Concourse (CD4),547,644,1294
21,Hunts Point and Longwood (CD2),220,207,449
21,Jackson Heights (CD3),849,713,1632
21,Kingsbridge Heights and Bedford (CD7),470,364,930
21,Long Island City and Astoria (CD1),1221,1599,2985
21,Lower East Side and Chinatown (CD3),1093,1756,3096
21,Midtown (CD5),3318,885,4692
21,Morningside Heights and Hamilton Heights (CD9),617,287,1004
21,Morrisania and Crotona (CD3),336,419,832
21,Mott Haven and Melrose (CD1),462,558,1115
21,Park Slope and Carroll Gardens (CD6),515,1344,2079
21,Ridgewood and Maspeth (CD5),647,680,1380
21,South Crown Heights and Lefferts Gardens (CD9),401,633,1074
21,Stuyvesant Town and Turtle Bay (CD6),1432,821,2483
21,Sunset Park (CD7),530,1052,1648
21,Upper East Side (CD8),1082,818,2063
21,Upper West Side (CD7),732,850,1814
21,Washington Heights and Inwood (CD12),608,539,1236
21,Woodside and Sunnyside (CD2),1040,1000,2154
22,Bay Ridge and Dyker Heights (CD10),18,69,93
22,Bedford Stuyvesant (CD3),826,473,1404
22,Belmont and East Tremont (CD6),10,21,35
22,Borough Park (CD12),30,161,202
22,Brownsville (CD16),306,83,403
22,Bushwick (CD4),772,410,1255
22,Central Harlem (CD10),424,567,1085
22,Clinton and Chelsea (CD4),1406,1125,2921
22,Crown Heights and Prospect Heights (CD8),809,292,1204
22,East Flatbush (CD17),35,535,591
22,East Harlem (CD11),430,629,1160
22,East New York and Starrett City (CD5),11,9,21
22,Elmhurst and Corona (CD4),139,443,600
22,Financial District (CD1),956,1678,2869
22,Flatbush and Midwood (CD14),47,382,461
22,Fordham and University Heights (CD5),558,237,860
22,Fort Greene and Brooklyn Heights (CD2),1355,1771,3365
22,Greenpoint and Williamsburg (CD1),1193,2024,3415
22,Greenwich Village and Soho (CD2),1096,1661,3161
22,Highbridge and Concourse (CD4),556,637,1294
22,Hunts Point and Longwood (CD2),222,205,449
22,Jackson Heights (CD3),872,690,1632
22,Kingsbridge Heights and Bedford (CD7),487,350,930
22,Long Island City and Astoria (CD1),1278,1541,2985
22,Lower East Side and Chinatown (CD3),1278,1581,3096
22,Midtown (CD5),2937,1252,4692
22,Morningside Heights and Hamilton Heights (CD9),616,290,1004
22,Morrisania and Crotona (CD3),340,416,832
22,Mott Haven and Melrose (CD1),453,566,1115
22,Park Slope and Carroll Gardens (CD6),551,1304,2079
22,Ridgewood and Maspeth (CD5),680,645,1380
22,South Crown Heights and Lefferts Gardens (CD9),414,621,1074
22,Stuyvesant Town and Turtle Bay (CD6),1485,777,2483
22,Sunset Park (CD7),546,1034,1648
22,Upper East Side (CD8),1102,774,2063
22,Upper West Side (CD7),977,613,1814
22,Washington Heights and Inwood (CD12),629,516,1236
22,Woodside and Sunnyside (CD2),1028,1011,2154
23,Bay Ridge and Dyker Heights (CD10),22,66,93
23,Bedford Stuyvesant (CD3),913,388,1404
23,Belmont and East Tremont (CD6),12,19,35
23,Borough Park (CD12),34,156,202
23,Brownsville (CD16),313,76,403
23,Bushwick (CD4),804,380,1255
23,Central Harlem (CD10),446,541,1085
23,Clinton and Chelsea (CD4),1476,1052,2921
23,Crown Heights and Prospect Heights (CD8),845,253,1204
23,East Flatbush (CD17),36,532,591
23,East Harlem (CD11),418,636,1160
23,East New York and Starrett City (CD5),11,9,21
23,Elmhurst and Corona (CD4),134,447,600
23,Financial District (CD1),752,1876,2869
23,Flatbush and Midwood (CD14),59,370,461
23,Fordham and University Heights (CD5),567,229,860
23,Fort Greene and Brooklyn Heights (CD2),1310,1803,3365
23,Greenpoint and Williamsburg (CD1),1306,1915,3415
23,Greenwich Village and Soho (CD2),1072,1674,3161
23,Highbridge and Concourse (CD4),562,633,1294
23,Hunts Point and Longwood (CD2),221,208,449
23,Jackson Heights (CD3),880,681,1632
23,Kingsbridge Heights and Bedford (CD7),482,354,930
23,Long Island City and Astoria (CD1),1384,1431,2985
23,Lower East Side and Chinatown (CD3),1651,1212,3096
23,Midtown (CD5),2016,2153,4692
23,Morningside Heights and Hamilton Heights (CD9),596,311,1004
23,Morrisania and Crotona (CD3),337,422,832
23,Mott Haven and Melrose (CD1),437,582,1115
23,Park Slope and Carroll Gardens (CD6),659,1199,2079
23,Ridgewood and Maspeth (CD5),708,614,1380
23,South Crown Heights and Lefferts Gardens (CD9),437,595,1074
23,Stuyvesant Town and Turtle Bay (CD6),1456,793,2483
23,Sunset Park (CD7),574,1007,1648
23,Upper East Side (CD8),1281,585,2063
23,Upper West Side (CD7),1243,338,1814
23,Washington Heights and Inwood (CD12),629,515,1236
23,Woodside and Sunnyside (CD2),974,1065,2154
