measurement_id,formula_string,formula_class,C,H,O,N,S
7937,C15 H11 N1 O6,CHNO,15,11,6,1,0
7937,C26 H20 O15,CHO,26,20,15,0,0
7937,C15 H17 N1 O8,CHNO,15,17,8,1,0
7937,C20 H21 N1 O10,CHNO,20,21,10,1,0
7937,C33 H46 O11,CHO,33,46,11,0,0
7937,C16 H22 O8,CHO,16,22,8,0,0
7937,C9 H5 N1 O5,CHNO,9,5,5,1,0
7937,C15 H17 N1 O4,CHNO,15,17,4,1,0
7937,C13 H16 O8,CHO,13,16,8,0,0
7937,C22 H20 O8,CHO,22,20,8,0,0
7937,C21 H20 O9,CHO,21,20,9,0,0
7937,C10 H14 O7,CHO,10,14,7,0,0
7937,C20 H14 O9,CHO,20,14,9,0,0
7937,C15 H12 O11,CHO,15,12,11,0,0
7937,C23 H29 N1 O11,CHNO,23,29,11,1,0
7937,C26 H20 O8 S1,CHOS,26,20,8,0,1
7937,C19 H8 O10,CHO,19,8,10,0,0
7937,C22 H25 N1 O8,CHNO,22,25,8,1,0
7937,C27 H42 O8,CHO,27,42,8,0,0
7937,C13 H7 N1 O5,CHNO,13,7,5,1,0
7937,C15 H16 N2 O4,CHNO,15,16,4,2,0
7937,C17 H12 O4,CHO,17,12,4,0,0
7937,C28 H38 O13,CHO,28,38,13,0,0
7937,C10 H9 N1 O4,CHNO,10,9,4,1,0
7937,C30 H46 O10,CHO,30,46,10,0,0
7937,C28 H34 O7,CHO,28,34,7,0,0
7937,C19 H32 O5,CHO,19,32,5,0,0
7937,C16 H18 O11,CHO,16,18,11,0,0
7937,C17 H8 O4 S1,CHOS,17,8,4,0,1
7937,C16 H20 O7 S1,CHOS,16,20,7,0,1
7937,C23 H32 O9,CHO,23,32,9,0,0
7937,C30 H34 O15,CHO,30,34,15,0,0
7937,C17 H15 N1 O6,CHNO,17,15,6,1,0
7937,C19 H8 O6 S1,CHOS,19,8,6,0,1
7937,C20 H30 O6,CHO,20,30,6,0,0
7937,C10 H16 N2 O10 S1,CHNOS,10,16,10,2,1
7937,C16 H13 N1 O9,CHNO,16,13,9,1,0
7937,C17 H10 O3 S1,CHOS,17,10,3,0,1
7937,C13 H7 N1 O4,CHNO,13,7,4,1,0
7937,C21 H19 N1 O10,CHNO,21,19,10,1,0
7937,C12 H17 N1 O6,CHNO,12,17,6,1,0
7937,C14 H15 N1 O6,CHNO,14,15,6,1,0
7937,C25 H18 O11,CHO,25,18,11,0,0
7937,C30 H38 O11,CHO,30,38,11,0,0
7937,C22 H20 O7,CHO,22,20,7,0,0
7937,C15 H19 N1 O10,CHNO,15,19,10,1,0
7937,C9 H5 N1 O6,CHNO,9,5,6,1,0
7937,C16 H24 O9,CHO,16,24,9,0,0
7937,C17 H14 O8,CHO,17,14,8,0,0
7937,C15 H21 N1 O9,CHNO,15,21,9,1,0
7937,C25 H34 O5,CHO,25,34,5,0,0
7937,C20 H20 O4,CHO,20,20,4,0,0
7937,C18 H20 O9,CHO,18,20,9,0,0
7937,C24 H27 N1 O9,CHNO,24,27,9,1,0
7937,C31 H42 O12,CHO,31,42,12,0,0
7937,C21 H19 N1 O7,CHNO,21,19,7,1,0
7937,C19 H21 N1 O10,CHNO,19,21,10,1,0
7937,C22 H24 O14,CHO,22,24,14,0,0
7937,C12 H6 O6,CHO,12,6,6,0,0
7937,C10 H4 O8,CHO,10,4,8,0,0
7937,C20 H22 O9,CHO,20,22,9,0,0
7937,C21 H34 O10,CHO,21,34,10,0,0
7937,C29 H36 O12,CHO,29,36,12,0,0
7937,C10 H13 N1 O5,CHNO,10,13,5,1,0
7937,C20 H36 O6,CHO,20,36,6,0,0
7937,C33 H44 O11,CHO,33,44,11,0,0
7937,C26 H26 O13,CHO,26,26,13,0,0
7937,C21 H28 O11,CHO,21,28,11,0,0
7937,C10 H13 N1 O6,CHNO,10,13,6,1,0
7937,C14 H8 O9,CHO,14,8,9,0,0
7937,C15 H14 N2 O4,CHNO,15,14,4,2,0
7937,C29 H28 O13,CHO,29,28,13,0,0
7937,C21 H21 N1 O11,CHNO,21,21,11,1,0
7937,C26 H24 O8,CHO,26,24,8,0,0
7937,C16 H19 N1 O4,CHNO,16,19,4,1,0
7937,C30 H42 O14,CHO,30,42,14,0,0
7937,C12 H10 O8,CHO,12,10,8,0,0
7937,C21 H24 O10,CHO,21,24,10,0,0
7937,C14 H9 N1 O7,CHNO,14,9,7,1,0
7937,C16 H13 N1 O7,CHNO,16,13,7,1,0
7937,C23 H28 O12,CHO,23,28,12,0,0
7937,C19 H23 N1 O6,CHNO,19,23,6,1,0
7937,C14 H12 N2 O6,CHNO,14,12,6,2,0
7937,C23 H28 O11,CHO,23,28,11,0,0
7937,C23 H20 O7,CHO,23,20,7,0,0
7937,C21 H30 O10,CHO,21,30,10,0,0
7937,C28 H42 O11,CHO,28,42,11,0,0
7937,C18 H19 N1 O10,CHNO,18,19,10,1,0
7937,C27 H30 O10,CHO,27,30,10,0,0
7937,C9 H12 O8,CHO,9,12,8,0,0
7937,C30 H36 O13,CHO,30,36,13,0,0
7937,C26 H36 O8,CHO,26,36,8,0,0
7937,C20 H12 O9,CHO,20,12,9,0,0
7937,C14 H16 O8,CHO,14,16,8,0,0
7937,C26 H20 O11,CHO,26,20,11,0,0
7937,C17 H22 O2,CHO,17,22,2,0,0
7937,C30 H42 O6,CHO,30,42,6,0,0
7937,C18 H27 N1 O7,CHNO,18,27,7,1,0
7937,C11 H19 N1 O4,CHNO,11,19,4,1,0
7937,C20 H29 N1 O9,CHNO,20,29,9,1,0
7937,C27 H40 O11,CHO,27,40,11,0,0
7937,C24 H26 O15,CHO,24,26,15,0,0
7937,C23 H16 O9,CHO,23,16,9,0,0
7937,C14 H20 O2,CHO,14,20,2,0,0
7937,C24 H38 O10,CHO,24,38,10,0,0
7937,C32 H44 O9,CHO,32,44,9,0,0
7937,C17 H18 O2,CHO,17,18,2,0,0
7937,C14 H6 O10,CHO,14,6,10,0,0
7937,C21 H32 O6,CHO,21,32,6,0,0
7937,C19 H12 O6,CHO,19,12,6,0,0
7937,C23 H22 O11,CHO,23,22,11,0,0
7937,C27 H40 O13,CHO,27,40,13,0,0
7937,C29 H32 O11,CHO,29,32,11,0,0
7937,C17 H8 O5 S1,CHOS,17,8,5,0,1
7937,C19 H27 N1 O6,CHNO,19,27,6,1,0
7937,C26 H18 O10,CHO,26,18,10,0,0
7937,C23 H12 O8,CHO,23,12,8,0,0
7937,C17 H26 O10,CHO,17,26,10,0,0
7937,C17 H26 O6,CHO,17,26,6,0,0
7937,C23 H23 N1 O10,CHNO,23,23,10,1,0
7937,C22 H14 O7 S1,CHOS,22,14,7,0,1
7937,C27 H30 O14,CHO,27,30,14,0,0
7937,C13 H18 O7,CHO,13,18,7,0,0
7937,C8 H8 O7,CHO,8,8,7,0,0
7937,C16 H20 O12,CHO,16,20,12,0,0
7937,C22 H26 O10,CHO,22,26,10,0,0
7937,C15 H16 O8,CHO,15,16,8,0,0
7937,C16 H14 O2,CHO,16,14,2,0,0
7937,C25 H24 O14,CHO,25,24,14,0,0
7937,C22 H26 O14,CHO,22,26,14,0,0
7937,C26 H30 O9,CHO,26,30,9,0,0
7937,C16 H9 N1 O7,CHNO,16,9,7,1,0
7937,C14 H9 N1 O4,CHNO,14,9,4,1,0
7937,C25 H34 O11,CHO,25,34,11,0,0
7937,C23 H16 O13,CHO,23,16,13,0,0
7937,C26 H16 O9 S1,CHOS,26,16,9,0,1
7937,C20 H20 O7,CHO,20,20,7,0,0
7937,C21 H28 O8,CHO,21,28,8,0,0
7937,C29 H36 O15,CHO,29,36,15,0,0
7937,C17 H10 O3,CHO,17,10,3,0,0
7937,C25 H20 O9,CHO,25,20,9,0,0
7937,C30 H38 O14,CHO,30,38,14,0,0
7937,C22 H18 O4 S1,CHOS,22,18,4,0,1
7937,C17 H19 N1 O4,CHNO,17,19,4,1,0
7937,C20 H30 O11,CHO,20,30,11,0,0
7937,C28 H36 O10,CHO,28,36,10,0,0
7937,C9 H6 O4,CHO,9,6,4,0,0
7937,C12 H7 N1 O5,CHNO,12,7,5,1,0
7937,C23 H20 O5 S1,CHOS,23,20,5,0,1
7937,C19 H30 O7,CHO,19,30,7,0,0
7937,C22 H10 O9,CHO,22,10,9,0,0
7937,C18 H19 N1 O11,CHNO,18,19,11,1,0
7937,C20 H16 O8,CHO,20,16,8,0,0
7937,C13 H16 O10,CHO,13,16,10,0,0
7937,C28 H34 O13,CHO,28,34,13,0,0
7937,C21 H31 N1 O6,CHNO,21,31,6,1,0
7937,C18 H19 N1 O8,CHNO,18,19,8,1,0
7937,C10 H9 N1 O6,CHNO,10,9,6,1,0
7937,C27 H32 O12,CHO,27,32,12,0,0
7937,C23 H26 O11,CHO,23,26,11,0,0
7937,C15 H8 O7,CHO,15,8,7,0,0
7937,C17 H18 O7,CHO,17,18,7,0,0
7937,C13 H16 O5,CHO,13,16,5,0,0
7937,C31 H46 O7,CHO,31,46,7,0,0
7937,C24 H26 O14,CHO,24,26,14,0,0
7937,C22 H16 O13,CHO,22,16,13,0,0
7937,C13 H12 O6,CHO,13,12,6,0,0
7937,C11 H8 O5,CHO,11,8,5,0,0
7937,C35 H48 O12,CHO,35,48,12,0,0
7937,C28 H38 O12,CHO,28,38,12,0,0
7937,C22 H32 O13,CHO,22,32,13,0,0
7937,C18 H25 N1 O6,CHNO,18,25,6,1,0
7937,C18 H30 O7,CHO,18,30,7,0,0
7937,C25 H36 O12,CHO,25,36,12,0,0
7937,C18 H11 N1 O6,CHNO,18,11,6,1,0
7937,C17 H14 O5,CHO,17,14,5,0,0
7937,C20 H12 O11,CHO,20,12,11,0,0
7937,C17 H25 N1 O5,CHNO,17,25,5,1,0
7937,C29 H38 O8,CHO,29,38,8,0,0
7937,C13 H13 N1 O4,CHNO,13,13,4,1,0
7937,C20 H14 O7,CHO,20,14,7,0,0
7937,C23 H31 N1 O9,CHNO,23,31,9,1,0
7937,C22 H14 O8 S1,CHOS,22,14,8,0,1
7937,C17 H11 N1 O8,CHNO,17,11,8,1,0
7937,C27 H38 O12,CHO,27,38,12,0,0
7937,C17 H16 O6,CHO,17,16,6,0,0
7937,C26 H36 O9,CHO,26,36,9,0,0
7937,C15 H18 O9,CHO,15,18,9,0,0
7937,C30 H36 O10,CHO,30,36,10,0,0
7937,C21 H16 O7,CHO,21,16,7,0,0
7937,C29 H38 O6,CHO,29,38,6,0,0
7937,C19 H28 O4,CHO,19,28,4,0,0
7937,C16 H15 N1 O7,CHNO,16,15,7,1,0
7937,C21 H23 N1 O7,CHNO,21,23,7,1,0
7937,C25 H24 O10,CHO,25,24,10,0,0
7937,C15 H22 O4,CHO,15,22,4,0,0
7937,C21 H16 O8,CHO,21,16,8,0,0
7937,C18 H23 N1 O8,CHNO,18,23,8,1,0
7937,C11 H10 O6 S1,CHOS,11,10,6,0,1
7937,C17 H28 O5,CHO,17,28,5,0,0
7937,C15 H8 O9,CHO,15,8,9,0,0
7937,C12 H19 N1 O4,CHNO,12,19,4,1,0
7937,C20 H14 O5,CHO,20,14,5,0,0
7937,C24 H14 O11,CHO,24,14,11,0,0
7937,C19 H19 N1 O9,CHNO,19,19,9,1,0
7937,C20 H20 N2 O10,CHNO,20,20,10,2,0
7937,C21 H22 O8,CHO,21,22,8,0,0
7937,C27 H34 O15,CHO,27,34,15,0,0
7937,C27 H22 O10,CHO,27,22,10,0,0
7937,C12 H16 N2 O3,CHNO,12,16,3,2,0
7937,C22 H18 O14,CHO,22,18,14,0,0
7937,C19 H22 O10,CHO,19,22,10,0,0
7937,C11 H9 N1 O3,CHNO,11,9,3,1,0
7937,C18 H22 N2 O9,CHNO,18,22,9,2,0
7937,C24 H18 O14,CHO,24,18,14,0,0
7937,C22 H31 N1 O8,CHNO,22,31,8,1,0
7937,C13 H16 O2,CHO,13,16,2,0,0
7937,C11 H20 O6,CHO,11,20,6,0,0
7937,C15 H23 N1 O7,CHNO,15,23,7,1,0
7937,C17 H23 N1 O9,CHNO,17,23,9,1,0
7937,C20 H19 N1 O10,CHNO,20,19,10,1,0
7937,C28 H38 O15,CHO,28,38,15,0,0
7937,C29 H40 O11,CHO,29,40,11,0,0
7937,C25 H26 O8,CHO,25,26,8,0,0
7937,C15 H24 N2 O10,CHNO,15,24,10,2,0
7937,C16 H24 O3,CHO,16,24,3,0,0
7937,C18 H20 O11,CHO,18,20,11,0,0
7937,C18 H20 N2 O7,CHNO,18,20,7,2,0
7937,C22 H19 N1 O10,CHNO,22,19,10,1,0
7937,C25 H22 O9,CHO,25,22,9,0,0
7937,C17 H19 N1 O8,CHNO,17,19,8,1,0
7937,C9 H11 N1 O4,CHNO,9,11,4,1,0
7937,C20 H16 O5,CHO,20,16,5,0,0
7937,C26 H20 O9,CHO,26,20,9,0,0
7937,C13 H15 N1 O4,CHNO,13,15,4,1,0
7937,C16 H8 O6,CHO,16,8,6,0,0
7937,C9 H12 O4,CHO,9,12,4,0,0
7937,C24 H24 O11,CHO,24,24,11,0,0
7937,C17 H28 O4,CHO,17,28,4,0,0
7937,C13 H12 O10,CHO,13,12,10,0,0
7937,C23 H27 N1 O9,CHNO,23,27,9,1,0
7937,C16 H11 N1 O9,CHNO,16,11,9,1,0
7937,C28 H38 O9,CHO,28,38,9,0,0
7937,C19 H19 N1 O5,CHNO,19,19,5,1,0
7937,C16 H10 O6,CHO,16,10,6,0,0
7937,C23 H28 O10,CHO,23,28,10,0,0
7937,C18 H26 O10,CHO,18,26,10,0,0
7937,C33 H48 O11,CHO,33,48,11,0,0
7937,C29 H34 O15,CHO,29,34,15,0,0
7937,C19 H12 O6 S1,CHOS,19,12,6,0,1
7937,C15 H13 N1 O3,CHNO,15,13,3,1,0
7937,C8 H7 N1 O5,CHNO,8,7,5,1,0
7937,C19 H25 N1 O11,CHNO,19,25,11,1,0
7937,C36 H46 O12,CHO,36,46,12,0,0
7937,C13 H19 N1 O6,CHNO,13,19,6,1,0
7937,C20 H28 O10,CHO,20,28,10,0,0
7937,C17 H22 O9,CHO,17,22,9,0,0
7937,C22 H21 N1 O10,CHNO,22,21,10,1,0
7937,C15 H18 N2 O7,CHNO,15,18,7,2,0
7937,C18 H15 N1 O8,CHNO,18,15,8,1,0
7937,C20 H12 O8,CHO,20,12,8,0,0
7937,C24 H20 O8,CHO,24,20,8,0,0
7937,C17 H21 N1 O9,CHNO,17,21,9,1,0
7937,C13 H9 N1 O6,CHNO,13,9,6,1,0
7937,C13 H16 N2 O7,CHNO,13,16,7,2,0
7937,C22 H34 O5,CHO,22,34,5,0,0
7937,C21 H30 O7,CHO,21,30,7,0,0
7937,C12 H8 O10,CHO,12,8,10,0,0
7937,C24 H22 O16,CHO,24,22,16,0,0
7937,C25 H26 O15,CHO,25,26,15,0,0
7937,C16 H10 O3,CHO,16,10,3,0,0
7937,C20 H14 O8,CHO,20,14,8,0,0
7937,C21 H22 O4,CHO,21,22,4,0,0
7937,C24 H18 O8 S1,CHOS,24,18,8,0,1
7937,C27 H38 O9,CHO,27,38,9,0,0
7937,C14 H7 N1 O7,CHNO,14,7,7,1,0
7937,C22 H38 O9,CHO,22,38,9,0,0
7937,C20 H24 O9,CHO,20,24,9,0,0
7937,C15 H8 O8,CHO,15,8,8,0,0
7937,C23 H22 O7,CHO,23,22,7,0,0
7937,C23 H36 O7,CHO,23,36,7,0,0
7937,C24 H36 O11,CHO,24,36,11,0,0
7937,C15 H22 O10,CHO,15,22,10,0,0
7937,C27 H26 O13,CHO,27,26,13,0,0
7937,C22 H36 O6,CHO,22,36,6,0,0
7937,C11 H10 O4,CHO,11,10,4,0,0
7937,C27 H20 O13,CHO,27,20,13,0,0
7937,C27 H28 O9,CHO,27,28,9,0,0
7937,C26 H28 O10,CHO,26,28,10,0,0
7937,C24 H18 O13,CHO,24,18,13,0,0
7937,C19 H26 O12,CHO,19,26,12,0,0
7937,C15 H12 O8,CHO,15,12,8,0,0
7937,C30 H44 O8,CHO,30,44,8,0,0
7937,C24 H38 O9,CHO,24,38,9,0,0
7937,C12 H16 O2,CHO,12,16,2,0,0
7937,C22 H18 O9,CHO,22,18,9,0,0
7937,C18 H14 O13,CHO,18,14,13,0,0
7937,C15 H18 O12,CHO,15,18,12,0,0
7937,C16 H26 O8,CHO,16,26,8,0,0
7937,C19 H10 O8,CHO,19,10,8,0,0
7937,C15 H17 N1 O5,CHNO,15,17,5,1,0
7937,C22 H20 O12,CHO,22,20,12,0,0
7937,C20 H18 O4,CHO,20,18,4,0,0
7937,C28 H44 O8,CHO,28,44,8,0,0
7937,C23 H14 O12,CHO,23,14,12,0,0
7937,C17 H19 N1 O7,CHNO,17,19,7,1,0
7937,C21 H14 O5,CHO,21,14,5,0,0
7937,C20 H20 O10,CHO,20,20,10,0,0
7937,C13 H6 O6,CHO,13,6,6,0,0
7937,C32 H40 O10,CHO,32,40,10,0,0
7937,C33 H44 O10,CHO,33,44,10,0,0
7937,C20 H30 O7,CHO,20,30,7,0,0
7937,C22 H16 O6 S1,CHOS,22,16,6,0,1
7937,C28 H34 O15,CHO,28,34,15,0,0
7937,C17 H10 O9,CHO,17,10,9,0,0
7937,C9 H9 N1 O4,CHNO,9,9,4,1,0
7937,C23 H28 O7,CHO,23,28,7,0,0
7937,C31 H38 O10,CHO,31,38,10,0,0
7937,C26 H32 O6,CHO,26,32,6,0,0
7937,C20 H12 O6 S1,CHOS,20,12,6,0,1
7937,C27 H34 O10,CHO,27,34,10,0,0
7937,C12 H17 N1 O7,CHNO,12,17,7,1,0
7937,C20 H18 O13,CHO,20,18,13,0,0
7937,C25 H14 O9 S1,CHOS,25,14,9,0,1
7937,C24 H30 O11,CHO,24,30,11,0,0
7937,C8 H12 O7,CHO,8,12,7,0,0
7937,C19 H28 O5,CHO,19,28,5,0,0
7937,C24 H28 O9,CHO,24,28,9,0,0
7937,C12 H20 O6,CHO,12,20,6,0,0
7937,C28 H28 O9,CHO,28,28,9,0,0
7937,C10 H12 O7,CHO,10,12,7,0,0
7937,C20 H27 N1 O8,CHNO,20,27,8,1,0
7937,C17 H25 N1 O9,CHNO,17,25,9,1,0
7937,C15 H20 O9 S1,CHOS,15,20,9,0,1
7937,C24 H34 O4,CHO,24,34,4,0,0
7937,C27 H40 O10,CHO,27,40,10,0,0
7937,C15 H22 O9,CHO,15,22,9,0,0
7937,C17 H15 N1 O9,CHNO,17,15,9,1,0
7937,C16 H21 N1 O8,CHNO,16,21,8,1,0
7937,C18 H28 O10,CHO,18,28,10,0,0
7937,C17 H22 O8,CHO,17,22,8,0,0
7937,C28 H30 O14,CHO,28,30,14,0,0
7937,C26 H30 O13,CHO,26,30,13,0,0
7937,C16 H15 N1 O9,CHNO,16,15,9,1,0
7937,C15 H26 O3,CHO,15,26,3,0,0
7937,C20 H26 O8 S1,CHOS,20,26,8,0,1
7937,C18 H12 O11,CHO,18,12,11,0,0
7937,C28 H38 O14,CHO,28,38,14,0,0
7937,C30 H42 O13,CHO,30,42,13,0,0
7937,C23 H24 O10,CHO,23,24,10,0,0
7937,C35 H48 O11,CHO,35,48,11,0,0
7937,C24 H14 O9,CHO,24,14,9,0,0
7937,C23 H20 O11,CHO,23,20,11,0,0
7937,C29 H26 O14,CHO,29,26,14,0,0
7937,C21 H17 N1 O9,CHNO,21,17,9,1,0
7937,C30 H42 O7,CHO,30,42,7,0,0
7937,C20 H16 O6,CHO,20,16,6,0,0
7937,C18 H16 O8,CHO,18,16,8,0,0
7937,C16 H14 O4,CHO,16,14,4,0,0
7937,C18 H14 O6,CHO,18,14,6,0,0
7937,C21 H25 N1 O3,CHNO,21,25,3,1,0
7937,C16 H15 N1 O5,CHNO,16,15,5,1,0
7937,C19 H16 O11,CHO,19,16,11,0,0
7937,C24 H20 O10,CHO,24,20,10,0,0
7937,C29 H40 O14,CHO,29,40,14,0,0
7937,C21 H18 O6,CHO,21,18,6,0,0
7937,C19 H26 O7,CHO,19,26,7,0,0
7937,C17 H28 O8,CHO,17,28,8,0,0
7937,C14 H14 O5,CHO,14,14,5,0,0
7937,C11 H10 O9,CHO,11,10,9,0,0
7937,C27 H22 O13,CHO,27,22,13,0,0
7937,C18 H21 N1 O7,CHNO,18,21,7,1,0
7937,C20 H20 O9,CHO,20,20,9,0,0
7937,C11 H15 N1 O5,CHNO,11,15,5,1,0
7937,C12 H8 O3,CHO,12,8,3,0,0
7937,C11 H11 N1 O5,CHNO,11,11,5,1,0
7937,C19 H17 N1 O11,CHNO,19,17,11,1,0
7937,C8 H8 O3,CHO,8,8,3,0,0
7937,C27 H22 O9,CHO,27,22,9,0,0
7937,C10 H10 N2 O5,CHNO,10,10,5,2,0
7937,C26 H22 O15,CHO,26,22,15,0,0
7937,C34 H44 O15,CHO,34,44,15,0,0
7937,C13 H9 N1 O3,CHNO,13,9,3,1,0
7937,C23 H26 O7,CHO,23,26,7,0,0
7937,C11 H14 O9,CHO,11,14,9,0,0
7937,C18 H13 N1 O9,CHNO,18,13,9,1,0
7937,C25 H30 O12,CHO,25,30,12,0,0
7937,C18 H10 O10,CHO,18,10,10,0,0
7937,C21 H36 O6,CHO,21,36,6,0,0
7937,C13 H24 O5,CHO,13,24,5,0,0
7937,C28 H28 O15,CHO,28,28,15,0,0
7937,C15 H11 N1 O8,CHNO,15,11,8,1,0
7937,C22 H34 O10,CHO,22,34,10,0,0
7937,C18 H14 O4,CHO,18,14,4,0,0
7937,C24 H22 O14,CHO,24,22,14,0,0
7937,C24 H26 O7,CHO,24,26,7,0,0
7937,C16 H16 N2 O7,CHNO,16,16,7,2,0
7937,C19 H22 O8,CHO,19,22,8,0,0
7937,C27 H42 O6,CHO,27,42,6,0,0
7937,C26 H24 O6 S1,CHOS,26,24,6,0,1
7937,C22 H29 N1 O9,CHNO,22,29,9,1,0
7937,C30 H28 O13,CHO,30,28,13,0,0
7937,C18 H12 O13,CHO,18,12,13,0,0
7937,C19 H12 O10,CHO,19,12,10,0,0
7937,C16 H17 N1 O7,CHNO,16,17,7,1,0
7937,C27 H28 O16,CHO,27,28,16,0,0
7937,C13 H20 O8,CHO,13,20,8,0,0
7937,C8 H8 O5,CHO,8,8,5,0,0
7937,C22 H24 O8,CHO,22,24,8,0,0
7937,C13 H10 O9,CHO,13,10,9,0,0
7937,C17 H20 N2 O7,CHNO,17,20,7,2,0
7937,C14 H16 O5,CHO,14,16,5,0,0
7937,C10 H13 N1 O4,CHNO,10,13,4,1,0
7937,C25 H36 O13,CHO,25,36,13,0,0
7937,C25 H30 O10,CHO,25,30,10,0,0
7937,C27 H40 O9,CHO,27,40,9,0,0
7937,C28 H30 O12,CHO,28,30,12,0,0
7937,C10 H10 O8,CHO,10,10,8,0,0
7937,C19 H12 O7,CHO,19,12,7,0,0
7937,C11 H6 O4,CHO,11,6,4,0,0
7937,C18 H22 N2 O6,CHNO,18,22,6,2,0
7937,C29 H32 O12,CHO,29,32,12,0,0
7937,C20 H16 O12,CHO,20,16,12,0,0
7937,C32 H44 O13,CHO,32,44,13,0,0
7937,C9 H14 O6,CHO,9,14,6,0,0
7937,C16 H18 O8,CHO,16,18,8,0,0
7937,C15 H15 N1 O8,CHNO,15,15,8,1,0
7937,C29 H36 O7,CHO,29,36,7,0,0
7937,C16 H13 N1 O3,CHNO,16,13,3,1,0
7937,C9 H13 N1 O4,CHNO,9,13,4,1,0
7937,C20 H30 O10,CHO,20,30,10,0,0
7937,C24 H32 O12,CHO,24,32,12,0,0
7937,C30 H34 O13,CHO,30,34,13,0,0
7937,C24 H26 O8,CHO,24,26,8,0,0
7937,C14 H8 O6,CHO,14,8,6,0,0
7937,C10 H8 N2 O5,CHNO,10,8,5,2,0
7937,C30 H44 O6,CHO,30,44,6,0,0
7937,C13 H9 N1 O8,CHNO,13,9,8,1,0
7937,C20 H27 N1 O9,CHNO,20,27,9,1,0
7937,C28 H42 O9,CHO,28,42,9,0,0
7937,C27 H34 O7,CHO,27,34,7,0,0
7937,C20 H28 O3,CHO,20,28,3,0,0
7937,C25 H34 O7,CHO,25,34,7,0,0
7937,C12 H7 N1 O4,CHNO,12,7,4,1,0
7937,C12 H12 N2 O3,CHNO,12,12,3,2,0
7937,C19 H8 O9,CHO,19,8,9,0,0
7937,C12 H9 N1 O8,CHNO,12,9,8,1,0
7937,C17 H23 N1 O6,CHNO,17,23,6,1,0
7937,C9 H12 O6,CHO,9,12,6,0,0
7937,C22 H22 O6,CHO,22,22,6,0,0
7937,C23 H18 O7,CHO,23,18,7,0,0
7937,C18 H25 N1 O5,CHNO,18,25,5,1,0
7937,C11 H7 N1 O5,CHNO,11,7,5,1,0
7937,C20 H16 O11,CHO,20,16,11,0,0
7937,C20 H15 N1 O9,CHNO,20,15,9,1,0
7937,C31 H30 O14,CHO,31,30,14,0,0
7937,C19 H30 O8,CHO,19,30,8,0,0
7937,C17 H26 O8,CHO,17,26,8,0,0
7937,C20 H20 O12,CHO,20,20,12,0,0
7937,C22 H27 N1 O11,CHNO,22,27,11,1,0
7937,C28 H38 O8,CHO,28,38,8,0,0
7937,C28 H44 O10,CHO,28,44,10,0,0
7937,C30 H24 O14,CHO,30,24,14,0,0
7937,C7 H7 N1 O4,CHNO,7,7,4,1,0
7937,C23 H31 N1 O8,CHNO,23,31,8,1,0
7937,C10 H10 O6,CHO,10,10,6,0,0
7937,C15 H7 N1 O5,CHNO,15,7,5,1,0
7937,C18 H15 N1 O10,CHNO,18,15,10,1,0
7937,C21 H23 N1 O11,CHNO,21,23,11,1,0
7937,C18 H16 N2 O8,CHNO,18,16,8,2,0
7937,C22 H24 O11,CHO,22,24,11,0,0
7937,C23 H26 O10,CHO,23,26,10,0,0
7937,C25 H16 O14,CHO,25,16,14,0,0
7937,C30 H46 O7,CHO,30,46,7,0,0
7937,C9 H12 O7,CHO,9,12,7,0,0
7937,C25 H16 O12,CHO,25,16,12,0,0
7937,C31 H42 O9,CHO,31,42,9,0,0
7937,C14 H21 N1 O7,CHNO,14,21,7,1,0
7937,C19 H18 O12,CHO,19,18,12,0,0
7937,C18 H26 O8 S1,CHOS,18,26,8,0,1
7937,C13 H6 O4,CHO,13,6,4,0,0
7937,C22 H29 N1 O8,CHNO,22,29,8,1,0
7937,C28 H36 O11,CHO,28,36,11,0,0
7937,C13 H11 N1 O4,CHNO,13,11,4,1,0
7937,C22 H20 O10,CHO,22,20,10,0,0
7937,C16 H12 O9,CHO,16,12,9,0,0
7937,C31 H44 O10,CHO,31,44,10,0,0
7937,C28 H28 O14,CHO,28,28,14,0,0
7937,C16 H14 O3,CHO,16,14,3,0,0
7937,C19 H30 O6,CHO,19,30,6,0,0
7937,C24 H16 O8,CHO,24,16,8,0,0
7937,C22 H24 O5,CHO,22,24,5,0,0
7937,C15 H16 O8 S1,CHOS,15,16,8,0,1
7937,C15 H20 O2,CHO,15,20,2,0,0
7937,C17 H16 O4,CHO,17,16,4,0,0
7937,C13 H9 N1 O5,CHNO,13,9,5,1,0
7937,C19 H14 O9,CHO,19,14,9,0,0
7937,C16 H8 O3 S1,CHOS,16,8,3,0,1
7937,C18 H14 O10,CHO,18,14,10,0,0
7937,C28 H30 O13,CHO,28,30,13,0,0
7937,C22 H16 O7,CHO,22,16,7,0,0
7937,C18 H23 N1 O10,CHNO,18,23,10,1,0
7937,C24 H18 O9,CHO,24,18,9,0,0
7937,C16 H12 O12,CHO,16,12,12,0,0
7937,C22 H28 O13,CHO,22,28,13,0,0
7937,C24 H14 O8 S1,CHOS,24,14,8,0,1
7937,C22 H32 O11,CHO,22,32,11,0,0
7937,C25 H26 O7,CHO,25,26,7,0,0
7937,C26 H32 O7,CHO,26,32,7,0,0
7937,C20 H21 N1 O9,CHNO,20,21,9,1,0
7937,C25 H22 O11,CHO,25,22,11,0,0
7937,C21 H14 O9,CHO,21,14,9,0,0
