measurement_id,peak_relint_tic,formula_string,C,H,N,O,S,formula_mass_nominal,timepoint
21677,2.59971449837277e-05,C14 H12 O6,14,12,0,6,0,276,0
21677,0.0001373912009546,C12 H8 O7,12,8,0,7,0,264,0
21677,5.75237456136314e-05,C56 H90 O13,56,90,0,13,0,971,0
21677,0.0002024109786971,C16 13C1 H12 O11,16,12,0,11,0,393,0
21677,0.0001474137480734,C29 H28 O17,29,28,0,17,0,648,0
21677,0.0001832110746591,C23 H22 O19,23,22,0,19,0,602,0
21677,0.0008111476490188,C27 H20 O19,27,20,0,19,0,648,0
21677,4.76008101969107e-05,C22 H24 N2 O22 34S1,22,24,2,22,0,702,0
21677,4.76008101969107e-05,C33 H18 O18,33,18,0,18,0,702,0
21677,0.000203466460268,C24 H28 O16,24,28,0,16,0,572,0
21677,0.0001711087559416,C26 H14 O19,26,14,0,19,0,630,0
21677,0.0001113392192258,C22 H20 N2 O18,22,20,2,18,0,600,0
21677,0.0008746284762725,C23 H14 O15,23,14,0,15,0,530,0
21677,0.0001507079774949,C19 13C1 H12 O14,19,12,0,14,0,477,0
21677,5.41535496920835e-05,C12 H14 O13 S1,12,14,0,13,1,398,0
21677,0.0007999554190342,C8 H6 O6,8,6,0,6,0,198,0
21677,7.21757214337782e-05,C30 13C1 H26 O22,30,26,0,22,0,751,0
21677,6.9913328381203e-05,C20 13C1 H24 O12,20,24,0,12,0,469,0
21677,6.06977366673777e-05,C24 H8 N2 O14,24,8,2,14,0,548,0
21677,3.27792932474071e-05,C24 H11 N1 O18,24,11,1,18,0,601,0
21677,0.0007753845325126,C25 H18 O15,25,18,0,15,0,558,0
21677,0.0001691950038464,C28 H16 O17,28,16,0,17,0,624,0
21677,4.07935074630003e-05,C20 H14 N2 O17 S1,20,14,2,17,1,586,0
21677,3.19708285741831e-05,C37 H71 N1 O7,37,71,1,7,0,642,0
21677,0.0002207123650583,C25 H28 O18,25,28,0,18,0,616,0
21677,3.47051194882916e-05,C22 H17 N1 O22,22,17,1,22,0,647,0
21677,0.0004046976943112,C24 H18 O19,24,18,0,19,0,610,0
21677,6.07525734124813e-05,C30 H30 N2 O25 S1,30,30,2,25,1,850,0
21677,9.57721237786602e-05,C26 13C1 H16 O19,26,16,0,19,0,645,0
21677,0.0006951377477605,C22 H24 O16,22,24,0,16,0,544,0
21677,0.0001453153621668,C21 H18 O18,21,18,0,18,0,558,0
21677,0.0005468365499773,C28 H20 O20,28,20,0,20,0,676,0
21677,4.6961383563639e-05,C29 H27 N1 O19,29,27,1,19,0,693,0
21677,0.0001220741409415,C21 H13 N1 O13,21,13,1,13,0,487,0
21677,3.07196452248936e-05,C22 H30 O15,22,30,0,15,0,534,0
21677,4.13172235332095e-05,C24 13C1 H12 O16,24,12,0,16,0,569,0
21677,0.0001295475340472,C24 H19 N1 O16,24,19,1,16,0,577,0
21677,4.77924872600708e-05,C19 H14 O12 S1,19,14,0,12,1,466,0
21677,0.0012913399455661,C17 H12 O13,17,12,0,13,0,424,0
21677,5.59158718764666e-05,C26 H18 O9 S1 34S1,26,18,0,9,1,540,0
21677,5.59158718764666e-05,C16 H16 N2 O19,16,16,2,19,0,540,0
21677,7.44542133473013e-05,C21 H23 N1 O13,21,23,1,13,0,497,0
21677,0.0001961153178876,C16 H8 O11,16,8,0,11,0,376,0
21677,0.0001650334482914,C31 H22 O18,31,22,0,18,0,682,0
21677,3.81236119926831e-05,C41 H78 O5,41,78,0,5,0,651,0
21677,3.39444483085065e-05,C32 H27 N1 O19,32,27,1,19,0,729,0
21677,0.0001340994869802,C20 H13 N1 O13,20,13,1,13,0,475,0
21677,0.0001102852469231,C20 H18 N2 O20,20,18,2,20,0,606,0
21677,0.0002799773031013,C21 H14 O6 S1,21,14,0,6,1,394,0
21677,0.0004171808517081,C16 13C1 H18 O12,16,18,0,12,0,415,0
21677,7.63880890186597e-05,C24 H20 N2 O20,24,20,2,20,0,656,0
21677,2.7321276296687e-05,C16 H9 N1 O12,16,9,1,12,0,407,0
21677,0.0017218405923509,C19 H18 O12,19,18,0,12,0,438,0
21677,3.82594461319304e-05,C15 H11 N1 O8,15,11,1,8,0,333,0
21677,0.0001169285425111,C27 13C1 H18 O18,27,18,0,18,0,643,0
21677,0.0001818884526144,C21 H15 N1 O13,21,15,1,13,0,489,0
21677,5.05202380119193e-05,C26 13C1 H24 N2 O20 S1,26,24,2,20,1,729,0
21677,0.0014202716981821,C25 H20 O17,25,20,0,17,0,592,0
21677,0.0001701352779437,C22 H12 O17,22,12,0,17,0,548,0
21677,4.68054258482068e-05,C27 13C1 H14 O18,27,14,0,18,0,639,0
21677,0.000177876817702,C24 13C1 H20 O15,24,20,0,15,0,561,0
21677,5.8987735781075e-05,C25 H15 N1 O17,25,15,1,17,0,601,0
21677,0.0001098556085715,C18 H16 N2 O19,18,16,2,19,0,564,0
21677,3.21625056373432e-05,C22 H19 N1 O23 S1,22,19,1,23,1,697,0
21677,3.60101334038754e-05,C44 H72 N2 O5,44,72,2,5,0,709,0
21677,0.0001449813108021,C19 H17 N1 O11,19,17,1,11,0,435,0
21677,0.0001549304068679,C14 13C1 H12 O10,14,12,0,10,0,353,0
21677,9.53872603841261e-05,C8 H8 O6,8,8,0,6,0,200,0
21677,4.38633590099903e-05,C18 H13 N1 O14,18,13,1,14,0,467,0
21677,1.25410126783621e-05,C10 H8 O2,10,8,0,2,0,160,0
21677,2.08253859042362e-05,C19 13C1 H20 O10,19,20,0,10,0,421,0
21677,0.0001670070680257,C12 H6 O8,12,6,0,8,0,278,0
21677,0.0019247179349261,C15 H14 O11,15,14,0,11,0,370,0
21677,2.35073555202643e-05,C11 H8 O5,11,8,0,5,0,220,0
21677,5.86506658799798e-05,C31 H18 N2 O15,31,18,2,15,0,658,0
21677,5.02631593261586e-05,C25 H18 O20 S1,25,18,0,20,1,670,0
21677,5.78200652729525e-05,C30 H28 N2 O24 S1,30,28,2,24,1,832,0
21677,0.0001235114673705,C23 H24 O12,23,24,0,12,0,492,0
21677,0.0005713531028432,C23 H18 O13,23,18,0,13,0,502,0
21677,0.0002974551321072,C27 H26 O16,27,26,0,16,0,606,0
21677,4.12759702020307e-05,C18 H17 N1 O19 34S1,18,17,1,19,0,585,0
21677,0.0001273897835908,C29 H20 O22,29,20,0,22,0,720,0
21677,7.76558743183016e-05,C16 13C1 H15 N1 O20,16,15,1,20,0,554,0
21677,7.76558743183016e-05,C18 H18 O18 S1,18,18,0,18,1,554,0
21677,0.000134316821603,C22 H19 N1 O15,22,19,1,15,0,537,0
21677,1.74652517707806e-05,C15 H16 O6,15,16,0,6,0,292,0
21677,0.0002707184456987,C16 H10 O9,16,10,0,9,0,346,0
21677,8.09994065014047e-05,C33 H24 O25,33,24,0,25,0,820,0
21677,0.0003096122875699,C27 H28 O19,27,28,0,19,0,656,0
21677,4.99879694218316e-05,C30 13C1 H24 N2 O18 S1,30,24,2,18,1,745,0
21677,6.6379125313749e-05,C22 H23 N1 O13,22,23,1,13,0,509,0
21677,5.16642633180247e-05,C29 H18 N2 O19,29,18,2,19,0,698,0
21677,5.27655260247375e-05,C23 13C1 H26 O18,23,26,0,18,0,603,0
21677,9.37376302263778e-05,C13 13C1 H12 O9,13,12,0,9,0,325,0
21677,3.9101617795264e-05,C16 H16 N2 O9,16,16,2,9,0,380,0
21677,0.0003609978393577,C23 H28 N2 O21 S1,23,28,2,21,1,700,0
21677,0.0003609978393577,C31 H24 O19,31,24,0,19,0,700,0
21677,7.06206720840984e-05,C28 H24 O16 S1,28,24,0,16,1,648,0
21677,1.86168234179553e-05,C13 13C1 H20 O9,13,20,0,9,0,333,0
21677,3.93280080273429e-05,C15 H22 O8,15,22,0,8,0,330,0
21677,4.13700479206946e-05,C31 H20 O17 S1 34S1,31,20,0,17,1,730,0
21677,6.06600049620312e-05,C36 H28 O26,36,28,0,26,0,876,0
21677,0.0010184219929904,C27 H22 O18,27,22,0,18,0,634,0
21677,3.31354805458779e-05,C31 13C1 H30 O19,31,30,0,19,0,719,0
21677,0.0001559994718527,C20 13C1 H14 O16,20,14,0,16,0,523,0
21677,3.48112713526664e-05,C26 H12 N2 O19,26,12,2,19,0,656,0
21677,3.62702306260638e-05,C25 H19 N1 O22,25,19,1,22,0,685,0
21677,6.53055325242904e-05,C21 H22 N2 O17,21,22,2,17,0,574,0
21677,4.72164498917812e-05,C33 13C1 H27 N1 O23,33,27,1,23,0,818,0
21677,0.0002332372788757,C21 13C1 H22 O16,21,22,0,16,0,543,0
21677,0.0002078835852405,C34 H28 O23,34,28,0,23,0,804,0
21677,8.88481043028781e-05,C23 H18 N2 O18,23,18,2,18,0,610,0
21677,0.0004066124525852,C8 H10 O6,8,10,0,6,0,202,0
21677,7.73600577483852e-05,C14 13C1 H10 O10,14,10,0,10,0,351,0
21677,0.0002542523294855,C29 H20 O17,29,20,0,17,0,640,0
21677,5.63072754332608e-05,C15 H22 O9,15,22,0,9,0,346,0
21677,0.0002668089379354,C18 13C1 H14 O12,18,14,0,12,0,435,0
21677,0.0002924358091173,C23 H24 O13,23,24,0,13,0,508,0
21677,6.71906085234007e-05,C31 H24 O17,31,24,0,17,0,668,0
21677,4.60769523903174e-05,C33 13C1 H24 O23,33,24,0,23,0,801,0
21677,2.99016218529819e-05,C37 13C1 H78 O1 S1,37,78,0,1,1,584,0
21677,0.0006540242754362,C21 H12 O14,21,12,0,14,0,488,0
21677,0.000350444532917,C24 H26 N2 O23 S1,24,26,2,23,1,742,0
21677,0.000350444532917,C32 H22 O21,32,22,0,21,0,742,0
21677,0.0001223417845048,C17 H12 O15,17,12,0,15,0,456,0
21677,2.59709843346874e-05,C18 H10 O9 S1,18,10,0,9,1,402,0
21677,6.94122513342017e-05,C25 13C1 H18 O15,25,18,0,15,0,571,0
21677,0.0001124404819325,C22 H24 O18,22,24,0,18,0,576,0
21677,0.0001911598872521,C12 13C1 H14 O9,12,14,0,9,0,315,0
21677,0.0007005052086184,C18 H22 O11,18,22,0,11,0,414,0
21677,0.0008043348123014,C28 H22 O18,28,22,0,18,0,646,0
21677,0.0001347997874314,C16 H22 O9,16,22,0,9,0,358,0
21677,3.55030192840186e-05,C14 13C1 H16 O15 S1,14,16,0,15,1,469,0
21677,3.20774835279625e-05,C14 H13 N1 O7,14,13,1,7,0,307,0
21677,0.000103547370527,C20 H8 N2 O11,20,8,2,11,0,452,0
21677,9.25925987414632e-05,C20 H14 O10 S1,20,14,0,10,1,446,0
21677,0.0001333302632805,C26 H21 N1 O16,26,21,1,16,0,603,0
21677,0.0009134030859548,C23 H14 O16,23,14,0,16,0,546,0
21677,4.52881082038735e-05,C40 H76 O7,40,76,0,7,0,669,0
21677,9.96685512174405e-05,C22 H20 N2 O19,22,20,2,19,0,616,0
21677,0.0004944548811683,C12 H8 O8,12,8,0,8,0,280,0
21677,2.84341100597059e-05,C37 13C1 H72 O7,37,72,0,7,0,642,0
21677,2.6162158308443e-05,C12 H14 O5,12,14,0,5,0,238,0
21677,3.48535308626545e-05,C12 H11 N1 O7,12,11,1,7,0,281,0
21677,2.29700560361304e-05,C15 13C1 H20 O8,15,20,0,8,0,341,0
21677,0.0001963356710469,C27 13C1 H22 O20,27,22,0,20,0,679,0
21677,0.0001516190724066,C17 H17 N1 O10,17,17,1,10,0,395,0
21677,0.0001567817758769,C18 13C1 H20 O11,18,20,0,11,0,425,0
21677,3.07261853871537e-05,C42 H74 O1,42,74,0,1,0,595,0
21677,0.0001566565066151,C26 H18 N2 O15,26,18,2,15,0,598,0
21677,0.0006821665936412,C29 H22 O19,29,22,0,19,0,674,0
21677,0.0009114143735383,C18 H20 O14,18,20,0,14,0,460,0
21677,5.29868853627702e-05,C18 H12 O9,18,12,0,9,0,372,0
21677,5.68234451624007e-05,C29 H28 N2 O27 S1,29,28,2,27,1,868,0
21677,0.0001087216450535,C16 H15 N1 O9,16,15,1,9,0,365,0
21677,3.04872179199593e-05,C44 H68 N2 O3,44,68,2,3,0,673,0
21677,2.77302879826428e-05,C22 H9 N1 O12,22,9,1,12,0,479,0
21677,0.0001255444516546,C14 H16 O14 S1,14,16,0,14,1,440,0
21677,4.42814263052293e-05,C19 H11 N1 O11,19,11,1,11,0,429,0
21677,7.37871167967754e-05,C19 H13 N1 O14,19,13,1,14,0,479,0
21677,6.12541535488872e-05,C14 H8 O12,14,8,0,12,0,368,0
21677,3.87836652915443e-05,C31 H27 N1 O18,31,27,1,18,0,701,0
21677,9.55361748478936e-05,C15 H20 O12,15,20,0,12,0,392,0
21677,1.65159220642631e-05,C11 H14 N2 O6,11,14,2,6,0,270,0
21677,5.94259266524989e-05,C33 H21 N1 O18,33,21,1,18,0,719,0
21677,5.4745685921321e-05,C28 H25 N1 O18,28,25,1,18,0,663,0
21677,0.0001532661871174,C13 13C1 H16 O11,13,16,0,11,0,361,0
21677,0.0001198997885348,C20 13C1 H16 O12,20,16,0,12,0,461,0
21677,0.0003378245352021,C26 H24 O20,26,24,0,20,0,656,0
21677,0.0001648629009833,C30 H24 O17,30,24,0,17,0,656,0
21677,0.0006873131982504,C23 H20 O18,23,20,0,18,0,584,0
21677,3.15593014412041e-05,C10 13C1 H8 O8,10,8,0,8,0,269,0
21677,7.84215763921329e-05,C10 H12 O9,10,12,0,9,0,276,0
21677,6.25556458386386e-05,C21 H16 N2 O21,21,16,2,21,0,632,0
21677,3.86136210727828e-05,C40 H81 N1 O6 S1,40,81,1,6,1,704,0
21677,1.85141931794129e-05,C10 H8 O10,10,8,0,10,0,288,0
21677,8.68644227804622e-05,C32 H20 O23,32,20,0,23,0,772,0
21677,0.0001916614673885,C20 H20 O17,20,20,0,17,0,532,0
21677,0.0005362057677682,C25 H18 O19,25,18,0,19,0,622,0
21677,1.47948532110588e-05,C13 13C1 H30 O5 S1,13,30,0,5,1,311,0
21677,4.85969272180579e-05,C15 13C1 H16 O14,15,16,0,14,0,433,0
21677,1.49684190556526e-05,C13 H14 N2 O6,13,14,2,6,0,294,0
21677,8.23512077316181e-05,C31 H32 O20,31,32,0,20,0,724,0
21677,4.95603434279048e-05,C24 H24 O12,24,24,0,12,0,504,0
21677,9.36697131567542e-05,C27 H19 N1 O18,27,19,1,18,0,645,0
21677,0.0001041792508192,C22 13C1 H16 O18,22,16,0,18,0,581,0
21677,2.97094417004171e-05,C18 H10 O13 S1,18,10,0,13,1,466,0
21677,7.17863302346025e-05,C29 H14 N2 O14,29,14,2,14,0,614,0
21677,6.04069509915075e-05,C40 H72 N2 O3,40,72,2,3,0,629,0
21677,6.48140141759768e-05,C25 H12 O19,25,12,0,19,0,616,0
21677,0.0013382012143382,C13 H14 O10,13,14,0,10,0,330,0
21677,2.2147504859577e-05,C19 13C1 H26 O12,19,26,0,12,0,459,0
21677,0.0004418649333457,C18 H10 O13,18,10,0,13,0,434,0
21677,5.81500919223831e-05,C11 H14 O12 S1,11,14,0,12,1,370,0
21677,0.0001731201073813,C15 H18 O15 S1,15,18,0,15,1,470,0
21677,4.34563596816529e-05,C29 13C1 H28 N2 O25 S1,29,28,2,25,1,849,0
21677,0.000390689672929,C11 H6 O9,11,6,0,9,0,282,0
21677,4.36153359335127e-05,C27 13C1 H23 N1 O21 S1,27,23,1,21,1,742,0
21677,0.0001205306626482,C25 13C1 H16 O17,25,16,0,17,0,601,0
21677,0.0010251010079261,C26 H18 O17,26,18,0,17,0,602,0
21677,2.53526874564097e-05,C10 13C1 H10 O8,10,10,0,8,0,271,0
21677,4.89661948410488e-05,C30 H34 O21,30,34,0,21,0,730,0
21677,0.001071351526161,C25 H22 O18,25,22,0,18,0,610,0
21677,2.53718048537853e-05,C19 H23 N1 O11,19,23,1,11,0,441,0
21677,0.0001729933288513,C14 13C1 H14 O9,14,14,0,9,0,339,0
21677,2.79762987015019e-05,C15 H16 N2 O8,15,16,2,8,0,352,0
21677,6.65124440059732e-05,C31 H18 N2 O17,31,18,2,17,0,690,0
21677,4.18580446431758e-05,C22 13C1 H26 O13,22,26,0,13,0,511,0
21677,0.0001044821106408,C25 13C1 H22 O20,25,22,0,20,0,655,0
21677,5.13020389466985e-05,C28 H25 N1 O26,28,25,1,26,0,791,0
21677,7.50232074639262e-05,C12 H16 O6,12,16,0,6,0,256,0
21677,0.0003819862262291,C24 H22 O19,24,22,0,19,0,614,0
21677,0.0013427863711719,C18 H12 O12,18,12,0,12,0,420,0
21677,0.0002653273396388,C20 H18 O17,20,18,0,17,0,530,0
21677,4.10686973673273e-05,C40 H82 O3 S1 34S1,40,82,0,3,1,677,0
21677,0.0003252317043151,C14 13C1 H16 O11,14,16,0,11,0,373,0
21677,7.74717435962108e-05,C24 H28 O13,24,28,0,13,0,524,0
21677,8.29393192456186e-05,C15 13C1 H14 O9,15,14,0,9,0,351,0
21677,0.0001922666839423,C20 13C1 H14 O13,20,14,0,13,0,475,0
21677,0.0022144224716658,C18 H16 O13,18,16,0,13,0,440,0
21677,5.32052261643752e-05,C28 13C1 H26 O22,28,26,0,22,0,727,0
21677,0.0002798872500979,C15 H8 O11,15,8,0,11,0,364,0
21677,0.0002679237840561,C23 13C1 H18 O15,23,18,0,15,0,547,0
21677,1.37554705011143e-05,C12 H10 O1,12,10,0,1,0,170,0
21677,4.33492016384689e-05,C27 H17 N1 O15 S1,27,17,1,15,1,627,0
21677,6.10851155089349e-05,C27 H26 O14,27,26,0,14,0,574,0
21677,0.0001019470431309,C24 13C1 H22 O20,24,22,0,20,0,643,0
21677,0.0003124889527855,C20 13C1 H18 O13,20,18,0,13,0,479,0
21677,0.0001019415091475,C25 13C1 H16 O16,25,16,0,16,0,585,0
21677,7.02141758451657e-05,C30 13C1 H20 O22,30,20,0,22,0,745,0
21677,5.57956335087625e-05,C25 H24 N2 O21 S1,25,24,2,21,1,720,0
21677,5.48669304678343e-05,C29 H28 N2 O17 S1,29,28,2,17,1,708,0
21677,3.92344333980836e-05,C20 13C1 H18 O11,20,18,0,11,0,447,0
21677,4.14636225499539e-05,C19 H18 O20 S1,19,18,0,20,1,598,0
21677,2.90886293751163e-05,C39 H77 N1 O3 S1,39,77,1,3,1,640,0
21677,8.13173590051244e-05,C14 H13 N1 O10,14,13,1,10,0,355,0
21677,0.0001680036881363,C25 H12 O17,25,12,0,17,0,584,0
21677,5.19469995634211e-05,C31 H25 N1 O20 S1,31,25,1,20,1,763,0
21677,3.03061057342962e-05,C21 H17 N1 O19 S1,21,17,1,19,1,619,0
21677,9.13660667730001e-05,C22 13C1 H26 O16,22,26,0,16,0,559,0
21677,3.25493813894958e-05,C35 13C1 H71 N1 O5,35,71,1,5,0,599,0
21677,3.25493813894958e-05,C37 H74 O3 S1,37,74,0,3,1,599,0
21677,2.6548530971191e-05,C25 H10 O11 S1,25,10,0,11,1,518,0
21677,5.23967614911512e-05,C30 H23 N1 O18 S1,30,23,1,18,1,717,0
21677,6.26773934745566e-05,C30 13C1 H28 O24,30,28,0,24,0,785,0
21677,4.04348047175064e-05,C28 H30 O22,28,30,0,22,0,718,0
21677,0.0003113670634132,C30 H28 O21,30,28,0,21,0,724,0
21677,2.72966249158606e-05,C19 H6 N2 O17,19,6,2,17,0,534,0
21677,0.001374085575391,C21 H18 O16,21,18,0,16,0,526,0
21677,4.61916567745707e-05,C40 H83 N1 O9 S1,40,83,1,9,1,754,0
21677,4.03855019558537e-05,C21 13C1 H22 N2 O23 S1,21,22,2,23,1,715,0
21677,3.30987550193406e-05,C41 H76 N2 O3,41,76,2,3,0,645,0
21677,0.000172042992966,C30 H30 O21,30,30,0,21,0,726,0
21677,0.0001933201531556,C20 H15 N1 O13,20,15,1,13,0,477,0
21677,0.0009155039873085,C24 H18 O18,24,18,0,18,0,594,0
21677,8.74344230758965e-05,C27 H16 O21,27,16,0,21,0,676,0
21677,0.0003255743081996,C14 H8 O10,14,8,0,10,0,336,0
21677,4.74579328059987e-05,C15 13C1 H10 O10,15,10,0,10,0,363,0
21677,0.0002360591073462,C9 H20 N2 O10 S1 34S1,9,20,2,10,1,382,0
21677,7.91676579791841e-05,C21 13C1 H12 O16,21,12,0,16,0,533,0
21677,2.029110495653e-05,C17 H6 O6 S1,17,6,0,6,1,338,0
21677,0.000101698516965,C25 H21 N1 O17,25,21,1,17,0,607,0
21677,2.81835715362053e-05,C20 H19 N1 O20 S1,20,19,1,20,1,625,0
21677,3.47262492432857e-05,C27 H27 N1 O17,27,27,1,17,0,637,0
21677,3.70595779019122e-05,C48 H80 O2 S1,48,80,0,2,1,721,0
21677,2.45407011573534e-05,C14 H6 O2 S1,14,6,0,2,1,238,0
21677,0.0001322264851268,C17 H20 O17 S1,17,20,0,17,1,528,0
21677,0.0001122432708859,C27 13C1 H20 O17,27,20,0,17,0,629,0
21677,0.0001908107432053,C17 H22 O9,17,22,0,9,0,370,0
21677,1.38294246435934e-05,C12 H4 O1 S1,12,4,0,1,1,196,0
21677,1.67770254652608e-05,C21 H27 N1 O2,21,27,1,2,0,325,0
21677,0.0003789415291523,C15 H20 N2 O15 S1,15,20,2,15,1,500,0
21677,0.0003789415291523,C23 H16 O13,23,16,0,13,0,500,0
21677,0.0008135106599523,C19 H12 O12,19,12,0,12,0,432,0
21677,1.59615175403721e-05,C12 H13 N1 O6,12,13,1,6,0,267,0
21677,2.82057074700085e-05,C24 H11 N1 O13 S1,24,11,1,13,1,553,0
21677,6.6618595870348e-05,C37 H32 O23,37,32,0,23,0,844,0
21677,3.84028266122471e-05,C42 H75 N1 O5,42,75,1,5,0,674,0
21677,4.84827259232092e-05,C40 H78 O3 34S1,40,78,0,3,0,641,0
21677,4.92363538513296e-05,C28 H20 O23,28,20,0,23,0,724,0
21677,0.0001212812720399,C23 13C1 H14 O17,23,14,0,17,0,575,0
21677,0.0002588032762397,C17 13C1 H14 O14,17,14,0,14,0,455,0
21677,0.0001096971354091,C21 H21 N1 O13,21,21,1,13,0,495,0
21677,0.0011985566759403,C17 H16 O10,17,16,0,10,0,380,0
21677,6.97644139174356e-05,C31 H22 N2 O18,31,22,2,18,0,710,0
21677,0.000112756925168,C22 H18 N2 O18,22,18,2,18,0,598,0
21677,0.000158998890883,C28 H30 N2 O25 S1,28,30,2,25,1,826,0
21677,0.000158998890883,C36 H26 O23,36,26,0,23,0,826,0
21677,5.36761178470993e-05,C24 H16 N2 O15 S1,24,16,2,15,1,604,0
21677,0.0001455040206935,C22 13C1 H20 O18,22,20,0,18,0,585,0
21677,2.93874644814604e-05,C16 H12 O15,16,12,0,15,0,444,0
21677,5.40031259601021e-05,C34 H21 N1 O21,34,21,1,21,0,779,0
21677,4.10204007844838e-05,C30 13C1 H28 O18,30,28,0,18,0,689,0
21677,5.44342735798613e-05,C19 H14 O14 S1,19,14,0,14,1,498,0
21677,0.0001503377036931,C16 H20 O16 S1,16,20,0,16,1,500,0
21677,4.91830263744399e-05,C38 H76 O6,38,76,0,6,0,629,0
21677,0.0013154127735772,C20 H20 O15,20,20,0,15,0,500,0
21677,4.99914910476639e-05,C20 H20 O21 S1,20,20,0,21,1,628,0
21677,0.0001191919417425,C28 H26 O22,28,26,0,22,0,714,0
21677,6.21058839109085e-05,C10 13C1 H14 O8,10,14,0,8,0,275,0
21677,0.0010829638357984,C25 H22 O16,25,22,0,16,0,578,0
21677,9.1434990021433e-05,C11 H10 O6,11,10,0,6,0,238,0
21677,5.25079442495721e-05,C18 H21 N1 O12,18,21,1,12,0,443,0
21677,5.09564165257247e-05,C22 H13 N1 O12,22,13,1,12,0,483,0
21677,0.0003089874505293,C18 H20 O15,18,20,0,15,0,476,0
21677,2.00793043171851e-05,C17 H9 N1 O9,17,9,1,9,0,371,0
21677,2.88456371926849e-05,C13 13C1 H18 O15 S1,13,18,0,15,1,459,0
21677,7.67769771284308e-05,C26 13C1 H28 O18,26,28,0,18,0,641,0
21677,3.05787801916001e-05,C16 H6 O12,16,6,0,12,0,390,0
21677,0.0001159540583343,C17 H11 N1 O11,17,11,1,11,0,405,0
21677,3.20578630411823e-05,C28 H13 N1 O14 S1,28,13,1,14,1,619,0
21677,5.6240867631851e-05,C32 H34 O22,32,34,0,22,0,770,0
21677,3.43906886104042e-05,C14 13C1 H13 N1 O15 S1,14,13,1,15,1,480,0
21677,0.0004465255535901,C20 13C1 H18 O14,20,18,0,14,0,495,0
21677,6.09306670617167e-05,C31 13C1 H20 O21,31,20,0,21,0,741,0
21677,7.37378140351227e-05,C21 H21 N1 O12,21,21,1,12,0,479,0
21677,5.65955456621079e-05,C21 13C1 H26 O14,21,26,0,14,0,515,0
21677,0.0016685639274911,C21 H20 O14,21,20,0,14,0,496,0
21677,9.58229358085269e-05,C22 H23 N1 O18 34S1,22,23,1,18,0,623,0
21677,9.31339229408341e-05,C30 H32 O20,30,32,0,20,0,712,0
21677,2.84904560730233e-05,C36 H73 N1 O8,36,73,1,8,0,648,0
21677,5.3374767293732e-05,C19 H14 N2 O20,19,14,2,20,0,590,0
21677,0.0001857421174538,C18 H16 O9,18,16,0,9,0,376,0
21677,3.74338764189494e-05,C22 H24 N2 O17,22,24,2,17,0,588,0
21677,3.77362331511259e-05,C20 H21 N1 O15,20,21,1,15,0,515,0
21677,0.0005810073885178,C22 H12 O15,22,12,0,15,0,516,0
21677,3.10209957782609e-05,C18 H17 N1 O19 S1,18,17,1,19,1,583,0
21677,4.47472870939073e-05,C18 H9 N1 O11,18,9,1,11,0,415,0
21677,7.31562426833822e-05,C23 H13 N1 O14,23,13,1,14,0,527,0
21677,0.0001306840130122,C26 13C1 H26 O19,26,26,0,19,0,655,0
21677,5.7278237984177e-05,C29 H20 N2 O18 S1,29,20,2,18,1,716,0
21677,3.62984036327225e-05,C16 H15 N1 O8,16,15,1,8,0,349,0
21677,0.0002837308531492,C28 H16 O19,28,16,0,19,0,656,0
21677,0.0002742496302297,C20 13C1 H16 O16,20,16,0,16,0,525,0
21677,2.89925392988339e-05,C37 H73 N1 O7,37,73,1,7,0,644,0
21677,0.0002058480855094,C26 H22 O14,26,22,0,14,0,558,0
21677,2.4476305713562e-05,C13 H7 N1 O8,13,7,1,8,0,305,0
21677,2.30369669269448e-05,C17 H17 N1 O8,17,17,1,8,0,363,0
21677,2.06643972947579e-05,C14 H8 O7,14,8,0,7,0,288,0
21677,0.001858601925371,C16 H14 O12,16,14,0,12,0,398,0
21677,7.27140270967214e-05,C23 H16 N2 O12 S1,23,16,2,12,1,544,0
21677,1.32035814242464e-05,C12 H8 O3,12,8,0,3,0,200,0
21677,0.0012568742966344,C14 H12 O10,14,12,0,10,0,340,0
21677,5.81234281839382e-05,C20 H19 N1 O17 34S1,20,19,1,17,0,579,0
21677,4.24476654253902e-05,C25 13C1 H22 O14,25,22,0,14,0,559,0
21677,4.82669005686273e-05,C27 13C1 H16 O20,27,16,0,20,0,673,0
21677,1.35094597822552e-05,C12 H16 O3 S1,12,16,0,3,1,240,0
21677,4.91961066989601e-05,C24 H25 N1 O16,24,25,1,16,0,583,0
21677,0.0003269990573935,C9 H10 O7,9,10,0,7,0,230,0
21677,0.0002261804437971,C25 13C1 H18 O17,25,18,0,17,0,603,0
21677,3.71440969218884e-05,C42 H80 O7,42,80,0,7,0,697,0
21677,0.0013314512637965,C17 H20 O12,17,20,0,12,0,416,0
21677,3.62762676989192e-05,C48 H76 N2 O4,48,76,2,4,0,745,0
21677,0.0001080721566322,C23 H16 O13 S1,23,16,0,13,1,532,0
21677,7.99731041159804e-05,C11 H12 O10,11,12,0,10,0,304,0
21677,0.0003767349790236,C15 H14 O8,15,14,0,8,0,322,0
21677,7.82907731469318e-05,C18 H21 N1 O11,18,21,1,11,0,427,0
21677,6.13542683404065e-05,C27 H24 N2 O24 S1,27,24,2,24,1,792,0
21677,0.0001289901109868,C11 13C1 H14 O8,11,14,0,8,0,287,0
21677,0.0007139673779966,C19 H22 O14,19,22,0,14,0,474,0
