measurement_id,peak_relint_tic,formula_string,C,H,N,O,S,formula_mass_nominal,timepoint
21678,0.0002613868137082,C26 13C1 H22 O17,26,22,0,17,0,619,1
21678,3.27551403937013e-05,C45 H84 O4 S1,45,84,0,4,1,721,1
21678,0.0001153785990943,C24 13C1 H26 O17,24,26,0,17,0,599,1
21678,5.45025379409973e-05,C24 H19 N1 O12,24,19,1,12,0,513,1
21678,6.18381270673758e-05,C29 H25 N1 O26,29,25,1,26,0,803,1
21678,5.66114980190469e-05,C15 13C1 H10 O11,15,10,0,11,0,379,1
21678,0.0001015687902326,C35 H32 O20,35,32,0,20,0,772,1
21678,3.92807981796465e-05,C44 H78 O2 34S1,44,78,0,2,0,673,1
21678,3.92807981796465e-05,C45 13C1 H73 N1 O2,45,73,1,2,0,673,1
21678,0.0002411908400795,C30 H30 O19,30,30,0,19,0,694,1
21678,3.45410869500819e-05,C37 H72 O1 S1,37,72,0,1,1,565,1
21678,4.38230396044661e-05,C33 H36 O20,33,36,0,20,0,752,1
21678,4.43287017976322e-05,C16 H12 O14,16,12,0,14,0,428,1
21678,6.58210886699263e-05,C38 H34 N2 O28,38,34,2,28,0,966,1
21678,9.99210289480392e-05,C31 H34 N2 O25 S1,31,34,2,25,1,866,1
21678,9.99210289480392e-05,C39 H30 O23,39,30,0,23,0,866,1
21678,0.00031371587605,C33 H26 O22,33,26,0,22,0,774,1
21678,4.05362353488865e-05,C30 H23 N1 O20 34S1,30,23,1,20,0,751,1
21678,6.58210886699263e-05,C23 H15 N1 O16,23,15,1,16,0,561,1
21678,0.0002100259201001,C25 13C1 H20 O18,25,20,0,18,0,621,1
21678,3.83505541104944e-05,C47 H80 O10,47,80,0,10,0,805,1
21678,3.92869009992192e-05,C32 H27 N1 O18,32,27,1,18,0,713,1
21678,3.32176469341748e-05,C20 H15 N1 O17 34S1,20,15,1,17,0,575,1
21678,7.14906080529593e-05,C29 H26 N2 O26 S1,29,26,2,26,1,850,1
21678,3.6782129480312e-05,C36 H76 N2 O5 S1,36,76,2,5,1,649,1
21678,5.36786572986836e-05,C43 H78 O7,43,78,0,7,0,707,1
21678,8.59508031147745e-05,C22 H20 O10,22,20,0,10,0,444,1
21678,0.0001023128983048,C29 H20 N2 O15,29,20,2,15,0,636,1
21678,6.5245679967358e-05,C36 H33 N1 O31,36,33,1,31,0,975,1
21678,6.17169425072894e-05,C33 H25 N1 O26,33,25,1,26,0,851,1
21678,6.91218422273864e-05,C23 13C1 H26 O13,23,26,0,13,0,523,1
21678,0.0001517239410594,C31 H20 O22,31,20,0,22,0,744,1
21678,3.20441619134825e-05,C44 H74 N2 O1 S1,44,74,2,1,1,679,1
21678,0.0002239403487259,C25 13C1 H20 O16,25,20,0,16,0,589,1
21678,0.0002681526610359,C16 13C1 H14 O11,16,14,0,11,0,395,1
21678,1.97417494862984e-05,C20 H13 N1 O10 S1,20,13,1,10,1,459,1
21678,2.8385957495336e-05,C13 H11 N1 O7,13,11,1,7,0,293,1
21678,1.67191101350797e-05,C19 H10 O8 S1,19,10,0,8,1,398,1
21678,0.0003192629031259,C20 13C1 H18 O13,20,18,0,13,0,479,1
21678,0.0001018730593799,C23 H23 N1 O14,23,23,1,14,0,537,1
21678,3.94595236099897e-05,C18 H13 N1 O13,18,13,1,13,0,451,1
21678,4.34573063457882e-05,C22 13C1 H22 N2 O24 S1,22,22,2,24,1,743,1
21678,4.34573063457882e-05,C30 13C1 H18 O22,30,18,0,22,0,743,1
21678,0.0003026815423469,C14 H20 O8,14,20,0,8,0,316,1
21678,5.05736298832335e-05,C32 H22 N2 O23,32,22,2,23,0,802,1
21678,0.0002482500586623,C10 H8 O8,10,8,0,8,0,256,1
21678,0.0001531921050824,C26 H26 N2 O23 S1,26,26,2,23,1,766,1
21678,0.0001531921050824,C34 H22 O21,34,22,0,21,0,766,1
21678,0.0001055626497273,C34 H32 O23,34,32,0,23,0,808,1
21678,4.78609265831709e-05,C47 H82 O7 S1,47,82,0,7,1,791,1
21678,1.83930263607329e-05,C14 H10 O5,14,10,0,5,0,258,1
21678,1.15809719705549e-05,C13 H14 O3,13,14,0,3,0,218,1
21678,0.0001393940659442,C30 H30 N2 O25 S1,30,30,2,25,1,850,1
21678,0.0010355438617221,C17 H18 O9,17,18,0,9,0,366,1
21678,0.0003001109475597,C23 H12 O14,23,12,0,14,0,512,1
21678,0.0001413430449663,C24 H12 O14,24,12,0,14,0,524,1
21678,2.63057678524148e-05,C34 H70,34,70,0,0,0,479,1
21678,4.06670100540157e-05,C25 H23 N1 O13,25,23,1,13,0,545,1
21678,1.24449568557749e-05,C15 H14 O4,15,14,0,4,0,258,1
21678,2.29705769559374e-05,C10 13C1 H12 O8,10,12,0,8,0,273,1
21678,0.0002217551034032,C29 H30 O18,29,30,0,18,0,666,1
21678,3.41723022816177e-05,C24 H19 N1 O10 S1,24,19,1,10,1,513,1
21678,2.7819267106443e-05,C41 H72 O5,41,72,0,5,0,645,1
21678,0.0001402676409744,C19 13C1 H20 O11,19,20,0,11,0,437,1
21678,2.35917568053009e-05,C17 13C1 H14 O9,17,14,0,9,0,375,1
21678,4.27794574575354e-05,C31 H27 N1 O25,31,27,1,25,0,813,1
21678,0.0004912573593961,C18 H18 O14,18,18,0,14,0,458,1
21678,0.0001218985899763,C22 H21 N1 O13,22,21,1,13,0,507,1
21678,3.19020534005754e-05,C38 H74 N2 O1 34S1,38,74,2,1,0,609,1
21678,4.33369936170694e-05,C31 H26 N2 O14 S1,31,26,2,14,1,682,1
21678,0.00015734725338,C31 H28 O22,31,28,0,22,0,752,1
21678,3.93030298795185e-05,C21 H13 N1 O12 S1,21,13,1,12,1,503,1
21678,6.00953361636878e-05,C40 H38 O26 S1,40,38,0,26,1,966,1
21678,0.0001466856275865,C12 H6 O10,12,6,0,10,0,310,1
21678,8.86308127385548e-05,C12 13C1 H14 O9,12,14,0,9,0,315,1
21678,6.52278074243237e-05,C24 H16 N2 O14 S1,24,16,2,14,1,588,1
21678,4.06578558246566e-05,C25 H18 O24,25,18,0,24,0,702,1
21678,0.0008263457455054,C21 H24 O14,21,24,0,14,0,500,1
21678,0.0001220228259462,C18 13C1 H24 O10,18,24,0,10,0,413,1
21678,4.304057095211e-05,C42 H76 N2 O3,42,76,2,3,0,657,1
21678,0.0008889693926349,C18 H16 O10,18,16,0,10,0,392,1
21678,0.0012301331356288,C18 H16 O13,18,16,0,13,0,440,1
21678,0.0001874389489459,C18 H15 N1 O11,18,15,1,11,0,421,1
21678,6.20212116545566e-05,C14 H13 N1 O9,14,13,1,9,0,339,1
21678,2.59910367287373e-05,C9 H7 N1 O8,9,7,1,8,0,257,1
21678,6.28625289242209e-05,C36 H28 O20 S1,36,28,0,20,1,812,1
21678,3.04304020521886e-05,C45 H77 N1 O4 S1,45,77,1,4,1,728,1
21678,1.81768121815861e-05,C21 13C1 H26 O10,21,26,0,10,0,451,1
21678,6.84200179765265e-05,C28 H19 N1 O18,28,19,1,18,0,657,1
21678,3.46932215237155e-05,C38 H75 N1 O5,38,75,1,5,0,626,1
21678,4.65732316533324e-05,C19 13C1 H26 O10,19,26,0,10,0,427,1
21678,8.06893008117446e-05,C26 13C1 H28 O16,26,28,0,16,0,609,1
21678,2.08302309486568e-05,C13 H15 N1 O9,13,15,1,9,0,329,1
21678,0.0008246330327839,C27 H20 O18,27,20,0,18,0,632,1
21678,4.46987942131477e-05,C32 H36 O18,32,36,0,18,0,708,1
21678,9.72314291792161e-05,C30 13C1 H22 O21,30,22,0,21,0,731,1
21678,1.65430001988391e-05,C15 H10 O2 S1,15,10,0,2,1,254,1
21678,2.52037730038597e-05,C34 H71 N1 34S1,34,71,1,0,0,528,1
21678,3.2729857284043e-05,C18 H19 N1 O19 S1,18,19,1,19,1,585,1
21678,0.000168183245447,C28 H30 N2 O24 S1,28,30,2,24,1,810,1
21678,0.000168183245447,C36 H26 O22,36,26,0,22,0,810,1
21678,2.73480422522942e-05,C39 H70 O1,39,70,0,1,0,555,1
21678,0.0001349699576697,C28 13C1 H20 O19,28,20,0,19,0,673,1
21678,0.0001020208347967,C22 H12 O12,22,12,0,12,0,468,1
21678,2.3593500468036e-05,C19 H21 N1 O9,19,21,1,9,0,407,1
21678,4.95182780128412e-05,C19 H17 N1 O21,19,17,1,21,0,595,1
21678,7.0713806304492e-05,C27 H32 N2 O21 S1,27,32,2,21,1,752,1
21678,0.0003104120710827,C30 H28 O18,30,28,0,18,0,676,1
21678,7.06994210869278e-05,C20 H18 O9,20,18,0,9,0,402,1
21678,2.54718611493745e-05,C45 H70 O2,45,70,0,2,0,643,1
21678,3.766093549878e-05,C22 H15 N1 O14 S1,22,15,1,14,1,549,1
21678,0.0001515735501485,C27 H26 O20,27,26,0,20,0,670,1
21678,0.0001004580770704,C26 H24 O20,26,24,0,20,0,656,1
21678,0.0004574721502416,C31 H26 O20,31,26,0,20,0,718,1
21678,0.0001295013954168,C22 13C1 H16 O17,22,16,0,17,0,565,1
21678,4.52933832058017e-05,C27 H24 N2 O13 S1,27,24,2,13,1,616,1
21678,0.0003357636195034,C24 H16 O18,24,16,0,18,0,592,1
21678,3.73409733868973e-05,C35 H69 N1 O4,35,69,1,4,0,568,1
21678,8.36439373162961e-05,C22 H23 N1 O14,22,23,1,14,0,525,1
21678,0.0011329479135121,C15 H12 O10,15,12,0,10,0,352,1
21678,2.38929745427818e-05,C25 H23 N1 O12,25,23,1,12,0,529,1
21678,0.0001049323156485,C23 13C1 H22 O13,23,22,0,13,0,519,1
21678,0.0003263439174929,C24 H26 O17,24,26,0,17,0,586,1
21678,0.0002498132523043,C34 H24 O20,34,24,0,20,0,752,1
21678,3.5439945090003e-05,C51 H77 N1 O4 S1,51,77,1,4,1,800,1
21678,2.32465115837599e-05,C33 H70 N2 O6,33,70,2,6,0,591,1
21678,0.0001596074762003,C38 H30 O24,38,30,0,24,0,870,1
21678,8.15349772382465e-05,C20 13C1 H12 O15,20,12,0,15,0,505,1
21678,0.0001514671867217,C31 H32 O19,31,32,0,19,0,708,1
21678,0.0003864388177409,C20 H26 O11,20,26,0,11,0,442,1
21678,0.0001303087112632,C14 13C1 H20 O9,14,20,0,9,0,345,1
21678,4.85313649047997e-05,C24 13C1 H30 O14,24,30,0,14,0,555,1
21678,3.22560169357917e-05,C38 H75 N1 O4 S1,38,75,1,4,1,642,1
21678,3.38314162169143e-05,C23 H14 O21,23,14,0,21,0,626,1
21678,2.9478798114532e-05,C28 H28 N2 O16,28,28,2,16,0,648,1
21678,7.80275996466823e-05,C26 H26 O20,26,26,0,20,0,658,1
21678,0.0001796090314341,C21 H24 O16,21,24,0,16,0,532,1
21678,9.46521160783853e-05,C30 H30 N2 O27 S1,30,30,2,27,1,882,1
21678,0.0003459762521426,C19 H10 O12,19,10,0,12,0,430,1
21678,4.60374912779866e-05,C27 H19 N1 O15 S1,27,19,1,15,1,629,1
21678,1.29100788903509e-05,C13 H26 O4,13,26,0,4,0,246,1
21678,9.6231002684978e-05,C13 13C1 H14 O8,13,14,0,8,0,311,1
21678,4.13649110637216e-05,C33 13C1 H34 O21,33,34,0,21,0,779,1
21678,0.0001650690638022,C25 13C1 H19 N1 O13 S1 34S1,25,19,1,13,1,620,1
21678,0.0001650690638022,C25 H16 O19,25,16,0,19,0,620,1
21678,2.97351165365852e-05,C38 H72 N2 O1 S1,38,72,2,1,1,605,1
21678,3.24600254757932e-05,C48 H74 O2 S1,48,74,0,2,1,715,1
21678,4.80130611568045e-05,C26 H24 N2 O13 S1,26,24,2,13,1,604,1
21678,3.8790828951096e-05,C31 H14 O21,31,14,0,21,0,722,1
21678,0.0001610377155587,C34 H24 O23,34,24,0,23,0,800,1
21678,3.54970500445761e-05,C31 H20 O23 S1,31,20,0,23,1,792,1
21678,5.57479490495107e-05,C20 H14 O9 S1,20,14,0,9,1,430,1
21678,3.24940268991268e-05,C41 H73 N1 O3,41,73,1,3,0,628,1
21678,0.0001662386255817,C19 H17 N1 O12,19,17,1,12,0,451,1
21678,2.15102594153284e-05,C13 H10 O12,13,10,0,12,0,358,1
21678,2.48428348177032e-05,C32 H68 N2 O5,32,68,2,5,0,561,1
21678,3.06675401841561e-05,C15 H12 O10 S1,15,12,0,10,1,384,1
21678,0.0001633873010942,C24 H18 O12,24,18,0,12,0,498,1
21678,0.0001916372528962,C20 13C1 H16 O12,20,16,0,12,0,461,1
21678,5.19227889244827e-05,C30 H19 N1 O21,30,19,1,21,0,729,1
21678,0.0001708096374417,C23 H26 O11,23,26,0,11,0,478,1
