formula_string,transformation_unit,is_addition,new_C,new_H,new_O,new_N,new_S,tu_C,tu_H,tu_O,tu_N,tu_S,new_formula
C23 H19 N1 O11,H2 O2,1,23,21,13,1,0,0,2,2,0,0,C23 H21 N1 O13
C23 H19 N1 O11,-C1 -H3 O1 -N1,1,22,16,12,0,0,-1,-3,1,-1,0,C22 H16 O12
C23 H19 N1 O11,H2 O1,1,23,21,12,1,0,0,2,1,0,0,C23 H21 N1 O12
C23 H18 O21,O1,1,23,18,22,0,0,0,0,1,0,0,C23 H18 O22
C23 H18 O21,H2 O2,1,23,20,23,0,0,0,2,2,0,0,C23 H20 O23
C23 H18 O21,-H2 -O2,0,23,16,19,0,0,0,-2,-2,0,0,C23 H16 O19
C23 H18 O21,H2 O1,1,23,20,22,0,0,0,2,1,0,0,C23 H20 O22
C25 13C1 H24 N2 O26 S1,-O1,0,25,24,25,2,1,0,0,-1,0,0,C25 H24 N2 O25 S1
C25 13C1 H24 N2 O26 S1,-H2 -O2,0,25,22,24,2,1,0,-2,-2,0,0,C25 H22 N2 O24 S1
C25 13C1 H24 N2 O26 S1,-H2 -O1,0,25,22,25,2,1,0,-2,-1,0,0,C25 H22 N2 O25 S1
C33 13C1 H20 O24,-O1,0,33,20,23,0,0,0,0,-1,0,0,C33 H20 O23
C33 13C1 H20 O24,-H2 -O2,0,33,18,22,0,0,0,-2,-2,0,0,C33 H18 O22
C33 13C1 H20 O24,H2 O1,1,33,22,25,0,0,0,2,1,0,0,C33 H22 O25
C33 13C1 H20 O24,-H2 -O1,0,33,18,23,0,0,0,-2,-1,0,0,C33 H18 O23
C14 H13 N1 O6,O1,1,14,13,7,1,0,0,0,1,0,0,C14 H13 N1 O7
C14 H13 N1 O6,H2 O2,1,14,15,8,1,0,0,2,2,0,0,C14 H15 N1 O8
C14 H13 N1 O6,-C1 -H3 O1 -N1,1,13,10,7,0,0,-1,-3,1,-1,0,C13 H10 O7
C14 H13 N1 O6,H2 O1,1,14,15,7,1,0,0,2,1,0,0,C14 H15 N1 O7
C43 H76 N2 S1,-C1 -H3 O1 -N1,1,42,73,1,1,1,-1,-3,1,-1,0,C42 H73 N1 O1 S1
C43 H76 N2 S1,H2 O1,1,43,78,1,2,1,0,2,1,0,0,C43 H78 N2 O1 S1
C19 H22 O8,O1,1,19,22,9,0,0,0,0,1,0,0,C19 H22 O9
C19 H22 O8,H2 O2,1,19,24,10,0,0,0,2,2,0,0,C19 H24 O10
C19 H22 O8,H2 O1,1,19,24,9,0,0,0,2,1,0,0,C19 H24 O9
C27 13C1 H24 N2 O22 S1,O1,1,27,24,23,2,1,0,0,1,0,0,C27 H24 N2 O23 S1
C27 13C1 H24 N2 O22 S1,H2 O2,1,27,26,24,2,1,0,2,2,0,0,C27 H26 N2 O24 S1
C27 13C1 H24 N2 O22 S1,-C1 -H3 O1 -N1,1,26,21,23,1,1,-1,-3,1,-1,0,C26 H21 N1 O23 S1
C27 13C1 H24 N2 O22 S1,H2 O1,1,27,26,23,2,1,0,2,1,0,0,C27 H26 N2 O23 S1
C28 H24 N2 O22 S1,-H2 -O1,0,28,22,21,2,1,0,-2,-1,0,0,C28 H22 N2 O21 S1
C6 H8 O6,C1 H3 -O1 N1,0,7,11,5,1,0,1,3,-1,1,0,C7 H11 N1 O5
C6 H8 O6,-H2 -O1,0,6,6,5,0,0,0,-2,-1,0,0,C6 H6 O5
C37 H36 O22,O1,1,37,36,23,0,0,0,0,1,0,0,C37 H36 O23
C23 H20 N2 O20 S1,O1,1,23,20,21,2,1,0,0,1,0,0,C23 H20 N2 O21 S1
C23 H20 N2 O20 S1,-C1 -H3 O1 -N1,1,22,17,21,1,1,-1,-3,1,-1,0,C22 H17 N1 O21 S1
C23 H20 N2 O20 S1,-H2 -O1,0,23,18,19,2,1,0,-2,-1,0,0,C23 H18 N2 O19 S1
C15 13C1 H8 O13,-O1,0,15,8,12,0,0,0,0,-1,0,0,C15 H8 O12
C15 13C1 H8 O13,-H2 -O2,0,15,6,11,0,0,0,-2,-2,0,0,C15 H6 O11
C15 13C1 H8 O13,C1 H3 -O1 N1,0,16,11,12,1,0,1,3,-1,1,0,C16 H11 N1 O12
C15 13C1 H8 O13,H2 O1,1,15,10,14,0,0,0,2,1,0,0,C15 H10 O14
C21 H10 O12,O1,1,21,10,13,0,0,0,0,1,0,0,C21 H10 O13
C21 H10 O12,H2 O2,1,21,12,14,0,0,0,2,2,0,0,C21 H12 O14
C21 H10 O12,H2 O1,1,21,12,13,0,0,0,2,1,0,0,C21 H12 O13
C41 H74 N2 O2,H2 O2,1,41,76,4,2,0,0,2,2,0,0,C41 H76 N2 O4
C41 H74 N2 O2,-C1 -H3 O1 -N1,1,40,71,3,1,0,-1,-3,1,-1,0,C40 H71 N1 O3
C41 H74 N2 O2,H2 O1,1,41,76,3,2,0,0,2,1,0,0,C41 H76 N2 O3
C29 H34 O18,O1,1,29,34,19,0,0,0,0,1,0,0,C29 H34 O19
C29 H34 O18,-O1,0,29,34,17,0,0,0,0,-1,0,0,C29 H34 O17
C29 H34 O18,-H2 -O2,0,29,32,16,0,0,0,-2,-2,0,0,C29 H32 O16
C29 H34 O18,-H2 -O1,0,29,32,17,0,0,0,-2,-1,0,0,C29 H32 O17
C22 H22 O22 S1,C1 H3 -O1 N1,0,23,25,21,1,1,1,3,-1,1,0,C23 H25 N1 O21 S1
C22 H22 O22 S1,-H2 -O1,0,22,20,21,0,1,0,-2,-1,0,0,C22 H20 O21 S1
C35 H26 O18 S1,H2 O2,1,35,28,20,0,1,0,2,2,0,0,C35 H28 O20 S1
C30 13C1 H16 O21,O1,1,30,16,22,0,0,0,0,1,0,0,C30 H16 O22
C30 13C1 H16 O21,-O1,0,30,16,20,0,0,0,0,-1,0,0,C30 H16 O20
C30 13C1 H16 O21,H2 O2,1,30,18,23,0,0,0,2,2,0,0,C30 H18 O23
C30 13C1 H16 O21,-H2 -O2,0,30,14,19,0,0,0,-2,-2,0,0,C30 H14 O19
C30 13C1 H16 O21,H2 O1,1,30,18,22,0,0,0,2,1,0,0,C30 H18 O22
C30 13C1 H16 O21,-H2 -O1,0,30,14,20,0,0,0,-2,-1,0,0,C30 H14 O20
C31 H18 N2 O18 S1,O1,1,31,18,19,2,1,0,0,1,0,0,C31 H18 N2 O19 S1
C31 H18 N2 O18 S1,-H2 -O1,0,31,16,17,2,1,0,-2,-1,0,0,C31 H16 N2 O17 S1
C27 H13 N1 O19,-O1,0,27,13,18,1,0,0,0,-1,0,0,C27 H13 N1 O18
C43 H80 O7 S1,-H2 -O2,0,43,78,5,0,1,0,-2,-2,0,0,C43 H78 O5 S1
C43 H80 O7 S1,-H2 -O1,0,43,78,6,0,1,0,-2,-1,0,0,C43 H78 O6 S1
C20 H16 O13 S1,-H2 -O2,0,20,14,11,0,1,0,-2,-2,0,0,C20 H14 O11 S1
C20 H16 O13 S1,-H2 -O1,0,20,14,12,0,1,0,-2,-1,0,0,C20 H14 O12 S1
C41 H76 N2 O6 34S1,-O1,0,41,76,5,2,0,0,0,-1,0,0,C41 H76 N2 O5
C41 H76 N2 O6 34S1,-H2 -O2,0,41,74,4,2,0,0,-2,-2,0,0,C41 H74 N2 O4
C41 H76 N2 O6 34S1,-C1 -H3 O1 -N1,1,40,73,7,1,0,-1,-3,1,-1,0,C40 H73 N1 O7
C39 H70 O3,O1,1,39,70,4,0,0,0,0,1,0,0,C39 H70 O4
C39 H70 O3,H2 O1,1,39,72,4,0,0,0,2,1,0,0,C39 H72 O4
C39 H70 O3,-H2 -O1,0,39,68,2,0,0,0,-2,-1,0,0,C39 H68 O2
C41 H85 N1 O10 S1,-O1,0,41,85,9,1,1,0,0,-1,0,0,C41 H85 N1 O9 S1
C24 H21 N1 O22,-O1,0,24,21,21,1,0,0,0,-1,0,0,C24 H21 N1 O21
C24 H21 N1 O22,-H2 -O2,0,24,19,20,1,0,0,-2,-2,0,0,C24 H19 N1 O20
C24 H21 N1 O22,-H2 -O1,0,24,19,21,1,0,0,-2,-1,0,0,C24 H19 N1 O21
C42 H85 N1 O10 S1,O1,1,42,85,11,1,1,0,0,1,0,0,C42 H85 N1 O11 S1
C11 H12 O2,H2 O2,1,11,14,4,0,0,0,2,2,0,0,C11 H14 O4
C11 H12 O2,H2 O1,1,11,14,3,0,0,0,2,1,0,0,C11 H14 O3
C11 H12 O2,-H2 -O1,0,11,10,1,0,0,0,-2,-1,0,0,C11 H10 O1
C31 H36 O19,O1,1,31,36,20,0,0,0,0,1,0,0,C31 H36 O20
C31 H36 O19,-O1,0,31,36,18,0,0,0,0,-1,0,0,C31 H36 O18
C31 H36 O19,-H2 -O2,0,31,34,17,0,0,0,-2,-2,0,0,C31 H34 O17
C31 H36 O19,-H2 -O1,0,31,34,18,0,0,0,-2,-1,0,0,C31 H34 O18
C25 H19 N1 O20 S1,-C1 -H3 O1 -N1,1,24,16,21,0,1,-1,-3,1,-1,0,C24 H16 O21 S1
C8 H4 O9,C1 H3 -O1 N1,0,9,7,8,1,0,1,3,-1,1,0,C9 H7 N1 O8
C27 H27 N1 O23,O1,1,27,27,24,1,0,0,0,1,0,0,C27 H27 N1 O24
C27 H27 N1 O23,-H2 -O2,0,27,25,21,1,0,0,-2,-2,0,0,C27 H25 N1 O21
C23 H15 N1 O12 S1,O1,1,23,15,13,1,1,0,0,1,0,0,C23 H15 N1 O13 S1
C23 H15 N1 O12 S1,-O1,0,23,15,11,1,1,0,0,-1,0,0,C23 H15 N1 O11 S1
C23 H15 N1 O12 S1,-H2 -O2,0,23,13,10,1,1,0,-2,-2,0,0,C23 H13 N1 O10 S1
C23 H15 N1 O12 S1,H2 O1,1,23,17,13,1,1,0,2,1,0,0,C23 H17 N1 O13 S1
C40 H82 N2 O8 S1,-O1,0,40,82,7,2,1,0,0,-1,0,0,C40 H82 N2 O7 S1
C48 H78 O6,-O1,0,48,78,5,0,0,0,0,-1,0,0,C48 H78 O5
C48 H78 O6,-H2 -O1,0,48,76,5,0,0,0,-2,-1,0,0,C48 H76 O5
C20 13C1 H12 O17,-O1,0,20,12,16,0,0,0,0,-1,0,0,C20 H12 O16
C20 13C1 H12 O17,-H2 -O2,0,20,10,15,0,0,0,-2,-2,0,0,C20 H10 O15
C20 13C1 H12 O17,H2 O1,1,20,14,18,0,0,0,2,1,0,0,C20 H14 O18
C20 13C1 H12 O17,-H2 -O1,0,20,10,16,0,0,0,-2,-1,0,0,C20 H10 O16
C22 13C1 H19 N1 O22 S1,O1,1,22,19,23,1,1,0,0,1,0,0,C22 H19 N1 O23 S1
C22 13C1 H19 N1 O22 S1,-O1,0,22,19,21,1,1,0,0,-1,0,0,C22 H19 N1 O21 S1
C22 13C1 H19 N1 O22 S1,H2 O1,1,22,21,23,1,1,0,2,1,0,0,C22 H21 N1 O23 S1
C22 13C1 H19 N1 O22 S1,-H2 -O1,0,22,17,21,1,1,0,-2,-1,0,0,C22 H17 N1 O21 S1
C14 H8 O6,O1,1,14,8,7,0,0,0,0,1,0,0,C14 H8 O7
C14 H8 O6,-O1,0,14,8,5,0,0,0,0,-1,0,0,C14 H8 O5
C14 H8 O6,H2 O2,1,14,10,8,0,0,0,2,2,0,0,C14 H10 O8
C14 H8 O6,H2 O1,1,14,10,7,0,0,0,2,1,0,0,C14 H10 O7
C14 H8 O6,-H2 -O1,0,14,6,5,0,0,0,-2,-1,0,0,C14 H6 O5
C25 13C1 H30 O14,O1,1,25,30,15,0,0,0,0,1,0,0,C25 H30 O15
C25 13C1 H30 O14,-O1,0,25,30,13,0,0,0,0,-1,0,0,C25 H30 O13
C25 13C1 H30 O14,H2 O2,1,25,32,16,0,0,0,2,2,0,0,C25 H32 O16
C25 13C1 H30 O14,-H2 -O2,0,25,28,12,0,0,0,-2,-2,0,0,C25 H28 O12
C25 13C1 H30 O14,H2 O1,1,25,32,15,0,0,0,2,1,0,0,C25 H32 O15
C25 13C1 H30 O14,-H2 -O1,0,25,28,13,0,0,0,-2,-1,0,0,C25 H28 O13
C26 H12 N2 O13,O1,1,26,12,14,2,0,0,0,1,0,0,C26 H12 N2 O14
C18 H20 N2 O9,O1,1,18,20,10,2,0,0,0,1,0,0,C18 H20 N2 O10
C18 H20 N2 O9,-C1 -H3 O1 -N1,1,17,17,10,1,0,-1,-3,1,-1,0,C17 H17 N1 O10
C11 H6 O3,O1,1,11,6,4,0,0,0,0,1,0,0,C11 H6 O4
C11 H6 O3,H2 O2,1,11,8,5,0,0,0,2,2,0,0,C11 H8 O5
C11 H6 O3,H2 O1,1,11,8,4,0,0,0,2,1,0,0,C11 H8 O4
C24 H13 N1 O18,-O1,0,24,13,17,1,0,0,0,-1,0,0,C24 H13 N1 O17
C24 H13 N1 O18,-H2 -O2,0,24,11,16,1,0,0,-2,-2,0,0,C24 H11 N1 O16
C36 H26 O21,O1,1,36,26,22,0,0,0,0,1,0,0,C36 H26 O22
C36 H26 O21,-O1,0,36,26,20,0,0,0,0,-1,0,0,C36 H26 O20
C36 H26 O21,H2 O2,1,36,28,23,0,0,0,2,2,0,0,C36 H28 O23
C36 H26 O21,H2 O1,1,36,28,22,0,0,0,2,1,0,0,C36 H28 O22
C30 H24 O24,O1,1,30,24,25,0,0,0,0,1,0,0,C30 H24 O25
C30 H24 O24,-O1,0,30,24,23,0,0,0,0,-1,0,0,C30 H24 O23
C30 H24 O24,-H2 -O2,0,30,22,22,0,0,0,-2,-2,0,0,C30 H22 O22
C30 H24 O24,C1 H3 -O1 N1,0,31,27,23,1,0,1,3,-1,1,0,C31 H27 N1 O23
C30 H24 O24,-H2 -O1,0,30,22,23,0,0,0,-2,-1,0,0,C30 H22 O23
C24 H17 N1 O17 S1,O1,1,24,17,18,1,1,0,0,1,0,0,C24 H17 N1 O18 S1
C24 H17 N1 O17 S1,H2 O2,1,24,19,19,1,1,0,2,2,0,0,C24 H19 N1 O19 S1
C24 H17 N1 O17 S1,-H2 -O2,0,24,15,15,1,1,0,-2,-2,0,0,C24 H15 N1 O15 S1
C24 H17 N1 O17 S1,-C1 -H3 O1 -N1,1,23,14,18,0,1,-1,-3,1,-1,0,C23 H14 O18 S1
C28 H22 O15 S1,O1,1,28,22,16,0,1,0,0,1,0,0,C28 H22 O16 S1
C28 H22 O15 S1,H2 O1,1,28,24,16,0,1,0,2,1,0,0,C28 H24 O16 S1
C31 H21 N1 O19 S1,-H2 -O1,0,31,19,18,1,1,0,-2,-1,0,0,C31 H19 N1 O18 S1
C31 H30 O25,O1,1,31,30,26,0,0,0,0,1,0,0,C31 H30 O26
C31 H30 O25,-O1,0,31,30,24,0,0,0,0,-1,0,0,C31 H30 O24
C31 H30 O25,-H2 -O1,0,31,28,24,0,0,0,-2,-1,0,0,C31 H28 O24
C24 13C1 H19 N1 O20 S1,-O1,0,24,19,19,1,1,0,0,-1,0,0,C24 H19 N1 O19 S1
C24 13C1 H19 N1 O20 S1,H2 O2,1,24,21,22,1,1,0,2,2,0,0,C24 H21 N1 O22 S1
C24 13C1 H19 N1 O20 S1,-H2 -O2,0,24,17,18,1,1,0,-2,-2,0,0,C24 H17 N1 O18 S1
C24 13C1 H19 N1 O20 S1,-C1 -H3 O1 -N1,1,23,16,21,0,1,-1,-3,1,-1,0,C23 H16 O21 S1
C24 13C1 H19 N1 O20 S1,C1 H3 -O1 N1,0,25,22,19,2,1,1,3,-1,1,0,C25 H22 N2 O19 S1
C14 H14 O15 S1,-H2 -O2,0,14,12,13,0,1,0,-2,-2,0,0,C14 H12 O13 S1
C14 H14 O15 S1,-H2 -O1,0,14,12,14,0,1,0,-2,-1,0,0,C14 H12 O14 S1
C20 H14 O13 S1,-O1,0,20,14,12,0,1,0,0,-1,0,0,C20 H14 O12 S1
C25 H20 O13 S1,O1,1,25,20,14,0,1,0,0,1,0,0,C25 H20 O14 S1
C25 H20 O13 S1,-O1,0,25,20,12,0,1,0,0,-1,0,0,C25 H20 O12 S1
C25 H20 O13 S1,H2 O1,1,25,22,14,0,1,0,2,1,0,0,C25 H22 O14 S1
C15 H16 O14 S1,O1,1,15,16,15,0,1,0,0,1,0,0,C15 H16 O15 S1
C15 H16 O14 S1,H2 O2,1,15,18,16,0,1,0,2,2,0,0,C15 H18 O16 S1
C15 H16 O14 S1,H2 O1,1,15,18,15,0,1,0,2,1,0,0,C15 H18 O15 S1
C35 H36 O23,O1,1,35,36,24,0,0,0,0,1,0,0,C35 H36 O24
C35 H36 O23,-O1,0,35,36,22,0,0,0,0,-1,0,0,C35 H36 O22
C35 H36 O23,-H2 -O2,0,35,34,21,0,0,0,-2,-2,0,0,C35 H34 O21
C35 H36 O23,-H2 -O1,0,35,34,22,0,0,0,-2,-1,0,0,C35 H34 O22
C16 H10 O5,O1,1,16,10,6,0,0,0,0,1,0,0,C16 H10 O6
C16 H10 O5,H2 O2,1,16,12,7,0,0,0,2,2,0,0,C16 H12 O7
C28 H19 N1 O16,O1,1,28,19,17,1,0,0,0,1,0,0,C28 H19 N1 O17
C28 H19 N1 O16,H2 O2,1,28,21,18,1,0,0,2,2,0,0,C28 H21 N1 O18
C28 H19 N1 O16,-C1 -H3 O1 -N1,1,27,16,17,0,0,-1,-3,1,-1,0,C27 H16 O17
C28 H19 N1 O16,H2 O1,1,28,21,17,1,0,0,2,1,0,0,C28 H21 N1 O17
C33 H24 O19 S1,H2 O1,1,33,26,20,0,1,0,2,1,0,0,C33 H26 O20 S1
C21 13C1 H24 O10,O1,1,21,24,11,0,0,0,0,1,0,0,C21 H24 O11
C21 13C1 H24 O10,-O1,0,21,24,9,0,0,0,0,-1,0,0,C21 H24 O9
C21 13C1 H24 O10,H2 O2,1,21,26,12,0,0,0,2,2,0,0,C21 H26 O12
C21 13C1 H24 O10,H2 O1,1,21,26,11,0,0,0,2,1,0,0,C21 H26 O11
C21 13C1 H24 O10,-H2 -O1,0,21,22,9,0,0,0,-2,-1,0,0,C21 H22 O9
C42 H78 N2 O7,-O1,0,42,78,6,2,0,0,0,-1,0,0,C42 H78 N2 O6
C42 H78 N2 O7,-H2 -O2,0,42,76,5,2,0,0,-2,-2,0,0,C42 H76 N2 O5
C42 H78 N2 O7,-H2 -O1,0,42,76,6,2,0,0,-2,-1,0,0,C42 H76 N2 O6
C43 H76 N2 O6,-H2 -O2,0,43,74,4,2,0,0,-2,-2,0,0,C43 H74 N2 O4
C43 H76 N2 O6,-C1 -H3 O1 -N1,1,42,73,7,1,0,-1,-3,1,-1,0,C42 H73 N1 O7
C43 H76 N2 O6,-H2 -O1,0,43,74,5,2,0,0,-2,-1,0,0,C43 H74 N2 O5
C31 H16 O17,O1,1,31,16,18,0,0,0,0,1,0,0,C31 H16 O18
C31 H16 O17,H2 O2,1,31,18,19,0,0,0,2,2,0,0,C31 H18 O19
C31 H16 O17,H2 O1,1,31,18,18,0,0,0,2,1,0,0,C31 H18 O18
C28 H25 N1 O16,O1,1,28,25,17,1,0,0,0,1,0,0,C28 H25 N1 O17
C28 H25 N1 O16,-O1,0,28,25,15,1,0,0,0,-1,0,0,C28 H25 N1 O15
C28 H25 N1 O16,H2 O2,1,28,27,18,1,0,0,2,2,0,0,C28 H27 N1 O18
C28 H25 N1 O16,-C1 -H3 O1 -N1,1,27,22,17,0,0,-1,-3,1,-1,0,C27 H22 O17
C28 H25 N1 O16,H2 O1,1,28,27,17,1,0,0,2,1,0,0,C28 H27 N1 O17
C28 H25 N1 O16,-H2 -O1,0,28,23,15,1,0,0,-2,-1,0,0,C28 H23 N1 O15
C25 H28 O11,O1,1,25,28,12,0,0,0,0,1,0,0,C25 H28 O12
C25 H28 O11,H2 O2,1,25,30,13,0,0,0,2,2,0,0,C25 H30 O13
C25 H28 O11,H2 O1,1,25,30,12,0,0,0,2,1,0,0,C25 H30 O12
C28 H36 O16,-O1,0,28,36,15,0,0,0,0,-1,0,0,C28 H36 O15
C28 H36 O16,-H2 -O2,0,28,34,14,0,0,0,-2,-2,0,0,C28 H34 O14
C28 H36 O16,-H2 -O1,0,28,34,15,0,0,0,-2,-1,0,0,C28 H34 O15
C18 13C1 H8 O14,O1,1,18,8,15,0,0,0,0,1,0,0,C18 H8 O15
C18 13C1 H8 O14,-O1,0,18,8,13,0,0,0,0,-1,0,0,C18 H8 O13
C18 13C1 H8 O14,H2 O2,1,18,10,16,0,0,0,2,2,0,0,C18 H10 O16
C18 13C1 H8 O14,-H2 -O2,0,18,6,12,0,0,0,-2,-2,0,0,C18 H6 O12
C18 13C1 H8 O14,C1 H3 -O1 N1,0,19,11,13,1,0,1,3,-1,1,0,C19 H11 N1 O13
C18 13C1 H8 O14,H2 O1,1,18,10,15,0,0,0,2,1,0,0,C18 H10 O15
C26 H24 O12,O1,1,26,24,13,0,0,0,0,1,0,0,C26 H24 O13
C26 H24 O12,H2 O2,1,26,26,14,0,0,0,2,2,0,0,C26 H26 O14
C26 H24 O12,H2 O1,1,26,26,13,0,0,0,2,1,0,0,C26 H26 O13
C42 H77 N1 O3 S1,-O1,0,42,77,2,1,1,0,0,-1,0,0,C42 H77 N1 O2 S1
C42 H77 N1 O3 S1,H2 O1,1,42,79,4,1,1,0,2,1,0,0,C42 H79 N1 O4 S1
C19 H14 O9 S1,O1,1,19,14,10,0,1,0,0,1,0,0,C19 H14 O10 S1
C19 H14 O9 S1,H2 O2,1,19,16,11,0,1,0,2,2,0,0,C19 H16 O11 S1
C19 H14 O9 S1,H2 O1,1,19,16,10,0,1,0,2,1,0,0,C19 H16 O10 S1
C19 H14 O9 S1,-H2 -O1,0,19,12,8,0,1,0,-2,-1,0,0,C19 H12 O8 S1
C19 13C1 H14 O11,O1,1,19,14,12,0,0,0,0,1,0,0,C19 H14 O12
C19 13C1 H14 O11,-O1,0,19,14,10,0,0,0,0,-1,0,0,C19 H14 O10
C19 13C1 H14 O11,H2 O2,1,19,16,13,0,0,0,2,2,0,0,C19 H16 O13
C19 13C1 H14 O11,C1 H3 -O1 N1,0,20,17,10,1,0,1,3,-1,1,0,C20 H17 N1 O10
C19 13C1 H14 O11,H2 O1,1,19,16,12,0,0,0,2,1,0,0,C19 H16 O12
C19 13C1 H14 O11,-H2 -O1,0,19,12,10,0,0,0,-2,-1,0,0,C19 H12 O10
C35 H70 S1,O1,1,35,70,1,0,1,0,0,1,0,0,C35 H70 O1 S1
C35 H70 S1,H2 O2,1,35,72,2,0,1,0,2,2,0,0,C35 H72 O2 S1
C35 H70 S1,H2 O1,1,35,72,1,0,1,0,2,1,0,0,C35 H72 O1 S1
C45 H76 N2 S1,-C1 -H3 O1 -N1,1,44,73,1,1,1,-1,-3,1,-1,0,C44 H73 N1 O1 S1
C45 H76 N2 S1,H2 O1,1,45,78,1,2,1,0,2,1,0,0,C45 H78 N2 O1 S1
C44 H74 N2 O2,H2 O2,1,44,76,4,2,0,0,2,2,0,0,C44 H76 N2 O4
C19 13C1 H20 O21 S1,C1 H3 -O1 N1,0,20,23,20,1,1,1,3,-1,1,0,C20 H23 N1 O20 S1
C19 13C1 H20 O21 S1,-H2 -O1,0,19,18,20,0,1,0,-2,-1,0,0,C19 H18 O20 S1
C30 13C1 H32 O19,O1,1,30,32,20,0,0,0,0,1,0,0,C30 H32 O20
C30 13C1 H32 O19,-O1,0,30,32,18,0,0,0,0,-1,0,0,C30 H32 O18
C30 13C1 H32 O19,H2 O2,1,30,34,21,0,0,0,2,2,0,0,C30 H34 O21
C30 13C1 H32 O19,-H2 -O2,0,30,30,17,0,0,0,-2,-2,0,0,C30 H30 O17
C30 13C1 H32 O19,H2 O1,1,30,34,20,0,0,0,2,1,0,0,C30 H34 O20
C30 13C1 H32 O19,-H2 -O1,0,30,30,18,0,0,0,-2,-1,0,0,C30 H30 O18
C40 H70 N2 O2,H2 O2,1,40,72,4,2,0,0,2,2,0,0,C40 H72 N2 O4
C40 H70 N2 O2,H2 O1,1,40,72,3,2,0,0,2,1,0,0,C40 H72 N2 O3
C28 H21 N1 O26,H2 O1,1,28,23,27,1,0,0,2,1,0,0,C28 H23 N1 O27
C23 H26 O9,O1,1,23,26,10,0,0,0,0,1,0,0,C23 H26 O10
C23 H26 O9,H2 O2,1,23,28,11,0,0,0,2,2,0,0,C23 H28 O11
C23 H26 O9,H2 O1,1,23,28,10,0,0,0,2,1,0,0,C23 H28 O10
C29 13C1 H32 O18,O1,1,29,32,19,0,0,0,0,1,0,0,C29 H32 O19
C29 13C1 H32 O18,-O1,0,29,32,17,0,0,0,0,-1,0,0,C29 H32 O17
C29 13C1 H32 O18,-H2 -O2,0,29,30,16,0,0,0,-2,-2,0,0,C29 H30 O16
C29 13C1 H32 O18,H2 O1,1,29,34,19,0,0,0,2,1,0,0,C29 H34 O19
C29 13C1 H32 O18,-H2 -O1,0,29,30,17,0,0,0,-2,-1,0,0,C29 H30 O17
C36 H34 O26,-O1,0,36,34,25,0,0,0,0,-1,0,0,C36 H34 O25
C36 H34 O26,-H2 -O2,0,36,32,24,0,0,0,-2,-2,0,0,C36 H32 O24
C36 H34 O26,-H2 -O1,0,36,32,25,0,0,0,-2,-1,0,0,C36 H32 O25
C34 H27 N1 O18,O1,1,34,27,19,1,0,0,0,1,0,0,C34 H27 N1 O19
C34 H27 N1 O18,-C1 -H3 O1 -N1,1,33,24,19,0,0,-1,-3,1,-1,0,C33 H24 O19
C28 H28 N2 O23 S1,O1,1,28,28,24,2,1,0,0,1,0,0,C28 H28 N2 O24 S1
C28 H28 N2 O23 S1,-O1,0,28,28,22,2,1,0,0,-1,0,0,C28 H28 N2 O22 S1
C28 H28 N2 O23 S1,H2 O2,1,28,30,25,2,1,0,2,2,0,0,C28 H30 N2 O25 S1
C28 H28 N2 O23 S1,-C1 -H3 O1 -N1,1,27,25,24,1,1,-1,-3,1,-1,0,C27 H25 N1 O24 S1
C28 H28 N2 O23 S1,H2 O1,1,28,30,24,2,1,0,2,1,0,0,C28 H30 N2 O24 S1
C44 H74 N2 O5 S1,O1,1,44,74,6,2,1,0,0,1,0,0,C44 H74 N2 O6 S1
C42 H76 N2 O6,-O1,0,42,76,5,2,0,0,0,-1,0,0,C42 H76 N2 O5
C42 H76 N2 O6,H2 O1,1,42,78,7,2,0,0,2,1,0,0,C42 H78 N2 O7
C42 H76 N2 O6,-H2 -O1,0,42,74,5,2,0,0,-2,-1,0,0,C42 H74 N2 O5
C35 H24 O20 S1,H2 O2,1,35,26,22,0,1,0,2,2,0,0,C35 H26 O22 S1
C35 H24 O20 S1,H2 O1,1,35,26,21,0,1,0,2,1,0,0,C35 H26 O21 S1
C28 13C1 H14 O18,O1,1,28,14,19,0,0,0,0,1,0,0,C28 H14 O19
C28 13C1 H14 O18,H2 O2,1,28,16,20,0,0,0,2,2,0,0,C28 H16 O20
C28 13C1 H14 O18,C1 H3 -O1 N1,0,29,17,17,1,0,1,3,-1,1,0,C29 H17 N1 O17
C28 13C1 H14 O18,H2 O1,1,28,16,19,0,0,0,2,1,0,0,C28 H16 O19
C18 H23 N1 O10,O1,1,18,23,11,1,0,0,0,1,0,0,C18 H23 N1 O11
C18 H23 N1 O10,-O1,0,18,23,9,1,0,0,0,-1,0,0,C18 H23 N1 O9
C18 H23 N1 O10,-H2 -O2,0,18,21,8,1,0,0,-2,-2,0,0,C18 H21 N1 O8
C18 H23 N1 O10,-C1 -H3 O1 -N1,1,17,20,11,0,0,-1,-3,1,-1,0,C17 H20 O11
C18 H23 N1 O10,-H2 -O1,0,18,21,9,1,0,0,-2,-1,0,0,C18 H21 N1 O9
C15 13C1 H14 O15 S1,O1,1,15,14,16,0,1,0,0,1,0,0,C15 H14 O16 S1
C15 13C1 H14 O15 S1,-O1,0,15,14,14,0,1,0,0,-1,0,0,C15 H14 O14 S1
C15 13C1 H14 O15 S1,H2 O1,1,15,16,16,0,1,0,2,1,0,0,C15 H16 O16 S1
