mol_from,mol_from_int,mol_from_time,mol_from_int_trend,mol_to,mol_to_int,mol_to_time,mol_to_int_trend,transformation_unit,is_hti
C12 H12 N2 O4,5.73e-05,2,0.0,C11 H10 N2 O5,4.95e-05,3,0.92,-C1 -H2 O1,0
C12 H12 N2 O5,6.88e-05,2,1.129,C12 H10 N2 O5,6.28e-05,3,1.169,-H2,0
C12 H12 N2 O5,6.88e-05,2,1.129,C11 H12 N2 O4,6.55e-05,3,1.245,-C1 -O1,0
C12 H12 N2 O5,6.88e-05,2,1.129,C10 H10 N2 O5,3.85e-05,3,1.008,-C2 -H2,0
C12 H12 N2 O5,6.88e-05,2,1.129,C12 H13 N1 O3,4.66e-05,3,0.932,H1 -O2 -N1,0
C12 H12 N2 O5,6.88e-05,2,1.129,C11 H10 N2 O5,4.95e-05,3,0.92,-C1 -H2,0
C12 H12 N2 O5,6.88e-05,2,1.129,C12 H10 N2 O4,5.65e-05,3,0.923,-H2 -O1,0
C12 H12 N2 O5,6.88e-05,2,1.129,C12 H10 N2 O6,5.79e-05,3,1.331,-H2 O1,0
C12 H12 N2 O5,6.88e-05,2,1.129,C12 H8 N2 O7,3.46e-05,3,1.316,-H4 O2,0
C12 H12 N2 O5,6.88e-05,2,1.129,C12 H11 N1 O6,0.000153276,3,1.241,-H1 O1 -N1,0
C12 H12 N2 O5,6.88e-05,2,1.129,C12 H12 N2 O7,5.32e-05,3,1.198,O2,0
C12 H12 N2 O5,6.88e-05,2,1.129,C11 H10 N2 O6,3.38e-05,3,0.733,-C1 -H2 O1,0
C12 H12 N2 O5,6.88e-05,2,1.129,C12 H12 N2 O6,7.32e-05,3,1.138,O1,0
C12 H12 N2 O5,6.88e-05,2,1.129,C12 H14 N2 O6,8.43e-05,3,0.823,H2 O1,0
C12 H12 N2 O6,6.43e-05,2,1.138,C12 H10 N2 O6,5.79e-05,3,1.331,-H2,0
C12 H12 N2 O6,6.43e-05,2,1.138,C12 H13 N1 O4,0.00010147,3,0.981,H1 -O2 -N1,0
C12 H12 N2 O6,6.43e-05,2,1.138,C12 H10 N2 O5,6.28e-05,3,1.169,-H2 -O1,0
C12 H12 N2 O6,6.43e-05,2,1.138,C11 H12 N2 O6,4.66e-05,3,0.823,-C1,0
C12 H12 N2 O6,6.43e-05,2,1.138,C11 H12 N2 O4,6.55e-05,3,1.245,-C1 -O2,0
C12 H12 N2 O6,6.43e-05,2,1.138,C11 H10 N2 O6,3.38e-05,3,0.733,-C1 -H2,0
C12 H12 N2 O6,6.43e-05,2,1.138,C10 H8 N2 O5,3.45e-05,3,1.162,-C2 -H4 -O1,0
C12 H12 N2 O6,6.43e-05,2,1.138,C12 H8 N2 O8,2.06e-05,3,0.0,-H4 O2,0
C12 H12 N2 O6,6.43e-05,2,1.138,C11 H10 N2 O7,2.17e-05,3,0.719,-C1 -H2 O1,0
C12 H12 N2 O6,6.43e-05,2,1.138,C12 H10 N2 O7,2.9e-05,3,0.0,-H2 O1,0
C12 H12 N2 O6,6.43e-05,2,1.138,C12 H12 N2 O7,5.32e-05,3,1.198,O1,0
C12 H12 N2 O6,6.43e-05,2,1.138,C12 H14 N2 O7,3.5e-05,3,0.71,H2 O1,0
C12 H12 N2 O6,6.43e-05,2,1.138,C12 H11 N1 O7,0.000123831,3,0.999,-H1 O1 -N1,0
C12 H12 N2 O7,4.44e-05,2,1.198,C11 H10 N2 O7,2.17e-05,3,0.719,-C1 -H2,0
C12 H12 N2 O7,4.44e-05,2,1.198,C12 H10 N2 O7,2.9e-05,3,0.0,-H2,0
C12 H12 N2 O7,4.44e-05,2,1.198,C10 H8 N2 O6,2.38e-05,3,0.793,-C2 -H4 -O1,0
C12 H12 N2 O7,4.44e-05,2,1.198,C12 H10 N2 O6,5.79e-05,3,1.331,-H2 -O1,0
C12 H12 N2 O7,4.44e-05,2,1.198,C11 H12 N2 O6,4.66e-05,3,0.823,-C1 -O1,0
C12 H12 N2 O7,4.44e-05,2,1.198,C12 H13 N1 O5,0.000161974,3,1.073,H1 -O2 -N1,0
C12 H12 N2 O7,4.44e-05,2,1.198,C12 H11 N1 O8,4.05e-05,3,0.704,-H1 O1 -N1,0
C12 H12 O10,0.000121722,2,0.924,C10 H10 O10,2.02e-05,3,0.0,-C2 -H2,0
C12 H12 O10,0.000121722,2,0.924,C12 H13 N1 O9,2.96e-05,3,0.0,H1 -O1 N1,0
C12 H12 O10,0.000121722,2,0.924,C10 H8 O9,3.14e-05,3,0.602,-C2 -H4 -O1,0
C12 H12 O10,0.000121722,2,0.924,C12 H10 O10,5.88e-05,3,0.766,-H2,0
C12 H12 O10,0.000121722,2,0.924,C11 H10 O10,3.76e-05,3,0.908,-C1 -H2,0
C12 H12 O10,0.000121722,2,0.924,C11 H12 O8,0.000414317,3,1.026,-C1 -O2,1
C12 H12 O10,0.000121722,2,0.924,C11 H12 O10,2.72e-05,3,0.678,-C1,0
C12 H12 O10,0.000121722,2,0.924,C12 H10 O9,0.000308197,3,1.1,-H2 -O1,1
C12 H12 O10,0.000121722,2,0.924,C11 H12 O9,0.00014041,3,0.923,-C1 -O1,0
C12 H12 O10,0.000121722,2,0.924,C12 H12 O11,2.46e-05,3,0.719,O1,0
C12 H12 O11,3.42e-05,2,0.719,C12 H10 O10,5.88e-05,3,0.766,-H2 -O1,0
C12 H12 O11,3.42e-05,2,0.719,C11 H12 O10,2.72e-05,3,0.678,-C1 -O1,0
C12 H12 O11,3.42e-05,2,0.719,C11 H12 O9,0.00014041,3,0.923,-C1 -O2,0
C12 H12 O2,9.18e-05,2,1.027,C11 H12 O1,1.98e-05,3,0.0,-C1 -O1,0
C12 H12 O2,9.18e-05,2,1.027,C12 H10 O2,6.88e-05,3,0.865,-H2,0
C12 H12 O2,9.18e-05,2,1.027,C10 H10 O2,8.88e-05,3,0.883,-C2 -H2,0
C12 H12 O2,9.18e-05,2,1.027,C11 H12 O2,8.97e-05,3,0.84,-C1,0
C12 H12 O2,9.18e-05,2,1.027,C11 H10 O2,8.12e-05,3,0.97,-C1 -H2,0
C12 H12 O2,9.18e-05,2,1.027,C12 H12 O3,0.000228665,3,0.874,O1,0
C12 H12 O2,9.18e-05,2,1.027,C12 H11 N1 O4,0.00010269,3,0.859,-H1 O2 N1,0
C12 H12 O2,9.18e-05,2,1.027,C11 H10 O3,0.000275537,3,0.943,-C1 -H2 O1,0
C12 H12 O2,9.18e-05,2,1.027,C12 H12 O4,0.000562572,3,0.991,O2,0
C12 H12 O2,9.18e-05,2,1.027,C12 H8 O4,0.000301852,3,0.943,-H4 O2,0
C12 H12 O2,9.18e-05,2,1.027,C12 H14 O3,0.000250764,3,0.832,H2 O1,0
C12 H12 O2,9.18e-05,2,1.027,C12 H10 O3,0.000211331,3,0.979,-H2 O1,0
C12 H12 O3,0.00026149,2,0.874,C11 H12 O1,1.98e-05,3,0.0,-C1 -O2,0
C12 H12 O3,0.00026149,2,0.874,C12 H10 O2,6.88e-05,3,0.865,-H2 -O1,0
C12 H12 O3,0.00026149,2,0.874,C10 H10 O3,0.000241113,3,0.915,-C2 -H2,0
C12 H12 O3,0.00026149,2,0.874,C11 H10 O3,0.000275537,3,0.943,-C1 -H2,0
C12 H12 O3,0.00026149,2,0.874,C11 H12 O2,8.97e-05,3,0.84,-C1 -O1,0
C12 H12 O3,0.00026149,2,0.874,C10 H8 O2,7.63e-05,3,0.988,-C2 -H4 -O1,0
C12 H12 O3,0.00026149,2,0.874,C12 H10 O3,0.000211331,3,0.979,-H2,0
C12 H12 O3,0.00026149,2,0.874,C11 H12 O3,0.000244374,3,1.013,-C1,0
C12 H12 O3,0.00026149,2,0.874,C12 H8 O5,0.00065678,3,1.032,-H4 O2,1
C12 H12 O3,0.00026149,2,0.874,C12 H14 O4,0.000583876,3,0.904,H2 O1,0
C12 H12 O3,0.00026149,2,0.874,C12 H11 N1 O5,0.000136101,3,0.941,-H1 O2 N1,0
C12 H12 O3,0.00026149,2,0.874,C12 H12 O4,0.000562572,3,0.991,O1,0
C12 H12 O3,0.00026149,2,0.874,C12 H12 O5,0.00107673,3,1.114,O2,1
C12 H12 O3,0.00026149,2,0.874,C12 H10 O4,0.000466652,3,0.929,-H2 O1,0
C12 H12 O3,0.00026149,2,0.874,C11 H10 O4,0.000522916,3,1.019,-C1 -H2 O1,0
C12 H12 O4,0.000567547,2,0.991,C8 H8 O3,0.000217894,3,1.042,-C4 -H4 -O1,0
C12 H12 O4,0.000567547,2,0.991,C11 H12 O2,8.97e-05,3,0.84,-C1 -O2,0
C12 H12 O4,0.000567547,2,0.991,C12 H10 O4,0.000466652,3,0.929,-H2,0
C12 H12 O4,0.000567547,2,0.991,C10 H10 O4,0.00054932,3,1.021,-C2 -H2,0
C12 H12 O4,0.000567547,2,0.991,C12 H13 N1 O3,4.66e-05,3,0.932,H1 -O1 N1,0
C12 H12 O4,0.000567547,2,0.991,C12 H10 O3,0.000211331,3,0.979,-H2 -O1,0
C12 H12 O4,0.000567547,2,0.991,C10 H8 O3,0.000239089,3,0.931,-C2 -H4 -O1,0
C12 H12 O4,0.000567547,2,0.991,C11 H12 O3,0.000244374,3,1.013,-C1 -O1,0
C12 H12 O4,0.000567547,2,0.991,C11 H12 O4,0.000519625,3,0.879,-C1,0
C12 H12 O4,0.000567547,2,0.991,C11 H10 O4,0.000522916,3,1.019,-C1 -H2,0
C12 H12 O4,0.000567547,2,0.991,C12 H10 O5,0.00087558,3,1.127,-H2 O1,0
C12 H12 O4,0.000567547,2,0.991,C12 H8 O6,0.000860375,3,1.056,-H4 O2,0
C12 H12 O4,0.000567547,2,0.991,C12 H11 N1 O6,0.000153276,3,1.241,-H1 O2 N1,0
C12 H12 O4,0.000567547,2,0.991,C12 H12 O5,0.00107673,3,1.114,O1,0
C12 H12 O4,0.000567547,2,0.991,C12 H12 O6,0.001260113,3,1.178,O2,0
C12 H12 O4,0.000567547,2,0.991,C12 H14 O5,0.001012788,3,1.095,H2 O1,0
C12 H12 O4,0.000567547,2,0.991,C11 H10 O5,0.000964784,3,1.13,-C1 -H2 O1,0
C12 H12 O5,0.000966815,2,1.114,C12 H10 O5,0.00087558,3,1.127,-H2,0
C12 H12 O5,0.000966815,2,1.114,C10 H8 O4,0.00045607,3,1.053,-C2 -H4 -O1,0
C12 H12 O5,0.000966815,2,1.114,C12 H13 N1 O4,0.00010147,3,0.981,H1 -O1 N1,0
C12 H12 O5,0.000966815,2,1.114,C10 H10 O5,0.000834802,3,1.15,-C2 -H2,0
C12 H12 O5,0.000966815,2,1.114,C11 H12 O5,0.000802955,3,1.115,-C1,0
C12 H12 O5,0.000966815,2,1.114,C12 H10 O4,0.000466652,3,0.929,-H2 -O1,0
C12 H12 O5,0.000966815,2,1.114,C11 H10 O5,0.000964784,3,1.13,-C1 -H2,0
C12 H12 O5,0.000966815,2,1.114,C8 H8 O4,0.000525074,3,1.235,-C4 -H4 -O1,0
C12 H12 O5,0.000966815,2,1.114,C11 H12 O3,0.000244374,3,1.013,-C1 -O2,0
C12 H12 O5,0.000966815,2,1.114,C11 H12 O4,0.000519625,3,0.879,-C1 -O1,0
C12 H12 O5,0.000966815,2,1.114,C12 H8 O7,0.000904817,3,1.103,-H4 O2,0
C12 H12 O5,0.000966815,2,1.114,C12 H10 O6,0.001181075,3,1.171,-H2 O1,0
C12 H12 O5,0.000966815,2,1.114,C11 H10 O6,0.001088288,3,1.163,-C1 -H2 O1,0
C12 H12 O5,0.000966815,2,1.114,C12 H12 O6,0.001260113,3,1.178,O1,0
C12 H12 O5,0.000966815,2,1.114,C12 H14 O6,0.001228349,3,1.098,H2 O1,0
C12 H12 O5,0.000966815,2,1.114,C12 H12 O7,0.001267254,3,1.203,O2,0
C12 H12 O5,0.000966815,2,1.114,C12 H11 N1 O7,0.000123831,3,0.999,-H1 O2 N1,0
C12 H12 O6,0.001069584,2,1.178,C12 H10 O5,0.00087558,3,1.127,-H2 -O1,0
C12 H12 O6,0.001069584,2,1.178,C12 H10 O6,0.001181075,3,1.171,-H2,0
C12 H12 O6,0.001069584,2,1.178,C8 H8 O5,0.000222914,3,0.987,-C4 -H4 -O1,0
C12 H12 O6,0.001069584,2,1.178,C10 H10 O6,0.000619664,3,1.141,-C2 -H2,0
C12 H12 O6,0.001069584,2,1.178,C11 H10 O6,0.001088288,3,1.163,-C1 -H2,0
C12 H12 O6,0.001069584,2,1.178,C12 H13 N1 O5,0.000161974,3,1.073,H1 -O1 N1,0
C12 H12 O6,0.001069584,2,1.178,C10 H8 O5,0.000750758,3,1.042,-C2 -H4 -O1,0
C12 H12 O6,0.001069584,2,1.178,C11 H12 O5,0.000802955,3,1.115,-C1 -O1,0
C12 H12 O6,0.001069584,2,1.178,C11 H12 O6,0.001113406,3,1.188,-C1,0
C12 H12 O6,0.001069584,2,1.178,C11 H12 O4,0.000519625,3,0.879,-C1 -O2,0
C12 H12 O6,0.001069584,2,1.178,C12 H8 O8,0.000490832,3,1.071,-H4 O2,0
C12 H12 O6,0.001069584,2,1.178,C11 H10 O7,0.00084716,3,1.127,-C1 -H2 O1,0
C12 H12 O6,0.001069584,2,1.178,C12 H10 O7,0.001083508,3,1.184,-H2 O1,0
C12 H12 O6,0.001069584,2,1.178,C12 H12 O8,0.000779781,3,1.121,O2,0
C12 H12 O6,0.001069584,2,1.178,C12 H14 O7,0.001121402,3,1.126,H2 O1,0
C12 H12 O6,0.001069584,2,1.178,C12 H12 O7,0.001267254,3,1.203,O1,0
C12 H12 O6,0.001069584,2,1.178,C12 H11 N1 O8,4.05e-05,3,0.704,-H1 O2 N1,0
C12 H12 O6 S1,5.42e-05,2,0.655,C10 H10 O6 S1,3.44e-05,3,1.062,-C2 -H2,1
C12 H12 O6 S1,5.42e-05,2,0.655,C12 H12 O3,0.000228665,3,0.874,-O3 -S1,0
C12 H12 O6 S1,5.42e-05,2,0.655,C10 H8 O5 S1,3.76e-05,3,1.283,-C2 -H4 -O1,1
C12 H12 O6 S1,5.42e-05,2,0.655,C12 H12 O6,0.001260113,3,1.178,-S1,1
C12 H12 O6 S1,5.42e-05,2,0.655,C12 H12 O5,0.00107673,3,1.114,-O1 -S1,1
C12 H12 O6 S1,5.42e-05,2,0.655,C11 H10 O6 S1,3.33e-05,3,0.837,-C1 -H2,0
C12 H12 O6 S1,5.42e-05,2,0.655,C12 H10 O6 S1,3.41e-05,3,1.118,-H2,1
C12 H12 O6 S1,5.42e-05,2,0.655,C12 H14 O7 S1,4.11e-05,3,0.915,H2 O1,0
C12 H12 O6 S1,5.42e-05,2,0.655,C11 H10 O7 S1,2.78e-05,3,0.871,-C1 -H2 O1,0
C12 H12 O6 S1,5.42e-05,2,0.655,C12 H10 O7 S1,2.69e-05,3,0.808,-H2 O1,0
C12 H12 O6 S1,5.42e-05,2,0.655,C12 H12 O7 S1,4.58e-05,3,1.053,O1,1
C12 H12 O6 S1,5.42e-05,2,0.655,C12 H8 O8 S1,2.27e-05,3,0.712,-H4 O2,0
C12 H12 O7,0.001053305,2,1.203,C12 H10 O6,0.001181075,3,1.171,-H2 -O1,0
C12 H12 O7,0.001053305,2,1.203,C8 H8 O6,0.000117038,3,0.872,-C4 -H4 -O1,0
C12 H12 O7,0.001053305,2,1.203,C11 H10 O7,0.00084716,3,1.127,-C1 -H2,0
C12 H12 O7,0.001053305,2,1.203,C12 H10 O7,0.001083508,3,1.184,-H2,0
C12 H12 O7,0.001053305,2,1.203,C10 H8 O6,0.000941718,3,1.162,-C2 -H4 -O1,0
C12 H12 O7,0.001053305,2,1.203,C11 H12 O5,0.000802955,3,1.115,-C1 -O2,0
C12 H12 O7,0.001053305,2,1.203,C11 H12 O6,0.001113406,3,1.188,-C1 -O1,0
C12 H12 O7,0.001053305,2,1.203,C10 H10 O7,0.000354804,3,1.005,-C2 -H2,0
C12 H12 O7,0.001053305,2,1.203,C11 H12 O7,0.000904777,3,1.176,-C1,0
C12 H12 O7,0.001053305,2,1.203,C12 H13 N1 O6,0.000141814,3,0.942,H1 -O1 N1,0
C12 H12 O7,0.001053305,2,1.203,C12 H14 O8,0.000761422,3,1.126,H2 O1,0
C12 H12 O7,0.001053305,2,1.203,C12 H12 O8,0.000779781,3,1.121,O1,0
C12 H12 O7,0.001053305,2,1.203,C12 H12 O9,0.0003312,3,0.968,O2,0
C12 H12 O7,0.001053305,2,1.203,C12 H10 O8,0.000759708,3,1.17,-H2 O1,0
C12 H12 O7,0.001053305,2,1.203,C12 H8 O9,0.000191822,3,1.123,-H4 O2,0
C12 H12 O7,0.001053305,2,1.203,C11 H10 O8,0.000430551,3,1.127,-C1 -H2 O1,0
C12 H12 O7 S1,4.35e-05,2,1.053,C8 H8 O6 S1,3.14e-05,3,0.0,-C4 -H4 -O1,0
C12 H12 O7 S1,4.35e-05,2,1.053,C11 H10 O7 S1,2.78e-05,3,0.871,-C1 -H2,0
C12 H12 O7 S1,4.35e-05,2,1.053,C12 H10 O7 S1,2.69e-05,3,0.808,-H2,0
C12 H12 O7 S1,4.35e-05,2,1.053,C10 H8 O6 S1,2.1e-05,3,0.758,-C2 -H4 -O1,0
C12 H12 O7 S1,4.35e-05,2,1.053,C11 H12 O7 S1,3.83e-05,3,1.055,-C1,0
C12 H12 O7 S1,4.35e-05,2,1.053,C10 H10 O7 S1,3.5e-05,3,1.268,-C2 -H2,0
C12 H12 O7 S1,4.35e-05,2,1.053,C12 H12 O4,0.000562572,3,0.991,-O3 -S1,0
C12 H12 O7 S1,4.35e-05,2,1.053,C12 H12 O6,0.001260113,3,1.178,-O1 -S1,0
C12 H12 O7 S1,4.35e-05,2,1.053,C12 H10 O6 S1,3.41e-05,3,1.118,-H2 -O1,0
C12 H12 O7 S1,4.35e-05,2,1.053,C12 H12 O7,0.001267254,3,1.203,-S1,0
C12 H12 O7 S1,4.35e-05,2,1.053,C12 H14 O8 S1,3.81e-05,3,0.0,H2 O1,0
C12 H12 O7 S1,4.35e-05,2,1.053,C11 H10 O8 S1,2.16e-05,3,0.0,-C1 -H2 O1,0
C12 H12 O7 S1,4.35e-05,2,1.053,C12 H10 O8 S1,3.2e-05,3,0.865,-H2 O1,0
C12 H12 O8,0.0006957,2,1.121,C8 H8 O7,5.66e-05,3,0.824,-C4 -H4 -O1,0
C12 H12 O8,0.0006957,2,1.121,C12 H13 N1 O7,0.000131407,3,1.179,H1 -O1 N1,0
C12 H12 O8,0.0006957,2,1.121,C12 H10 O7,0.001083508,3,1.184,-H2 -O1,0
C12 H12 O8,0.0006957,2,1.121,C10 H8 O7,0.000652625,3,1.241,-C2 -H4 -O1,0
C12 H12 O8,0.0006957,2,1.121,C11 H12 O8,0.000414317,3,1.026,-C1,0
C12 H12 O8,0.0006957,2,1.121,C12 H10 O8,0.000759708,3,1.17,-H2,0
C12 H12 O8,0.0006957,2,1.121,C10 H10 O8,0.000169848,3,0.956,-C2 -H2,0
C12 H12 O8,0.0006957,2,1.121,C11 H12 O6,0.001113406,3,1.188,-C1 -O2,0
C12 H12 O8,0.0006957,2,1.121,C11 H10 O8,0.000430551,3,1.127,-C1 -H2,0
C12 H12 O8,0.0006957,2,1.121,C11 H12 O7,0.000904777,3,1.176,-C1 -O1,0
C12 H12 O8,0.0006957,2,1.121,C11 H10 O9,0.000142842,3,0.956,-C1 -H2 O1,0
C12 H12 O8,0.0006957,2,1.121,C12 H12 O9,0.0003312,3,0.968,O1,0
C12 H12 O8,0.0006957,2,1.121,C12 H8 O10,6.55e-05,3,1.137,-H4 O2,0
C12 H12 O8,0.0006957,2,1.121,C12 H14 O9,0.00028404,3,0.987,H2 O1,0
C12 H12 O8,0.0006957,2,1.121,C12 H10 O9,0.000308197,3,1.1,-H2 O1,0
C12 H12 O8,0.0006957,2,1.121,C12 H12 O10,0.000112503,3,0.924,O2,0
C12 H12 O8 S1,2.61e-05,2,0.0,C10 H10 O8 S1,2.87e-05,3,0.0,-C2 -H2,0
C12 H12 O8 S1,2.61e-05,2,0.0,C12 H10 O7 S1,2.69e-05,3,0.808,-H2 -O1,0
C12 H12 O8 S1,2.61e-05,2,0.0,C11 H12 O8 S1,3.56e-05,3,1.145,-C1,0
C12 H12 O8 S1,2.61e-05,2,0.0,C10 H8 O7 S1,2.46e-05,3,0.786,-C2 -H4 -O1,0
C12 H12 O8 S1,2.61e-05,2,0.0,C11 H10 O8 S1,2.16e-05,3,0.0,-C1 -H2,0
C12 H12 O8 S1,2.61e-05,2,0.0,C11 H12 O7 S1,3.83e-05,3,1.055,-C1 -O1,0
C12 H12 O8 S1,2.61e-05,2,0.0,C12 H12 O8,0.000779781,3,1.121,-S1,0
C12 H12 O8 S1,2.61e-05,2,0.0,C12 H12 O5,0.00107673,3,1.114,-O3 -S1,0
C12 H12 O8 S1,2.61e-05,2,0.0,C12 H10 O8 S1,3.2e-05,3,0.865,-H2,0
C12 H12 O8 S1,2.61e-05,2,0.0,C12 H12 O7,0.001267254,3,1.203,-O1 -S1,0
C12 H12 O9,0.000341995,2,0.968,C10 H8 O8,0.000193447,3,1.039,-C2 -H4 -O1,1
C12 H12 O9,0.000341995,2,0.968,C11 H10 O9,0.000142842,3,0.956,-C1 -H2,0
C12 H12 O9,0.000341995,2,0.968,C12 H10 O8,0.000759708,3,1.17,-H2 -O1,1
C12 H12 O9,0.000341995,2,0.968,C11 H12 O8,0.000414317,3,1.026,-C1 -O1,1
C12 H12 O9,0.000341995,2,0.968,C12 H13 N1 O8,6.41e-05,3,1.083,H1 -O1 N1,1
C12 H12 O9,0.000341995,2,0.968,C10 H10 O9,5.25e-05,3,0.82,-C2 -H2,0
C12 H12 O9,0.000341995,2,0.968,C12 H10 O9,0.000308197,3,1.1,-H2,1
C12 H12 O9,0.000341995,2,0.968,C11 H12 O7,0.000904777,3,1.176,-C1 -O2,1
C12 H12 O9,0.000341995,2,0.968,C11 H12 O9,0.00014041,3,0.923,-C1,0
C12 H12 O9,0.000341995,2,0.968,C12 H12 O11,2.46e-05,3,0.719,O2,0
C12 H12 O9,0.000341995,2,0.968,C12 H10 O10,5.88e-05,3,0.766,-H2 O1,0
C12 H12 O9,0.000341995,2,0.968,C11 H10 O10,3.76e-05,3,0.908,-C1 -H2 O1,0
C12 H12 O9,0.000341995,2,0.968,C12 H14 O10,8.12e-05,3,0.813,H2 O1,0
C12 H12 O9,0.000341995,2,0.968,C12 H12 O10,0.000112503,3,0.924,O1,0
C12 H13 N1 O3,5e-05,2,0.932,C12 H14 O1,1.97e-05,3,0.0,H1 -O2 -N1,0
C12 H13 N1 O3,5e-05,2,0.932,C10 H9 N1 O2,2.61e-05,3,0.0,-C2 -H4 -O1,0
C12 H13 N1 O3,5e-05,2,0.932,C11 H13 N1 O2,1.96e-05,3,0.713,-C1 -O1,0
C12 H13 N1 O3,5e-05,2,0.932,C12 H11 N1 O2,2.24e-05,3,0.649,-H2 -O1,0
C12 H13 N1 O3,5e-05,2,0.932,C12 H11 N1 O3,4.41e-05,3,0.716,-H2,0
C12 H13 N1 O3,5e-05,2,0.932,C10 H11 N1 O3,5.23e-05,3,0.976,-C2 -H2,0
C12 H13 N1 O3,5e-05,2,0.932,C11 H11 N1 O3,4.8e-05,3,0.829,-C1 -H2,0
C12 H13 N1 O3,5e-05,2,0.932,C11 H13 N1 O3,5.13e-05,3,0.739,-C1,0
C12 H13 N1 O3,5e-05,2,0.932,C12 H13 N1 O4,0.00010147,3,0.981,O1,0
C12 H13 N1 O3,5e-05,2,0.932,C12 H15 N1 O4,0.000106599,3,0.901,H2 O1,0
C12 H13 N1 O3,5e-05,2,0.932,C12 H13 N1 O5,0.000161974,3,1.073,O2,1
C12 H13 N1 O3,5e-05,2,0.932,C12 H11 N1 O4,0.00010269,3,0.859,-H2 O1,0
C12 H13 N1 O3,5e-05,2,0.932,C12 H12 O4,0.000562572,3,0.991,-H1 O1 -N1,0
C12 H13 N1 O3,5e-05,2,0.932,C11 H11 N1 O4,9.41e-05,3,0.95,-C1 -H2 O1,0
C12 H13 N1 O3,5e-05,2,0.932,C12 H9 N1 O5,0.00011064,3,1.142,-H4 O2,1
C12 H13 N1 O3,5e-05,2,0.932,C12 H12 N2 O5,7.77e-05,3,1.129,-H1 O2 N1,1
C12 H13 N1 O4,0.000103471,2,0.981,C11 H13 N1 O2,1.96e-05,3,0.713,-C1 -O2,0
C12 H13 N1 O4,0.000103471,2,0.981,C10 H11 N1 O4,8.74e-05,3,1.033,-C2 -H2,0
C12 H13 N1 O4,0.000103471,2,0.981,C11 H13 N1 O4,9.38e-05,3,0.792,-C1,0
C12 H13 N1 O4,0.000103471,2,0.981,C12 H11 N1 O3,4.41e-05,3,0.716,-H2 -O1,0
C12 H13 N1 O4,0.000103471,2,0.981,C12 H11 N1 O4,0.00010269,3,0.859,-H2,0
C12 H13 N1 O4,0.000103471,2,0.981,C10 H9 N1 O3,4.7e-05,3,0.996,-C2 -H4 -O1,0
C12 H13 N1 O4,0.000103471,2,0.981,C11 H11 N1 O4,9.41e-05,3,0.95,-C1 -H2,0
C12 H13 N1 O4,0.000103471,2,0.981,C12 H14 O2,9.79e-05,3,0.957,H1 -O2 -N1,0
C12 H13 N1 O4,0.000103471,2,0.981,C12 H14 N2 O3,2.96e-05,3,0.71,H1 -O1 N1,0
C12 H13 N1 O4,0.000103471,2,0.981,C11 H13 N1 O3,5.13e-05,3,0.739,-C1 -O1,0
C12 H13 N1 O4,0.000103471,2,0.981,C12 H15 N1 O5,0.00014384,3,0.972,H2 O1,0
C12 H13 N1 O4,0.000103471,2,0.981,C12 H13 N1 O5,0.000161974,3,1.073,O1,0
C12 H13 N1 O4,0.000103471,2,0.981,C12 H12 N2 O6,7.32e-05,3,1.138,-H1 O2 N1,0
C12 H13 N1 O4,0.000103471,2,0.981,C12 H11 N1 O5,0.000136101,3,0.941,-H2 O1,0
C12 H13 N1 O4,0.000103471,2,0.981,C12 H12 O5,0.00107673,3,1.114,-H1 O1 -N1,0
C12 H13 N1 O4,0.000103471,2,0.981,C11 H11 N1 O5,0.000132384,3,1.029,-C1 -H2 O1,0
C12 H13 N1 O4,0.000103471,2,0.981,C12 H9 N1 O6,0.000127721,3,1.244,-H4 O2,0
C12 H13 N1 O4,0.000103471,2,0.981,C12 H13 N1 O6,0.000141814,3,0.942,O2,0
C12 H13 N1 O5,0.000150969,2,1.073,C11 H13 N1 O4,9.38e-05,3,0.792,-C1 -O1,0
C12 H13 N1 O5,0.000150969,2,1.073,C10 H9 N1 O4,8.63e-05,3,1.047,-C2 -H4 -O1,0
C12 H13 N1 O5,0.000150969,2,1.073,C11 H13 N1 O5,0.000127716,3,0.798,-C1,0
C12 H13 N1 O5,0.000150969,2,1.073,C12 H11 N1 O4,0.00010269,3,0.859,-H2 -O1,0
C12 H13 N1 O5,0.000150969,2,1.073,C8 H9 N1 O4,5.14e-05,3,0.908,-C4 -H4 -O1,0
C12 H13 N1 O5,0.000150969,2,1.073,C12 H11 N1 O5,0.000136101,3,0.941,-H2,0
C12 H13 N1 O5,0.000150969,2,1.073,C11 H11 N1 O5,0.000132384,3,1.029,-C1 -H2,0
C12 H13 N1 O5,0.000150969,2,1.073,C10 H11 N1 O5,9.44e-05,3,0.885,-C2 -H2,0
C12 H13 N1 O5,0.000150969,2,1.073,C12 H14 N2 O4,7.93e-05,3,0.964,H1 -O1 N1,0
C12 H13 N1 O5,0.000150969,2,1.073,C12 H14 O3,0.000250764,3,0.832,H1 -O2 -N1,0
C12 H13 N1 O5,0.000150969,2,1.073,C11 H13 N1 O3,5.13e-05,3,0.739,-C1 -O2,0
C12 H13 N1 O5,0.000150969,2,1.073,C12 H11 N1 O6,0.000153276,3,1.241,-H2 O1,0
C12 H13 N1 O5,0.000150969,2,1.073,C11 H11 N1 O6,0.000128164,3,0.982,-C1 -H2 O1,0
