mol_from,mol_from_int,mol_from_time,mol_from_int_trend,mol_to,mol_to_int,mol_to_time,mol_to_int_trend,transformation_unit,is_hti
C10 H10 O5,0.000725921,2,1.15,C10 H8 O6,0.000941718,3,1.162,-H2 O1,0
C10 H10 O5,0.000725921,2,1.15,C10 H9 N1 O7,4.31e-05,3,0.998,-H1 O2 N1,0
C10 H10 O5,0.000725921,2,1.15,C10 H10 O7,0.000354804,3,1.005,O2,0
C10 H10 O5,0.000725921,2,1.15,C9 H8 O6,0.000756695,3,1.31,-C1 -H2 O1,0
C10 H10 O5 S1,4.12e-05,2,0.612,C10 H8 O4 S1,2.2e-05,3,0.0,-H2 -O1,0
C10 H10 O5 S1,4.12e-05,2,0.612,C9 H10 O5 S1,2.74e-05,3,0.0,-C1,0
C10 H10 O5 S1,4.12e-05,2,0.612,C9 H8 O5 S1,2.62e-05,3,1.115,-C1 -H2,1
C10 H10 O5 S1,4.12e-05,2,0.612,C10 H10 O2,8.88e-05,3,0.883,-O3 -S1,0
C10 H10 O5 S1,4.12e-05,2,0.612,C10 H10 O5,0.000834802,3,1.15,-S1,1
C10 H10 O5 S1,4.12e-05,2,0.612,C10 H8 O5 S1,3.76e-05,3,1.283,-H2,1
C10 H10 O5 S1,4.12e-05,2,0.612,C10 H10 O4,0.00054932,3,1.021,-O1 -S1,0
C10 H10 O5 S1,4.12e-05,2,0.612,C10 H10 O6 S1,3.44e-05,3,1.062,O1,1
C10 H10 O5 S1,4.12e-05,2,0.612,C10 H8 O6 S1,2.1e-05,3,0.758,-H2 O1,0
C10 H10 O5 S1,4.12e-05,2,0.612,C9 H8 O6 S1,2.31e-05,3,0.0,-C1 -H2 O1,0
C10 H10 O5 S1,4.12e-05,2,0.612,C10 H10 O7 S1,3.5e-05,3,1.268,O2,1
C10 H10 O6,0.000543119,2,1.141,C9 H10 O4,0.000313976,3,1.065,-C1 -O2,0
C10 H10 O6,0.000543119,2,1.141,C9 H10 O6,0.00027375,3,1.019,-C1,0
C10 H10 O6,0.000543119,2,1.141,C8 H8 O6,0.000117038,3,0.872,-C2 -H2,0
C10 H10 O6,0.000543119,2,1.141,C10 H8 O5,0.000750758,3,1.042,-H2 -O1,0
C10 H10 O6,0.000543119,2,1.141,C10 H8 O6,0.000941718,3,1.162,-H2,0
C10 H10 O6,0.000543119,2,1.141,C8 H6 O5,0.000688737,3,1.26,-C2 -H4 -O1,0
C10 H10 O6,0.000543119,2,1.141,C9 H10 O5,0.000353497,3,0.998,-C1 -O1,0
C10 H10 O6,0.000543119,2,1.141,C10 H11 N1 O5,9.44e-05,3,0.885,H1 -O1 N1,0
C10 H10 O6,0.000543119,2,1.141,C9 H8 O6,0.000756695,3,1.31,-C1 -H2,0
C10 H10 O6,0.000543119,2,1.141,C6 H6 O5,5.95e-05,3,0.856,-C4 -H4 -O1,0
C10 H10 O6,0.000543119,2,1.141,C10 H12 O7,0.000417473,3,1.17,H2 O1,0
C10 H10 O6,0.000543119,2,1.141,C10 H8 O7,0.000652625,3,1.241,-H2 O1,0
C10 H10 O6,0.000543119,2,1.141,C10 H10 O8,0.000169848,3,0.956,O2,0
C10 H10 O6,0.000543119,2,1.141,C10 H6 O8,0.000200539,3,1.171,-H4 O2,0
C10 H10 O6,0.000543119,2,1.141,C10 H10 O7,0.000354804,3,1.005,O1,0
C10 H10 O6,0.000543119,2,1.141,C9 H8 O7,0.000151424,3,0.962,-C1 -H2 O1,0
C10 H10 O6 S1,3.24e-05,2,1.062,C9 H10 O5 S1,2.74e-05,3,0.0,-C1 -O1,0
C10 H10 O6 S1,3.24e-05,2,1.062,C9 H10 O6 S1,3.31e-05,3,0.0,-C1,0
C10 H10 O6 S1,3.24e-05,2,1.062,C8 H8 O6 S1,3.14e-05,3,0.0,-C2 -H2,0
C10 H10 O6 S1,3.24e-05,2,1.062,C10 H8 O6 S1,2.1e-05,3,0.758,-H2,0
C10 H10 O6 S1,3.24e-05,2,1.062,C9 H8 O6 S1,2.31e-05,3,0.0,-C1 -H2,0
C10 H10 O6 S1,3.24e-05,2,1.062,C10 H10 O5,0.000834802,3,1.15,-O1 -S1,0
C10 H10 O6 S1,3.24e-05,2,1.062,C10 H10 O6,0.000619664,3,1.141,-S1,0
C10 H10 O6 S1,3.24e-05,2,1.062,C10 H10 O3,0.000241113,3,0.915,-O3 -S1,0
C10 H10 O6 S1,3.24e-05,2,1.062,C10 H8 O5 S1,3.76e-05,3,1.283,-H2 -O1,0
C10 H10 O6 S1,3.24e-05,2,1.062,C10 H10 O8 S1,2.87e-05,3,0.0,O2,0
C10 H10 O6 S1,3.24e-05,2,1.062,C9 H8 O7 S1,2.89e-05,3,0.0,-C1 -H2 O1,0
C10 H10 O6 S1,3.24e-05,2,1.062,C10 H8 O7 S1,2.46e-05,3,0.786,-H2 O1,0
C10 H10 O6 S1,3.24e-05,2,1.062,C10 H10 O7 S1,3.5e-05,3,1.268,O1,0
C10 H10 O7,0.000353188,2,1.005,C9 H10 O6,0.00027375,3,1.019,-C1 -O1,0
C10 H10 O7,0.000353188,2,1.005,C8 H8 O7,5.66e-05,3,0.824,-C2 -H2,0
C10 H10 O7,0.000353188,2,1.005,C9 H10 O7,0.000170161,3,0.976,-C1,0
C10 H10 O7,0.000353188,2,1.005,C10 H8 O6,0.000941718,3,1.162,-H2 -O1,0
C10 H10 O7,0.000353188,2,1.005,C10 H11 N1 O6,7.13e-05,3,1.167,H1 -O1 N1,0
C10 H10 O7,0.000353188,2,1.005,C10 H8 O7,0.000652625,3,1.241,-H2,0
C10 H10 O7,0.000353188,2,1.005,C8 H6 O6,0.000579204,3,1.192,-C2 -H4 -O1,0
C10 H10 O7,0.000353188,2,1.005,C9 H10 O5,0.000353497,3,0.998,-C1 -O2,0
C10 H10 O7,0.000353188,2,1.005,C9 H8 O7,0.000151424,3,0.962,-C1 -H2,0
C10 H10 O7,0.000353188,2,1.005,C10 H8 O8,0.000193447,3,1.039,-H2 O1,0
C10 H10 O7,0.000353188,2,1.005,C9 H8 O8,3.94e-05,3,0.756,-C1 -H2 O1,0
C10 H10 O7,0.000353188,2,1.005,C10 H6 O9,6.59e-05,3,1.08,-H4 O2,0
C10 H10 O7,0.000353188,2,1.005,C10 H10 O8,0.000169848,3,0.956,O1,0
C10 H10 O7,0.000353188,2,1.005,C10 H10 O9,5.25e-05,3,0.82,O2,0
C10 H10 O7,0.000353188,2,1.005,C10 H12 O8,0.000130243,3,0.923,H2 O1,0
C10 H10 O7 S1,2.76e-05,2,1.268,C8 H6 O6 S1,2.02e-05,3,0.0,-C2 -H4 -O1,0
C10 H10 O7 S1,2.76e-05,2,1.268,C9 H10 O5 S1,2.74e-05,3,0.0,-C1 -O2,0
C10 H10 O7 S1,2.76e-05,2,1.268,C9 H8 O7 S1,2.89e-05,3,0.0,-C1 -H2,0
C10 H10 O7 S1,2.76e-05,2,1.268,C9 H10 O6 S1,3.31e-05,3,0.0,-C1 -O1,0
C10 H10 O7 S1,2.76e-05,2,1.268,C9 H10 O7 S1,2.42e-05,3,0.0,-C1,0
C10 H10 O7 S1,2.76e-05,2,1.268,C10 H8 O7 S1,2.46e-05,3,0.786,-H2,0
C10 H10 O7 S1,2.76e-05,2,1.268,C10 H8 O6 S1,2.1e-05,3,0.758,-H2 -O1,0
C10 H10 O7 S1,2.76e-05,2,1.268,C10 H10 O6,0.000619664,3,1.141,-O1 -S1,0
C10 H10 O7 S1,2.76e-05,2,1.268,C10 H10 O4,0.00054932,3,1.021,-O3 -S1,0
C10 H10 O7 S1,2.76e-05,2,1.268,C10 H10 O7,0.000354804,3,1.005,-S1,0
C10 H10 O7 S1,2.76e-05,2,1.268,C10 H6 O9 S1,2.19e-05,3,0.0,-H4 O2,0
C10 H10 O7 S1,2.76e-05,2,1.268,C10 H10 O8 S1,2.87e-05,3,0.0,O1,0
C10 H10 O7 S1,2.76e-05,2,1.268,C9 H8 O8 S1,2.93e-05,3,0.0,-C1 -H2 O1,0
C10 H10 O8,0.000177579,2,0.956,C9 H10 O6,0.00027375,3,1.019,-C1 -O2,0
C10 H10 O8,0.000177579,2,0.956,C10 H8 O8,0.000193447,3,1.039,-H2,1
C10 H10 O8,0.000177579,2,0.956,C9 H8 O8,3.94e-05,3,0.756,-C1 -H2,0
C10 H10 O8,0.000177579,2,0.956,C9 H10 O7,0.000170161,3,0.976,-C1 -O1,0
C10 H10 O8,0.000177579,2,0.956,C10 H11 N1 O7,3.54e-05,3,0.801,H1 -O1 N1,0
C10 H10 O8,0.000177579,2,0.956,C10 H8 O7,0.000652625,3,1.241,-H2 -O1,1
C10 H10 O8,0.000177579,2,0.956,C8 H6 O7,6.71e-05,3,0.783,-C2 -H4 -O1,0
C10 H10 O8,0.000177579,2,0.956,C9 H10 O8,5.81e-05,3,0.744,-C1,0
C10 H10 O8,0.000177579,2,0.956,C10 H10 O10,2.02e-05,3,0.0,O2,0
C10 H10 O8,0.000177579,2,0.956,C10 H8 O9,3.14e-05,3,0.602,-H2 O1,0
C10 H10 O8,0.000177579,2,0.956,C10 H12 O9,4.06e-05,3,0.896,H2 O1,0
C10 H10 O8,0.000177579,2,0.956,C10 H10 O9,5.25e-05,3,0.82,O1,0
C10 H10 O9,6.4e-05,2,0.82,C10 H11 N1 O8,5.93e-05,3,1.461,H1 -O1 N1,1
C10 H10 O9,6.4e-05,2,0.82,C10 H8 O9,3.14e-05,3,0.602,-H2,0
C10 H10 O9,6.4e-05,2,0.82,C10 H8 O8,0.000193447,3,1.039,-H2 -O1,1
C10 H10 O9,6.4e-05,2,0.82,C9 H10 O7,0.000170161,3,0.976,-C1 -O2,0
C10 H10 O9,6.4e-05,2,0.82,C9 H10 O8,5.81e-05,3,0.744,-C1 -O1,0
C10 H10 O9,6.4e-05,2,0.82,C10 H10 O10,2.02e-05,3,0.0,O1,0
C10 H11 N1 O3,5.36e-05,2,0.976,C10 H9 N1 O2,2.61e-05,3,0.0,-H2 -O1,0
C10 H11 N1 O3,5.36e-05,2,0.976,C9 H9 N1 O3,5.14e-05,3,1.198,-C1 -H2,0
C10 H11 N1 O3,5.36e-05,2,0.976,C9 H11 N1 O2,3.05e-05,3,0.9,-C1 -O1,0
C10 H11 N1 O3,5.36e-05,2,0.976,C9 H11 N1 O3,4.35e-05,3,0.98,-C1,0
C10 H11 N1 O3,5.36e-05,2,0.976,C10 H9 N1 O3,4.7e-05,3,0.996,-H2,0
C10 H11 N1 O3,5.36e-05,2,0.976,C10 H11 N1 O4,8.74e-05,3,1.033,O1,0
C10 H11 N1 O3,5.36e-05,2,0.976,C10 H13 N1 O4,8.95e-05,3,1.277,H2 O1,0
C10 H11 N1 O3,5.36e-05,2,0.976,C10 H9 N1 O4,8.63e-05,3,1.047,-H2 O1,0
C10 H11 N1 O3,5.36e-05,2,0.976,C10 H7 N1 O5,7.86e-05,3,0.801,-H4 O2,0
C10 H11 N1 O3,5.36e-05,2,0.976,C10 H10 N2 O5,3.85e-05,3,1.008,-H1 O2 N1,0
C10 H11 N1 O3,5.36e-05,2,0.976,C9 H9 N1 O4,6.72e-05,3,0.758,-C1 -H2 O1,0
C10 H11 N1 O3,5.36e-05,2,0.976,C10 H11 N1 O5,9.44e-05,3,0.885,O2,0
C10 H11 N1 O3,5.36e-05,2,0.976,C10 H10 O4,0.00054932,3,1.021,-H1 O1 -N1,0
C10 H11 N1 O4,8.46e-05,2,1.033,C9 H11 N1 O2,3.05e-05,3,0.9,-C1 -O2,0
C10 H11 N1 O4,8.46e-05,2,1.033,C10 H9 N1 O4,8.63e-05,3,1.047,-H2,0
C10 H11 N1 O4,8.46e-05,2,1.033,C9 H11 N1 O3,4.35e-05,3,0.98,-C1 -O1,0
C10 H11 N1 O4,8.46e-05,2,1.033,C8 H7 N1 O3,2.88e-05,3,0.903,-C2 -H4 -O1,0
C10 H11 N1 O4,8.46e-05,2,1.033,C9 H11 N1 O4,6.92e-05,3,0.958,-C1,0
C10 H11 N1 O4,8.46e-05,2,1.033,C8 H9 N1 O4,5.14e-05,3,0.908,-C2 -H2,0
C10 H11 N1 O4,8.46e-05,2,1.033,C10 H9 N1 O3,4.7e-05,3,0.996,-H2 -O1,0
C10 H11 N1 O4,8.46e-05,2,1.033,C9 H9 N1 O4,6.72e-05,3,0.758,-C1 -H2,0
C10 H11 N1 O4,8.46e-05,2,1.033,C10 H12 O2,0.00010551,3,0.845,H1 -O2 -N1,0
C10 H11 N1 O4,8.46e-05,2,1.033,C10 H12 N2 O3,2.48e-05,3,0.0,H1 -O1 N1,0
C10 H11 N1 O4,8.46e-05,2,1.033,C9 H9 N1 O5,6.2e-05,3,0.878,-C1 -H2 O1,0
C10 H11 N1 O4,8.46e-05,2,1.033,C10 H10 O5,0.000834802,3,1.15,-H1 O1 -N1,0
C10 H11 N1 O4,8.46e-05,2,1.033,C10 H11 N1 O6,7.13e-05,3,1.167,O2,0
C10 H11 N1 O4,8.46e-05,2,1.033,C10 H9 N1 O5,0.000101393,3,1.014,-H2 O1,0
C10 H11 N1 O4,8.46e-05,2,1.033,C10 H13 N1 O5,8.55e-05,3,1.149,H2 O1,0
C10 H11 N1 O4,8.46e-05,2,1.033,C10 H11 N1 O5,9.44e-05,3,0.885,O1,0
C10 H11 N1 O4,8.46e-05,2,1.033,C10 H7 N1 O6,6.02e-05,3,0.976,-H4 O2,0
C10 H11 N1 O5,0.000106685,2,0.885,C6 H7 N1 O4,1.94e-05,3,0.0,-C4 -H4 -O1,0
C10 H11 N1 O5,0.000106685,2,0.885,C10 H12 O3,0.00021504,3,0.92,H1 -O2 -N1,0
C10 H11 N1 O5,0.000106685,2,0.885,C10 H9 N1 O4,8.63e-05,3,1.047,-H2 -O1,1
C10 H11 N1 O5,0.000106685,2,0.885,C9 H9 N1 O5,6.2e-05,3,0.878,-C1 -H2,0
C10 H11 N1 O5,0.000106685,2,0.885,C9 H11 N1 O3,4.35e-05,3,0.98,-C1 -O2,0
C10 H11 N1 O5,0.000106685,2,0.885,C8 H9 N1 O5,3.89e-05,3,0.866,-C2 -H2,0
C10 H11 N1 O5,0.000106685,2,0.885,C10 H9 N1 O5,0.000101393,3,1.014,-H2,0
C10 H11 N1 O5,0.000106685,2,0.885,C9 H11 N1 O4,6.92e-05,3,0.958,-C1 -O1,0
C10 H11 N1 O5,0.000106685,2,0.885,C8 H7 N1 O4,6.37e-05,3,1.058,-C2 -H4 -O1,1
C10 H11 N1 O5,0.000106685,2,0.885,C9 H11 N1 O5,6.07e-05,3,1.152,-C1,1
C10 H11 N1 O5,0.000106685,2,0.885,C10 H12 N2 O4,5.06e-05,3,1.105,H1 -O1 N1,1
C10 H11 N1 O5,0.000106685,2,0.885,C10 H9 N1 O6,8.03e-05,3,0.984,-H2 O1,0
C10 H11 N1 O5,0.000106685,2,0.885,C10 H13 N1 O6,6.76e-05,3,1.318,H2 O1,1
C10 H11 N1 O5,0.000106685,2,0.885,C10 H10 O6,0.000619664,3,1.141,-H1 O1 -N1,1
C10 H11 N1 O5,0.000106685,2,0.885,C9 H9 N1 O6,4.39e-05,3,0.869,-C1 -H2 O1,0
C10 H11 N1 O5,0.000106685,2,0.885,C10 H11 N1 O6,7.13e-05,3,1.167,O1,1
C10 H11 N1 O5,0.000106685,2,0.885,C10 H11 N1 O7,3.54e-05,3,0.801,O2,0
C10 H11 N1 O5,0.000106685,2,0.885,C10 H7 N1 O7,3.81e-05,3,1.206,-H4 O2,1
C10 H11 N1 O6,6.11e-05,2,1.167,C8 H9 N1 O6,1.87e-05,3,0.56,-C2 -H2,0
C10 H11 N1 O6,6.11e-05,2,1.167,C10 H9 N1 O6,8.03e-05,3,0.984,-H2,0
C10 H11 N1 O6,6.11e-05,2,1.167,C8 H7 N1 O5,4.28e-05,3,0.756,-C2 -H4 -O1,0
C10 H11 N1 O6,6.11e-05,2,1.167,C9 H9 N1 O6,4.39e-05,3,0.869,-C1 -H2,0
C10 H11 N1 O6,6.11e-05,2,1.167,C10 H9 N1 O5,0.000101393,3,1.014,-H2 -O1,0
C10 H11 N1 O6,6.11e-05,2,1.167,C9 H11 N1 O4,6.92e-05,3,0.958,-C1 -O2,0
C10 H11 N1 O6,6.11e-05,2,1.167,C10 H12 O4,0.000506594,3,0.862,H1 -O2 -N1,0
C10 H11 N1 O6,6.11e-05,2,1.167,C10 H12 N2 O5,4.29e-05,3,0.766,H1 -O1 N1,0
C10 H11 N1 O6,6.11e-05,2,1.167,C9 H11 N1 O6,3.87e-05,3,1.069,-C1,0
C10 H11 N1 O6,6.11e-05,2,1.167,C9 H11 N1 O5,6.07e-05,3,1.152,-C1 -O1,0
C10 H11 N1 O6,6.11e-05,2,1.167,C9 H9 N1 O7,1.89e-05,3,0.0,-C1 -H2 O1,0
C10 H11 N1 O6,6.11e-05,2,1.167,C10 H11 N1 O8,5.93e-05,3,1.461,O2,0
C10 H11 N1 O6,6.11e-05,2,1.167,C10 H13 N1 O7,2.04e-05,3,0.611,H2 O1,0
C10 H11 N1 O6,6.11e-05,2,1.167,C10 H11 N1 O7,3.54e-05,3,0.801,O1,0
C10 H11 N1 O6,6.11e-05,2,1.167,C10 H9 N1 O7,4.31e-05,3,0.998,-H2 O1,0
C10 H11 N1 O6,6.11e-05,2,1.167,C10 H10 O7,0.000354804,3,1.005,-H1 O1 -N1,0
C10 H11 N1 O7,4.42e-05,2,0.801,C9 H9 N1 O7,1.89e-05,3,0.0,-C1 -H2,0
C10 H11 N1 O7,4.42e-05,2,0.801,C10 H12 O5,0.000636966,3,1.079,H1 -O2 -N1,1
C10 H11 N1 O7,4.42e-05,2,0.801,C10 H9 N1 O6,8.03e-05,3,0.984,-H2 -O1,0
C10 H11 N1 O7,4.42e-05,2,0.801,C8 H7 N1 O6,5.91e-05,3,1.449,-C2 -H4 -O1,1
C10 H11 N1 O7,4.42e-05,2,0.801,C10 H9 N1 O7,4.31e-05,3,0.998,-H2,0
C10 H11 N1 O7,4.42e-05,2,0.801,C9 H11 N1 O6,3.87e-05,3,1.069,-C1 -O1,1
C10 H11 N1 O7,4.42e-05,2,0.801,C9 H11 N1 O5,6.07e-05,3,1.152,-C1 -O2,1
C10 H11 N1 O7,4.42e-05,2,0.801,C10 H11 N1 O8,5.93e-05,3,1.461,O1,1
C10 H11 N1 O7,4.42e-05,2,0.801,C10 H10 O8,0.000169848,3,0.956,-H1 O1 -N1,0
C10 H11 N1 O8,4.06e-05,2,1.461,C10 H12 O6,0.000536303,3,1.146,H1 -O2 -N1,0
C10 H11 N1 O8,4.06e-05,2,1.461,C10 H9 N1 O7,4.31e-05,3,0.998,-H2 -O1,0
C10 H11 N1 O8,4.06e-05,2,1.461,C9 H11 N1 O6,3.87e-05,3,1.069,-C1 -O2,0
C10 H11 N1 O8,4.06e-05,2,1.461,C10 H10 O9,5.25e-05,3,0.82,-H1 O1 -N1,0
C10 H12 N2 O4,4.58e-05,2,1.105,C10 H13 N1 O2,2.64e-05,3,1.015,H1 -O2 -N1,0
