mol_from,mol_from_int,mol_from_time,mol_from_int_trend,mol_to,mol_to_int,mol_to_time,mol_to_int_trend,transformation_unit,is_hti
C10 H10 N2 O3,2.34e-05,8,1.496,C10 H10 N2 O5,3.7e-05,9,0.934,O2,0
C10 H10 N2 O4,3.98e-05,8,0.0,C10 H10 N2 O5,3.7e-05,9,0.934,O1,0
C10 H12 N2 O6,2.64e-05,8,0.924,C10 H10 N2 O6,2.96e-05,9,1.143,-H2,1
C12 H12 N2 O6,6.33e-05,8,1.153,C10 H10 N2 O6,2.96e-05,9,1.143,-C2 -H2,0
C11 H10 N2 O6,4.41e-05,8,0.916,C10 H10 N2 O6,2.96e-05,9,1.143,-C1,1
C14 H14 N2 O7,8.7e-05,8,0.955,C10 H10 N2 O6,2.96e-05,9,1.143,-C4 -H4 -O1,1
C10 H9 N1 O7,2.74e-05,8,1.453,C10 H10 N2 O6,2.96e-05,9,1.143,H1 -O1 N1,0
C12 H14 N2 O7,3.85e-05,8,0.857,C10 H10 N2 O6,2.96e-05,9,1.143,-C2 -H4 -O1,1
C11 H12 N2 O6,4.51e-05,8,1.341,C10 H10 N2 O6,2.96e-05,9,1.143,-C1 -H2,0
C10 H12 N2 O5,3.53e-05,8,1.207,C10 H10 N2 O6,2.96e-05,9,1.143,-H2 O1,0
C10 H14 N2 O4,4.2e-05,8,1.105,C10 H10 N2 O6,2.96e-05,9,1.143,-H4 O2,0
C11 H12 N2 O5,7.13e-05,8,0.959,C10 H10 N2 O6,2.96e-05,9,1.143,-C1 -H2 O1,1
C10 H8 N2 O5,2.84e-05,8,1.176,C10 H10 N2 O6,2.96e-05,9,1.143,H2 O1,0
C10 H10 N2 O4,3.98e-05,8,0.0,C10 H10 N2 O6,2.96e-05,9,1.143,O2,0
C10 H10 N2 O5,3.96e-05,8,0.934,C10 H10 N2 O6,2.96e-05,9,1.143,O1,1
C11 H10 O4,0.000568071,8,1.057,C10 H10 O2,0.000116537,9,1.055,-C1 -O2,0
C12 H14 O3,0.000297839,8,1.027,C10 H10 O2,0.000116537,9,1.055,-C2 -H4 -O1,0
C10 H12 O3,0.000281354,8,1.1,C10 H10 O2,0.000116537,9,1.055,-H2 -O1,0
C11 H10 O2,9.02e-05,8,0.966,C10 H10 O2,0.000116537,9,1.055,-C1,1
C12 H12 O2,8.21e-05,8,1.104,C10 H10 O2,0.000116537,9,1.055,-C2 -H2,0
C10 H10 O5 S1,2.38e-05,8,1.248,C10 H10 O2,0.000116537,9,1.055,-O3 -S1,0
C11 H10 O3,0.000296851,8,0.973,C10 H10 O2,0.000116537,9,1.055,-C1 -O1,1
C10 H12 O2,0.000116581,8,1.109,C10 H10 O2,0.000116537,9,1.055,-H2,0
C14 H14 O3,0.00020132,8,0.926,C10 H10 O2,0.000116537,9,1.055,-C4 -H4 -O1,1
C11 H12 O2,0.000116541,8,0.959,C10 H10 O2,0.000116537,9,1.055,-C1 -H2,1
C11 H12 O1,2.1e-05,8,0.89,C10 H10 O2,0.000116537,9,1.055,-C1 -H2 O1,1
C11 H10 O5,0.001117554,8,1.037,C10 H10 O3,0.000295323,9,1.047,-C1 -O2,0
C10 H12 O3,0.000281354,8,1.1,C10 H10 O3,0.000295323,9,1.047,-H2,0
C10 H10 O6 S1,2.76e-05,8,1.207,C10 H10 O3,0.000295323,9,1.047,-O3 -S1,0
C11 H12 O3,0.000269626,8,1.02,C10 H10 O3,0.000295323,9,1.047,-C1 -H2,0
C12 H14 O4,0.000675414,8,1.023,C10 H10 O3,0.000295323,9,1.047,-C2 -H4 -O1,0
C11 H10 O3,0.000296851,8,0.973,C10 H10 O3,0.000295323,9,1.047,-C1,1
C10 H12 O4,0.000582273,8,1.021,C10 H10 O3,0.000295323,9,1.047,-H2 -O1,0
C12 H12 O3,0.000265714,8,1.051,C10 H10 O3,0.000295323,9,1.047,-C2 -H2,0
C11 H10 O4,0.000568071,8,1.057,C10 H10 O3,0.000295323,9,1.047,-C1 -O1,0
C14 H14 O4,0.000425131,8,1.026,C10 H10 O3,0.000295323,9,1.047,-C4 -H4 -O1,0
C10 H11 N1 O2,1.99e-05,8,1.492,C10 H10 O3,0.000295323,9,1.047,-H1 O1 -N1,0
C11 H12 O2,0.000116541,8,0.959,C10 H10 O3,0.000295323,9,1.047,-C1 -H2 O1,1
C10 H14 O1,5.59e-05,8,1.252,C10 H10 O3,0.000295323,9,1.047,-H4 O2,0
C10 H10 O2,0.000110509,8,1.055,C10 H10 O3,0.000295323,9,1.047,O1,0
C10 H12 O2,0.000116581,8,1.109,C10 H10 O3,0.000295323,9,1.047,-H2 O1,0
C10 H8 O2,6.89e-05,8,1.099,C10 H10 O3,0.000295323,9,1.047,H2 O1,0
C11 H12 O4,0.00059587,8,1.002,C10 H10 O4,0.000628877,9,1.02,-C1 -H2,0
C12 H12 O4,0.000646981,8,1.013,C10 H10 O4,0.000628877,9,1.02,-C2 -H2,0
C10 H10 O5 S1,2.38e-05,8,1.248,C10 H10 O4,0.000628877,9,1.02,-O1 -S1,0
C10 H12 O4,0.000582273,8,1.021,C10 H10 O4,0.000628877,9,1.02,-H2,0
C14 H14 O5,0.000786834,8,1.026,C10 H10 O4,0.000628877,9,1.02,-C4 -H4 -O1,0
C11 H10 O6,0.001282032,8,1.009,C10 H10 O4,0.000628877,9,1.02,-C1 -O2,0
C10 H12 O5,0.000790867,8,1.011,C10 H10 O4,0.000628877,9,1.02,-H2 -O1,0
C11 H10 O4,0.000568071,8,1.057,C10 H10 O4,0.000628877,9,1.02,-C1,0
C10 H10 O7 S1,3.47e-05,8,1.124,C10 H10 O4,0.000628877,9,1.02,-O3 -S1,0
C12 H14 O5,0.00114812,8,1.041,C10 H10 O4,0.000628877,9,1.02,-C2 -H4 -O1,0
C11 H10 O5,0.001117554,8,1.037,C10 H10 O4,0.000628877,9,1.02,-C1 -O1,0
C10 H12 O3,0.000281354,8,1.1,C10 H10 O4,0.000628877,9,1.02,-H2 O1,0
C11 H12 O3,0.000269626,8,1.02,C10 H10 O4,0.000628877,9,1.02,-C1 -H2 O1,0
C10 H14 O2,0.000114372,8,1.019,C10 H10 O4,0.000628877,9,1.02,-H4 O2,0
C10 H10 O2,0.000110509,8,1.055,C10 H10 O4,0.000628877,9,1.02,O2,0
C10 H8 O3,0.000289679,8,1.008,C10 H10 O4,0.000628877,9,1.02,H2 O1,0
C10 H10 O3,0.000282061,8,1.047,C10 H10 O4,0.000628877,9,1.02,O1,0
C10 H11 N1 O3,5.9e-05,8,0.895,C10 H10 O4,0.000628877,9,1.02,-H1 O1 -N1,0
C11 H10 O6,0.001282032,8,1.009,C10 H10 O5,0.001097084,9,1.027,-C1 -O1,0
C10 H10 O5 S1,2.38e-05,8,1.248,C10 H10 O5,0.001097084,9,1.027,-S1,0
C14 H14 O6,0.001282282,8,1.017,C10 H10 O5,0.001097084,9,1.027,-C4 -H4 -O1,0
C11 H12 O5,0.000919028,8,1.065,C10 H10 O5,0.001097084,9,1.027,-C1 -H2,0
C10 H10 O6 S1,2.76e-05,8,1.207,C10 H10 O5,0.001097084,9,1.027,-O1 -S1,0
C11 H10 O5,0.001117554,8,1.037,C10 H10 O5,0.001097084,9,1.027,-C1,0
C10 H12 O5,0.000790867,8,1.011,C10 H10 O5,0.001097084,9,1.027,-H2,0
C11 H10 O7,0.00090966,8,0.974,C10 H10 O5,0.001097084,9,1.027,-C1 -O2,1
C12 H12 O5,0.001184414,8,1.03,C10 H10 O5,0.001097084,9,1.027,-C2 -H2,0
C10 H12 O6,0.000625462,8,1.122,C10 H10 O5,0.001097084,9,1.027,-H2 -O1,0
C12 H14 O6,0.001385605,8,1.048,C10 H10 O5,0.001097084,9,1.027,-C2 -H4 -O1,0
C10 H11 N1 O4,8.71e-05,8,0.93,C10 H10 O5,0.001097084,9,1.027,-H1 O1 -N1,1
C11 H12 O4,0.00059587,8,1.002,C10 H10 O5,0.001097084,9,1.027,-C1 -H2 O1,0
C10 H10 O3,0.000282061,8,1.047,C10 H10 O5,0.001097084,9,1.027,O2,0
C10 H8 O4,0.000541738,8,1.047,C10 H10 O5,0.001097084,9,1.027,H2 O1,0
C10 H10 O4,0.000616635,8,1.02,C10 H10 O5,0.001097084,9,1.027,O1,0
C10 H12 O4,0.000582273,8,1.021,C10 H10 O5,0.001097084,9,1.027,-H2 O1,0
C10 H14 O3,0.000247812,8,0.993,C10 H10 O5,0.001097084,9,1.027,-H4 O2,0
C11 H12 O5 S1,4.02e-05,8,0.95,C10 H10 O5 S1,2.97e-05,9,1.248,-C1 -H2,1
C11 H10 O7 S1,2.67e-05,8,1.655,C10 H10 O5 S1,2.97e-05,9,1.248,-C1 -O2,0
C10 H12 O5 S1,1.97e-05,8,1.162,C10 H10 O5 S1,2.97e-05,9,1.248,-H2,0
C11 H10 O6 S1,3.69e-05,8,1.038,C10 H10 O5 S1,2.97e-05,9,1.248,-C1 -O1,0
C11 H10 O5 S1,2.55e-05,8,0.0,C10 H10 O5 S1,2.97e-05,9,1.248,-C1,0
C12 H14 O6 S1,3.73e-05,8,0.917,C10 H10 O5 S1,2.97e-05,9,1.248,-C2 -H4 -O1,1
C12 H14 O7,0.001246014,8,1.095,C10 H10 O6,0.000732689,9,1.031,-C2 -H4 -O1,0
C10 H10 O7 S1,3.47e-05,8,1.124,C10 H10 O6,0.000732689,9,1.031,-O1 -S1,0
C12 H12 O6,0.001430106,8,1.074,C10 H10 O6,0.000732689,9,1.031,-C2 -H2,0
C11 H12 O6,0.001380188,8,1.109,C10 H10 O6,0.000732689,9,1.031,-C1 -H2,0
C14 H14 O7,0.001716742,8,1.016,C10 H10 O6,0.000732689,9,1.031,-C4 -H4 -O1,0
C10 H12 O6,0.000625462,8,1.122,C10 H10 O6,0.000732689,9,1.031,-H2,0
C11 H10 O7,0.00090966,8,0.974,C10 H10 O6,0.000732689,9,1.031,-C1 -O1,1
C10 H10 O6 S1,2.76e-05,8,1.207,C10 H10 O6,0.000732689,9,1.031,-S1,0
C10 H12 O7,0.000508887,8,1.196,C10 H10 O6,0.000732689,9,1.031,-H2 -O1,0
C11 H10 O6,0.001282032,8,1.009,C10 H10 O6,0.000732689,9,1.031,-C1,0
C11 H10 O8,0.00039266,8,1.015,C10 H10 O6,0.000732689,9,1.031,-C1 -O2,0
C10 H10 O4,0.000616635,8,1.02,C10 H10 O6,0.000732689,9,1.031,O2,0
C10 H14 O4,0.000496092,8,1.03,C10 H10 O6,0.000732689,9,1.031,-H4 O2,0
C10 H10 O5,0.001068169,8,1.027,C10 H10 O6,0.000732689,9,1.031,O1,0
C10 H8 O5,0.000784383,8,1.035,C10 H10 O6,0.000732689,9,1.031,H2 O1,0
C10 H12 O5,0.000790867,8,1.011,C10 H10 O6,0.000732689,9,1.031,-H2 O1,0
C11 H12 O5,0.000919028,8,1.065,C10 H10 O6,0.000732689,9,1.031,-C1 -H2 O1,0
C10 H11 N1 O5,0.000105144,8,1.096,C10 H10 O6,0.000732689,9,1.031,-H1 O1 -N1,0
C12 H14 O7 S1,4.52e-05,8,0.0,C10 H10 O6 S1,3.33e-05,9,1.207,-C2 -H4 -O1,0
C11 H10 O8 S1,2.52e-05,8,0.0,C10 H10 O6 S1,3.33e-05,9,1.207,-C1 -O2,0
C11 H12 O6 S1,2.55e-05,8,1.725,C10 H10 O6 S1,3.33e-05,9,1.207,-C1 -H2,0
C12 H12 O6 S1,4.84e-05,8,0.587,C10 H10 O6 S1,3.33e-05,9,1.207,-C2 -H2,1
C11 H10 O7 S1,2.67e-05,8,1.655,C10 H10 O6 S1,3.33e-05,9,1.207,-C1 -O1,0
C11 H10 O6 S1,3.69e-05,8,1.038,C10 H10 O6 S1,3.33e-05,9,1.207,-C1,0
C14 H14 O7 S1,3.4e-05,8,1.174,C10 H10 O6 S1,3.33e-05,9,1.207,-C4 -H4 -O1,0
C10 H10 O5 S1,2.38e-05,8,1.248,C10 H10 O6 S1,3.33e-05,9,1.207,O1,0
C10 H8 O5 S1,2.55e-05,8,0.0,C10 H10 O6 S1,3.33e-05,9,1.207,H2 O1,0
C11 H12 O5 S1,4.02e-05,8,0.95,C10 H10 O6 S1,3.33e-05,9,1.207,-C1 -H2 O1,1
C10 H12 O5 S1,1.97e-05,8,1.162,C10 H10 O6 S1,3.33e-05,9,1.207,-H2 O1,0
C14 H14 O8,0.001572901,8,1.034,C10 H10 O7,0.000375963,9,1.022,-C4 -H4 -O1,0
C10 H12 O8,0.000128276,8,1.303,C10 H10 O7,0.000375963,9,1.022,-H2 -O1,0
C11 H10 O9,0.000113922,8,1.179,C10 H10 O7,0.000375963,9,1.022,-C1 -O2,0
C11 H12 O7,0.000947732,8,1.079,C10 H10 O7,0.000375963,9,1.022,-C1 -H2,0
C11 H10 O7,0.00090966,8,0.974,C10 H10 O7,0.000375963,9,1.022,-C1,0
C11 H10 O8,0.00039266,8,1.015,C10 H10 O7,0.000375963,9,1.022,-C1 -O1,0
C10 H12 O7,0.000508887,8,1.196,C10 H10 O7,0.000375963,9,1.022,-H2,0
C12 H12 O7,0.001301563,8,1.035,C10 H10 O7,0.000375963,9,1.022,-C2 -H2,0
C12 H14 O8,0.000808385,8,1.091,C10 H10 O7,0.000375963,9,1.022,-C2 -H4 -O1,0
C10 H10 O7 S1,3.47e-05,8,1.124,C10 H10 O7,0.000375963,9,1.022,-S1,0
C11 H12 O6,0.001380188,8,1.109,C10 H10 O7,0.000375963,9,1.022,-C1 -H2 O1,0
C10 H10 O6,0.000710565,8,1.031,C10 H10 O7,0.000375963,9,1.022,O1,0
C10 H10 O5,0.001068169,8,1.027,C10 H10 O7,0.000375963,9,1.022,O2,0
C10 H14 O5,0.000703421,8,1.106,C10 H10 O7,0.000375963,9,1.022,-H4 O2,0
C10 H12 O6,0.000625462,8,1.122,C10 H10 O7,0.000375963,9,1.022,-H2 O1,0
C10 H11 N1 O6,6.38e-05,8,1.425,C10 H10 O7,0.000375963,9,1.022,-H1 O1 -N1,0
C10 H8 O6,0.001013803,8,1.007,C10 H10 O7,0.000375963,9,1.022,H2 O1,0
C11 H10 O8 S1,2.52e-05,8,0.0,C10 H10 O7 S1,3.9e-05,9,1.124,-C1 -O1,0
C14 H14 O8 S1,4.84e-05,8,0.895,C10 H10 O7 S1,3.9e-05,9,1.124,-C4 -H4 -O1,1
C11 H10 O7 S1,2.67e-05,8,1.655,C10 H10 O7 S1,3.9e-05,9,1.124,-C1,0
C11 H12 O7 S1,4.96e-05,8,0.813,C10 H10 O7 S1,3.9e-05,9,1.124,-C1 -H2,1
C12 H14 O8 S1,3.52e-05,8,1.051,C10 H10 O7 S1,3.9e-05,9,1.124,-C2 -H4 -O1,0
C12 H12 O7 S1,4.39e-05,8,1.021,C10 H10 O7 S1,3.9e-05,9,1.124,-C2 -H2,0
C11 H12 O6 S1,2.55e-05,8,1.725,C10 H10 O7 S1,3.9e-05,9,1.124,-C1 -H2 O1,0
C10 H10 O5 S1,2.38e-05,8,1.248,C10 H10 O7 S1,3.9e-05,9,1.124,O2,0
C10 H10 O6 S1,2.76e-05,8,1.207,C10 H10 O7 S1,3.9e-05,9,1.124,O1,0
C10 H8 O6 S1,2.81e-05,8,0.68,C10 H10 O7 S1,3.9e-05,9,1.124,H2 O1,1
C10 H14 O5 S1,4.65e-05,8,1.077,C10 H10 O7 S1,3.9e-05,9,1.124,-H4 O2,0
C11 H10 O10,2.7e-05,8,1.122,C10 H10 O8,0.000167655,9,1.083,-C1 -O2,0
C14 H14 O9,0.00087086,8,1.085,C10 H10 O8,0.000167655,9,1.083,-C4 -H4 -O1,0
C11 H10 O8,0.00039266,8,1.015,C10 H10 O8,0.000167655,9,1.083,-C1,0
C10 H12 O8,0.000128276,8,1.303,C10 H10 O8,0.000167655,9,1.083,-H2,0
C12 H12 O8,0.000798549,8,1.086,C10 H10 O8,0.000167655,9,1.083,-C2 -H2,0
C12 H14 O9,0.000287818,8,1.231,C10 H10 O8,0.000167655,9,1.083,-C2 -H4 -O1,0
C11 H12 O8,0.000400844,8,1.184,C10 H10 O8,0.000167655,9,1.083,-C1 -H2,0
C10 H12 O9,3.78e-05,8,0.997,C10 H10 O8,0.000167655,9,1.083,-H2 -O1,0
C11 H10 O9,0.000113922,8,1.179,C10 H10 O8,0.000167655,9,1.083,-C1 -O1,0
C10 H8 O7,0.0006863,8,0.979,C10 H10 O8,0.000167655,9,1.083,H2 O1,0
C10 H14 O6,0.000461624,8,1.178,C10 H10 O8,0.000167655,9,1.083,-H4 O2,0
C10 H10 O7,0.000367832,8,1.022,C10 H10 O8,0.000167655,9,1.083,O1,0
C10 H10 O6,0.000710565,8,1.031,C10 H10 O8,0.000167655,9,1.083,O2,0
C10 H11 N1 O7,3.69e-05,8,1.13,C10 H10 O8,0.000167655,9,1.083,-H1 O1 -N1,0
C11 H12 O7,0.000947732,8,1.079,C10 H10 O8,0.000167655,9,1.083,-C1 -H2 O1,0
C10 H12 O7,0.000508887,8,1.196,C10 H10 O8,0.000167655,9,1.083,-H2 O1,0
C14 H14 O9 S1,3.37e-05,8,0.774,C10 H10 O8 S1,2.73e-05,9,0.0,-C4 -H4 -O1,0
C12 H12 O8 S1,3e-05,8,1.077,C10 H10 O8 S1,2.73e-05,9,0.0,-C2 -H2,0
C11 H10 O8 S1,2.52e-05,8,0.0,C10 H10 O8 S1,2.73e-05,9,0.0,-C1,0
C11 H12 O8 S1,3.19e-05,8,0.749,C10 H10 O8 S1,2.73e-05,9,0.0,-C1 -H2,0
C10 H8 O7 S1,2.94e-05,8,0.915,C10 H10 O8 S1,2.73e-05,9,0.0,H2 O1,0
C10 H10 O6 S1,2.76e-05,8,1.207,C10 H10 O8 S1,2.73e-05,9,0.0,O2,0
C10 H10 O7 S1,3.47e-05,8,1.124,C10 H10 O8 S1,2.73e-05,9,0.0,O1,0
C11 H12 O7 S1,4.96e-05,8,0.813,C10 H10 O8 S1,2.73e-05,9,0.0,-C1 -H2 O1,0
C10 H12 O9,3.78e-05,8,0.997,C10 H10 O9,5.32e-05,9,1.104,-H2,0
C11 H10 O9,0.000113922,8,1.179,C10 H10 O9,5.32e-05,9,1.104,-C1,0
C12 H14 O10,7.85e-05,8,1.317,C10 H10 O9,5.32e-05,9,1.104,-C2 -H4 -O1,0
C11 H10 O10,2.7e-05,8,1.122,C10 H10 O9,5.32e-05,9,1.104,-C1 -O1,0
C11 H12 O9,0.000141045,8,1.254,C10 H10 O9,5.32e-05,9,1.104,-C1 -H2,0
C14 H14 O10,0.000396437,8,1.055,C10 H10 O9,5.32e-05,9,1.104,-C4 -H4 -O1,0
C12 H12 O9,0.000296014,8,1.11,C10 H10 O9,5.32e-05,9,1.104,-C2 -H2,0
C11 H12 O8,0.000400844,8,1.184,C10 H10 O9,5.32e-05,9,1.104,-C1 -H2 O1,0
C10 H12 O8,0.000128276,8,1.303,C10 H10 O9,5.32e-05,9,1.104,-H2 O1,0
C10 H10 O8,0.000154838,8,1.083,C10 H10 O9,5.32e-05,9,1.104,O1,0
C10 H10 O7,0.000367832,8,1.022,C10 H10 O9,5.32e-05,9,1.104,O2,0
C10 H14 O7,0.00022008,8,1.112,C10 H10 O9,5.32e-05,9,1.104,-H4 O2,0
C10 H11 N1 O8,5.09e-05,8,0.98,C10 H10 O9,5.32e-05,9,1.104,-H1 O1 -N1,0
C10 H8 O8,0.000163386,8,0.846,C10 H10 O9,5.32e-05,9,1.104,H2 O1,1
C11 H11 N1 O4,0.000115007,8,1.049,C10 H11 N1 O2,2.97e-05,9,1.492,-C1 -O2,0
C10 H10 O3,0.000282061,8,1.047,C10 H11 N1 O2,2.97e-05,9,1.492,H1 -O1 N1,0
C12 H15 N1 O3,4.14e-05,8,1.473,C10 H11 N1 O2,2.97e-05,9,1.492,-C2 -H4 -O1,0
C11 H11 N1 O3,6.53e-05,8,0.919,C10 H11 N1 O2,2.97e-05,9,1.492,-C1 -O1,1
C11 H11 N1 O2,2.26e-05,8,0.805,C10 H11 N1 O2,2.97e-05,9,1.492,-C1,1
C10 H13 N1 O2,3.17e-05,8,0.615,C10 H11 N1 O2,2.97e-05,9,1.492,-H2,1
C10 H13 N1 O3,4.75e-05,8,0.832,C10 H11 N1 O2,2.97e-05,9,1.492,-H2 -O1,1
C11 H13 N1 O2,1.95e-05,8,0.0,C10 H11 N1 O2,2.97e-05,9,1.492,-C1 -H2,0
C14 H15 N1 O3,4.63e-05,8,0.924,C10 H11 N1 O2,2.97e-05,9,1.492,-C4 -H4 -O1,1
C12 H13 N1 O2,2.02e-05,8,0.985,C10 H11 N1 O2,2.97e-05,9,1.492,-C2 -H2,0
C11 H13 N1 O3,5.35e-05,8,1.09,C10 H11 N1 O3,5.28e-05,9,0.895,-C1 -H2,0
C11 H11 N1 O3,6.53e-05,8,0.919,C10 H11 N1 O3,5.28e-05,9,0.895,-C1,0
C11 H11 N1 O4,0.000115007,8,1.049,C10 H11 N1 O3,5.28e-05,9,0.895,-C1 -O1,0
C14 H15 N1 O4,9.81e-05,8,0.95,C10 H11 N1 O3,5.28e-05,9,0.895,-C4 -H4 -O1,0
C12 H13 N1 O3,5.92e-05,8,0.758,C10 H11 N1 O3,5.28e-05,9,0.895,-C2 -H2,0
C10 H10 O4,0.000616635,8,1.02,C10 H11 N1 O3,5.28e-05,9,0.895,H1 -O1 N1,0
C12 H15 N1 O4,0.000108812,8,1.119,C10 H11 N1 O3,5.28e-05,9,0.895,-C2 -H4 -O1,0
C10 H13 N1 O4,9.47e-05,8,1.205,C10 H11 N1 O3,5.28e-05,9,0.895,-H2 -O1,0
C10 H13 N1 O3,4.75e-05,8,0.832,C10 H11 N1 O3,5.28e-05,9,0.895,-H2,0
C11 H11 N1 O5,0.000142856,8,1.059,C10 H11 N1 O3,5.28e-05,9,0.895,-C1 -O2,0
C10 H13 N1 O2,3.17e-05,8,0.615,C10 H11 N1 O3,5.28e-05,9,0.895,-H2 O1,0
C10 H9 N1 O2,2.35e-05,8,0.749,C10 H11 N1 O3,5.28e-05,9,0.895,H2 O1,0
C10 H11 N1 O2,1.99e-05,8,1.492,C10 H11 N1 O3,5.28e-05,9,0.895,O1,0
C11 H13 N1 O2,1.95e-05,8,0.0,C10 H11 N1 O3,5.28e-05,9,0.895,-C1 -H2 O1,0
C11 H13 N1 O4,0.000108936,8,1.075,C10 H11 N1 O4,8.1e-05,9,0.93,-C1 -H2,0
C11 H11 N1 O6,0.000132764,8,0.92,C10 H11 N1 O4,8.1e-05,9,0.93,-C1 -O2,0
C11 H11 N1 O4,0.000115007,8,1.049,C10 H11 N1 O4,8.1e-05,9,0.93,-C1,0
C10 H10 O5,0.001068169,8,1.027,C10 H11 N1 O4,8.1e-05,9,0.93,H1 -O1 N1,0
C12 H15 N1 O5,0.000167845,8,0.988,C10 H11 N1 O4,8.1e-05,9,0.93,-C2 -H4 -O1,0
C11 H11 N1 O5,0.000142856,8,1.059,C10 H11 N1 O4,8.1e-05,9,0.93,-C1 -O1,0
C14 H15 N1 O5,0.000163017,8,0.898,C10 H11 N1 O4,8.1e-05,9,0.93,-C4 -H4 -O1,0
C10 H13 N1 O5,8.97e-05,8,1.257,C10 H11 N1 O4,8.1e-05,9,0.93,-H2 -O1,0
C12 H13 N1 O4,0.00010287,8,1.133,C10 H11 N1 O4,8.1e-05,9,0.93,-C2 -H2,0
C10 H13 N1 O4,9.47e-05,8,1.205,C10 H11 N1 O4,8.1e-05,9,0.93,-H2,0
C10 H11 N1 O3,5.9e-05,8,0.895,C10 H11 N1 O4,8.1e-05,9,0.93,O1,0
C10 H13 N1 O3,4.75e-05,8,0.832,C10 H11 N1 O4,8.1e-05,9,0.93,-H2 O1,0
C10 H11 N1 O2,1.99e-05,8,1.492,C10 H11 N1 O4,8.1e-05,9,0.93,O2,0
C10 H9 N1 O3,5.33e-05,8,1.077,C10 H11 N1 O4,8.1e-05,9,0.93,H2 O1,0
C11 H13 N1 O3,5.35e-05,8,1.09,C10 H11 N1 O4,8.1e-05,9,0.93,-C1 -H2 O1,0
C11 H13 N1 O5,0.000151609,8,0.975,C10 H11 N1 O5,0.000115199,9,1.096,-C1 -H2,0
C10 H13 N1 O6,7.53e-05,8,1.215,C10 H11 N1 O5,0.000115199,9,1.096,-H2 -O1,0
C14 H15 N1 O6,0.000206866,8,1.011,C10 H11 N1 O5,0.000115199,9,1.096,-C4 -H4 -O1,0
C11 H11 N1 O7,8.1e-05,8,0.932,C10 H11 N1 O5,0.000115199,9,1.096,-C1 -O2,1
