mol_from,mol_from_int,mol_from_time,mol_from_int_trend,mol_to,mol_to_int,mol_to_time,mol_to_int_trend,transformation_unit,is_hti
C15 H12 O3,0.000117366,8,1.0,C15 H10 O2,2.65e-05,9,1.064,-H2 -O1,0
C16 H10 O3,4.59e-05,8,1.209,C15 H10 O2,2.65e-05,9,1.064,-C1 -O1,0
C15 H12 O2,2.99e-05,8,0.96,C15 H10 O2,2.65e-05,9,1.064,-H2,1
C16 H10 O4,0.000130454,8,1.055,C15 H10 O2,2.65e-05,9,1.064,-C1 -O2,0
C16 H12 O2,3.8e-05,8,0.476,C15 H10 O2,2.65e-05,9,1.064,-C1 -H2,1
C15 H12 O1,2.29e-05,8,0.0,C15 H10 O2,2.65e-05,9,1.064,-H2 O1,0
C17 H12 O2 S1,0.000120579,8,1.133,C15 H10 O2 S1,5.11e-05,9,0.0,-C2 -H2,0
C16 H10 O2 S1,0.000110828,8,1.059,C15 H10 O2 S1,5.11e-05,9,0.0,-C1,0
C16 H10 O3 S1,8.02e-05,8,1.005,C15 H10 O2 S1,5.11e-05,9,0.0,-C1 -O1,0
C16 H12 O2 S1,5.93e-05,8,0.0,C15 H10 O2 S1,5.11e-05,9,0.0,-C1 -H2,0
C19 H14 O3 S1,0.000176363,8,1.041,C15 H10 O2 S1,5.11e-05,9,0.0,-C4 -H4 -O1,0
C15 H12 O1 S1,4.44e-05,8,0.0,C15 H10 O2 S1,5.11e-05,9,0.0,-H2 O1,0
C16 H12 O3,8.79e-05,8,0.83,C15 H10 O3,8.19e-05,9,1.203,-C1 -H2,1
C16 H10 O4,0.000130454,8,1.055,C15 H10 O3,8.19e-05,9,1.203,-C1 -O1,0
C19 H14 O4,9.58e-05,8,0.828,C15 H10 O3,8.19e-05,9,1.203,-C4 -H4 -O1,1
C15 H12 O4,0.000275178,8,0.982,C15 H10 O3,8.19e-05,9,1.203,-H2 -O1,0
C15 H12 O3,0.000117366,8,1.0,C15 H10 O3,8.19e-05,9,1.203,-H2,0
C17 H12 O3,4.93e-05,8,1.059,C15 H10 O3,8.19e-05,9,1.203,-C2 -H2,0
C16 H10 O3,4.59e-05,8,1.209,C15 H10 O3,8.19e-05,9,1.203,-C1,0
C16 H10 O5,0.000247808,8,0.926,C15 H10 O3,8.19e-05,9,1.203,-C1 -O2,1
C17 H14 O4,0.000231309,8,0.959,C15 H10 O3,8.19e-05,9,1.203,-C2 -H4 -O1,1
C16 H12 O2,3.8e-05,8,0.476,C15 H10 O3,8.19e-05,9,1.203,-C1 -H2 O1,1
C15 H12 O2,2.99e-05,8,0.96,C15 H10 O3,8.19e-05,9,1.203,-H2 O1,1
C15 H10 O2,2.49e-05,8,1.064,C15 H10 O3,8.19e-05,9,1.203,O1,0
C17 H12 O4,0.000132051,8,0.86,C15 H10 O4,0.000191556,9,0.96,-C2 -H2,0
C16 H10 O6,0.000384557,8,0.903,C15 H10 O4,0.000191556,9,0.96,-C1 -O2,0
C15 H10 O7 S1,2.7e-05,8,0.0,C15 H10 O4,0.000191556,9,0.96,-O3 -S1,0
C15 H12 O5,0.000568253,8,0.973,C15 H10 O4,0.000191556,9,0.96,-H2 -O1,0
C16 H12 O4,0.000203829,8,0.905,C15 H10 O4,0.000191556,9,0.96,-C1 -H2,0
C17 H14 O5,0.000291471,8,0.979,C15 H10 O4,0.000191556,9,0.96,-C2 -H4 -O1,0
C19 H14 O5,0.000110443,8,1.054,C15 H10 O4,0.000191556,9,0.96,-C4 -H4 -O1,0
C16 H10 O5,0.000247808,8,0.926,C15 H10 O4,0.000191556,9,0.96,-C1 -O1,0
C16 H10 O4,0.000130454,8,1.055,C15 H10 O4,0.000191556,9,0.96,-C1,0
C15 H12 O4,0.000275178,8,0.982,C15 H10 O4,0.000191556,9,0.96,-H2,0
C15 H12 O3,0.000117366,8,1.0,C15 H10 O4,0.000191556,9,0.96,-H2 O1,0
C15 H8 O3,2.71e-05,8,0.985,C15 H10 O4,0.000191556,9,0.96,H2 O1,0
C15 H10 O2,2.49e-05,8,1.064,C15 H10 O4,0.000191556,9,0.96,O2,0
C16 H12 O3,8.79e-05,8,0.83,C15 H10 O4,0.000191556,9,0.96,-C1 -H2 O1,0
C15 H10 O3,6.81e-05,8,1.203,C15 H10 O4,0.000191556,9,0.96,O1,0
C15 H14 O2,4.56e-05,8,0.987,C15 H10 O4,0.000191556,9,0.96,-H4 O2,0
C15 H11 N1 O3,3.08e-05,8,1.487,C15 H10 O4,0.000191556,9,0.96,-H1 O1 -N1,0
C15 H12 O6,0.000913073,8,0.963,C15 H10 O5,0.000391771,9,0.968,-H2 -O1,0
C15 H12 O5,0.000568253,8,0.973,C15 H10 O5,0.000391771,9,0.968,-H2,0
C17 H14 O6,0.000539393,8,0.98,C15 H10 O5,0.000391771,9,0.968,-C2 -H4 -O1,0
C19 H14 O6,0.00021633,8,0.891,C15 H10 O5,0.000391771,9,0.968,-C4 -H4 -O1,0
C16 H10 O7,0.000473319,8,0.947,C15 H10 O5,0.000391771,9,0.968,-C1 -O2,0
C16 H12 O5,0.000375748,8,0.96,C15 H10 O5,0.000391771,9,0.968,-C1 -H2,0
C16 H10 O6,0.000384557,8,0.903,C15 H10 O5,0.000391771,9,0.968,-C1 -O1,0
C16 H10 O5,0.000247808,8,0.926,C15 H10 O5,0.000391771,9,0.968,-C1,0
C15 H10 O8 S1,2.43e-05,8,0.0,C15 H10 O5,0.000391771,9,0.968,-O3 -S1,0
C17 H12 O5,0.000215522,8,0.987,C15 H10 O5,0.000391771,9,0.968,-C2 -H2,0
C15 H10 O3,6.81e-05,8,1.203,C15 H10 O5,0.000391771,9,0.968,O2,0
C15 H11 N1 O4,6.88e-05,8,0.778,C15 H10 O5,0.000391771,9,0.968,-H1 O1 -N1,0
C15 H8 O4,0.000111484,8,1.0,C15 H10 O5,0.000391771,9,0.968,H2 O1,0
C15 H12 O4,0.000275178,8,0.982,C15 H10 O5,0.000391771,9,0.968,-H2 O1,0
C15 H10 O4,0.000199581,8,0.96,C15 H10 O5,0.000391771,9,0.968,O1,0
C15 H14 O3,0.000131635,8,1.025,C15 H10 O5,0.000391771,9,0.968,-H4 O2,0
C16 H12 O4,0.000203829,8,0.905,C15 H10 O5,0.000391771,9,0.968,-C1 -H2 O1,0
C16 H10 O6 S1,2.34e-05,8,0.0,C15 H10 O5 S1,2.96e-05,9,0.0,-C1 -O1,0
C15 H8 O4 S1,2.06e-05,8,0.0,C15 H10 O5 S1,2.96e-05,9,0.0,H2 O1,0
C16 H10 O8,0.000457417,8,0.916,C15 H10 O6,0.000567537,9,0.97,-C1 -O2,0
C19 H14 O7,0.000301154,8,0.961,C15 H10 O6,0.000567537,9,0.97,-C4 -H4 -O1,0
C16 H10 O7,0.000473319,8,0.947,C15 H10 O6,0.000567537,9,0.97,-C1 -O1,0
C16 H12 O6,0.000552788,8,0.948,C15 H10 O6,0.000567537,9,0.97,-C1 -H2,0
C16 H10 O6,0.000384557,8,0.903,C15 H10 O6,0.000567537,9,0.97,-C1,0
C17 H14 O7,0.000764225,8,0.942,C15 H10 O6,0.000567537,9,0.97,-C2 -H4 -O1,0
C17 H12 O6,0.000424036,8,0.936,C15 H10 O6,0.000567537,9,0.97,-C2 -H2,0
C15 H12 O6,0.000913073,8,0.963,C15 H10 O6,0.000567537,9,0.97,-H2,0
C15 H10 O7 S1,2.7e-05,8,0.0,C15 H10 O6,0.000567537,9,0.97,-O1 -S1,0
C15 H12 O7,0.001123307,8,0.944,C15 H10 O6,0.000567537,9,0.97,-H2 -O1,0
C15 H14 O4,0.000327831,8,0.983,C15 H10 O6,0.000567537,9,0.97,-H4 O2,0
C15 H11 N1 O5,9.44e-05,8,0.971,C15 H10 O6,0.000567537,9,0.97,-H1 O1 -N1,0
C15 H10 O4,0.000199581,8,0.96,C15 H10 O6,0.000567537,9,0.97,O2,0
C15 H12 O5,0.000568253,8,0.973,C15 H10 O6,0.000567537,9,0.97,-H2 O1,0
C15 H10 O5,0.000404554,8,0.968,C15 H10 O6,0.000567537,9,0.97,O1,0
C15 H8 O5,0.000188404,8,1.004,C15 H10 O6,0.000567537,9,0.97,H2 O1,0
C16 H12 O5,0.000375748,8,0.96,C15 H10 O6,0.000567537,9,0.97,-C1 -H2 O1,0
C19 H14 O8,0.000387933,8,0.916,C15 H10 O7,0.000655446,9,0.971,-C4 -H4 -O1,0
C16 H12 O7,0.000843148,8,0.947,C15 H10 O7,0.000655446,9,0.971,-C1 -H2,0
C15 H10 O8 S1,2.43e-05,8,0.0,C15 H10 O7,0.000655446,9,0.971,-O1 -S1,0
C17 H14 O8,0.000836656,8,0.97,C15 H10 O7,0.000655446,9,0.971,-C2 -H4 -O1,0
C15 H10 O7 S1,2.7e-05,8,0.0,C15 H10 O7,0.000655446,9,0.971,-S1,0
C15 H12 O7,0.001123307,8,0.944,C15 H10 O7,0.000655446,9,0.971,-H2,0
C15 H12 O8,0.001018764,8,0.953,C15 H10 O7,0.000655446,9,0.971,-H2 -O1,0
C16 H10 O7,0.000473319,8,0.947,C15 H10 O7,0.000655446,9,0.971,-C1,0
C16 H10 O8,0.000457417,8,0.916,C15 H10 O7,0.000655446,9,0.971,-C1 -O1,0
C16 H10 O9,0.000350351,8,0.872,C15 H10 O7,0.000655446,9,0.971,-C1 -O2,0
C17 H12 O7,0.000532835,8,0.95,C15 H10 O7,0.000655446,9,0.971,-C2 -H2,0
C16 H12 O6,0.000552788,8,0.948,C15 H10 O7,0.000655446,9,0.971,-C1 -H2 O1,0
C15 H14 O5,0.000662732,8,0.923,C15 H10 O7,0.000655446,9,0.971,-H4 O2,0
C15 H10 O6,0.000584917,8,0.97,C15 H10 O7,0.000655446,9,0.971,O1,0
C15 H11 N1 O6,9.85e-05,8,1.03,C15 H10 O7,0.000655446,9,0.971,-H1 O1 -N1,0
C15 H10 O5,0.000404554,8,0.968,C15 H10 O7,0.000655446,9,0.971,O2,0
C15 H12 O6,0.000913073,8,0.963,C15 H10 O7,0.000655446,9,0.971,-H2 O1,0
C15 H8 O6,0.000273529,8,0.964,C15 H10 O7,0.000655446,9,0.971,H2 O1,0
C19 H14 O9,0.000393589,8,0.951,C15 H10 O8,0.000578061,9,0.905,-C4 -H4 -O1,0
C16 H10 O10,0.000196204,8,0.81,C15 H10 O8,0.000578061,9,0.905,-C1 -O2,0
C17 H14 O9,0.000841093,8,0.942,C15 H10 O8,0.000578061,9,0.905,-C2 -H4 -O1,0
C16 H10 O9,0.000350351,8,0.872,C15 H10 O8,0.000578061,9,0.905,-C1 -O1,0
C15 H10 O8 S1,2.43e-05,8,0.0,C15 H10 O8,0.000578061,9,0.905,-S1,0
C16 H10 O8,0.000457417,8,0.916,C15 H10 O8,0.000578061,9,0.905,-C1,0
C16 H12 O8,0.000864159,8,0.974,C15 H10 O8,0.000578061,9,0.905,-C1 -H2,0
C17 H12 O8,0.000589533,8,0.892,C15 H10 O8,0.000578061,9,0.905,-C2 -H2,0
C15 H12 O8,0.001018764,8,0.953,C15 H10 O8,0.000578061,9,0.905,-H2,0
C15 H12 O9,0.000723145,8,0.948,C15 H10 O8,0.000578061,9,0.905,-H2 -O1,0
C15 H14 O6,0.001067796,8,1.0,C15 H10 O8,0.000578061,9,0.905,-H4 O2,0
C15 H10 O6,0.000584917,8,0.97,C15 H10 O8,0.000578061,9,0.905,O2,0
C16 H12 O7,0.000843148,8,0.947,C15 H10 O8,0.000578061,9,0.905,-C1 -H2 O1,0
C15 H12 O7,0.001123307,8,0.944,C15 H10 O8,0.000578061,9,0.905,-H2 O1,0
C15 H8 O7,0.000307525,8,0.946,C15 H10 O8,0.000578061,9,0.905,H2 O1,0
C15 H10 O7,0.000674974,8,0.971,C15 H10 O8,0.000578061,9,0.905,O1,0
C15 H11 N1 O7,0.000105336,8,1.002,C15 H10 O8,0.000578061,9,0.905,-H1 O1 -N1,0
C16 H10 O9,0.000350351,8,0.872,C15 H10 O9,0.000363247,9,0.944,-C1,0
C15 H12 O10,0.000362452,8,0.997,C15 H10 O9,0.000363247,9,0.944,-H2 -O1,0
C19 H14 O10,0.000356872,8,0.899,C15 H10 O9,0.000363247,9,0.944,-C4 -H4 -O1,0
C17 H12 O9,0.000485921,8,0.93,C15 H10 O9,0.000363247,9,0.944,-C2 -H2,0
C16 H12 O9,0.000651115,8,0.942,C15 H10 O9,0.000363247,9,0.944,-C1 -H2,0
C15 H12 O9,0.000723145,8,0.948,C15 H10 O9,0.000363247,9,0.944,-H2,0
C16 H10 O11,7.17e-05,8,0.972,C15 H10 O9,0.000363247,9,0.944,-C1 -O2,0
C17 H14 O10,0.000555754,8,0.944,C15 H10 O9,0.000363247,9,0.944,-C2 -H4 -O1,0
C16 H10 O10,0.000196204,8,0.81,C15 H10 O9,0.000363247,9,0.944,-C1 -O1,0
C16 H12 O8,0.000864159,8,0.974,C15 H10 O9,0.000363247,9,0.944,-C1 -H2 O1,0
C15 H10 O8,0.000638728,8,0.905,C15 H10 O9,0.000363247,9,0.944,O1,0
C15 H12 O8,0.001018764,8,0.953,C15 H10 O9,0.000363247,9,0.944,-H2 O1,0
C15 H14 O7,0.001351856,8,0.993,C15 H10 O9,0.000363247,9,0.944,-H4 O2,0
C15 H10 O7,0.000674974,8,0.971,C15 H10 O9,0.000363247,9,0.944,O2,0
C15 H8 O8,0.000259767,8,0.869,C15 H10 O9,0.000363247,9,0.944,H2 O1,0
C15 H11 N1 O8,9.05e-05,8,0.918,C15 H10 O9,0.000363247,9,0.944,-H1 O1 -N1,0
C15 H13 N1 O4,6.09e-05,8,1.102,C15 H11 N1 O3,4.58e-05,9,1.487,-H2 -O1,0
C17 H15 N1 O4,2.11e-05,8,1.403,C15 H11 N1 O3,4.58e-05,9,1.487,-C2 -H4 -O1,0
C15 H13 N1 O3,3.98e-05,8,0.555,C15 H11 N1 O3,4.58e-05,9,1.487,-H2,1
C15 H11 N1 O3 S1,2.1e-05,8,0.0,C15 H11 N1 O3,4.58e-05,9,1.487,-S1,0
C16 H13 N1 O3,2.39e-05,8,0.841,C15 H11 N1 O3,4.58e-05,9,1.487,-C1 -H2,1
C16 H11 N1 O5,5.76e-05,8,1.083,C15 H11 N1 O3,4.58e-05,9,1.487,-C1 -O2,0
C15 H10 O4,0.000199581,8,0.96,C15 H11 N1 O3,4.58e-05,9,1.487,H1 -O1 N1,1
C16 H11 N1 O3,2.31e-05,8,1.061,C15 H11 N1 O3,4.58e-05,9,1.487,-C1,0
C16 H11 N1 O4,3.71e-05,8,1.003,C15 H11 N1 O3,4.58e-05,9,1.487,-C1 -O1,0
C16 H11 N1 O4,3.71e-05,8,1.003,C15 H11 N1 O4,5.35e-05,9,0.778,-C1,0
C16 H11 N1 O5,5.76e-05,8,1.083,C15 H11 N1 O4,5.35e-05,9,0.778,-C1 -O1,0
C16 H13 N1 O4,4.57e-05,8,0.829,C15 H11 N1 O4,5.35e-05,9,0.778,-C1 -H2,0
C19 H15 N1 O5,2.95e-05,8,1.424,C15 H11 N1 O4,5.35e-05,9,0.778,-C4 -H4 -O1,0
C17 H13 N1 O4,3.74e-05,8,0.759,C15 H11 N1 O4,5.35e-05,9,0.778,-C2 -H2,0
C15 H10 O5,0.000404554,8,0.968,C15 H11 N1 O4,5.35e-05,9,0.778,H1 -O1 N1,0
C16 H11 N1 O6,7.53e-05,8,1.077,C15 H11 N1 O4,5.35e-05,9,0.778,-C1 -O2,0
C15 H13 N1 O4,6.09e-05,8,1.102,C15 H11 N1 O4,5.35e-05,9,0.778,-H2,0
C15 H13 N1 O5,0.000118611,8,0.923,C15 H11 N1 O4,5.35e-05,9,0.778,-H2 -O1,0
C17 H15 N1 O5,7.4e-05,8,0.955,C15 H11 N1 O4,5.35e-05,9,0.778,-C2 -H4 -O1,0
C15 H11 N1 O3,3.08e-05,8,1.487,C15 H11 N1 O4,5.35e-05,9,0.778,O1,0
C15 H13 N1 O3,3.98e-05,8,0.555,C15 H11 N1 O4,5.35e-05,9,0.778,-H2 O1,0
C16 H13 N1 O3,2.39e-05,8,0.841,C15 H11 N1 O4,5.35e-05,9,0.778,-C1 -H2 O1,0
C17 H15 N1 O6,0.000110196,8,0.905,C15 H11 N1 O5,9.17e-05,9,0.971,-C2 -H4 -O1,0
C15 H13 N1 O6,0.000148043,8,0.876,C15 H11 N1 O5,9.17e-05,9,0.971,-H2 -O1,0
C19 H15 N1 O6,5.04e-05,8,0.889,C15 H11 N1 O5,9.17e-05,9,0.971,-C4 -H4 -O1,0
C16 H11 N1 O5,5.76e-05,8,1.083,C15 H11 N1 O5,9.17e-05,9,0.971,-C1,0
C15 H10 O6,0.000584917,8,0.97,C15 H11 N1 O5,9.17e-05,9,0.971,H1 -O1 N1,0
C17 H13 N1 O5,4.39e-05,8,1.33,C15 H11 N1 O5,9.17e-05,9,0.971,-C2 -H2,0
C16 H11 N1 O6,7.53e-05,8,1.077,C15 H11 N1 O5,9.17e-05,9,0.971,-C1 -O1,0
C15 H13 N1 O5,0.000118611,8,0.923,C15 H11 N1 O5,9.17e-05,9,0.971,-H2,0
C16 H13 N1 O5,7.25e-05,8,0.952,C15 H11 N1 O5,9.17e-05,9,0.971,-C1 -H2,0
C16 H11 N1 O7,9.15e-05,8,0.851,C15 H11 N1 O5,9.17e-05,9,0.971,-C1 -O2,0
C15 H13 N1 O4,6.09e-05,8,1.102,C15 H11 N1 O5,9.17e-05,9,0.971,-H2 O1,0
C16 H13 N1 O4,4.57e-05,8,0.829,C15 H11 N1 O5,9.17e-05,9,0.971,-C1 -H2 O1,0
C15 H11 N1 O4,6.88e-05,8,0.778,C15 H11 N1 O5,9.17e-05,9,0.971,O1,0
C15 H9 N1 O4,3.58e-05,8,0.986,C15 H11 N1 O5,9.17e-05,9,0.971,H2 O1,0
C15 H15 N1 O3,2.91e-05,8,1.371,C15 H11 N1 O5,9.17e-05,9,0.971,-H4 O2,0
C15 H11 N1 O3,3.08e-05,8,1.487,C15 H11 N1 O5,9.17e-05,9,0.971,O2,0
C15 H13 N1 O7,0.000149267,8,0.953,C15 H11 N1 O6,0.000101466,9,1.03,-H2 -O1,1
C15 H10 O7,0.000674974,8,0.971,C15 H11 N1 O6,0.000101466,9,1.03,H1 -O1 N1,1
C19 H15 N1 O7,5.37e-05,8,1.013,C15 H11 N1 O6,0.000101466,9,1.03,-C4 -H4 -O1,0
C16 H11 N1 O7,9.15e-05,8,0.851,C15 H11 N1 O6,0.000101466,9,1.03,-C1 -O1,1
C16 H13 N1 O6,0.000117175,8,1.009,C15 H11 N1 O6,0.000101466,9,1.03,-C1 -H2,0
C15 H13 N1 O6,0.000148043,8,0.876,C15 H11 N1 O6,0.000101466,9,1.03,-H2,1
C16 H11 N1 O8,7.13e-05,8,1.142,C15 H11 N1 O6,0.000101466,9,1.03,-C1 -O2,0
C17 H13 N1 O6,7.61e-05,8,1.17,C15 H11 N1 O6,0.000101466,9,1.03,-C2 -H2,0
C17 H15 N1 O7,0.000119507,8,1.079,C15 H11 N1 O6,0.000101466,9,1.03,-C2 -H4 -O1,0
C16 H11 N1 O6,7.53e-05,8,1.077,C15 H11 N1 O6,0.000101466,9,1.03,-C1,0
C15 H13 N1 O5,0.000118611,8,0.923,C15 H11 N1 O6,0.000101466,9,1.03,-H2 O1,1
C15 H9 N1 O5,6.89e-05,8,0.852,C15 H11 N1 O6,0.000101466,9,1.03,H2 O1,1
C16 H13 N1 O5,7.25e-05,8,0.952,C15 H11 N1 O6,0.000101466,9,1.03,-C1 -H2 O1,1
C15 H11 N1 O5,9.44e-05,8,0.971,C15 H11 N1 O6,0.000101466,9,1.03,O1,1
C15 H11 N1 O4,6.88e-05,8,0.778,C15 H11 N1 O6,0.000101466,9,1.03,O2,1
C15 H15 N1 O4,8.18e-05,8,0.767,C15 H11 N1 O6,0.000101466,9,1.03,-H4 O2,1
C15 H13 N1 O7,0.000149267,8,0.953,C15 H11 N1 O7,0.000105501,9,1.002,-H2,0
C16 H13 N1 O7,0.000126598,8,1.017,C15 H11 N1 O7,0.000105501,9,1.002,-C1 -H2,0
C15 H11 N1 O10 S1,2.41e-05,8,0.0,C15 H11 N1 O7,0.000105501,9,1.002,-O3 -S1,0
C19 H15 N1 O8,7.05e-05,8,1.007,C15 H11 N1 O7,0.000105501,9,1.002,-C4 -H4 -O1,0
C16 H11 N1 O7,9.15e-05,8,0.851,C15 H11 N1 O7,0.000105501,9,1.002,-C1,0
C15 H13 N1 O8,0.000136551,8,0.866,C15 H11 N1 O7,0.000105501,9,1.002,-H2 -O1,0
C17 H15 N1 O8,0.000126689,8,0.919,C15 H11 N1 O7,0.000105501,9,1.002,-C2 -H4 -O1,0
C16 H11 N1 O8,7.13e-05,8,1.142,C15 H11 N1 O7,0.000105501,9,1.002,-C1 -O1,0
C16 H11 N1 O9,4.82e-05,8,0.89,C15 H11 N1 O7,0.000105501,9,1.002,-C1 -O2,0
C17 H13 N1 O7,0.000113657,8,0.869,C15 H11 N1 O7,0.000105501,9,1.002,-C2 -H2,0
C15 H10 O8,0.000638728,8,0.905,C15 H11 N1 O7,0.000105501,9,1.002,H1 -O1 N1,0
C15 H15 N1 O5,0.000144409,8,0.848,C15 H11 N1 O7,0.000105501,9,1.002,-H4 O2,0
C15 H13 N1 O6,0.000148043,8,0.876,C15 H11 N1 O7,0.000105501,9,1.002,-H2 O1,0
C15 H11 N1 O5,9.44e-05,8,0.971,C15 H11 N1 O7,0.000105501,9,1.002,O2,0
C15 H9 N1 O6,7.13e-05,8,0.816,C15 H11 N1 O7,0.000105501,9,1.002,H2 O1,0
C16 H13 N1 O6,0.000117175,8,1.009,C15 H11 N1 O7,0.000105501,9,1.002,-C1 -H2 O1,0
C15 H11 N1 O6,9.85e-05,8,1.03,C15 H11 N1 O7,0.000105501,9,1.002,O1,0
C16 H11 N1 O9,4.82e-05,8,0.89,C15 H11 N1 O8,8.31e-05,9,0.918,-C1 -O1,0
C17 H15 N1 O9,0.000105855,8,1.01,C15 H11 N1 O8,8.31e-05,9,0.918,-C2 -H4 -O1,0
C15 H10 O9,0.000384932,8,0.944,C15 H11 N1 O8,8.31e-05,9,0.918,H1 -O1 N1,0
C17 H13 N1 O8,9.91e-05,8,0.984,C15 H11 N1 O8,8.31e-05,9,0.918,-C2 -H2,0
C19 H15 N1 O9,6.15e-05,8,1.085,C15 H11 N1 O8,8.31e-05,9,0.918,-C4 -H4 -O1,0
C15 H13 N1 O9,7.27e-05,8,0.941,C15 H11 N1 O8,8.31e-05,9,0.918,-H2 -O1,0
C15 H13 N1 O8,0.000136551,8,0.866,C15 H11 N1 O8,8.31e-05,9,0.918,-H2,0
C16 H11 N1 O8,7.13e-05,8,1.142,C15 H11 N1 O8,8.31e-05,9,0.918,-C1,0
C16 H13 N1 O8,0.000113078,8,1.05,C15 H11 N1 O8,8.31e-05,9,0.918,-C1 -H2,0
C16 H13 N1 O7,0.000126598,8,1.017,C15 H11 N1 O8,8.31e-05,9,0.918,-C1 -H2 O1,0
C15 H11 N1 O7,0.000105336,8,1.002,C15 H11 N1 O8,8.31e-05,9,0.918,O1,0
C15 H15 N1 O6,0.000182592,8,1.046,C15 H11 N1 O8,8.31e-05,9,0.918,-H4 O2,0
C15 H13 N1 O7,0.000149267,8,0.953,C15 H11 N1 O8,8.31e-05,9,0.918,-H2 O1,0
C15 H11 N1 O6,9.85e-05,8,1.03,C15 H11 N1 O8,8.31e-05,9,0.918,O2,0
C15 H9 N1 O7,6.28e-05,8,1.132,C15 H11 N1 O8,8.31e-05,9,0.918,H2 O1,0
C16 H11 N1 O9,4.82e-05,8,0.89,C15 H11 N1 O9,5.12e-05,9,1.08,-C1,1
C19 H15 N1 O10,3.91e-05,8,1.271,C15 H11 N1 O9,5.12e-05,9,1.08,-C4 -H4 -O1,0
C17 H13 N1 O9,7.11e-05,8,0.955,C15 H11 N1 O9,5.12e-05,9,1.08,-C2 -H2,1
C15 H13 N1 O9,7.27e-05,8,0.941,C15 H11 N1 O9,5.12e-05,9,1.08,-H2,1
C17 H15 N1 O10,6.38e-05,8,0.875,C15 H11 N1 O9,5.12e-05,9,1.08,-C2 -H4 -O1,1
C15 H10 O10,0.000190574,8,0.94,C15 H11 N1 O9,5.12e-05,9,1.08,H1 -O1 N1,1
C15 H13 N1 O10,3.6e-05,8,0.0,C15 H11 N1 O9,5.12e-05,9,1.08,-H2 -O1,0
C16 H13 N1 O9,7.41e-05,8,1.158,C15 H11 N1 O9,5.12e-05,9,1.08,-C1 -H2,0
C15 H11 N1 O10 S1,2.41e-05,8,0.0,C15 H11 N1 O9,5.12e-05,9,1.08,-O1 -S1,0
C15 H9 N1 O8,4.37e-05,8,0.993,C15 H11 N1 O9,5.12e-05,9,1.08,H2 O1,0
C15 H15 N1 O7,0.000175664,8,1.052,C15 H11 N1 O9,5.12e-05,9,1.08,-H4 O2,0
C15 H12 N2 O8,4.26e-05,8,0.85,C15 H11 N1 O9,5.12e-05,9,1.08,-H1 O1 -N1,1
C15 H13 N1 O8,0.000136551,8,0.866,C15 H11 N1 O9,5.12e-05,9,1.08,-H2 O1,1
C16 H13 N1 O8,0.000113078,8,1.05,C15 H11 N1 O9,5.12e-05,9,1.08,-C1 -H2 O1,0
C15 H11 N1 O7,0.000105336,8,1.002,C15 H11 N1 O9,5.12e-05,9,1.08,O2,0
C15 H11 N1 O8,9.05e-05,8,0.918,C15 H11 N1 O9,5.12e-05,9,1.08,O1,1
C16 H14 N2 O8,6.1e-05,8,0.93,C15 H12 N2 O8,3.62e-05,9,0.85,-C1 -H2,0
C15 H11 N1 O9,4.74e-05,8,1.08,C15 H12 N2 O8,3.62e-05,9,0.85,H1 -O1 N1,0
C15 H14 N2 O8,6.57e-05,8,1.037,C15 H12 N2 O8,3.62e-05,9,0.85,-H2,0
C17 H16 N2 O9,4.19e-05,8,1.141,C15 H12 N2 O8,3.62e-05,9,0.85,-C2 -H4 -O1,0
C15 H16 N2 O6,0.000130091,8,0.945,C15 H12 N2 O8,3.62e-05,9,0.85,-H4 O2,0
C15 H14 N2 O7,8.93e-05,8,0.906,C15 H12 N2 O8,3.62e-05,9,0.85,-H2 O1,0
C17 H16 O11,0.000413924,8,1.037,C15 H12 O10,0.000361262,9,0.997,-C2 -H4 -O1,0
C15 H14 O11,0.000212734,8,1.041,C15 H12 O10,0.000361262,9,0.997,-H2 -O1,0
C16 H12 O10,0.000382893,8,0.92,C15 H12 O10,0.000361262,9,0.997,-C1,0
C19 H16 O11,0.00038699,8,0.959,C15 H12 O10,0.000361262,9,0.997,-C4 -H4 -O1,0
C16 H14 O10,0.000583433,8,1.039,C15 H12 O10,0.000361262,9,0.997,-C1 -H2,0
C15 H14 O10,0.000499605,8,1.089,C15 H12 O10,0.000361262,9,0.997,-H2,0
C16 H12 O11,0.000165314,8,0.962,C15 H12 O10,0.000361262,9,0.997,-C1 -O1,0
C17 H14 O10,0.000555754,8,0.944,C15 H12 O10,0.000361262,9,0.997,-C2 -H2,0
C16 H12 O12,5.53e-05,8,1.156,C15 H12 O10,0.000361262,9,0.997,-C1 -O2,0
C15 H12 O9,0.000723145,8,0.948,C15 H12 O10,0.000361262,9,0.997,O1,0
C16 H14 O9,0.000932463,8,1.008,C15 H12 O10,0.000361262,9,0.997,-C1 -H2 O1,0
C15 H12 O8,0.001018764,8,0.953,C15 H12 O10,0.000361262,9,0.997,O2,0
C15 H13 N1 O9,7.27e-05,8,0.941,C15 H12 O10,0.000361262,9,0.997,-H1 O1 -N1,0
C15 H10 O9,0.000384932,8,0.944,C15 H12 O10,0.000361262,9,0.997,H2 O1,0
C15 H14 O9,0.001022911,8,1.018,C15 H12 O10,0.000361262,9,0.997,-H2 O1,0
C15 H16 O8,0.001561354,8,1.034,C15 H12 O10,0.000361262,9,0.997,-H4 O2,0
