mol_from,mol_from_int,mol_from_time,mol_from_int_trend,mol_to,mol_to_int,mol_to_time,mol_to_int_trend,transformation_unit,is_hti
C11 H10 N2 O6,4.89e-05,7,0.902,C10 H10 N2 O5,3.96e-05,8,1.094,-C1 -O1,1
C11 H12 N2 O4,5.83e-05,7,0.959,C10 H10 N2 O5,3.96e-05,8,1.094,-C1 -H2 O1,1
C10 H10 N2 O4,4.62e-05,7,0.861,C10 H10 N2 O5,3.96e-05,8,1.094,O1,1
C10 H14 N2 O3,2.21e-05,7,0.0,C10 H10 N2 O5,3.96e-05,8,1.094,-H4 O2,0
C10 H10 N2 O3,3.49e-05,7,0.67,C10 H10 N2 O5,3.96e-05,8,1.094,O2,1
C10 H12 N2 O4,4.78e-05,7,0.941,C10 H10 N2 O5,3.96e-05,8,1.094,-H2 O1,1
C10 H8 N2 O4,3.42e-05,7,0.0,C10 H10 N2 O5,3.96e-05,8,1.094,H2 O1,0
C11 H12 N2 O6,6.19e-05,7,0.729,C10 H10 N2 O6,2.59e-05,8,0.0,-C1 -H2,0
C14 H14 N2 O7,9.3e-05,7,0.935,C10 H10 N2 O6,2.59e-05,8,0.0,-C4 -H4 -O1,0
C12 H12 N2 O6,6.78e-05,7,0.934,C10 H10 N2 O6,2.59e-05,8,0.0,-C2 -H2,0
C12 H14 N2 O7,4.42e-05,7,0.871,C10 H10 N2 O6,2.59e-05,8,0.0,-C2 -H4 -O1,0
C10 H9 N1 O7,5.02e-05,7,0.546,C10 H10 N2 O6,2.59e-05,8,0.0,H1 -O1 N1,0
C11 H10 N2 O6,4.89e-05,7,0.902,C10 H10 N2 O6,2.59e-05,8,0.0,-C1,0
C10 H10 N2 O5,3.62e-05,7,1.094,C10 H10 N2 O6,2.59e-05,8,0.0,O1,0
C11 H12 N2 O5,5.83e-05,7,1.223,C10 H10 N2 O6,2.59e-05,8,0.0,-C1 -H2 O1,0
C10 H12 N2 O5,4.64e-05,7,0.761,C10 H10 N2 O6,2.59e-05,8,0.0,-H2 O1,0
C10 H14 N2 O4,4.92e-05,7,0.854,C10 H10 N2 O6,2.59e-05,8,0.0,-H4 O2,0
C10 H8 N2 O5,3.17e-05,7,0.896,C10 H10 N2 O6,2.59e-05,8,0.0,H2 O1,0
C10 H10 N2 O4,4.62e-05,7,0.861,C10 H10 N2 O6,2.59e-05,8,0.0,O2,0
C10 H10 O5 S1,4.17e-05,7,0.571,C10 H10 O2,0.000110509,8,0.975,-O3 -S1,0
C11 H10 O3,0.000304273,7,0.976,C10 H10 O2,0.000110509,8,0.975,-C1 -O1,0
C11 H12 O2,0.000108453,7,1.075,C10 H10 O2,0.000110509,8,0.975,-C1 -H2,0
C11 H10 O4,0.000589134,7,0.964,C10 H10 O2,0.000110509,8,0.975,-C1 -O2,0
C12 H14 O3,0.000297264,7,1.002,C10 H10 O2,0.000110509,8,0.975,-C2 -H4 -O1,0
C10 H12 O2,0.000117229,7,0.994,C10 H10 O2,0.000110509,8,0.975,-H2,0
C12 H12 O2,8.92e-05,7,0.92,C10 H10 O2,0.000110509,8,0.975,-C2 -H2,0
C11 H10 O2,9.41e-05,7,0.959,C10 H10 O2,0.000110509,8,0.975,-C1,0
C14 H14 O3,0.000198923,7,1.012,C10 H10 O2,0.000110509,8,0.975,-C4 -H4 -O1,0
C10 H12 O3,0.000265074,7,1.061,C10 H10 O2,0.000110509,8,0.975,-H2 -O1,0
C11 H12 O1,2.68e-05,7,0.784,C10 H10 O2,0.000110509,8,0.975,-C1 -H2 O1,0
C10 H12 O3,0.000265074,7,1.061,C10 H10 O3,0.000282061,8,1.073,-H2,0
C10 H10 O6 S1,4.13e-05,7,0.668,C10 H10 O3,0.000282061,8,1.073,-O3 -S1,1
C11 H10 O3,0.000304273,7,0.976,C10 H10 O3,0.000282061,8,1.073,-C1,0
C11 H10 O5,0.001115972,7,1.001,C10 H10 O3,0.000282061,8,1.073,-C1 -O2,0
C12 H14 O4,0.00066874,7,1.01,C10 H10 O3,0.000282061,8,1.073,-C2 -H4 -O1,0
C14 H14 O4,0.000431176,7,0.986,C10 H10 O3,0.000282061,8,1.073,-C4 -H4 -O1,0
C10 H12 O4,0.000567179,7,1.027,C10 H10 O3,0.000282061,8,1.073,-H2 -O1,0
C11 H12 O3,0.000254479,7,1.06,C10 H10 O3,0.000282061,8,1.073,-C1 -H2,0
C11 H10 O4,0.000589134,7,0.964,C10 H10 O3,0.000282061,8,1.073,-C1 -O1,1
C12 H12 O3,0.000268007,7,0.991,C10 H10 O3,0.000282061,8,1.073,-C2 -H2,0
C10 H10 O2,0.000113371,7,0.975,C10 H10 O3,0.000282061,8,1.073,O1,0
C11 H12 O2,0.000108453,7,1.075,C10 H10 O3,0.000282061,8,1.073,-C1 -H2 O1,0
C10 H12 O2,0.000117229,7,0.994,C10 H10 O3,0.000282061,8,1.073,-H2 O1,0
C10 H14 O1,5.76e-05,7,0.97,C10 H10 O3,0.000282061,8,1.073,-H4 O2,1
C10 H8 O2,7.38e-05,7,0.934,C10 H10 O3,0.000282061,8,1.073,H2 O1,1
C12 H12 O4,0.00063536,7,1.018,C10 H10 O4,0.000616635,8,0.988,-C2 -H2,0
C11 H10 O4,0.000589134,7,0.964,C10 H10 O4,0.000616635,8,0.988,-C1,0
C10 H12 O5,0.000800825,7,0.988,C10 H10 O4,0.000616635,8,0.988,-H2 -O1,0
C11 H10 O6,0.001262311,7,1.016,C10 H10 O4,0.000616635,8,0.988,-C1 -O2,0
C14 H14 O5,0.000775854,7,1.014,C10 H10 O4,0.000616635,8,0.988,-C4 -H4 -O1,0
C10 H10 O7 S1,4.18e-05,7,0.83,C10 H10 O4,0.000616635,8,0.988,-O3 -S1,0
C10 H12 O4,0.000567179,7,1.027,C10 H10 O4,0.000616635,8,0.988,-H2,0
C10 H10 O5 S1,4.17e-05,7,0.571,C10 H10 O4,0.000616635,8,0.988,-O1 -S1,0
C11 H12 O4,0.000582688,7,1.023,C10 H10 O4,0.000616635,8,0.988,-C1 -H2,0
C12 H14 O5,0.001175388,7,0.977,C10 H10 O4,0.000616635,8,0.988,-C2 -H4 -O1,0
C11 H10 O5,0.001115972,7,1.001,C10 H10 O4,0.000616635,8,0.988,-C1 -O1,0
C10 H14 O2,0.000122206,7,0.936,C10 H10 O4,0.000616635,8,0.988,-H4 O2,0
C10 H11 N1 O3,5.02e-05,7,1.175,C10 H10 O4,0.000616635,8,0.988,-H1 O1 -N1,0
C10 H12 O3,0.000265074,7,1.061,C10 H10 O4,0.000616635,8,0.988,-H2 O1,0
C11 H12 O3,0.000254479,7,1.06,C10 H10 O4,0.000616635,8,0.988,-C1 -H2 O1,0
C10 H10 O3,0.000262803,7,1.073,C10 H10 O4,0.000616635,8,0.988,O1,0
C10 H8 O3,0.000278292,7,1.041,C10 H10 O4,0.000616635,8,0.988,H2 O1,0
C10 H10 O2,0.000113371,7,0.975,C10 H10 O4,0.000616635,8,0.988,O2,0
C11 H10 O6,0.001262311,7,1.016,C10 H10 O5,0.001068169,8,0.964,-C1 -O1,0
C12 H12 O5,0.001191037,7,0.994,C10 H10 O5,0.001068169,8,0.964,-C2 -H2,0
C10 H12 O6,0.00064278,7,0.973,C10 H10 O5,0.001068169,8,0.964,-H2 -O1,0
C10 H10 O8 S1,2.98e-05,7,0.0,C10 H10 O5,0.001068169,8,0.964,-O3 -S1,0
C11 H12 O5,0.000919199,7,1.0,C10 H10 O5,0.001068169,8,0.964,-C1 -H2,0
C14 H14 O6,0.001344267,7,0.954,C10 H10 O5,0.001068169,8,0.964,-C4 -H4 -O1,0
C10 H10 O5 S1,4.17e-05,7,0.571,C10 H10 O5,0.001068169,8,0.964,-S1,0
C11 H10 O7,0.000963382,7,0.944,C10 H10 O5,0.001068169,8,0.964,-C1 -O2,0
C10 H10 O6 S1,4.13e-05,7,0.668,C10 H10 O5,0.001068169,8,0.964,-O1 -S1,0
C11 H10 O5,0.001115972,7,1.001,C10 H10 O5,0.001068169,8,0.964,-C1,0
C12 H14 O6,0.001414849,7,0.979,C10 H10 O5,0.001068169,8,0.964,-C2 -H4 -O1,0
C10 H12 O5,0.000800825,7,0.988,C10 H10 O5,0.001068169,8,0.964,-H2,0
C10 H12 O4,0.000567179,7,1.027,C10 H10 O5,0.001068169,8,0.964,-H2 O1,0
C10 H8 O4,0.000526022,7,1.03,C10 H10 O5,0.001068169,8,0.964,H2 O1,0
C11 H12 O4,0.000582688,7,1.023,C10 H10 O5,0.001068169,8,0.964,-C1 -H2 O1,0
C10 H10 O3,0.000262803,7,1.073,C10 H10 O5,0.001068169,8,0.964,O2,0
C10 H11 N1 O4,8.55e-05,7,1.019,C10 H10 O5,0.001068169,8,0.964,-H1 O1 -N1,0
C10 H14 O3,0.000228206,7,1.086,C10 H10 O5,0.001068169,8,0.964,-H4 O2,0
C10 H10 O4,0.000623856,7,0.988,C10 H10 O5,0.001068169,8,0.964,O1,0
C10 H12 O6 S1,3.66e-05,7,0.0,C10 H10 O5 S1,2.38e-05,8,0.571,-H2 -O1,0
C11 H12 O5 S1,2.81e-05,7,1.431,C10 H10 O5 S1,2.38e-05,8,0.571,-C1 -H2,0
C11 H10 O7 S1,4.91e-05,7,0.544,C10 H10 O5 S1,2.38e-05,8,0.571,-C1 -O2,0
C11 H10 O5 S1,2.86e-05,7,0.892,C10 H10 O5 S1,2.38e-05,8,0.571,-C1,0
C10 H12 O5 S1,3.49e-05,7,0.564,C10 H10 O5 S1,2.38e-05,8,0.571,-H2,0
C11 H10 O6 S1,3.84e-05,7,0.961,C10 H10 O5 S1,2.38e-05,8,0.571,-C1 -O1,0
C12 H14 O6 S1,3.57e-05,7,1.045,C10 H10 O5 S1,2.38e-05,8,0.571,-C2 -H4 -O1,0
C10 H8 O4 S1,2.31e-05,7,0.0,C10 H10 O5 S1,2.38e-05,8,0.571,H2 O1,0
C11 H12 O6,0.001362222,7,1.013,C10 H10 O6,0.000710565,8,0.987,-C1 -H2,0
C12 H12 O6,0.001473772,7,0.97,C10 H10 O6,0.000710565,8,0.987,-C2 -H2,0
C11 H10 O6,0.001262311,7,1.016,C10 H10 O6,0.000710565,8,0.987,-C1,0
C11 H10 O8,0.000433592,7,0.906,C10 H10 O6,0.000710565,8,0.987,-C1 -O2,0
C14 H14 O7,0.001746037,7,0.983,C10 H10 O6,0.000710565,8,0.987,-C4 -H4 -O1,0
C10 H10 O6 S1,4.13e-05,7,0.668,C10 H10 O6,0.000710565,8,0.987,-S1,0
C11 H10 O7,0.000963382,7,0.944,C10 H10 O6,0.000710565,8,0.987,-C1 -O1,0
C10 H12 O6,0.00064278,7,0.973,C10 H10 O6,0.000710565,8,0.987,-H2,0
C10 H10 O7 S1,4.18e-05,7,0.83,C10 H10 O6,0.000710565,8,0.987,-O1 -S1,0
C10 H12 O7,0.000518138,7,0.982,C10 H10 O6,0.000710565,8,0.987,-H2 -O1,0
C12 H14 O7,0.001289336,7,0.966,C10 H10 O6,0.000710565,8,0.987,-C2 -H4 -O1,0
C11 H12 O5,0.000919199,7,1.0,C10 H10 O6,0.000710565,8,0.987,-C1 -H2 O1,0
C10 H10 O5,0.001108141,7,0.964,C10 H10 O6,0.000710565,8,0.987,O1,0
C10 H10 O4,0.000623856,7,0.988,C10 H10 O6,0.000710565,8,0.987,O2,0
C10 H8 O5,0.000814913,7,0.963,C10 H10 O6,0.000710565,8,0.987,H2 O1,0
C10 H12 O5,0.000800825,7,0.988,C10 H10 O6,0.000710565,8,0.987,-H2 O1,0
C10 H14 O4,0.000476893,7,1.04,C10 H10 O6,0.000710565,8,0.987,-H4 O2,0
C10 H11 N1 O5,0.000102832,7,1.022,C10 H10 O6,0.000710565,8,0.987,-H1 O1 -N1,0
C11 H12 O6 S1,3.34e-05,7,0.763,C10 H10 O6 S1,2.76e-05,8,0.668,-C1 -H2,0
C14 H14 O7 S1,4.14e-05,7,0.821,C10 H10 O6 S1,2.76e-05,8,0.668,-C4 -H4 -O1,0
C11 H10 O8 S1,3.22e-05,7,0.783,C10 H10 O6 S1,2.76e-05,8,0.668,-C1 -O2,0
C11 H10 O6 S1,3.84e-05,7,0.961,C10 H10 O6 S1,2.76e-05,8,0.668,-C1,0
C12 H12 O6 S1,4.21e-05,7,1.15,C10 H10 O6 S1,2.76e-05,8,0.668,-C2 -H2,0
C12 H14 O7 S1,6.27e-05,7,0.721,C10 H10 O6 S1,2.76e-05,8,0.668,-C2 -H4 -O1,0
C10 H12 O6 S1,3.66e-05,7,0.0,C10 H10 O6 S1,2.76e-05,8,0.668,-H2,0
C11 H10 O7 S1,4.91e-05,7,0.544,C10 H10 O6 S1,2.76e-05,8,0.668,-C1 -O1,0
C10 H12 O5 S1,3.49e-05,7,0.564,C10 H10 O6 S1,2.76e-05,8,0.668,-H2 O1,0
C10 H10 O5 S1,4.17e-05,7,0.571,C10 H10 O6 S1,2.76e-05,8,0.668,O1,0
C10 H8 O5 S1,2.25e-05,7,1.133,C10 H10 O6 S1,2.76e-05,8,0.668,H2 O1,0
C11 H12 O5 S1,2.81e-05,7,1.431,C10 H10 O6 S1,2.76e-05,8,0.668,-C1 -H2 O1,0
C14 H14 O8,0.001675455,7,0.939,C10 H10 O7,0.000367832,8,0.994,-C4 -H4 -O1,0
C10 H12 O7,0.000518138,7,0.982,C10 H10 O7,0.000367832,8,0.994,-H2,0
C10 H12 O8,0.000139537,7,0.919,C10 H10 O7,0.000367832,8,0.994,-H2 -O1,0
C10 H10 O7 S1,4.18e-05,7,0.83,C10 H10 O7,0.000367832,8,0.994,-S1,0
C12 H14 O8,0.00083945,7,0.963,C10 H10 O7,0.000367832,8,0.994,-C2 -H4 -O1,0
C11 H10 O8,0.000433592,7,0.906,C10 H10 O7,0.000367832,8,0.994,-C1 -O1,0
C10 H10 O8 S1,2.98e-05,7,0.0,C10 H10 O7,0.000367832,8,0.994,-O1 -S1,0
C11 H10 O9,0.000123829,7,0.92,C10 H10 O7,0.000367832,8,0.994,-C1 -O2,0
C12 H12 O7,0.001387481,7,0.938,C10 H10 O7,0.000367832,8,0.994,-C2 -H2,0
C11 H10 O7,0.000963382,7,0.944,C10 H10 O7,0.000367832,8,0.994,-C1,0
C11 H12 O7,0.001065968,7,0.889,C10 H10 O7,0.000367832,8,0.994,-C1 -H2,0
C11 H12 O6,0.001362222,7,1.013,C10 H10 O7,0.000367832,8,0.994,-C1 -H2 O1,0
C10 H10 O5,0.001108141,7,0.964,C10 H10 O7,0.000367832,8,0.994,O2,0
C10 H14 O5,0.000655016,7,1.074,C10 H10 O7,0.000367832,8,0.994,-H4 O2,0
C10 H12 O6,0.00064278,7,0.973,C10 H10 O7,0.000367832,8,0.994,-H2 O1,0
C10 H10 O6,0.000719572,7,0.987,C10 H10 O7,0.000367832,8,0.994,O1,0
C10 H8 O6,0.001093782,7,0.927,C10 H10 O7,0.000367832,8,0.994,H2 O1,0
C10 H11 N1 O6,7.94e-05,7,0.804,C10 H10 O7,0.000367832,8,0.994,-H1 O1 -N1,0
C14 H14 O8 S1,5.1e-05,7,0.949,C10 H10 O7 S1,3.47e-05,8,0.83,-C4 -H4 -O1,0
C11 H12 O7 S1,4.55e-05,7,1.09,C10 H10 O7 S1,3.47e-05,8,0.83,-C1 -H2,0
C12 H12 O7 S1,4.19e-05,7,1.048,C10 H10 O7 S1,3.47e-05,8,0.83,-C2 -H2,0
C11 H10 O7 S1,4.91e-05,7,0.544,C10 H10 O7 S1,3.47e-05,8,0.83,-C1,0
C10 H12 O8 S1,3.27e-05,7,0.0,C10 H10 O7 S1,3.47e-05,8,0.83,-H2 -O1,0
C11 H10 O8 S1,3.22e-05,7,0.783,C10 H10 O7 S1,3.47e-05,8,0.83,-C1 -O1,0
C10 H10 O6 S1,4.13e-05,7,0.668,C10 H10 O7 S1,3.47e-05,8,0.83,O1,0
C10 H8 O6 S1,3.77e-05,7,0.745,C10 H10 O7 S1,3.47e-05,8,0.83,H2 O1,0
C10 H10 O5 S1,4.17e-05,7,0.571,C10 H10 O7 S1,3.47e-05,8,0.83,O2,0
C10 H14 O5 S1,8.65e-05,7,0.538,C10 H10 O7 S1,3.47e-05,8,0.83,-H4 O2,0
C10 H12 O6 S1,3.66e-05,7,0.0,C10 H10 O7 S1,3.47e-05,8,0.83,-H2 O1,0
C11 H12 O6 S1,3.34e-05,7,0.763,C10 H10 O7 S1,3.47e-05,8,0.83,-C1 -H2 O1,0
C11 H10 O8,0.000433592,7,0.906,C10 H10 O8,0.000154838,8,0.953,-C1,0
C12 H14 O9,0.000327245,7,0.88,C10 H10 O8,0.000154838,8,0.953,-C2 -H4 -O1,0
C10 H12 O9,4.27e-05,7,0.885,C10 H10 O8,0.000154838,8,0.953,-H2 -O1,0
C10 H10 O8 S1,2.98e-05,7,0.0,C10 H10 O8,0.000154838,8,0.953,-S1,0
C11 H12 O8,0.000431671,7,0.929,C10 H10 O8,0.000154838,8,0.953,-C1 -H2,0
C10 H12 O8,0.000139537,7,0.919,C10 H10 O8,0.000154838,8,0.953,-H2,0
C11 H10 O10,3.08e-05,7,0.877,C10 H10 O8,0.000154838,8,0.953,-C1 -O2,0
C11 H10 O9,0.000123829,7,0.92,C10 H10 O8,0.000154838,8,0.953,-C1 -O1,0
C12 H12 O8,0.000837962,7,0.953,C10 H10 O8,0.000154838,8,0.953,-C2 -H2,0
C14 H14 O9,0.000989607,7,0.88,C10 H10 O8,0.000154838,8,0.953,-C4 -H4 -O1,0
C10 H10 O7,0.000370137,7,0.994,C10 H10 O8,0.000154838,8,0.953,O1,0
C10 H11 N1 O7,3.73e-05,7,0.989,C10 H10 O8,0.000154838,8,0.953,-H1 O1 -N1,0
C10 H12 O7,0.000518138,7,0.982,C10 H10 O8,0.000154838,8,0.953,-H2 O1,0
C10 H14 O6,0.000459083,7,1.006,C10 H10 O8,0.000154838,8,0.953,-H4 O2,0
C11 H12 O7,0.001065968,7,0.889,C10 H10 O8,0.000154838,8,0.953,-C1 -H2 O1,0
C10 H10 O6,0.000719572,7,0.987,C10 H10 O8,0.000154838,8,0.953,O2,0
C10 H8 O7,0.000731338,7,0.938,C10 H10 O8,0.000154838,8,0.953,H2 O1,0
C11 H10 O9,0.000123829,7,0.92,C10 H10 O9,4.82e-05,8,0.837,-C1,0
C12 H14 O10,8.69e-05,7,0.903,C10 H10 O9,4.82e-05,8,0.837,-C2 -H4 -O1,0
C11 H12 O9,0.000150777,7,0.935,C10 H10 O9,4.82e-05,8,0.837,-C1 -H2,0
C12 H12 O9,0.000351169,7,0.843,C10 H10 O9,4.82e-05,8,0.837,-C2 -H2,0
C14 H14 O10,0.000437465,7,0.906,C10 H10 O9,4.82e-05,8,0.837,-C4 -H4 -O1,0
C10 H12 O9,4.27e-05,7,0.885,C10 H10 O9,4.82e-05,8,0.837,-H2,0
C11 H10 O10,3.08e-05,7,0.877,C10 H10 O9,4.82e-05,8,0.837,-C1 -O1,0
C10 H14 O7,0.000198536,7,1.109,C10 H10 O9,4.82e-05,8,0.837,-H4 O2,0
C10 H11 N1 O8,6.02e-05,7,0.846,C10 H10 O9,4.82e-05,8,0.837,-H1 O1 -N1,0
C10 H8 O8,0.000177996,7,0.918,C10 H10 O9,4.82e-05,8,0.837,H2 O1,0
C10 H12 O8,0.000139537,7,0.919,C10 H10 O9,4.82e-05,8,0.837,-H2 O1,0
C10 H10 O8,0.000162444,7,0.953,C10 H10 O9,4.82e-05,8,0.837,O1,0
C11 H12 O8,0.000431671,7,0.929,C10 H10 O9,4.82e-05,8,0.837,-C1 -H2 O1,0
C10 H10 O7,0.000370137,7,0.994,C10 H10 O9,4.82e-05,8,0.837,O2,0
C10 H13 N1 O2,3.14e-05,7,1.01,C10 H11 N1 O2,1.99e-05,8,0.0,-H2,0
C11 H11 N1 O3,5.07e-05,7,1.288,C10 H11 N1 O2,1.99e-05,8,0.0,-C1 -O1,0
C12 H15 N1 O3,4.52e-05,7,0.916,C10 H11 N1 O2,1.99e-05,8,0.0,-C2 -H4 -O1,0
C10 H13 N1 O3,4.26e-05,7,1.115,C10 H11 N1 O2,1.99e-05,8,0.0,-H2 -O1,0
C11 H11 N1 O4,0.00011237,7,1.023,C10 H11 N1 O2,1.99e-05,8,0.0,-C1 -O2,0
C11 H13 N1 O2,2.18e-05,7,0.894,C10 H11 N1 O2,1.99e-05,8,0.0,-C1 -H2,0
C14 H15 N1 O3,4.05e-05,7,1.143,C10 H11 N1 O2,1.99e-05,8,0.0,-C4 -H4 -O1,0
C10 H10 O3,0.000262803,7,1.073,C10 H11 N1 O2,1.99e-05,8,0.0,H1 -O1 N1,0
C12 H13 N1 O2,2.28e-05,7,0.886,C10 H11 N1 O2,1.99e-05,8,0.0,-C2 -H2,0
C10 H13 N1 O3,4.26e-05,7,1.115,C10 H11 N1 O3,5.9e-05,8,1.175,-H2,0
C11 H13 N1 O3,5.44e-05,7,0.983,C10 H11 N1 O3,5.9e-05,8,1.175,-C1 -H2,0
C10 H10 O4,0.000623856,7,0.988,C10 H11 N1 O3,5.9e-05,8,1.175,H1 -O1 N1,0
C12 H13 N1 O3,5.73e-05,7,1.033,C10 H11 N1 O3,5.9e-05,8,1.175,-C2 -H2,0
C14 H15 N1 O4,9.21e-05,7,1.065,C10 H11 N1 O3,5.9e-05,8,1.175,-C4 -H4 -O1,0
C11 H11 N1 O3,5.07e-05,7,1.288,C10 H11 N1 O3,5.9e-05,8,1.175,-C1,0
C12 H15 N1 O4,0.000112313,7,0.969,C10 H11 N1 O3,5.9e-05,8,1.175,-C2 -H4 -O1,1
C10 H13 N1 O4,0.000103993,7,0.911,C10 H11 N1 O3,5.9e-05,8,1.175,-H2 -O1,1
C11 H11 N1 O4,0.00011237,7,1.023,C10 H11 N1 O3,5.9e-05,8,1.175,-C1 -O1,0
C11 H11 N1 O5,0.000141778,7,1.008,C10 H11 N1 O3,5.9e-05,8,1.175,-C1 -O2,0
C10 H9 N1 O2,2.41e-05,7,0.975,C10 H11 N1 O3,5.9e-05,8,1.175,H2 O1,0
C10 H13 N1 O2,3.14e-05,7,1.01,C10 H11 N1 O3,5.9e-05,8,1.175,-H2 O1,0
C11 H13 N1 O2,2.18e-05,7,0.894,C10 H11 N1 O3,5.9e-05,8,1.175,-C1 -H2 O1,1
C11 H11 N1 O4,0.00011237,7,1.023,C10 H11 N1 O4,8.71e-05,8,1.019,-C1,0
C14 H15 N1 O5,0.000160574,7,1.015,C10 H11 N1 O4,8.71e-05,8,1.019,-C4 -H4 -O1,0
C12 H15 N1 O5,0.000168257,7,0.998,C10 H11 N1 O4,8.71e-05,8,1.019,-C2 -H4 -O1,0
C12 H13 N1 O4,0.000117142,7,0.878,C10 H11 N1 O4,8.71e-05,8,1.019,-C2 -H2,0
C11 H11 N1 O5,0.000141778,7,1.008,C10 H11 N1 O4,8.71e-05,8,1.019,-C1 -O1,0
C10 H13 N1 O4,0.000103993,7,0.911,C10 H11 N1 O4,8.71e-05,8,1.019,-H2,0
C11 H11 N1 O6,0.000146607,7,0.906,C10 H11 N1 O4,8.71e-05,8,1.019,-C1 -O2,0
C10 H13 N1 O5,9.76e-05,7,0.919,C10 H11 N1 O4,8.71e-05,8,1.019,-H2 -O1,0
C11 H13 N1 O4,0.000114564,7,0.951,C10 H11 N1 O4,8.71e-05,8,1.019,-C1 -H2,0
C10 H10 O5,0.001108141,7,0.964,C10 H11 N1 O4,8.71e-05,8,1.019,H1 -O1 N1,0
