mol_from,mol_from_int,mol_from_time,mol_from_int_trend,mol_to,mol_to_int,mol_to_time,mol_to_int_trend,transformation_unit,is_hti
C10 H10 O4,0.000508156,6,1.228,C10 H8 O4,0.000526022,7,1.246,-H2,0
C10 H10 O4,0.000508156,6,1.228,C8 H6 O3,8.68e-05,7,1.369,-C2 -H4 -O1,0
C10 H10 O4,0.000508156,6,1.228,C10 H11 N1 O3,5.02e-05,7,0.931,H1 -O1 N1,0
C10 H10 O4,0.000508156,6,1.228,C9 H10 O3,0.000349945,7,1.2,-C1 -O1,0
C10 H10 O4,0.000508156,6,1.228,C8 H8 O4,0.000600389,7,1.147,-C2 -H2,0
C10 H10 O4,0.000508156,6,1.228,C10 H8 O3,0.000278292,7,1.163,-H2 -O1,0
C10 H10 O4,0.000508156,6,1.228,C9 H8 O4,0.000774753,7,1.228,-C1 -H2,0
C10 H10 O4,0.000508156,6,1.228,C10 H12 O5,0.000800825,7,1.256,H2 O1,0
C10 H10 O4,0.000508156,6,1.228,C10 H10 O5,0.001108141,7,1.174,O1,0
C10 H10 O4,0.000508156,6,1.228,C10 H10 O6,0.000719572,7,1.151,O2,0
C10 H10 O4,0.000508156,6,1.228,C9 H8 O5,0.001113074,7,1.103,-C1 -H2 O1,0
C10 H10 O4,0.000508156,6,1.228,C10 H8 O5,0.000814913,7,1.03,-H2 O1,0
C10 H10 O4,0.000508156,6,1.228,C10 H6 O6,0.000714135,7,1.182,-H4 O2,0
C10 H10 O5,0.000944201,6,1.174,C9 H10 O4,0.000343346,7,1.212,-C1 -O1,0
C10 H10 O5,0.000944201,6,1.174,C10 H11 N1 O4,8.55e-05,7,1.129,H1 -O1 N1,0
C10 H10 O5,0.000944201,6,1.174,C10 H8 O4,0.000526022,7,1.246,-H2 -O1,0
C10 H10 O5,0.000944201,6,1.174,C8 H8 O5,0.000230414,7,1.077,-C2 -H2,0
C10 H10 O5,0.000944201,6,1.174,C9 H8 O5,0.001113074,7,1.103,-C1 -H2,0
C10 H10 O5,0.000944201,6,1.174,C10 H8 O5,0.000814913,7,1.03,-H2,0
C10 H10 O5,0.000944201,6,1.174,C8 H6 O4,0.000691463,7,1.289,-C2 -H4 -O1,0
C10 H10 O5,0.000944201,6,1.174,C9 H10 O3,0.000349945,7,1.2,-C1 -O2,0
C10 H10 O5,0.000944201,6,1.174,C9 H10 O5,0.000431337,7,1.172,-C1,0
C10 H10 O5,0.000944201,6,1.174,C10 H12 O6,0.00064278,7,1.204,H2 O1,0
C10 H10 O5,0.000944201,6,1.174,C10 H6 O7,0.000394528,7,1.228,-H4 O2,0
C10 H10 O5,0.000944201,6,1.174,C10 H10 O6,0.000719572,7,1.151,O1,0
C10 H10 O5,0.000944201,6,1.174,C10 H8 O6,0.001093782,7,1.103,-H2 O1,0
C10 H10 O5,0.000944201,6,1.174,C10 H10 O7,0.000370137,7,1.052,O2,0
C10 H10 O5,0.000944201,6,1.174,C9 H8 O6,0.00093434,7,1.174,-C1 -H2 O1,0
C10 H10 O6,0.000625183,6,1.151,C9 H10 O4,0.000343346,7,1.212,-C1 -O2,0
C10 H10 O6,0.000625183,6,1.151,C9 H10 O6,0.00028359,7,1.089,-C1,0
C10 H10 O6,0.000625183,6,1.151,C8 H8 O6,0.000115064,7,1.072,-C2 -H2,0
C10 H10 O6,0.000625183,6,1.151,C10 H8 O6,0.001093782,7,1.103,-H2,0
C10 H10 O6,0.000625183,6,1.151,C10 H8 O5,0.000814913,7,1.03,-H2 -O1,0
C10 H10 O6,0.000625183,6,1.151,C8 H6 O5,0.000710065,7,1.159,-C2 -H4 -O1,0
C10 H10 O6,0.000625183,6,1.151,C9 H10 O5,0.000431337,7,1.172,-C1 -O1,0
C10 H10 O6,0.000625183,6,1.151,C10 H11 N1 O5,0.000102832,7,1.224,H1 -O1 N1,0
C10 H10 O6,0.000625183,6,1.151,C9 H8 O6,0.00093434,7,1.174,-C1 -H2,0
C10 H10 O6,0.000625183,6,1.151,C6 H6 O5,5.32e-05,7,1.101,-C4 -H4 -O1,0
C10 H10 O6,0.000625183,6,1.151,C10 H12 O7,0.000518138,7,1.088,H2 O1,0
C10 H10 O6,0.000625183,6,1.151,C10 H8 O7,0.000731338,7,1.029,-H2 O1,0
C10 H10 O6,0.000625183,6,1.151,C10 H10 O8,0.000162444,7,1.11,O2,0
C10 H10 O6,0.000625183,6,1.151,C10 H6 O8,0.000209755,7,1.182,-H4 O2,0
C10 H10 O6,0.000625183,6,1.151,C10 H10 O7,0.000370137,7,1.052,O1,0
C10 H10 O6,0.000625183,6,1.151,C9 H8 O7,0.000171653,7,1.221,-C1 -H2 O1,0
C10 H10 O6 S1,3.65e-05,6,1.132,C9 H10 O6 S1,3.33e-05,7,1.144,-C1,0
C10 H10 O6 S1,3.65e-05,6,1.132,C8 H8 O6 S1,4.53e-05,7,1.086,-C2 -H2,0
C10 H10 O6 S1,3.65e-05,6,1.132,C10 H8 O6 S1,3.77e-05,7,1.178,-H2,0
C10 H10 O6 S1,3.65e-05,6,1.132,C10 H10 O5,0.001108141,7,1.174,-O1 -S1,0
C10 H10 O6 S1,3.65e-05,6,1.132,C10 H10 O6,0.000719572,7,1.151,-S1,0
C10 H10 O6 S1,3.65e-05,6,1.132,C10 H10 O3,0.000262803,7,1.153,-O3 -S1,0
C10 H10 O6 S1,3.65e-05,6,1.132,C10 H8 O5 S1,2.25e-05,7,1.203,-H2 -O1,0
C10 H10 O6 S1,3.65e-05,6,1.132,C10 H10 O8 S1,2.98e-05,7,0.0,O2,0
C10 H10 O6 S1,3.65e-05,6,1.132,C9 H8 O7 S1,2.68e-05,7,0.884,-C1 -H2 O1,0
C10 H10 O6 S1,3.65e-05,6,1.132,C10 H8 O7 S1,3.33e-05,7,1.286,-H2 O1,0
C10 H10 O6 S1,3.65e-05,6,1.132,C10 H10 O7 S1,4.18e-05,7,1.331,O1,0
C10 H10 O7,0.000351932,6,1.052,C9 H10 O6,0.00028359,7,1.089,-C1 -O1,0
C10 H10 O7,0.000351932,6,1.052,C8 H8 O7,6.72e-05,7,1.412,-C2 -H2,0
C10 H10 O7,0.000351932,6,1.052,C9 H10 O7,0.000216211,7,1.324,-C1,0
C10 H10 O7,0.000351932,6,1.052,C10 H8 O6,0.001093782,7,1.103,-H2 -O1,0
C10 H10 O7,0.000351932,6,1.052,C10 H11 N1 O6,7.94e-05,7,1.094,H1 -O1 N1,0
C10 H10 O7,0.000351932,6,1.052,C10 H8 O7,0.000731338,7,1.029,-H2,0
C10 H10 O7,0.000351932,6,1.052,C8 H6 O6,0.00057215,7,1.033,-C2 -H4 -O1,0
C10 H10 O7,0.000351932,6,1.052,C9 H10 O5,0.000431337,7,1.172,-C1 -O2,0
C10 H10 O7,0.000351932,6,1.052,C9 H8 O7,0.000171653,7,1.221,-C1 -H2,0
C10 H10 O7,0.000351932,6,1.052,C10 H8 O8,0.000177996,7,1.098,-H2 O1,0
C10 H10 O7,0.000351932,6,1.052,C9 H8 O8,2.75e-05,7,0.914,-C1 -H2 O1,0
C10 H10 O7,0.000351932,6,1.052,C10 H6 O9,7.8e-05,7,1.307,-H4 O2,0
C10 H10 O7,0.000351932,6,1.052,C10 H10 O8,0.000162444,7,1.11,O1,0
C10 H10 O7,0.000351932,6,1.052,C10 H10 O9,5.76e-05,7,1.097,O2,0
C10 H10 O7,0.000351932,6,1.052,C10 H12 O8,0.000139537,7,1.242,H2 O1,0
C10 H10 O7 S1,3.14e-05,6,1.331,C9 H10 O6 S1,3.33e-05,7,1.144,-C1 -O1,0
C10 H10 O7 S1,3.14e-05,6,1.331,C9 H8 O7 S1,2.68e-05,7,0.884,-C1 -H2,0
C10 H10 O7 S1,3.14e-05,6,1.331,C10 H8 O7 S1,3.33e-05,7,1.286,-H2,0
C10 H10 O7 S1,3.14e-05,6,1.331,C10 H8 O6 S1,3.77e-05,7,1.178,-H2 -O1,0
C10 H10 O7 S1,3.14e-05,6,1.331,C10 H10 O6,0.000719572,7,1.151,-O1 -S1,0
C10 H10 O7 S1,3.14e-05,6,1.331,C10 H10 O4,0.000623856,7,1.228,-O3 -S1,0
C10 H10 O7 S1,3.14e-05,6,1.331,C10 H10 O7,0.000370137,7,1.052,-S1,0
C10 H10 O7 S1,3.14e-05,6,1.331,C10 H12 O8 S1,3.27e-05,7,1.677,H2 O1,0
C10 H10 O7 S1,3.14e-05,6,1.331,C9 H8 O8 S1,2.88e-05,7,0.0,-C1 -H2 O1,0
C10 H10 O7 S1,3.14e-05,6,1.331,C10 H10 O8 S1,2.98e-05,7,0.0,O1,0
C10 H10 O8,0.000146303,6,1.11,C9 H10 O6,0.00028359,7,1.089,-C1 -O2,0
C10 H10 O8,0.000146303,6,1.11,C10 H8 O8,0.000177996,7,1.098,-H2,0
C10 H10 O8,0.000146303,6,1.11,C9 H8 O8,2.75e-05,7,0.914,-C1 -H2,0
C10 H10 O8,0.000146303,6,1.11,C9 H10 O7,0.000216211,7,1.324,-C1 -O1,0
C10 H10 O8,0.000146303,6,1.11,C10 H11 N1 O7,3.73e-05,7,1.016,H1 -O1 N1,0
C10 H10 O8,0.000146303,6,1.11,C10 H8 O7,0.000731338,7,1.029,-H2 -O1,0
C10 H10 O8,0.000146303,6,1.11,C8 H6 O7,6.71e-05,7,1.074,-C2 -H4 -O1,0
C10 H10 O8,0.000146303,6,1.11,C9 H10 O8,5.4e-05,7,0.961,-C1,0
C10 H10 O8,0.000146303,6,1.11,C9 H8 O9,2.25e-05,7,0.0,-C1 -H2 O1,0
C10 H10 O8,0.000146303,6,1.11,C10 H8 O9,4.08e-05,7,1.325,-H2 O1,0
C10 H10 O8,0.000146303,6,1.11,C10 H12 O9,4.27e-05,7,1.587,H2 O1,0
C10 H10 O8,0.000146303,6,1.11,C10 H10 O9,5.76e-05,7,1.097,O1,0
C10 H10 O9,5.25e-05,6,1.097,C9 H8 O9,2.25e-05,7,0.0,-C1 -H2,0
C10 H10 O9,5.25e-05,6,1.097,C8 H6 O8,2.78e-05,7,0.0,-C2 -H4 -O1,0
C10 H10 O9,5.25e-05,6,1.097,C10 H11 N1 O8,6.02e-05,7,1.077,H1 -O1 N1,0
C10 H10 O9,5.25e-05,6,1.097,C10 H8 O9,4.08e-05,7,1.325,-H2,0
C10 H10 O9,5.25e-05,6,1.097,C10 H8 O8,0.000177996,7,1.098,-H2 -O1,0
C10 H10 O9,5.25e-05,6,1.097,C9 H10 O7,0.000216211,7,1.324,-C1 -O2,0
C10 H10 O9,5.25e-05,6,1.097,C9 H10 O8,5.4e-05,7,0.961,-C1 -O1,0
C10 H11 N1 O2,1.76e-05,6,0.0,C8 H9 N1 O2,2.48e-05,7,0.0,-C2 -H2,0
C10 H11 N1 O2,1.76e-05,6,0.0,C10 H9 N1 O2,2.41e-05,7,0.0,-H2,0
C10 H11 N1 O2,1.76e-05,6,0.0,C9 H11 N1 O2,4.27e-05,7,1.605,-C1,0
C10 H11 N1 O2,1.76e-05,6,0.0,C9 H9 N1 O3,4.73e-05,7,1.056,-C1 -H2 O1,0
C10 H11 N1 O2,1.76e-05,6,0.0,C10 H11 N1 O4,8.55e-05,7,1.129,O2,0
C10 H11 N1 O2,1.76e-05,6,0.0,C10 H10 O3,0.000262803,7,1.153,-H1 O1 -N1,0
C10 H11 N1 O2,1.76e-05,6,0.0,C10 H11 N1 O3,5.02e-05,7,0.931,O1,0
C10 H11 N1 O2,1.76e-05,6,0.0,C10 H9 N1 O3,5.61e-05,7,0.982,-H2 O1,0
C10 H11 N1 O2,1.76e-05,6,0.0,C10 H7 N1 O4,7.95e-05,7,1.225,-H4 O2,0
C10 H11 N1 O2,1.76e-05,6,0.0,C10 H13 N1 O3,4.26e-05,7,1.474,H2 O1,0
C10 H11 N1 O3,5.39e-05,6,0.931,C10 H9 N1 O2,2.41e-05,7,0.0,-H2 -O1,0
C10 H11 N1 O3,5.39e-05,6,0.931,C9 H9 N1 O3,4.73e-05,7,1.056,-C1 -H2,1
C10 H11 N1 O3,5.39e-05,6,0.931,C9 H11 N1 O2,4.27e-05,7,1.605,-C1 -O1,1
C10 H11 N1 O3,5.39e-05,6,0.931,C8 H9 N1 O3,4.15e-05,7,1.781,-C2 -H2,1
C10 H11 N1 O3,5.39e-05,6,0.931,C9 H11 N1 O3,4.24e-05,7,0.961,-C1,0
C10 H11 N1 O3,5.39e-05,6,0.931,C10 H9 N1 O3,5.61e-05,7,0.982,-H2,0
C10 H11 N1 O3,5.39e-05,6,0.931,C10 H11 N1 O4,8.55e-05,7,1.129,O1,1
C10 H11 N1 O3,5.39e-05,6,0.931,C10 H13 N1 O4,0.000103993,7,1.102,H2 O1,1
C10 H11 N1 O3,5.39e-05,6,0.931,C10 H9 N1 O4,9.56e-05,7,1.101,-H2 O1,1
C10 H11 N1 O3,5.39e-05,6,0.931,C10 H7 N1 O5,9.56e-05,7,1.278,-H4 O2,1
C10 H11 N1 O3,5.39e-05,6,0.931,C9 H9 N1 O4,5.94e-05,7,0.893,-C1 -H2 O1,0
C10 H11 N1 O3,5.39e-05,6,0.931,C10 H11 N1 O5,0.000102832,7,1.224,O2,1
C10 H11 N1 O3,5.39e-05,6,0.931,C10 H10 O4,0.000623856,7,1.228,-H1 O1 -N1,1
C10 H11 N1 O4,7.57e-05,6,1.129,C9 H11 N1 O2,4.27e-05,7,1.605,-C1 -O2,0
C10 H11 N1 O4,7.57e-05,6,1.129,C10 H9 N1 O4,9.56e-05,7,1.101,-H2,0
C10 H11 N1 O4,7.57e-05,6,1.129,C9 H11 N1 O3,4.24e-05,7,0.961,-C1 -O1,0
C10 H11 N1 O4,7.57e-05,6,1.129,C8 H7 N1 O3,4.1e-05,7,1.209,-C2 -H4 -O1,0
C10 H11 N1 O4,7.57e-05,6,1.129,C9 H11 N1 O4,6.47e-05,7,0.9,-C1,0
C10 H11 N1 O4,7.57e-05,6,1.129,C8 H9 N1 O4,4.52e-05,7,1.032,-C2 -H2,0
C10 H11 N1 O4,7.57e-05,6,1.129,C10 H9 N1 O3,5.61e-05,7,0.982,-H2 -O1,0
C10 H11 N1 O4,7.57e-05,6,1.129,C9 H9 N1 O4,5.94e-05,7,0.893,-C1 -H2,0
C10 H11 N1 O4,7.57e-05,6,1.129,C9 H9 N1 O5,7.31e-05,7,1.263,-C1 -H2 O1,0
C10 H11 N1 O4,7.57e-05,6,1.129,C10 H10 O5,0.001108141,7,1.174,-H1 O1 -N1,0
C10 H11 N1 O4,7.57e-05,6,1.129,C10 H11 N1 O6,7.94e-05,7,1.094,O2,0
C10 H11 N1 O4,7.57e-05,6,1.129,C10 H9 N1 O5,0.000114996,7,1.039,-H2 O1,0
C10 H11 N1 O4,7.57e-05,6,1.129,C10 H13 N1 O5,9.76e-05,7,1.126,H2 O1,0
C10 H11 N1 O4,7.57e-05,6,1.129,C10 H11 N1 O5,0.000102832,7,1.224,O1,0
C10 H11 N1 O4,7.57e-05,6,1.129,C10 H7 N1 O6,5.16e-05,7,0.94,-H4 O2,0
C10 H11 N1 O5,8.4e-05,6,1.224,C10 H9 N1 O4,9.56e-05,7,1.101,-H2 -O1,0
C10 H11 N1 O5,8.4e-05,6,1.224,C9 H9 N1 O5,7.31e-05,7,1.263,-C1 -H2,0
C10 H11 N1 O5,8.4e-05,6,1.224,C9 H11 N1 O3,4.24e-05,7,0.961,-C1 -O2,0
C10 H11 N1 O5,8.4e-05,6,1.224,C8 H9 N1 O5,2.92e-05,7,1.182,-C2 -H2,0
C10 H11 N1 O5,8.4e-05,6,1.224,C10 H9 N1 O5,0.000114996,7,1.039,-H2,0
C10 H11 N1 O5,8.4e-05,6,1.224,C9 H11 N1 O4,6.47e-05,7,0.9,-C1 -O1,0
C10 H11 N1 O5,8.4e-05,6,1.224,C8 H7 N1 O4,6.3e-05,7,1.034,-C2 -H4 -O1,0
C10 H11 N1 O5,8.4e-05,6,1.224,C9 H11 N1 O5,6.71e-05,7,0.941,-C1,0
C10 H11 N1 O5,8.4e-05,6,1.224,C10 H12 N2 O4,4.78e-05,7,1.513,H1 -O1 N1,0
C10 H11 N1 O5,8.4e-05,6,1.224,C10 H9 N1 O6,8.83e-05,7,1.274,-H2 O1,0
C10 H11 N1 O5,8.4e-05,6,1.224,C10 H13 N1 O6,9.91e-05,7,1.486,H2 O1,0
C10 H11 N1 O5,8.4e-05,6,1.224,C10 H10 O6,0.000719572,7,1.151,-H1 O1 -N1,0
C10 H11 N1 O5,8.4e-05,6,1.224,C9 H9 N1 O6,5.28e-05,7,1.635,-C1 -H2 O1,0
C10 H11 N1 O5,8.4e-05,6,1.224,C10 H11 N1 O6,7.94e-05,7,1.094,O1,0
C10 H11 N1 O5,8.4e-05,6,1.224,C10 H11 N1 O7,3.73e-05,7,1.016,O2,0
C10 H11 N1 O5,8.4e-05,6,1.224,C10 H7 N1 O7,3.52e-05,7,1.338,-H4 O2,0
C10 H11 N1 O6,7.26e-05,6,1.094,C10 H9 N1 O6,8.83e-05,7,1.274,-H2,0
C10 H11 N1 O6,7.26e-05,6,1.094,C8 H7 N1 O5,4.18e-05,7,0.927,-C2 -H4 -O1,0
C10 H11 N1 O6,7.26e-05,6,1.094,C9 H9 N1 O6,5.28e-05,7,1.635,-C1 -H2,0
C10 H11 N1 O6,7.26e-05,6,1.094,C10 H9 N1 O5,0.000114996,7,1.039,-H2 -O1,0
C10 H11 N1 O6,7.26e-05,6,1.094,C9 H11 N1 O4,6.47e-05,7,0.9,-C1 -O2,0
C10 H11 N1 O6,7.26e-05,6,1.094,C10 H12 N2 O5,4.64e-05,7,0.899,H1 -O1 N1,0
C10 H11 N1 O6,7.26e-05,6,1.094,C9 H11 N1 O6,5.04e-05,7,1.412,-C1,0
C10 H11 N1 O6,7.26e-05,6,1.094,C9 H11 N1 O5,6.71e-05,7,0.941,-C1 -O1,0
C10 H11 N1 O6,7.26e-05,6,1.094,C10 H11 N1 O8,6.02e-05,7,1.077,O2,0
C10 H11 N1 O6,7.26e-05,6,1.094,C10 H13 N1 O7,4.67e-05,7,1.987,H2 O1,0
C10 H11 N1 O6,7.26e-05,6,1.094,C10 H11 N1 O7,3.73e-05,7,1.016,O1,0
C10 H11 N1 O6,7.26e-05,6,1.094,C10 H9 N1 O7,5.02e-05,7,1.201,-H2 O1,0
C10 H11 N1 O6,7.26e-05,6,1.094,C10 H10 O7,0.000370137,7,1.052,-H1 O1 -N1,0
C10 H11 N1 O7,3.67e-05,6,1.016,C10 H9 N1 O6,8.83e-05,7,1.274,-H2 -O1,0
C10 H11 N1 O7,3.67e-05,6,1.016,C8 H7 N1 O6,7.29e-05,7,1.209,-C2 -H4 -O1,0
C10 H11 N1 O7,3.67e-05,6,1.016,C10 H9 N1 O7,5.02e-05,7,1.201,-H2,0
C10 H11 N1 O7,3.67e-05,6,1.016,C9 H11 N1 O6,5.04e-05,7,1.412,-C1 -O1,0
C10 H11 N1 O7,3.67e-05,6,1.016,C9 H11 N1 O5,6.71e-05,7,0.941,-C1 -O2,0
C10 H11 N1 O7,3.67e-05,6,1.016,C10 H11 N1 O8,6.02e-05,7,1.077,O1,0
C10 H11 N1 O7,3.67e-05,6,1.016,C10 H10 O8,0.000162444,7,1.11,-H1 O1 -N1,0
C10 H11 N1 O8,5.59e-05,6,1.077,C10 H9 N1 O7,5.02e-05,7,1.201,-H2 -O1,0
C10 H11 N1 O8,5.59e-05,6,1.077,C9 H11 N1 O6,5.04e-05,7,1.412,-C1 -O2,0
C10 H11 N1 O8,5.59e-05,6,1.077,C10 H10 O9,5.76e-05,7,1.097,-H1 O1 -N1,0
C10 H12 N2 O3,2.92e-05,6,0.0,C9 H12 N2 O3,2.62e-05,7,0.0,-C1,0
C10 H12 N2 O3,2.92e-05,6,0.0,C10 H10 N2 O3,3.49e-05,7,0.0,-H2,0
C10 H12 N2 O3,2.92e-05,6,0.0,C9 H10 N2 O3,2.67e-05,7,1.278,-C1 -H2,0
C10 H12 N2 O3,2.92e-05,6,0.0,C10 H11 N1 O4,8.55e-05,7,1.129,-H1 O1 -N1,0
C10 H12 N2 O3,2.92e-05,6,0.0,C10 H8 N2 O5,3.17e-05,7,1.378,-H4 O2,0
C10 H12 N2 O3,2.92e-05,6,0.0,C10 H14 N2 O4,4.92e-05,7,0.0,H2 O1,0
C10 H12 N2 O3,2.92e-05,6,0.0,C10 H12 N2 O5,4.64e-05,7,0.899,O2,0
C10 H12 N2 O3,2.92e-05,6,0.0,C10 H10 N2 O4,4.62e-05,7,0.0,-H2 O1,0
C10 H12 N2 O3,2.92e-05,6,0.0,C10 H12 N2 O4,4.78e-05,7,1.513,O1,0
C10 H12 N2 O4,3.16e-05,6,1.513,C9 H12 N2 O3,2.62e-05,7,0.0,-C1 -O1,0
C10 H12 N2 O4,3.16e-05,6,1.513,C10 H10 N2 O3,3.49e-05,7,0.0,-H2 -O1,0
C10 H12 N2 O4,3.16e-05,6,1.513,C9 H12 N2 O4,3.5e-05,7,0.0,-C1,0
C10 H12 N2 O4,3.16e-05,6,1.513,C10 H10 N2 O4,4.62e-05,7,0.0,-H2,0
C10 H12 N2 O4,3.16e-05,6,1.513,C10 H8 N2 O6,2.24e-05,7,0.0,-H4 O2,0
C10 H12 N2 O4,3.16e-05,6,1.513,C9 H10 N2 O5,2.91e-05,7,0.791,-C1 -H2 O1,0
C10 H12 N2 O4,3.16e-05,6,1.513,C10 H10 N2 O5,3.62e-05,7,0.812,-H2 O1,0
C10 H12 N2 O4,3.16e-05,6,1.513,C10 H12 N2 O5,4.64e-05,7,0.899,O1,0
C10 H12 N2 O4,3.16e-05,6,1.513,C10 H11 N1 O5,0.000102832,7,1.224,-H1 O1 -N1,0
C10 H12 N2 O5,5.16e-05,6,0.899,C9 H12 N2 O3,2.62e-05,7,0.0,-C1 -O2,0
C10 H12 N2 O5,5.16e-05,6,0.899,C9 H12 N2 O4,3.5e-05,7,0.0,-C1 -O1,0
C10 H12 N2 O5,5.16e-05,6,0.899,C9 H10 N2 O5,2.91e-05,7,0.791,-C1 -H2,0
C10 H12 N2 O5,5.16e-05,6,0.899,C10 H10 N2 O5,3.62e-05,7,0.812,-H2,0
C10 H12 N2 O5,5.16e-05,6,0.899,C10 H10 N2 O4,4.62e-05,7,0.0,-H2 -O1,0
C10 H12 N2 O5,5.16e-05,6,0.899,C10 H14 N2 O6,2.34e-05,7,0.0,H2 O1,0
C10 H12 N2 O5,5.16e-05,6,0.899,C10 H11 N1 O6,7.94e-05,7,1.094,-H1 O1 -N1,1
C10 H12 N2 O6,3.22e-05,6,0.0,C8 H8 N2 O5,2.8e-05,7,0.0,-C2 -H4 -O1,0
C10 H12 N2 O6,3.22e-05,6,0.0,C9 H12 N2 O4,3.5e-05,7,0.0,-C1 -O2,0
C10 H12 N2 O6,3.22e-05,6,0.0,C10 H10 N2 O5,3.62e-05,7,0.812,-H2 -O1,0
C10 H12 N2 O6,3.22e-05,6,0.0,C10 H11 N1 O7,3.73e-05,7,1.016,-H1 O1 -N1,0
C10 H12 O2,8.52e-05,6,1.376,C9 H10 O2,8.04e-05,7,1.245,-C1 -H2,0
