mol_from,mol_from_int,mol_from_time,mol_from_int_trend,mol_to,mol_to_int,mol_to_time,mol_to_int_trend,transformation_unit,is_hti
C22 H24 O11,0.000446461,3,1.01,C21 H24 O9,0.000766396,4,0.911,-C1 -O2,0
C22 H24 O10,0.000460867,3,1.065,C21 H24 O9,0.000766396,4,0.911,-C1 -O1,0
C21 H22 O8,0.000481157,3,0.955,C21 H24 O9,0.000766396,4,0.911,H2 O1,0
C22 H26 O8,0.000655534,3,0.947,C21 H24 O9,0.000766396,4,0.911,-C1 -H2 O1,0
C21 H28 O7,0.000965528,3,1.035,C21 H24 O9,0.000766396,4,0.911,-H4 O2,0
C21 H25 N1 O8,9.04e-05,3,0.883,C21 H24 O9,0.000766396,4,0.911,-H1 O1 -N1,0
C21 H24 O7,0.000594174,3,0.95,C21 H24 O9,0.000766396,4,0.911,O2,0
C21 H24 O8,0.000679669,3,0.964,C21 H24 O9,0.000766396,4,0.911,O1,0
C21 H26 O8,0.001083739,3,0.915,C21 H24 O9,0.000766396,4,0.911,-H2 O1,0
C13 H16 O3,0.000255098,3,1.12,C12 H16 O3,0.000254565,4,1.027,-C1,0
C14 H18 O3,0.000264723,3,1.04,C12 H16 O3,0.000254565,4,1.027,-C2 -H2,0
C14 H20 O4,0.00065732,3,1.029,C12 H16 O3,0.000254565,4,1.027,-C2 -H4 -O1,0
C12 H18 O4,0.000459397,3,1.152,C12 H16 O3,0.000254565,4,1.027,-H2 -O1,0
C13 H18 O3,0.000235241,3,1.124,C12 H16 O3,0.000254565,4,1.027,-C1 -H2,0
C13 H16 O5,0.001099646,3,1.108,C12 H16 O3,0.000254565,4,1.027,-C1 -O2,0
C16 H20 O4,0.000476042,3,0.982,C12 H16 O3,0.000254565,4,1.027,-C4 -H4 -O1,0
C12 H18 O3,0.000168012,3,1.151,C12 H16 O3,0.000254565,4,1.027,-H2,0
C13 H16 O4,0.000545945,3,1.148,C12 H16 O3,0.000254565,4,1.027,-C1 -O1,0
C13 H18 O2,9.33e-05,3,0.885,C12 H16 O3,0.000254565,4,1.027,-C1 -H2 O1,1
C12 H17 N1 O2,1.96e-05,3,0.0,C12 H16 O3,0.000254565,4,1.027,-H1 O1 -N1,0
C12 H18 O2,4.6e-05,3,1.326,C12 H16 O3,0.000254565,4,1.027,-H2 O1,0
C12 H16 O1,2.14e-05,3,1.481,C12 H16 O3,0.000254565,4,1.027,O2,0
C12 H16 O2,9.18e-05,3,1.091,C12 H16 O3,0.000254565,4,1.027,O1,0
C12 H14 O2,9.79e-05,3,0.931,C12 H16 O3,0.000254565,4,1.027,H2 O1,1
C24 H27 N1 O10,3.6e-05,3,1.083,C23 H25 N1 O10,5.03e-05,4,0.813,-C1 -H2,0
C23 H27 N1 O10,3.75e-05,3,1.24,C23 H25 N1 O10,5.03e-05,4,0.813,-H2,0
C24 H25 N1 O11,3.42e-05,3,0.971,C23 H25 N1 O10,5.03e-05,4,0.813,-C1 -O1,0
C23 H24 O11,0.000305664,3,1.076,C23 H25 N1 O10,5.03e-05,4,0.813,H1 -O1 N1,0
C23 H27 N1 O11,4.67e-05,3,0.979,C23 H25 N1 O10,5.03e-05,4,0.813,-H2 -O1,0
C24 H25 N1 O10,3.97e-05,3,0.899,C23 H25 N1 O10,5.03e-05,4,0.813,-C1,0
C24 H27 N1 O9,3.93e-05,3,0.883,C23 H25 N1 O10,5.03e-05,4,0.813,-C1 -H2 O1,0
C23 H25 N1 O8,4.21e-05,3,0.758,C23 H25 N1 O10,5.03e-05,4,0.813,O2,0
C23 H23 N1 O9,5.1e-05,3,0.778,C23 H25 N1 O10,5.03e-05,4,0.813,H2 O1,0
C23 H27 N1 O9,5.47e-05,3,0.824,C23 H25 N1 O10,5.03e-05,4,0.813,-H2 O1,0
C23 H25 N1 O9,4.78e-05,3,1.119,C23 H25 N1 O10,5.03e-05,4,0.813,O1,0
C23 H29 N1 O8,3.63e-05,3,1.196,C23 H25 N1 O10,5.03e-05,4,0.813,-H4 O2,0
C23 H26 N2 O9,3.35e-05,3,0.0,C23 H25 N1 O10,5.03e-05,4,0.813,-H1 O1 -N1,0
C13 H16 N2 O3,3.6e-05,3,1.125,C12 H14 N2 O3,4.33e-05,4,1.463,-C1 -H2,0
C13 H14 N2 O3,3.67e-05,3,1.308,C12 H14 N2 O3,4.33e-05,4,1.463,-C1,0
C12 H13 N1 O4,0.00010147,3,1.074,C12 H14 N2 O3,4.33e-05,4,1.463,H1 -O1 N1,0
C16 H18 N2 O4,6.06e-05,3,0.0,C12 H14 N2 O3,4.33e-05,4,1.463,-C4 -H4 -O1,0
C12 H16 N2 O3,2.49e-05,3,0.972,C12 H14 N2 O3,4.33e-05,4,1.463,-H2,1
C13 H14 N2 O4,7.38e-05,3,1.182,C12 H14 N2 O3,4.33e-05,4,1.463,-C1 -O1,0
C12 H16 N2 O4,5.78e-05,3,0.933,C12 H14 N2 O3,4.33e-05,4,1.463,-H2 -O1,1
C13 H14 N2 O5,0.00011315,3,0.942,C12 H14 N2 O3,4.33e-05,4,1.463,-C1 -O2,1
C14 H18 N2 O4,6.18e-05,3,0.898,C12 H14 N2 O3,4.33e-05,4,1.463,-C2 -H4 -O1,1
C14 H16 N2 O3,4.16e-05,3,0.825,C12 H14 N2 O3,4.33e-05,4,1.463,-C2 -H2,1
C31 H40 O13,6.97e-05,3,0.96,C30 H40 O13,8.62e-05,4,1.122,-C1,1
C31 H40 O14,5.37e-05,3,0.855,C30 H40 O13,8.62e-05,4,1.122,-C1 -O1,1
C31 H40 O15,3.96e-05,3,0.806,C30 H40 O13,8.62e-05,4,1.122,-C1 -O2,1
C30 H42 O13,7.34e-05,3,0.993,C30 H40 O13,8.62e-05,4,1.122,-H2,0
C31 H42 O13,6.57e-05,3,1.075,C30 H40 O13,8.62e-05,4,1.122,-C1 -H2,0
C32 H44 O14,3.32e-05,3,1.22,C30 H40 O13,8.62e-05,4,1.122,-C2 -H4 -O1,0
C30 H42 O14,4.05e-05,3,1.198,C30 H40 O13,8.62e-05,4,1.122,-H2 -O1,0
C32 H42 O13,5.31e-05,3,0.96,C30 H40 O13,8.62e-05,4,1.122,-C2 -H2,1
C30 H38 O12,0.000106324,3,0.824,C30 H40 O13,8.62e-05,4,1.122,H2 O1,1
C30 H44 O11,9.81e-05,3,0.984,C30 H40 O13,8.62e-05,4,1.122,-H4 O2,0
C30 H40 O11,0.000140987,3,0.996,C30 H40 O13,8.62e-05,4,1.122,O2,0
C31 H42 O12,9.44e-05,3,0.832,C30 H40 O13,8.62e-05,4,1.122,-C1 -H2 O1,1
C30 H42 O12,9.65e-05,3,0.997,C30 H40 O13,8.62e-05,4,1.122,-H2 O1,0
C30 H40 O12,9.76e-05,3,1.263,C30 H40 O13,8.62e-05,4,1.122,O1,0
C12 H8 O10,6.55e-05,3,1.06,C12 H6 O9,0.000104562,4,0.822,-H2 -O1,0
C13 H6 O9,9.13e-05,3,0.92,C12 H6 O9,0.000104562,4,0.822,-C1,0
C14 H10 O10,0.000257651,3,0.847,C12 H6 O9,0.000104562,4,0.822,-C2 -H4 -O1,0
C12 H8 O9,0.000191822,3,1.018,C12 H6 O9,0.000104562,4,0.822,-H2,0
C13 H8 O9,0.000266079,3,0.941,C12 H6 O9,0.000104562,4,0.822,-C1 -H2,0
C16 H10 O10,0.000237863,3,0.883,C12 H6 O9,0.000104562,4,0.822,-C4 -H4 -O1,0
C14 H8 O9,0.00020212,3,0.913,C12 H6 O9,0.000104562,4,0.822,-C2 -H2,0
C12 H6 O8,0.000235435,3,0.897,C12 H6 O9,0.000104562,4,0.822,O1,0
C12 H6 O7,0.000331498,3,0.893,C12 H6 O9,0.000104562,4,0.822,O2,0
C12 H4 O8,6.37e-05,3,0.67,C12 H6 O9,0.000104562,4,0.822,H2 O1,0
C12 H7 N1 O8,3.15e-05,3,0.838,C12 H6 O9,0.000104562,4,0.822,-H1 O1 -N1,0
C13 H8 O8,0.000547164,3,0.889,C12 H6 O9,0.000104562,4,0.822,-C1 -H2 O1,0
C12 H10 O7,0.001083508,3,1.03,C12 H6 O9,0.000104562,4,0.822,-H4 O2,0
C12 H8 O8,0.000490832,3,0.988,C12 H6 O9,0.000104562,4,0.822,-H2 O1,0
C20 H13 N1 O8,3.85e-05,3,0.0,C19 H13 N1 O6,3.46e-05,4,0.848,-C1 -O2,0
C19 H15 N1 O6,4.46e-05,3,1.119,C19 H13 N1 O6,3.46e-05,4,0.848,-H2,0
C20 H15 N1 O6,3.72e-05,3,0.766,C19 H13 N1 O6,3.46e-05,4,0.848,-C1 -H2,0
C19 H12 O7,0.000237567,3,0.929,C19 H13 N1 O6,3.46e-05,4,0.848,H1 -O1 N1,0
C20 H13 N1 O7,3.63e-05,3,1.014,C19 H13 N1 O6,3.46e-05,4,0.848,-C1 -O1,0
C19 H15 N1 O7,6.93e-05,3,0.886,C19 H13 N1 O6,3.46e-05,4,0.848,-H2 -O1,0
C20 H13 N1 O6,2.57e-05,3,0.0,C19 H13 N1 O6,3.46e-05,4,0.848,-C1,0
C21 H17 N1 O7,3.19e-05,3,1.31,C19 H13 N1 O6,3.46e-05,4,0.848,-C2 -H4 -O1,0
C19 H15 N1 O5,3.84e-05,3,0.69,C19 H13 N1 O6,3.46e-05,4,0.848,-H2 O1,0
C20 H26 O11,0.000397703,3,1.017,C19 H24 O11,0.000480701,4,1.002,-C1 -H2,0
C20 H24 O11,0.000560328,3,0.958,C19 H24 O11,0.000480701,4,1.002,-C1,0
C23 H28 O12,0.000252145,3,1.0,C19 H24 O11,0.000480701,4,1.002,-C4 -H4 -O1,0
C20 H24 O13,0.000138374,3,0.935,C19 H24 O11,0.000480701,4,1.002,-C1 -O2,0
C20 H24 O12,0.000248991,3,1.017,C19 H24 O11,0.000480701,4,1.002,-C1 -O1,0
C21 H28 O12,0.000168984,3,1.162,C19 H24 O11,0.000480701,4,1.002,-C2 -H4 -O1,0
C21 H26 O11,0.000494421,3,0.954,C19 H24 O11,0.000480701,4,1.002,-C2 -H2,0
C19 H26 O11,0.000282115,3,1.078,C19 H24 O11,0.000480701,4,1.002,-H2,0
C19 H26 O12,9.58e-05,3,1.142,C19 H24 O11,0.000480701,4,1.002,-H2 -O1,0
C19 H25 N1 O10,5.82e-05,3,0.942,C19 H24 O11,0.000480701,4,1.002,-H1 O1 -N1,0
C19 H28 O9,0.000665358,3,1.014,C19 H24 O11,0.000480701,4,1.002,-H4 O2,0
C19 H26 O10,0.000563882,3,1.046,C19 H24 O11,0.000480701,4,1.002,-H2 O1,0
C20 H26 O10,0.000868841,3,1.019,C19 H24 O11,0.000480701,4,1.002,-C1 -H2 O1,0
C19 H24 O9,0.001634385,3,0.946,C19 H24 O11,0.000480701,4,1.002,O2,0
C19 H24 O10,0.000878383,3,0.979,C19 H24 O11,0.000480701,4,1.002,O1,0
C19 H22 O10,0.000972403,3,0.937,C19 H24 O11,0.000480701,4,1.002,H2 O1,0
C15 H14 N2 O7,0.000110385,3,0.805,C13 H10 N2 O6,4.82e-05,4,0.932,-C2 -H4 -O1,0
C14 H12 N2 O6,6.56e-05,3,1.152,C13 H10 N2 O6,4.82e-05,4,0.932,-C1 -H2,0
C14 H10 N2 O8,2.94e-05,3,0.976,C13 H10 N2 O6,4.82e-05,4,0.932,-C1 -O2,0
C13 H12 N2 O7,6.17e-05,3,0.689,C13 H10 N2 O6,4.82e-05,4,0.932,-H2 -O1,0
C13 H12 N2 O6,9.01e-05,3,0.917,C13 H10 N2 O6,4.82e-05,4,0.932,-H2,0
C13 H9 N1 O7,9.39e-05,3,1.094,C13 H10 N2 O6,4.82e-05,4,0.932,H1 -O1 N1,0
C13 H10 N2 O4,3.72e-05,3,1.019,C13 H10 N2 O6,4.82e-05,4,0.932,O2,0
C13 H12 N2 O5,7.82e-05,3,1.087,C13 H10 N2 O6,4.82e-05,4,0.932,-H2 O1,0
C13 H14 N2 O4,7.38e-05,3,1.182,C13 H10 N2 O6,4.82e-05,4,0.932,-H4 O2,0
C14 H12 N2 O5,7.44e-05,3,0.817,C13 H10 N2 O6,4.82e-05,4,0.932,-C1 -H2 O1,0
C13 H10 N2 O5,4.69e-05,3,0.938,C13 H10 N2 O6,4.82e-05,4,0.932,O1,0
C15 H19 N1 O7,0.000195027,3,1.118,C15 H20 N2 O6,0.000111016,4,1.086,H1 -O1 N1,0
C16 H20 N2 O6,0.000145467,3,0.865,C15 H20 N2 O6,0.000111016,4,1.086,-C1,1
C16 H22 N2 O6,6.65e-05,3,1.141,C15 H20 N2 O6,0.000111016,4,1.086,-C1 -H2,0
C19 H24 N2 O7,4.28e-05,3,1.273,C15 H20 N2 O6,0.000111016,4,1.086,-C4 -H4 -O1,0
C16 H20 N2 O7,0.000125843,3,0.893,C15 H20 N2 O6,0.000111016,4,1.086,-C1 -O1,1
C16 H20 N2 O8,0.000130006,3,0.895,C15 H20 N2 O6,0.000111016,4,1.086,-C1 -O2,1
C15 H22 N2 O6,4.15e-05,3,1.075,C15 H20 N2 O6,0.000111016,4,1.086,-H2,0
C17 H22 N2 O6,8.08e-05,3,0.967,C15 H20 N2 O6,0.000111016,4,1.086,-C2 -H2,1
C15 H22 N2 O7,3.66e-05,3,1.202,C15 H20 N2 O6,0.000111016,4,1.086,-H2 -O1,0
C17 H24 N2 O7,4.6e-05,3,0.824,C15 H20 N2 O6,0.000111016,4,1.086,-C2 -H4 -O1,1
C16 H22 N2 O5,4.68e-05,3,0.863,C15 H20 N2 O6,0.000111016,4,1.086,-C1 -H2 O1,1
C15 H20 N2 O5,9.15e-05,3,1.04,C15 H20 N2 O6,0.000111016,4,1.086,O1,0
C15 H20 N2 O4,4.39e-05,3,0.0,C15 H20 N2 O6,0.000111016,4,1.086,O2,0
C15 H18 N2 O5,0.000128462,3,1.024,C15 H20 N2 O6,0.000111016,4,1.086,H2 O1,0
C17 H22 O7,0.002409874,3,0.961,C16 H22 O5,0.001115266,4,1.048,-C1 -O2,1
C20 H26 O6,0.001205961,3,0.952,C16 H22 O5,0.001115266,4,1.048,-C4 -H4 -O1,1
C16 H24 O5,0.000743287,3,1.093,C16 H22 O5,0.001115266,4,1.048,-H2,0
C16 H22 O8 S1,6.69e-05,3,1.19,C16 H22 O5,0.001115266,4,1.048,-O3 -S1,0
C16 H22 O6 S1,4.29e-05,3,1.065,C16 H22 O5,0.001115266,4,1.048,-O1 -S1,0
C17 H24 O5,0.000894147,3,1.01,C16 H22 O5,0.001115266,4,1.048,-C1 -H2,0
C18 H26 O6,0.001545279,3,1.0,C16 H22 O5,0.001115266,4,1.048,-C2 -H4 -O1,0
C16 H24 O6,0.00127128,3,1.083,C16 H22 O5,0.001115266,4,1.048,-H2 -O1,0
C17 H22 O5,0.000965858,3,0.994,C16 H22 O5,0.001115266,4,1.048,-C1,0
C17 H22 O6,0.001650073,3,0.982,C16 H22 O5,0.001115266,4,1.048,-C1 -O1,0
C18 H24 O5,0.00091993,3,0.958,C16 H22 O5,0.001115266,4,1.048,-C2 -H2,1
C16 H26 O3,8.22e-05,3,0.901,C16 H22 O5,0.001115266,4,1.048,-H4 O2,1
C16 H20 O4,0.000476042,3,0.982,C16 H22 O5,0.001115266,4,1.048,H2 O1,0
C16 H22 O3,0.000168324,3,0.947,C16 H22 O5,0.001115266,4,1.048,O2,1
C17 H24 O4,0.000454576,3,0.942,C16 H22 O5,0.001115266,4,1.048,-C1 -H2 O1,1
C16 H24 O4,0.00035255,3,1.108,C16 H22 O5,0.001115266,4,1.048,-H2 O1,0
C16 H22 O4,0.000523634,3,1.038,C16 H22 O5,0.001115266,4,1.048,O1,0
C16 H23 N1 O4,2.8e-05,3,1.364,C16 H22 O5,0.001115266,4,1.048,-H1 O1 -N1,0
C14 H16 N2 O7,0.000137189,3,0.818,C10 H12 N2 O6,2.33e-05,4,0.0,-C4 -H4 -O1,0
C10 H11 N1 O7,3.54e-05,3,1.359,C10 H12 N2 O6,2.33e-05,4,0.0,H1 -O1 N1,0
C11 H12 N2 O6,4.66e-05,3,1.107,C10 H12 N2 O6,2.33e-05,4,0.0,-C1,0
C12 H16 N2 O7,3.7e-05,3,0.0,C10 H12 N2 O6,2.33e-05,4,0.0,-C2 -H4 -O1,0
C12 H14 N2 O6,8.43e-05,3,0.994,C10 H12 N2 O6,2.33e-05,4,0.0,-C2 -H2,0
C10 H12 N2 O5,4.29e-05,3,1.329,C10 H12 N2 O6,2.33e-05,4,0.0,O1,0
C10 H10 N2 O5,3.85e-05,3,1.062,C10 H12 N2 O6,2.33e-05,4,0.0,H2 O1,0
C11 H14 N2 O5,5.57e-05,3,1.154,C10 H12 N2 O6,2.33e-05,4,0.0,-C1 -H2 O1,0
C10 H12 N2 O4,5.06e-05,3,0.0,C10 H12 N2 O6,2.33e-05,4,0.0,O2,0
C10 H16 N2 O4,7.73e-05,3,0.88,C10 H12 N2 O6,2.33e-05,4,0.0,-H4 O2,0
C12 H16 O3,0.000247905,3,1.027,C12 H14 O2,9.11e-05,4,0.931,-H2 -O1,0
C14 H16 O2,8.85e-05,3,1.076,C12 H14 O2,9.11e-05,4,0.931,-C2 -H2,0
C13 H14 O4,0.000530135,3,1.088,C12 H14 O2,9.11e-05,4,0.931,-C1 -O2,0
C12 H16 O2,9.18e-05,3,1.091,C12 H14 O2,9.11e-05,4,0.931,-H2,0
C16 H18 O3,0.000151475,3,1.04,C12 H14 O2,9.11e-05,4,0.931,-C4 -H4 -O1,0
C14 H18 O3,0.000264723,3,1.04,C12 H14 O2,9.11e-05,4,0.931,-C2 -H4 -O1,0
C13 H16 O2,9.04e-05,3,0.966,C12 H14 O2,9.11e-05,4,0.931,-C1 -H2,0
C13 H14 O3,0.000232952,3,1.106,C12 H14 O2,9.11e-05,4,0.931,-C1 -O1,0
C13 H14 O2,7.95e-05,3,1.053,C12 H14 O2,9.11e-05,4,0.931,-C1,0
C12 H12 O1,2.03e-05,3,0.0,C12 H14 O2,9.11e-05,4,0.931,H2 O1,0
C12 H16 O1,2.14e-05,3,1.481,C12 H14 O2,9.11e-05,4,0.931,-H2 O1,0
C12 H14 O1,1.97e-05,3,1.294,C12 H14 O2,9.11e-05,4,0.931,O1,0
C13 H16 O1,1.91e-05,3,1.497,C12 H14 O2,9.11e-05,4,0.931,-C1 -H2 O1,0
C35 H38 O16,2.65e-05,3,1.17,C35 H36 O16,3.09e-05,4,1.282,-H2,0
C36 H38 O15,2.54e-05,3,0.0,C35 H36 O16,3.09e-05,4,1.282,-C1 -H2 O1,0
C35 H36 O14,2.55e-05,3,0.0,C35 H36 O16,3.09e-05,4,1.282,O2,0
C35 H34 O15,2.77e-05,3,0.0,C35 H36 O16,3.09e-05,4,1.282,H2 O1,0
C18 H22 O5,0.000745003,3,0.965,C16 H18 O4,0.000381066,4,1.069,-C2 -H4 -O1,1
C18 H20 O4,0.000213097,3,1.011,C16 H18 O4,0.000381066,4,1.069,-C2 -H2,0
C17 H18 O6,0.000855083,3,1.004,C16 H18 O4,0.000381066,4,1.069,-C1 -O2,0
C17 H18 O4,0.000257476,3,1.007,C16 H18 O4,0.000381066,4,1.069,-C1,0
C17 H18 O5,0.000432914,3,1.029,C16 H18 O4,0.000381066,4,1.069,-C1 -O1,0
C16 H20 O5,0.001051271,3,1.013,C16 H18 O4,0.000381066,4,1.069,-H2 -O1,0
C16 H18 O7 S1,4.46e-05,3,1.074,C16 H18 O4,0.000381066,4,1.069,-O3 -S1,0
C16 H20 O4,0.000476042,3,0.982,C16 H18 O4,0.000381066,4,1.069,-H2,0
C20 H22 O5,0.000222188,3,0.963,C16 H18 O4,0.000381066,4,1.069,-C4 -H4 -O1,1
C17 H20 O4,0.000377561,3,0.973,C16 H18 O4,0.000381066,4,1.069,-C1 -H2,1
C17 H20 O3,0.000131193,3,1.024,C16 H18 O4,0.000381066,4,1.069,-C1 -H2 O1,0
C16 H22 O2,3.95e-05,3,0.559,C16 H18 O4,0.000381066,4,1.069,-H4 O2,1
C16 H18 O3,0.000151475,3,1.04,C16 H18 O4,0.000381066,4,1.069,O1,0
C16 H20 O3,0.000161855,3,1.026,C16 H18 O4,0.000381066,4,1.069,-H2 O1,0
C16 H16 O3,0.00012899,3,0.861,C16 H18 O4,0.000381066,4,1.069,H2 O1,1
C16 H19 N1 O3,3.01e-05,3,0.748,C16 H18 O4,0.000381066,4,1.069,-H1 O1 -N1,1
C16 H18 O2,3.88e-05,3,1.085,C16 H18 O4,0.000381066,4,1.069,O2,0
C12 H12 O7,0.001267254,3,1.053,C11 H12 O7,0.001041156,4,1.151,-C1,0
C13 H14 O7,0.001395237,3,1.112,C11 H12 O7,0.001041156,4,1.151,-C2 -H2,0
C12 H12 O9,0.0003312,3,0.952,C11 H12 O7,0.001041156,4,1.151,-C1 -O2,1
C12 H12 O8,0.000779781,3,1.075,C11 H12 O7,0.001041156,4,1.151,-C1 -O1,0
