mol_from,mol_from_int,mol_from_time,mol_from_int_trend,mol_to,mol_to_int,mol_to_time,mol_to_int_trend,transformation_unit,is_hti
C23 H27 N1 O9,5.47e-05,3,0.824,C23 H23 N1 O11,4.14e-05,4,0.802,-H4 O2,0
C23 H24 N2 O10,3.15e-05,3,0.927,C23 H23 N1 O11,4.14e-05,4,0.802,-H1 O1 -N1,0
C20 H14 O6 S1,7.78e-05,3,0.825,C16 H10 O5 S1,2.94e-05,4,0.0,-C4 -H4 -O1,0
C16 H12 O6 S1,2.6e-05,3,0.0,C16 H10 O5 S1,2.94e-05,4,0.0,-H2 -O1,0
C18 H12 O5 S1,4.16e-05,3,1.288,C16 H10 O5 S1,2.94e-05,4,0.0,-C2 -H2,0
C16 H10 O3 S1,6e-05,3,1.038,C16 H10 O5 S1,2.94e-05,4,0.0,O2,0
C16 H8 O4 S1,4.62e-05,3,0.613,C16 H10 O5 S1,2.94e-05,4,0.0,H2 O1,0
C32 H48 O10,3.15e-05,3,0.898,C31 H48 O9,3.12e-05,4,0.686,-C1 -O1,0
C32 H48 O11,3.43e-05,3,1.12,C31 H48 O9,3.12e-05,4,0.686,-C1 -O2,0
C31 H50 O9,2.48e-05,3,0.0,C31 H48 O9,3.12e-05,4,0.686,-H2,0
C33 H50 O9,2.35e-05,3,0.0,C31 H48 O9,3.12e-05,4,0.686,-C2 -H2,0
C33 H52 O10,3.64e-05,3,0.0,C31 H48 O9,3.12e-05,4,0.686,-C2 -H4 -O1,0
C31 H48 O8,3.69e-05,3,1.206,C31 H48 O9,3.12e-05,4,0.686,O1,0
C31 H46 O8,4.02e-05,3,1.306,C31 H48 O9,3.12e-05,4,0.686,H2 O1,0
C17 H9 N1 O9,2.9e-05,3,0.0,C16 H9 N1 O8,3.8e-05,4,1.058,-C1 -O1,0
C18 H11 N1 O8,3.87e-05,3,1.14,C16 H9 N1 O8,3.8e-05,4,1.058,-C2 -H2,0
C16 H11 N1 O9,5.75e-05,3,0.84,C16 H9 N1 O8,3.8e-05,4,1.058,-H2 -O1,1
C16 H8 O9,0.000193803,3,0.852,C16 H9 N1 O8,3.8e-05,4,1.058,H1 -O1 N1,1
C17 H9 N1 O8,2.84e-05,3,1.239,C16 H9 N1 O8,3.8e-05,4,1.058,-C1,0
C16 H11 N1 O8,8.73e-05,3,0.956,C16 H9 N1 O8,3.8e-05,4,1.058,-H2,1
C17 H11 N1 O8,6.62e-05,3,0.952,C16 H9 N1 O8,3.8e-05,4,1.058,-C1 -H2,1
C20 H13 N1 O9,4.4e-05,3,0.65,C16 H9 N1 O8,3.8e-05,4,1.058,-C4 -H4 -O1,1
C18 H13 N1 O9,8.11e-05,3,0.808,C16 H9 N1 O8,3.8e-05,4,1.058,-C2 -H4 -O1,1
C16 H9 N1 O6,5.19e-05,3,1.092,C16 H9 N1 O8,3.8e-05,4,1.058,O2,0
C16 H13 N1 O6,0.000118312,3,1.001,C16 H9 N1 O8,3.8e-05,4,1.058,-H4 O2,0
C17 H11 N1 O7,7.42e-05,3,0.922,C16 H9 N1 O8,3.8e-05,4,1.058,-C1 -H2 O1,1
C16 H11 N1 O7,9.33e-05,3,0.818,C16 H9 N1 O8,3.8e-05,4,1.058,-H2 O1,1
C16 H9 N1 O7,6.07e-05,3,1.092,C16 H9 N1 O8,3.8e-05,4,1.058,O1,0
C16 H7 N1 O7,2.22e-05,3,1.216,C16 H9 N1 O8,3.8e-05,4,1.058,H2 O1,0
C33 H50 O10,2.43e-05,3,1.235,C33 H48 O10,3.84e-05,4,1.088,-H2,0
C34 H48 O11,4.64e-05,3,0.744,C33 H48 O10,3.84e-05,4,1.088,-C1 -O1,1
C34 H48 O10,3.66e-05,3,0.721,C33 H48 O10,3.84e-05,4,1.088,-C1,1
C35 H50 O10,3.04e-05,3,1.046,C33 H48 O10,3.84e-05,4,1.088,-C2 -H2,0
C34 H50 O10,2.92e-05,3,1.226,C33 H48 O10,3.84e-05,4,1.088,-C1 -H2,0
C35 H52 O11,2.84e-05,3,0.986,C33 H48 O10,3.84e-05,4,1.088,-C2 -H4 -O1,0
C34 H48 O12,4.6e-05,3,0.707,C33 H48 O10,3.84e-05,4,1.088,-C1 -O2,1
C33 H50 O11,3.39e-05,3,0.0,C33 H48 O10,3.84e-05,4,1.088,-H2 -O1,0
C33 H46 O9,2.71e-05,3,1.601,C33 H48 O10,3.84e-05,4,1.088,H2 O1,0
C33 H50 O9,2.35e-05,3,0.0,C33 H48 O10,3.84e-05,4,1.088,-H2 O1,0
C32 H44 O14,3.32e-05,3,1.22,C30 H42 O14,4.85e-05,4,1.198,-C2 -H2,0
C30 H44 O14,2.25e-05,3,1.191,C30 H42 O14,4.85e-05,4,1.198,-H2,0
C31 H42 O14,4.62e-05,3,0.924,C30 H42 O14,4.85e-05,4,1.198,-C1,1
C31 H42 O15,2.78e-05,3,1.201,C30 H42 O14,4.85e-05,4,1.198,-C1 -O1,0
C31 H44 O14,5.05e-05,3,0.638,C30 H42 O14,4.85e-05,4,1.198,-C1 -H2,1
C30 H44 O13,6.04e-05,3,0.715,C30 H42 O14,4.85e-05,4,1.198,-H2 O1,1
C30 H40 O13,7.68e-05,3,1.122,C30 H42 O14,4.85e-05,4,1.198,H2 O1,0
C30 H42 O12,9.65e-05,3,0.997,C30 H42 O14,4.85e-05,4,1.198,O2,0
C30 H42 O13,7.34e-05,3,0.993,C30 H42 O14,4.85e-05,4,1.198,O1,0
C31 H44 O13,4.96e-05,3,1.087,C30 H42 O14,4.85e-05,4,1.198,-C1 -H2 O1,0
C26 H22 O13,0.000125526,3,0.924,C24 H18 O12,0.000115006,4,0.861,-C2 -H4 -O1,0
C25 H20 O12,0.000146216,3,0.828,C24 H18 O12,0.000115006,4,0.861,-C1 -H2,0
C28 H22 O13,5.74e-05,3,1.274,C24 H18 O12,0.000115006,4,0.861,-C4 -H4 -O1,0
C25 H18 O14,6.02e-05,3,0.59,C24 H18 O12,0.000115006,4,0.861,-C1 -O2,0
C24 H20 O13,0.000162215,3,0.846,C24 H18 O12,0.000115006,4,0.861,-H2 -O1,0
C25 H18 O12,0.000104257,3,0.772,C24 H18 O12,0.000115006,4,0.861,-C1,0
C26 H20 O12,0.000100018,3,0.943,C24 H18 O12,0.000115006,4,0.861,-C2 -H2,0
C24 H20 O12,0.000197943,3,0.909,C24 H18 O12,0.000115006,4,0.861,-H2,0
C25 H18 O13,7.42e-05,3,0.891,C24 H18 O12,0.000115006,4,0.861,-C1 -O1,0
C25 H20 O11,0.00014038,3,0.82,C24 H18 O12,0.000115006,4,0.861,-C1 -H2 O1,0
C24 H16 O11,0.000112062,3,0.936,C24 H18 O12,0.000115006,4,0.861,H2 O1,0
C24 H22 O10,0.000215397,3,1.033,C24 H18 O12,0.000115006,4,0.861,-H4 O2,0
C24 H18 O11,0.000148729,3,0.907,C24 H18 O12,0.000115006,4,0.861,O1,0
C24 H20 O11,0.000193219,3,0.946,C24 H18 O12,0.000115006,4,0.861,-H2 O1,0
C24 H19 N1 O11,3.09e-05,3,0.0,C24 H18 O12,0.000115006,4,0.861,-H1 O1 -N1,0
C24 H18 O10,0.000145067,3,1.021,C24 H18 O12,0.000115006,4,0.861,O2,0
C28 H24 O14,8.32e-05,3,0.971,C28 H25 N1 O13,2.66e-05,4,0.0,H1 -O1 N1,0
C22 H18 O10,0.000284253,3,0.908,C22 H16 O10,0.000192285,4,0.933,-H2,0
C26 H20 O11,9.73e-05,3,0.913,C22 H16 O10,0.000192285,4,0.933,-C4 -H4 -O1,0
C24 H18 O10,0.000145067,3,1.021,C22 H16 O10,0.000192285,4,0.933,-C2 -H2,0
C24 H20 O11,0.000193219,3,0.946,C22 H16 O10,0.000192285,4,0.933,-C2 -H4 -O1,0
C23 H16 O12,0.000120247,3,0.756,C22 H16 O10,0.000192285,4,0.933,-C1 -O2,0
C23 H18 O10,0.000166828,3,1.007,C22 H16 O10,0.000192285,4,0.933,-C1 -H2,0
C23 H16 O10,0.000137778,3,0.888,C22 H16 O10,0.000192285,4,0.933,-C1,0
C23 H16 O11,0.000146755,3,0.829,C22 H16 O10,0.000192285,4,0.933,-C1 -O1,0
C22 H18 O11,0.000300265,3,0.946,C22 H16 O10,0.000192285,4,0.933,-H2 -O1,0
C22 H17 N1 O9,3.25e-05,3,1.142,C22 H16 O10,0.000192285,4,0.933,-H1 O1 -N1,0
C23 H18 O9,0.000168861,3,0.913,C22 H16 O10,0.000192285,4,0.933,-C1 -H2 O1,0
C22 H16 O8,0.000120531,3,1.033,C22 H16 O10,0.000192285,4,0.933,O2,0
C22 H16 O9,0.000217414,3,0.908,C22 H16 O10,0.000192285,4,0.933,O1,0
C22 H20 O8,0.000198405,3,0.935,C22 H16 O10,0.000192285,4,0.933,-H4 O2,0
C22 H18 O9,0.000233833,3,0.959,C22 H16 O10,0.000192285,4,0.933,-H2 O1,0
C22 H14 O9,0.000128023,3,0.935,C22 H16 O10,0.000192285,4,0.933,H2 O1,0
C8 H14 O4,0.000135495,3,1.399,C7 H14 O4,2.95e-05,4,0.0,-C1,0
C8 H14 O6,2.31e-05,3,1.281,C7 H14 O4,2.95e-05,4,0.0,-C1 -O2,0
C8 H14 O5,3.2e-05,3,1.584,C7 H14 O4,2.95e-05,4,0.0,-C1 -O1,0
C8 H16 O4,0.000155386,3,1.169,C7 H14 O4,2.95e-05,4,0.0,-C1 -H2,0
C9 H16 O4,0.000354468,3,1.087,C7 H14 O4,2.95e-05,4,0.0,-C2 -H2,0
C11 H18 O5,0.000328261,3,1.423,C7 H14 O4,2.95e-05,4,0.0,-C4 -H4 -O1,0
C8 H16 O3,4.36e-05,3,1.025,C7 H14 O4,2.95e-05,4,0.0,-C1 -H2 O1,0
C27 H26 O16,4.96e-05,3,0.869,C27 H24 O15,5.52e-05,4,0.799,-H2 -O1,0
C28 H26 O15,7e-05,3,0.89,C27 H24 O15,5.52e-05,4,0.799,-C1 -H2,0
C28 H24 O15,6.5e-05,3,0.9,C27 H24 O15,5.52e-05,4,0.799,-C1,0
C28 H24 O16,2.72e-05,3,1.342,C27 H24 O15,5.52e-05,4,0.799,-C1 -O1,0
C31 H28 O16,3.66e-05,3,1.519,C27 H24 O15,5.52e-05,4,0.799,-C4 -H4 -O1,0
C29 H28 O16,3.46e-05,3,0.0,C27 H24 O15,5.52e-05,4,0.799,-C2 -H4 -O1,0
C29 H26 O15,6.05e-05,3,1.023,C27 H24 O15,5.52e-05,4,0.799,-C2 -H2,0
C27 H26 O15,7.74e-05,3,1.043,C27 H24 O15,5.52e-05,4,0.799,-H2,0
C27 H24 O14,0.00011332,3,0.71,C27 H24 O15,5.52e-05,4,0.799,O1,0
C27 H26 O14,0.000114397,3,0.913,C27 H24 O15,5.52e-05,4,0.799,-H2 O1,0
C28 H26 O14,8.05e-05,3,1.042,C27 H24 O15,5.52e-05,4,0.799,-C1 -H2 O1,0
C27 H22 O14,6.8e-05,3,0.897,C27 H24 O15,5.52e-05,4,0.799,H2 O1,0
C27 H24 O13,0.000135795,3,0.781,C27 H24 O15,5.52e-05,4,0.799,O2,0
C27 H28 O13,0.000154597,3,0.997,C27 H24 O15,5.52e-05,4,0.799,-H4 O2,0
C28 H20 O15,3.93e-05,3,0.0,C24 H16 O14,3.41e-05,4,0.793,-C4 -H4 -O1,0
C25 H16 O15,2.28e-05,3,0.0,C24 H16 O14,3.41e-05,4,0.793,-C1 -O1,0
C25 H16 O14,3.79e-05,3,0.0,C24 H16 O14,3.41e-05,4,0.793,-C1,0
C24 H18 O14,6e-05,3,0.922,C24 H16 O14,3.41e-05,4,0.793,-H2,0
C25 H18 O14,6.02e-05,3,0.59,C24 H16 O14,3.41e-05,4,0.793,-C1 -H2,0
C26 H18 O14,4.73e-05,3,0.941,C24 H16 O14,3.41e-05,4,0.793,-C2 -H2,0
C26 H20 O15,5.28e-05,3,0.703,C24 H16 O14,3.41e-05,4,0.793,-C2 -H4 -O1,0
C24 H18 O15,3.79e-05,3,0.0,C24 H16 O14,3.41e-05,4,0.793,-H2 -O1,0
C24 H14 O13,4.46e-05,3,0.0,C24 H16 O14,3.41e-05,4,0.793,H2 O1,0
C24 H18 O13,0.000111953,3,0.812,C24 H16 O14,3.41e-05,4,0.793,-H2 O1,0
C24 H16 O13,6.82e-05,3,0.604,C24 H16 O14,3.41e-05,4,0.793,O1,0
C24 H16 O12,9.55e-05,3,0.694,C24 H16 O14,3.41e-05,4,0.793,O2,0
C24 H20 O12,0.000197943,3,0.909,C24 H16 O14,3.41e-05,4,0.793,-H4 O2,0
C25 H18 O13,7.42e-05,3,0.891,C24 H16 O14,3.41e-05,4,0.793,-C1 -H2 O1,0
C25 H25 N1 O11,3.7e-05,3,1.281,C24 H25 N1 O11,3.32e-05,4,0.971,-C1,0
C25 H25 N1 O13,2.53e-05,3,0.0,C24 H25 N1 O11,3.32e-05,4,0.971,-C1 -O2,0
C24 H27 N1 O12,2.67e-05,3,0.0,C24 H25 N1 O11,3.32e-05,4,0.971,-H2 -O1,0
C24 H27 N1 O11,4.24e-05,3,0.983,C24 H25 N1 O11,3.32e-05,4,0.971,-H2,0
C26 H27 N1 O11,3.11e-05,3,0.868,C24 H25 N1 O11,3.32e-05,4,0.971,-C2 -H2,0
C25 H25 N1 O12,2.32e-05,3,0.0,C24 H25 N1 O11,3.32e-05,4,0.971,-C1 -O1,0
C24 H24 O12,0.00024307,3,1.002,C24 H25 N1 O11,3.32e-05,4,0.971,H1 -O1 N1,0
C28 H29 N1 O12,2.63e-05,3,0.0,C24 H25 N1 O11,3.32e-05,4,0.971,-C4 -H4 -O1,0
C26 H29 N1 O12,2.91e-05,3,1.065,C24 H25 N1 O11,3.32e-05,4,0.971,-C2 -H4 -O1,0
C25 H27 N1 O11,3.37e-05,3,1.092,C24 H25 N1 O11,3.32e-05,4,0.971,-C1 -H2,0
C24 H29 N1 O9,3.43e-05,3,0.968,C24 H25 N1 O11,3.32e-05,4,0.971,-H4 O2,0
C24 H25 N1 O10,3.97e-05,3,0.899,C24 H25 N1 O11,3.32e-05,4,0.971,O1,0
C24 H23 N1 O10,3.14e-05,3,1.347,C24 H25 N1 O11,3.32e-05,4,0.971,H2 O1,0
C24 H25 N1 O9,4.66e-05,3,0.906,C24 H25 N1 O11,3.32e-05,4,0.971,O2,0
C24 H27 N1 O10,3.6e-05,3,1.083,C24 H25 N1 O11,3.32e-05,4,0.971,-H2 O1,0
C24 H26 N2 O10,3.93e-05,3,0.667,C24 H25 N1 O11,3.32e-05,4,0.971,-H1 O1 -N1,0
C13 H20 O8 S1,3.48e-05,3,1.144,C13 H20 O7,0.000651514,4,1.242,-O1 -S1,0
C13 H20 O7 S1,4.86e-05,3,0.0,C13 H20 O7,0.000651514,4,1.242,-S1,0
C14 H20 O8,0.000824094,3,1.127,C13 H20 O7,0.000651514,4,1.242,-C1 -O1,0
C15 H22 O7,0.001513923,3,1.111,C13 H20 O7,0.000651514,4,1.242,-C2 -H2,0
C14 H20 O7,0.001328783,3,1.074,C13 H20 O7,0.000651514,4,1.242,-C1,0
C15 H24 O8,0.000257114,3,1.38,C13 H20 O7,0.000651514,4,1.242,-C2 -H4 -O1,0
C14 H22 O7,0.000552381,3,1.245,C13 H20 O7,0.000651514,4,1.242,-C1 -H2,0
C13 H22 O8,4.76e-05,3,1.752,C13 H20 O7,0.000651514,4,1.242,-H2 -O1,0
C13 H22 O7,0.00016923,3,1.366,C13 H20 O7,0.000651514,4,1.242,-H2,0
C17 H24 O8,0.001626006,3,1.015,C13 H20 O7,0.000651514,4,1.242,-C4 -H4 -O1,0
C14 H20 O9,0.000327679,3,1.099,C13 H20 O7,0.000651514,4,1.242,-C1 -O2,0
C13 H22 O6,0.000275486,3,1.52,C13 H20 O7,0.000651514,4,1.242,-H2 O1,0
C13 H20 O5,0.000716148,3,1.195,C13 H20 O7,0.000651514,4,1.242,O2,0
C13 H21 N1 O6,2.66e-05,3,1.722,C13 H20 O7,0.000651514,4,1.242,-H1 O1 -N1,0
C14 H22 O6,0.000766558,3,1.201,C13 H20 O7,0.000651514,4,1.242,-C1 -H2 O1,0
C13 H20 O6,0.000875178,3,1.219,C13 H20 O7,0.000651514,4,1.242,O1,0
C13 H18 O6,0.001555946,3,1.1,C13 H20 O7,0.000651514,4,1.242,H2 O1,0
C13 H24 O5,0.000115951,3,1.598,C13 H20 O7,0.000651514,4,1.242,-H4 O2,0
C24 H24 O15,8.43e-05,3,0.868,C22 H22 O15,4.47e-05,4,0.776,-C2 -H2,0
C24 H26 O16,2.36e-05,3,0.0,C22 H22 O15,4.47e-05,4,0.776,-C2 -H4 -O1,0
C23 H22 O15,7.22e-05,3,0.569,C22 H22 O15,4.47e-05,4,0.776,-C1,0
C22 H24 O15,7.15e-05,3,0.712,C22 H22 O15,4.47e-05,4,0.776,-H2,0
C23 H24 O15,5.79e-05,3,0.898,C22 H22 O15,4.47e-05,4,0.776,-C1 -H2,0
C26 H26 O16,4.17e-05,3,0.938,C22 H22 O15,4.47e-05,4,0.776,-C4 -H4 -O1,0
C22 H24 O14,9.66e-05,3,1.058,C22 H22 O15,4.47e-05,4,0.776,-H2 O1,0
C22 H22 O14,0.000118017,3,0.862,C22 H22 O15,4.47e-05,4,0.776,O1,0
C22 H22 O13,0.000202402,3,0.899,C22 H22 O15,4.47e-05,4,0.776,O2,0
C22 H20 O14,0.000131941,3,0.794,C22 H22 O15,4.47e-05,4,0.776,H2 O1,0
C23 H24 O14,0.000106717,3,1.041,C22 H22 O15,4.47e-05,4,0.776,-C1 -H2 O1,0
C22 H26 O13,0.000181096,3,0.944,C22 H22 O15,4.47e-05,4,0.776,-H4 O2,0
C21 H22 O7,0.000317191,3,1.05,C20 H22 O6,0.000458016,4,0.959,-C1 -O1,0
C21 H24 O6,0.000294441,3,1.017,C20 H22 O6,0.000458016,4,0.959,-C1 -H2,0
C21 H22 O8,0.000481157,3,0.955,C20 H22 O6,0.000458016,4,0.959,-C1 -O2,0
C20 H24 O7,0.001084777,3,0.961,C20 H22 O6,0.000458016,4,0.959,-H2 -O1,0
C22 H26 O7,0.000428363,3,0.95,C20 H22 O6,0.000458016,4,0.959,-C2 -H4 -O1,0
C21 H22 O6,0.000208733,3,1.1,C20 H22 O6,0.000458016,4,0.959,-C1,0
C24 H26 O7,0.000120745,3,1.059,C20 H22 O6,0.000458016,4,0.959,-C4 -H4 -O1,0
C22 H24 O6,0.000173195,3,0.812,C20 H22 O6,0.000458016,4,0.959,-C2 -H2,0
C20 H22 O9 S1,2.87e-05,3,0.0,C20 H22 O6,0.000458016,4,0.959,-O3 -S1,0
C20 H24 O6,0.00077236,3,0.96,C20 H22 O6,0.000458016,4,0.959,-H2,0
C20 H24 O5,0.000444534,3,0.943,C20 H22 O6,0.000458016,4,0.959,-H2 O1,0
C20 H23 N1 O5,2.78e-05,3,1.234,C20 H22 O6,0.000458016,4,0.959,-H1 O1 -N1,0
C20 H20 O5,0.000132628,3,0.982,C20 H22 O6,0.000458016,4,0.959,H2 O1,0
C20 H26 O4,0.000406049,3,0.872,C20 H22 O6,0.000458016,4,0.959,-H4 O2,0
C20 H22 O5,0.000222188,3,0.963,C20 H22 O6,0.000458016,4,0.959,O1,0
C21 H24 O5,0.000190269,3,0.99,C20 H22 O6,0.000458016,4,0.959,-C1 -H2 O1,0
C20 H22 O4,0.00010002,3,0.889,C20 H22 O6,0.000458016,4,0.959,O2,0
C14 H19 N1 O5,0.000113883,3,1.203,C13 H19 N1 O3,2.49e-05,4,0.877,-C1 -O2,0
C13 H21 N1 O4,2.29e-05,3,1.507,C13 H19 N1 O3,2.49e-05,4,0.877,-H2 -O1,0
C14 H21 N1 O3,0.000107075,3,1.105,C13 H19 N1 O3,2.49e-05,4,0.877,-C1 -H2,0
C15 H21 N1 O3,3.32e-05,3,0.0,C13 H19 N1 O3,2.49e-05,4,0.877,-C2 -H2,0
C15 H23 N1 O4,3.66e-05,3,0.828,C13 H19 N1 O3,2.49e-05,4,0.877,-C2 -H4 -O1,0
C13 H18 O4,0.000592365,3,1.128,C13 H19 N1 O3,2.49e-05,4,0.877,H1 -O1 N1,0
C13 H21 N1 O3,1.95e-05,3,0.0,C13 H19 N1 O3,2.49e-05,4,0.877,-H2,0
C14 H19 N1 O3,3.35e-05,3,0.827,C13 H19 N1 O3,2.49e-05,4,0.877,-C1,0
C17 H23 N1 O4,3.24e-05,3,0.966,C13 H19 N1 O3,2.49e-05,4,0.877,-C4 -H4 -O1,0
C14 H19 N1 O4,6.66e-05,3,1.026,C13 H19 N1 O3,2.49e-05,4,0.877,-C1 -O1,0
C27 H52 N2 O12 S1,3.3e-05,3,0.0,C26 H50 N2 O12 S1,3.6e-05,4,0.0,-C1 -H2,0
C14 H18 N2 O7,0.000101845,3,0.903,C10 H14 N2 O6,2.39e-05,4,0.0,-C4 -H4 -O1,0
C12 H16 N2 O6,6.99e-05,3,1.05,C10 H14 N2 O6,2.39e-05,4,0.0,-C2 -H2,0
C10 H13 N1 O7,2.04e-05,3,1.338,C10 H14 N2 O6,2.39e-05,4,0.0,H1 -O1 N1,0
C11 H16 N2 O6,3.07e-05,3,0.961,C10 H14 N2 O6,2.39e-05,4,0.0,-C1 -H2,0
C10 H14 N2 O4,2.95e-05,3,1.559,C10 H14 N2 O6,2.39e-05,4,0.0,O2,0
C10 H12 N2 O5,4.29e-05,3,1.329,C10 H14 N2 O6,2.39e-05,4,0.0,H2 O1,0
C13 H19 N1 O4,4.8e-05,3,1.208,C12 H17 N1 O4,6.45e-05,4,1.024,-C1 -H2,0
C13 H17 N1 O4,8.28e-05,3,1.099,C12 H17 N1 O4,6.45e-05,4,1.024,-C1,0
C12 H19 N1 O5,5.15e-05,3,1.06,C12 H17 N1 O4,6.45e-05,4,1.024,-H2 -O1,0
C14 H21 N1 O5,5.76e-05,3,1.122,C12 H17 N1 O4,6.45e-05,4,1.024,-C2 -H4 -O1,0
C12 H19 N1 O4,3.17e-05,3,0.94,C12 H17 N1 O4,6.45e-05,4,1.024,-H2,0
C13 H17 N1 O6,0.000178384,3,1.063,C12 H17 N1 O4,6.45e-05,4,1.024,-C1 -O2,0
C14 H19 N1 O4,6.66e-05,3,1.026,C12 H17 N1 O4,6.45e-05,4,1.024,-C2 -H2,0
C16 H21 N1 O5,9.92e-05,3,1.129,C12 H17 N1 O4,6.45e-05,4,1.024,-C4 -H4 -O1,0
C13 H17 N1 O5,0.000135516,3,1.137,C12 H17 N1 O4,6.45e-05,4,1.024,-C1 -O1,0
C12 H16 O5,0.000950291,3,1.198,C12 H17 N1 O4,6.45e-05,4,1.024,H1 -O1 N1,0
C12 H18 N2 O3,2.36e-05,3,0.0,C12 H17 N1 O4,6.45e-05,4,1.024,-H1 O1 -N1,0
C12 H17 N1 O3,2.99e-05,3,1.184,C12 H17 N1 O4,6.45e-05,4,1.024,O1,0
C13 H19 N1 O3,2.84e-05,3,0.877,C12 H17 N1 O4,6.45e-05,4,1.024,-C1 -H2 O1,0
C12 H15 N1 O3,4.86e-05,3,1.091,C12 H17 N1 O4,6.45e-05,4,1.024,H2 O1,0
C12 H17 N1 O2,1.96e-05,3,0.0,C12 H17 N1 O4,6.45e-05,4,1.024,O2,0
C23 H28 O4,3.29e-05,3,1.134,C19 H24 O3,0.000114193,4,1.03,-C4 -H4 -O1,0
C20 H24 O4,0.000159272,3,1.006,C19 H24 O3,0.000114193,4,1.03,-C1 -O1,0
C19 H26 O3,0.000124998,3,1.154,C19 H24 O3,0.000114193,4,1.03,-H2,0
C21 H28 O4,0.000123881,3,0.868,C19 H24 O3,0.000114193,4,1.03,-C2 -H4 -O1,1
C19 H26 O4,0.000382749,3,0.893,C19 H24 O3,0.000114193,4,1.03,-H2 -O1,1
C20 H24 O5,0.000444534,3,0.943,C19 H24 O3,0.000114193,4,1.03,-C1 -O2,1
C20 H26 O3,0.000148291,3,0.882,C19 H24 O3,0.000114193,4,1.03,-C1 -H2,1
C20 H26 O2,3.78e-05,3,1.066,C19 H24 O3,0.000114193,4,1.03,-C1 -H2 O1,0
C19 H26 O2,2.93e-05,3,0.0,C19 H24 O3,0.000114193,4,1.03,-H2 O1,0
C19 H24 O2,3.28e-05,3,0.872,C19 H24 O3,0.000114193,4,1.03,O1,1
C23 H17 N1 O9,3.03e-05,3,0.0,C22 H17 N1 O7,2.82e-05,4,0.0,-C1 -O2,0
C23 H19 N1 O7,2.84e-05,3,0.0,C22 H17 N1 O7,2.82e-05,4,0.0,-C1 -H2,0
C22 H19 N1 O7,3.29e-05,3,0.0,C22 H17 N1 O7,2.82e-05,4,0.0,-H2,0
C22 H16 O8,0.000120531,3,1.033,C22 H17 N1 O7,2.82e-05,4,0.0,H1 -O1 N1,0
C22 H19 N1 O8,3.94e-05,3,1.211,C22 H17 N1 O7,2.82e-05,4,0.0,-H2 -O1,0
C22 H17 N1 O6,2.39e-05,3,0.0,C22 H17 N1 O7,2.82e-05,4,0.0,O1,0
C16 H15 N1 O7,0.000154665,3,0.989,C16 H16 N2 O6,0.000105746,4,0.872,H1 -O1 N1,0
C16 H18 N2 O7,0.000174325,3,0.957,C16 H16 N2 O6,0.000105746,4,0.872,-H2 -O1,0
C20 H20 N2 O7,4.98e-05,3,0.0,C16 H16 N2 O6,0.000105746,4,0.872,-C4 -H4 -O1,0
C17 H16 N2 O7,0.000104757,3,0.868,C16 H16 N2 O6,0.000105746,4,0.872,-C1 -O1,0
C18 H20 N2 O7,8.95e-05,3,1.0,C16 H16 N2 O6,0.000105746,4,0.872,-C2 -H4 -O1,0
C17 H16 N2 O8,9.2e-05,3,0.824,C16 H16 N2 O6,0.000105746,4,0.872,-C1 -O2,0
C17 H18 N2 O6,9.45e-05,3,1.098,C16 H16 N2 O6,0.000105746,4,0.872,-C1 -H2,0
C16 H18 N2 O6,0.000156279,3,0.96,C16 H16 N2 O6,0.000105746,4,0.872,-H2,0
C16 H18 N2 O5,8.93e-05,3,0.892,C16 H16 N2 O6,0.000105746,4,0.872,-H2 O1,0
C16 H16 N2 O5,7.06e-05,3,1.072,C16 H16 N2 O6,0.000105746,4,0.872,O1,0
C19 H21 N1 O8,0.000141441,3,0.906,C17 H19 N1 O8,0.000185994,4,1.004,-C2 -H2,0
C18 H19 N1 O10,0.000107881,3,0.847,C17 H19 N1 O8,0.000185994,4,1.004,-C1 -O2,0
C19 H23 N1 O9,0.000116587,3,1.016,C17 H19 N1 O8,0.000185994,4,1.004,-C2 -H4 -O1,0
C17 H21 N1 O8,0.000177415,3,0.928,C17 H19 N1 O8,0.000185994,4,1.004,-H2,0
C18 H21 N1 O8,0.000144147,3,1.074,C17 H19 N1 O8,0.000185994,4,1.004,-C1 -H2,0
C18 H19 N1 O8,0.000138312,3,1.013,C17 H19 N1 O8,0.000185994,4,1.004,-C1,0
C17 H21 N1 O9,0.000140371,3,0.886,C17 H19 N1 O8,0.000185994,4,1.004,-H2 -O1,0
C21 H23 N1 O9,7.34e-05,3,1.131,C17 H19 N1 O8,0.000185994,4,1.004,-C4 -H4 -O1,0
C18 H19 N1 O9,0.000143022,3,1.01,C17 H19 N1 O8,0.000185994,4,1.004,-C1 -O1,0
C17 H18 O9,0.001212416,3,0.993,C17 H19 N1 O8,0.000185994,4,1.004,H1 -O1 N1,0
C18 H21 N1 O7,0.000144963,3,1.064,C17 H19 N1 O8,0.000185994,4,1.004,-C1 -H2 O1,0
C17 H19 N1 O6,0.000144395,3,1.074,C17 H19 N1 O8,0.000185994,4,1.004,O2,0
C17 H21 N1 O7,0.000182077,3,0.937,C17 H19 N1 O8,0.000185994,4,1.004,-H2 O1,0
C17 H23 N1 O6,0.000110916,3,1.056,C17 H19 N1 O8,0.000185994,4,1.004,-H4 O2,0
