mol_from,mol_from_int,mol_from_time,mol_from_int_trend,mol_to,mol_to_int,mol_to_time,mol_to_int_trend,transformation_unit,is_hti
C11 H12 O4,0.000427145,0,1.021,C10 H10 O4,0.000435851,1,1.034,-C1 -H2,0
C10 H12 O5,0.000465824,0,1.055,C10 H10 O4,0.000435851,1,1.034,-H2 -O1,0
C11 H10 O4,0.000400815,0,1.046,C10 H10 O4,0.000435851,1,1.034,-C1,0
C11 H10 O6,0.000764968,0,1.065,C10 H10 O4,0.000435851,1,1.034,-C1 -O2,0
C10 H12 O4,0.000390488,0,1.017,C10 H10 O4,0.000435851,1,1.034,-H2,0
C10 H10 O7 S1,2.87e-05,0,0.997,C10 H10 O4,0.000435851,1,1.034,-O3 -S1,0
C12 H14 O5,0.000772808,0,1.061,C10 H10 O4,0.000435851,1,1.034,-C2 -H4 -O1,0
C11 H10 O5,0.000716852,0,1.058,C10 H10 O4,0.000435851,1,1.034,-C1 -O1,0
C12 H12 O4,0.000460811,0,1.029,C10 H10 O4,0.000435851,1,1.034,-C2 -H2,0
C14 H14 O5,0.000616949,0,1.072,C10 H10 O4,0.000435851,1,1.034,-C4 -H4 -O1,0
C10 H11 N1 O3,6.38e-05,0,0.865,C10 H10 O4,0.000435851,1,1.034,-H1 O1 -N1,1
C10 H12 O3,0.000229304,0,0.954,C10 H10 O4,0.000435851,1,1.034,-H2 O1,1
C10 H10 O2,6.77e-05,0,1.236,C10 H10 O4,0.000435851,1,1.034,O2,0
C11 H12 O3,0.000208797,0,1.105,C10 H10 O4,0.000435851,1,1.034,-C1 -H2 O1,0
C10 H8 O3,0.000214417,0,0.992,C10 H10 O4,0.000435851,1,1.034,H2 O1,0
C10 H10 O3,0.000206807,0,1.015,C10 H10 O4,0.000435851,1,1.034,O1,0
C10 H14 O2,9.01e-05,0,1.11,C10 H10 O4,0.000435851,1,1.034,-H4 O2,0
C11 H10 O7,0.000665858,0,1.059,C10 H10 O5,0.000639433,1,1.131,-C1 -O2,0
C14 H14 O6,0.000948721,0,1.044,C10 H10 O5,0.000639433,1,1.131,-C4 -H4 -O1,0
C10 H12 O6,0.000393028,0,1.098,C10 H10 O5,0.000639433,1,1.131,-H2 -O1,0
C11 H12 O5,0.000599855,0,1.11,C10 H10 O5,0.000639433,1,1.131,-C1 -H2,0
C11 H10 O5,0.000716852,0,1.058,C10 H10 O5,0.000639433,1,1.131,-C1,0
C10 H12 O5,0.000465824,0,1.055,C10 H10 O5,0.000639433,1,1.131,-H2,0
C12 H12 O5,0.000743195,0,1.066,C10 H10 O5,0.000639433,1,1.131,-C2 -H2,0
C12 H14 O6,0.000906217,0,1.097,C10 H10 O5,0.000639433,1,1.131,-C2 -H4 -O1,0
C11 H10 O6,0.000764968,0,1.065,C10 H10 O5,0.000639433,1,1.131,-C1 -O1,0
C10 H12 O4,0.000390488,0,1.017,C10 H10 O5,0.000639433,1,1.131,-H2 O1,0
C10 H8 O4,0.000375991,0,1.051,C10 H10 O5,0.000639433,1,1.131,H2 O1,0
C10 H10 O3,0.000206807,0,1.015,C10 H10 O5,0.000639433,1,1.131,O2,0
C10 H10 O4,0.00042133,0,1.034,C10 H10 O5,0.000639433,1,1.131,O1,0
C10 H11 N1 O4,6.49e-05,0,1.219,C10 H10 O5,0.000639433,1,1.131,-H1 O1 -N1,0
C10 H14 O3,0.000184505,0,0.906,C10 H10 O5,0.000639433,1,1.131,-H4 O2,1
C11 H12 O4,0.000427145,0,1.021,C10 H10 O5,0.000639433,1,1.131,-C1 -H2 O1,0
C12 H14 O6 S1,3.95e-05,0,1.18,C10 H10 O5 S1,2.92e-05,1,0.0,-C2 -H4 -O1,0
C11 H10 O6 S1,4.44e-05,0,0.932,C10 H10 O5 S1,2.92e-05,1,0.0,-C1 -O1,0
C10 H12 O6 S1,3.54e-05,0,0.0,C10 H10 O5 S1,2.92e-05,1,0.0,-H2 -O1,0
C11 H10 O8,0.000349235,0,1.059,C10 H10 O6,0.000496567,1,1.013,-C1 -O2,0
C10 H12 O7,0.000303734,0,1.06,C10 H10 O6,0.000496567,1,1.013,-H2 -O1,0
C11 H10 O6,0.000764968,0,1.065,C10 H10 O6,0.000496567,1,1.013,-C1,0
C12 H14 O7,0.000885603,0,1.022,C10 H10 O6,0.000496567,1,1.013,-C2 -H4 -O1,0
C12 H12 O6,0.000886688,0,1.108,C10 H10 O6,0.000496567,1,1.013,-C2 -H2,0
C10 H10 O7 S1,2.87e-05,0,0.997,C10 H10 O6,0.000496567,1,1.013,-O1 -S1,0
C10 H12 O6,0.000393028,0,1.098,C10 H10 O6,0.000496567,1,1.013,-H2,0
C14 H14 O7,0.001125747,0,1.107,C10 H10 O6,0.000496567,1,1.013,-C4 -H4 -O1,0
C11 H12 O6,0.000713547,0,1.097,C10 H10 O6,0.000496567,1,1.013,-C1 -H2,0
C11 H10 O7,0.000665858,0,1.059,C10 H10 O6,0.000496567,1,1.013,-C1 -O1,0
C10 H11 N1 O5,0.000101771,0,0.861,C10 H10 O6,0.000496567,1,1.013,-H1 O1 -N1,0
C10 H12 O5,0.000465824,0,1.055,C10 H10 O6,0.000496567,1,1.013,-H2 O1,0
C10 H10 O5,0.00056517,0,1.131,C10 H10 O6,0.000496567,1,1.013,O1,0
C10 H8 O5,0.000582496,0,0.989,C10 H10 O6,0.000496567,1,1.013,H2 O1,0
C10 H14 O4,0.000339196,0,1.003,C10 H10 O6,0.000496567,1,1.013,-H4 O2,0
C11 H12 O5,0.000599855,0,1.11,C10 H10 O6,0.000496567,1,1.013,-C1 -H2 O1,0
C10 H10 O4,0.00042133,0,1.034,C10 H10 O6,0.000496567,1,1.013,O2,0
C11 H10 O6 S1,4.44e-05,0,0.932,C10 H10 O6 S1,3.08e-05,1,0.0,-C1,0
C10 H12 O6 S1,3.54e-05,0,0.0,C10 H10 O6 S1,3.08e-05,1,0.0,-H2,0
C14 H14 O7 S1,4.96e-05,0,1.018,C10 H10 O6 S1,3.08e-05,1,0.0,-C4 -H4 -O1,0
C11 H10 O8 S1,3.77e-05,0,0.0,C10 H10 O6 S1,3.08e-05,1,0.0,-C1 -O2,0
C10 H8 O5 S1,3.67e-05,0,0.834,C10 H10 O6 S1,3.08e-05,1,0.0,H2 O1,0
C11 H10 O7,0.000665858,0,1.059,C10 H10 O7,0.000346939,1,1.053,-C1,0
C12 H14 O8,0.000641219,0,1.036,C10 H10 O7,0.000346939,1,1.053,-C2 -H4 -O1,0
C11 H12 O7,0.000591086,0,1.125,C10 H10 O7,0.000346939,1,1.053,-C1 -H2,0
C14 H14 O8,0.001088204,0,1.126,C10 H10 O7,0.000346939,1,1.053,-C4 -H4 -O1,0
C12 H12 O7,0.000885258,0,1.076,C10 H10 O7,0.000346939,1,1.053,-C2 -H2,0
C11 H10 O9,0.000167134,0,0.91,C10 H10 O7,0.000346939,1,1.053,-C1 -O2,1
C11 H10 O8,0.000349235,0,1.059,C10 H10 O7,0.000346939,1,1.053,-C1 -O1,0
C10 H12 O7,0.000303734,0,1.06,C10 H10 O7,0.000346939,1,1.053,-H2,0
C10 H12 O8,0.000133544,0,1.063,C10 H10 O7,0.000346939,1,1.053,-H2 -O1,0
C10 H10 O7 S1,2.87e-05,0,0.997,C10 H10 O7,0.000346939,1,1.053,-S1,0
C10 H14 O5,0.000390411,0,1.055,C10 H10 O7,0.000346939,1,1.053,-H4 O2,0
C11 H12 O6,0.000713547,0,1.097,C10 H10 O7,0.000346939,1,1.053,-C1 -H2 O1,0
C10 H11 N1 O6,6.29e-05,0,1.283,C10 H10 O7,0.000346939,1,1.053,-H1 O1 -N1,0
C10 H8 O6,0.000629406,0,1.087,C10 H10 O7,0.000346939,1,1.053,H2 O1,0
C10 H10 O6,0.000490177,0,1.013,C10 H10 O7,0.000346939,1,1.053,O1,0
C10 H12 O6,0.000393028,0,1.098,C10 H10 O7,0.000346939,1,1.053,-H2 O1,0
C10 H10 O5,0.00056517,0,1.131,C10 H10 O7,0.000346939,1,1.053,O2,0
C11 H12 O7 S1,3.51e-05,0,1.026,C10 H10 O7 S1,2.86e-05,1,0.997,-C1 -H2,0
C14 H14 O8 S1,3.85e-05,0,1.431,C10 H10 O7 S1,2.86e-05,1,0.997,-C4 -H4 -O1,0
C12 H12 O7 S1,5.26e-05,0,0.0,C10 H10 O7 S1,2.86e-05,1,0.997,-C2 -H2,0
C11 H10 O8 S1,3.77e-05,0,0.0,C10 H10 O7 S1,2.86e-05,1,0.997,-C1 -O1,0
C10 H14 O5 S1,5.64e-05,0,0.0,C10 H10 O7 S1,2.86e-05,1,0.997,-H4 O2,0
C10 H12 O6 S1,3.54e-05,0,0.0,C10 H10 O7 S1,2.86e-05,1,0.997,-H2 O1,0
C11 H12 O8,0.000378968,0,1.033,C10 H10 O8,0.000181074,1,1.075,-C1 -H2,0
C12 H14 O9,0.000298941,0,1.077,C10 H10 O8,0.000181074,1,1.075,-C2 -H4 -O1,0
C10 H12 O9,6.74e-05,0,0.999,C10 H10 O8,0.000181074,1,1.075,-H2 -O1,0
C11 H10 O9,0.000167134,0,0.91,C10 H10 O8,0.000181074,1,1.075,-C1 -O1,1
C14 H14 O9,0.000853082,0,1.017,C10 H10 O8,0.000181074,1,1.075,-C4 -H4 -O1,0
C10 H12 O8,0.000133544,0,1.063,C10 H10 O8,0.000181074,1,1.075,-H2,0
C11 H10 O8,0.000349235,0,1.059,C10 H10 O8,0.000181074,1,1.075,-C1,0
C12 H12 O8,0.000644709,0,1.038,C10 H10 O8,0.000181074,1,1.075,-C2 -H2,0
C11 H10 O10,5.76e-05,0,0.0,C10 H10 O8,0.000181074,1,1.075,-C1 -O2,0
C10 H10 O6,0.000490177,0,1.013,C10 H10 O8,0.000181074,1,1.075,O2,0
C10 H14 O6,0.000271153,0,1.039,C10 H10 O8,0.000181074,1,1.075,-H4 O2,0
C10 H10 O7,0.000329385,0,1.053,C10 H10 O8,0.000181074,1,1.075,O1,0
C10 H12 O7,0.000303734,0,1.06,C10 H10 O8,0.000181074,1,1.075,-H2 O1,0
C11 H12 O7,0.000591086,0,1.125,C10 H10 O8,0.000181074,1,1.075,-C1 -H2 O1,0
C10 H11 N1 O7,5.07e-05,0,1.008,C10 H10 O8,0.000181074,1,1.075,-H1 O1 -N1,0
C10 H8 O7,0.000424611,0,1.097,C10 H10 O8,0.000181074,1,1.075,H2 O1,0
C10 H12 O9,6.74e-05,0,0.999,C10 H10 O9,7.61e-05,1,0.945,-H2,0
C11 H10 O9,0.000167134,0,0.91,C10 H10 O9,7.61e-05,1,0.945,-C1,0
C12 H12 O9,0.000364381,0,0.934,C10 H10 O9,7.61e-05,1,0.945,-C2 -H2,0
C14 H14 O10,0.000442084,0,1.002,C10 H10 O9,7.61e-05,1,0.945,-C4 -H4 -O1,0
C11 H12 O9,0.000178915,0,1.035,C10 H10 O9,7.61e-05,1,0.945,-C1 -H2,0
C11 H10 O10,5.76e-05,0,0.0,C10 H10 O9,7.61e-05,1,0.945,-C1 -O1,0
C12 H14 O10,0.000108331,0,0.87,C10 H10 O9,7.61e-05,1,0.945,-C2 -H4 -O1,0
C11 H12 O8,0.000378968,0,1.033,C10 H10 O9,7.61e-05,1,0.945,-C1 -H2 O1,0
C10 H12 O8,0.000133544,0,1.063,C10 H10 O9,7.61e-05,1,0.945,-H2 O1,0
C10 H14 O7,0.000133219,0,1.079,C10 H10 O9,7.61e-05,1,0.945,-H4 O2,0
C10 H10 O8,0.000168482,0,1.075,C10 H10 O9,7.61e-05,1,0.945,O1,0
C10 H8 O8,0.000153845,0,1.087,C10 H10 O9,7.61e-05,1,0.945,H2 O1,0
C10 H10 O7,0.000329385,0,1.053,C10 H10 O9,7.61e-05,1,0.945,O2,0
C12 H15 N1 O4,0.000117656,0,0.783,C10 H11 N1 O3,5.52e-05,1,0.865,-C2 -H4 -O1,0
C14 H15 N1 O4,0.000100922,0,0.923,C10 H11 N1 O3,5.52e-05,1,0.865,-C4 -H4 -O1,0
C11 H11 N1 O4,8.33e-05,0,1.308,C10 H11 N1 O3,5.52e-05,1,0.865,-C1 -O1,0
C10 H13 N1 O4,6.34e-05,0,1.112,C10 H11 N1 O3,5.52e-05,1,0.865,-H2 -O1,0
C10 H10 O4,0.00042133,0,1.034,C10 H11 N1 O3,5.52e-05,1,0.865,H1 -O1 N1,0
C11 H11 N1 O3,5e-05,0,1.234,C10 H11 N1 O3,5.52e-05,1,0.865,-C1,0
C11 H13 N1 O3,4.83e-05,0,1.193,C10 H11 N1 O3,5.52e-05,1,0.865,-C1 -H2,0
C11 H11 N1 O5,0.000141039,0,0.745,C10 H11 N1 O3,5.52e-05,1,0.865,-C1 -O2,0
C10 H13 N1 O3,6.08e-05,0,0.581,C10 H11 N1 O3,5.52e-05,1,0.865,-H2,0
C12 H13 N1 O3,5.27e-05,0,0.924,C10 H11 N1 O3,5.52e-05,1,0.865,-C2 -H2,0
C10 H11 N1 O2,2.62e-05,0,0.0,C10 H11 N1 O3,5.52e-05,1,0.865,O1,0
C10 H13 N1 O4,6.34e-05,0,1.112,C10 H11 N1 O4,7.91e-05,1,1.219,-H2,0
C14 H15 N1 O5,0.000177331,0,1.02,C10 H11 N1 O4,7.91e-05,1,1.219,-C4 -H4 -O1,0
C11 H11 N1 O5,0.000141039,0,0.745,C10 H11 N1 O4,7.91e-05,1,1.219,-C1 -O1,1
C12 H13 N1 O4,9.67e-05,0,1.013,C10 H11 N1 O4,7.91e-05,1,1.219,-C2 -H2,0
C10 H13 N1 O5,5.86e-05,0,1.261,C10 H11 N1 O4,7.91e-05,1,1.219,-H2 -O1,0
C10 H10 O5,0.00056517,0,1.131,C10 H11 N1 O4,7.91e-05,1,1.219,H1 -O1 N1,0
C11 H11 N1 O4,8.33e-05,0,1.308,C10 H11 N1 O4,7.91e-05,1,1.219,-C1,0
C11 H11 N1 O6,0.000101647,0,1.16,C10 H11 N1 O4,7.91e-05,1,1.219,-C1 -O2,0
C11 H13 N1 O4,8.38e-05,0,1.262,C10 H11 N1 O4,7.91e-05,1,1.219,-C1 -H2,0
C12 H15 N1 O5,0.000139888,0,0.943,C10 H11 N1 O4,7.91e-05,1,1.219,-C2 -H4 -O1,1
C11 H13 N1 O3,4.83e-05,0,1.193,C10 H11 N1 O4,7.91e-05,1,1.219,-C1 -H2 O1,0
C10 H11 N1 O3,6.38e-05,0,0.865,C10 H11 N1 O4,7.91e-05,1,1.219,O1,1
C10 H13 N1 O3,6.08e-05,0,0.581,C10 H11 N1 O4,7.91e-05,1,1.219,-H2 O1,1
C10 H12 N2 O3,2.79e-05,0,0.0,C10 H11 N1 O4,7.91e-05,1,1.219,-H1 O1 -N1,0
C10 H11 N1 O2,2.62e-05,0,0.0,C10 H11 N1 O4,7.91e-05,1,1.219,O2,0
C10 H9 N1 O3,6.94e-05,0,0.934,C10 H11 N1 O4,7.91e-05,1,1.219,H2 O1,1
C11 H11 N1 O7,7.24e-05,0,0.912,C10 H11 N1 O5,8.76e-05,1,0.861,-C1 -O2,0
C10 H13 N1 O6,5.25e-05,0,1.36,C10 H11 N1 O5,8.76e-05,1,0.861,-H2 -O1,0
C12 H13 N1 O5,0.000138753,0,1.055,C10 H11 N1 O5,8.76e-05,1,0.861,-C2 -H2,0
C10 H10 O6,0.000490177,0,1.013,C10 H11 N1 O5,8.76e-05,1,0.861,H1 -O1 N1,0
C10 H13 N1 O5,5.86e-05,0,1.261,C10 H11 N1 O5,8.76e-05,1,0.861,-H2,0
C11 H11 N1 O6,0.000101647,0,1.16,C10 H11 N1 O5,8.76e-05,1,0.861,-C1 -O1,0
C14 H15 N1 O6,0.000199553,0,0.979,C10 H11 N1 O5,8.76e-05,1,0.861,-C4 -H4 -O1,0
C11 H11 N1 O5,0.000141039,0,0.745,C10 H11 N1 O5,8.76e-05,1,0.861,-C1,0
C11 H13 N1 O5,0.000117662,0,1.062,C10 H11 N1 O5,8.76e-05,1,0.861,-C1 -H2,0
C12 H15 N1 O6,0.000140887,0,1.098,C10 H11 N1 O5,8.76e-05,1,0.861,-C2 -H4 -O1,0
C10 H9 N1 O4,8.19e-05,0,0.924,C10 H11 N1 O5,8.76e-05,1,0.861,H2 O1,0
C10 H13 N1 O4,6.34e-05,0,1.112,C10 H11 N1 O5,8.76e-05,1,0.861,-H2 O1,0
C10 H12 N2 O4,4.09e-05,0,0.0,C10 H11 N1 O5,8.76e-05,1,0.861,-H1 O1 -N1,0
C10 H11 N1 O3,6.38e-05,0,0.865,C10 H11 N1 O5,8.76e-05,1,0.861,O2,0
C11 H13 N1 O4,8.38e-05,0,1.262,C10 H11 N1 O5,8.76e-05,1,0.861,-C1 -H2 O1,0
C10 H11 N1 O4,6.49e-05,0,1.219,C10 H11 N1 O5,8.76e-05,1,0.861,O1,0
C12 H13 N1 O6,0.000145409,0,1.087,C10 H11 N1 O6,8.07e-05,1,1.283,-C2 -H2,0
C11 H11 N1 O7,7.24e-05,0,0.912,C10 H11 N1 O6,8.07e-05,1,1.283,-C1 -O1,1
C12 H15 N1 O7,9.9e-05,0,1.006,C10 H11 N1 O6,8.07e-05,1,1.283,-C2 -H4 -O1,0
C11 H11 N1 O8,3.51e-05,0,0.0,C10 H11 N1 O6,8.07e-05,1,1.283,-C1 -O2,0
C10 H13 N1 O6,5.25e-05,0,1.36,C10 H11 N1 O6,8.07e-05,1,1.283,-H2,0
C14 H15 N1 O7,0.000202608,0,0.936,C10 H11 N1 O6,8.07e-05,1,1.283,-C4 -H4 -O1,1
C11 H13 N1 O6,0.00012866,0,0.964,C10 H11 N1 O6,8.07e-05,1,1.283,-C1 -H2,1
C11 H11 N1 O6,0.000101647,0,1.16,C10 H11 N1 O6,8.07e-05,1,1.283,-C1,0
C10 H10 O7,0.000329385,0,1.053,C10 H11 N1 O6,8.07e-05,1,1.283,H1 -O1 N1,0
C10 H13 N1 O7,2.81e-05,0,1.356,C10 H11 N1 O6,8.07e-05,1,1.283,-H2 -O1,0
C10 H13 N1 O5,5.86e-05,0,1.261,C10 H11 N1 O6,8.07e-05,1,1.283,-H2 O1,0
C10 H15 N1 O4,4.24e-05,0,0.833,C10 H11 N1 O6,8.07e-05,1,1.283,-H4 O2,1
C10 H12 N2 O5,4.51e-05,0,1.033,C10 H11 N1 O6,8.07e-05,1,1.283,-H1 O1 -N1,0
C10 H11 N1 O4,6.49e-05,0,1.219,C10 H11 N1 O6,8.07e-05,1,1.283,O2,0
C11 H13 N1 O5,0.000117662,0,1.062,C10 H11 N1 O6,8.07e-05,1,1.283,-C1 -H2 O1,0
C10 H9 N1 O5,9.06e-05,0,1.066,C10 H11 N1 O6,8.07e-05,1,1.283,H2 O1,0
C10 H11 N1 O5,0.000101771,0,0.861,C10 H11 N1 O6,8.07e-05,1,1.283,O1,1
C10 H13 N1 O7,2.81e-05,0,1.356,C10 H11 N1 O7,5.11e-05,1,1.008,-H2,0
C10 H10 O8,0.000168482,0,1.075,C10 H11 N1 O7,5.11e-05,1,1.008,H1 -O1 N1,0
C11 H11 N1 O8,3.51e-05,0,0.0,C10 H11 N1 O7,5.11e-05,1,1.008,-C1 -O1,0
C12 H15 N1 O8,6.49e-05,0,0.747,C10 H11 N1 O7,5.11e-05,1,1.008,-C2 -H4 -O1,0
C11 H13 N1 O7,8.25e-05,0,1.028,C10 H11 N1 O7,5.11e-05,1,1.008,-C1 -H2,0
C11 H11 N1 O7,7.24e-05,0,0.912,C10 H11 N1 O7,5.11e-05,1,1.008,-C1,0
C14 H15 N1 O8,0.000148933,0,1.175,C10 H11 N1 O7,5.11e-05,1,1.008,-C4 -H4 -O1,0
C12 H13 N1 O7,0.000118557,0,1.079,C10 H11 N1 O7,5.11e-05,1,1.008,-C2 -H2,0
C11 H13 N1 O6,0.00012866,0,0.964,C10 H11 N1 O7,5.11e-05,1,1.008,-C1 -H2 O1,0
C10 H9 N1 O6,7.68e-05,0,0.94,C10 H11 N1 O7,5.11e-05,1,1.008,H2 O1,0
C10 H11 N1 O5,0.000101771,0,0.861,C10 H11 N1 O7,5.11e-05,1,1.008,O2,0
C10 H11 N1 O6,6.29e-05,0,1.283,C10 H11 N1 O7,5.11e-05,1,1.008,O1,0
C10 H13 N1 O6,5.25e-05,0,1.36,C10 H11 N1 O7,5.11e-05,1,1.008,-H2 O1,0
C10 H15 N1 O5,4.34e-05,0,1.274,C10 H11 N1 O7,5.11e-05,1,1.008,-H4 O2,0
C11 H11 N1 O8,3.51e-05,0,0.0,C10 H11 N1 O8,4.54e-05,1,0.0,-C1,0
C14 H15 N1 O9,9.93e-05,0,1.036,C10 H11 N1 O8,4.54e-05,1,0.0,-C4 -H4 -O1,0
C10 H10 O9,8.05e-05,0,0.945,C10 H11 N1 O8,4.54e-05,1,0.0,H1 -O1 N1,0
C12 H13 N1 O8,6.18e-05,0,1.015,C10 H11 N1 O8,4.54e-05,1,0.0,-C2 -H2,0
C11 H13 N1 O8,3.3e-05,0,1.618,C10 H11 N1 O8,4.54e-05,1,0.0,-C1 -H2,0
C11 H13 N1 O7,8.25e-05,0,1.028,C10 H11 N1 O8,4.54e-05,1,0.0,-C1 -H2 O1,0
C10 H11 N1 O6,6.29e-05,0,1.283,C10 H11 N1 O8,4.54e-05,1,0.0,O2,0
C10 H11 N1 O7,5.07e-05,0,1.008,C10 H11 N1 O8,4.54e-05,1,0.0,O1,0
