mol_from,mol_from_int,mol_from_time,mol_from_int_trend,mol_to,mol_to_int,mol_to_time,mol_to_int_trend,transformation_unit,is_hti
C10 H10 O3,0.000269399,4,1.013,C10 H10 O4,0.000590179,5,0.931,O1,0
C10 H10 O2,9.17e-05,4,1.139,C10 H10 O4,0.000590179,5,0.931,O2,0
C10 H12 O3,0.000266119,4,0.975,C10 H10 O4,0.000590179,5,0.931,-H2 O1,0
C11 H12 O3,0.000265161,4,0.987,C10 H10 O4,0.000590179,5,0.931,-C1 -H2 O1,0
C10 H8 O3,0.000274124,4,1.012,C10 H10 O4,0.000590179,5,0.931,H2 O1,0
C12 H12 O5,0.001228356,4,0.993,C10 H10 O5,0.001032796,5,1.016,-C2 -H2,0
C10 H10 O5 S1,2.92e-05,4,0.791,C10 H10 O5,0.001032796,5,1.016,-S1,0
C11 H10 O5,0.001130939,4,0.977,C10 H10 O5,0.001032796,5,1.016,-C1,0
C10 H10 O8 S1,3.37e-05,4,1.059,C10 H10 O5,0.001032796,5,1.016,-O3 -S1,0
C14 H14 O6,0.001357198,4,0.986,C10 H10 O5,0.001032796,5,1.016,-C4 -H4 -O1,0
C10 H12 O6,0.00062772,4,1.015,C10 H10 O5,0.001032796,5,1.016,-H2 -O1,0
C11 H10 O6,0.001267301,4,1.016,C10 H10 O5,0.001032796,5,1.016,-C1 -O1,0
C11 H12 O5,0.000915247,4,0.994,C10 H10 O5,0.001032796,5,1.016,-C1 -H2,0
C11 H10 O7,0.000931755,4,1.043,C10 H10 O5,0.001032796,5,1.016,-C1 -O2,0
C10 H12 O5,0.000802762,4,0.929,C10 H10 O5,0.001032796,5,1.016,-H2,0
C12 H14 O6,0.001490795,4,0.937,C10 H10 O5,0.001032796,5,1.016,-C2 -H4 -O1,0
C10 H10 O6 S1,3.16e-05,4,1.12,C10 H10 O5,0.001032796,5,1.016,-O1 -S1,0
C10 H12 O4,0.000637183,4,0.839,C10 H10 O5,0.001032796,5,1.016,-H2 O1,0
C10 H8 O4,0.0005094,4,1.03,C10 H10 O5,0.001032796,5,1.016,H2 O1,0
C10 H14 O3,0.000208293,4,1.06,C10 H10 O5,0.001032796,5,1.016,-H4 O2,0
C10 H10 O3,0.000269399,4,1.013,C10 H10 O5,0.001032796,5,1.016,O2,0
C10 H11 N1 O4,8.85e-05,4,1.046,C10 H10 O5,0.001032796,5,1.016,-H1 O1 -N1,0
C11 H12 O4,0.00057655,4,0.998,C10 H10 O5,0.001032796,5,1.016,-C1 -H2 O1,0
C10 H10 O4,0.000633582,4,0.931,C10 H10 O5,0.001032796,5,1.016,O1,0
C12 H14 O6 S1,4.99e-05,4,0.916,C10 H10 O5 S1,2.31e-05,5,0.791,-C2 -H4 -O1,0
C10 H12 O5 S1,3.36e-05,4,0.789,C10 H10 O5 S1,2.31e-05,5,0.791,-H2,0
C10 H12 O6 S1,4.48e-05,4,0.931,C10 H10 O5 S1,2.31e-05,5,0.791,-H2 -O1,0
C11 H10 O6 S1,4.01e-05,4,0.808,C10 H10 O5 S1,2.31e-05,5,0.791,-C1 -O1,0
C11 H10 O7 S1,3.81e-05,4,0.987,C10 H10 O5 S1,2.31e-05,5,0.791,-C1 -O2,0
C11 H10 O5 S1,2.98e-05,4,0.826,C10 H10 O5 S1,2.31e-05,5,0.791,-C1,0
C10 H10 O7 S1,3.74e-05,4,0.898,C10 H10 O6,0.000714082,5,1.035,-O1 -S1,1
C11 H10 O7,0.000931755,4,1.043,C10 H10 O6,0.000714082,5,1.035,-C1 -O1,0
C11 H10 O8,0.000391378,4,1.177,C10 H10 O6,0.000714082,5,1.035,-C1 -O2,0
C12 H12 O6,0.001459634,4,0.961,C10 H10 O6,0.000714082,5,1.035,-C2 -H2,1
C12 H14 O7,0.00128911,4,0.978,C10 H10 O6,0.000714082,5,1.035,-C2 -H4 -O1,0
C10 H12 O7,0.000498672,4,0.95,C10 H10 O6,0.000714082,5,1.035,-H2 -O1,1
C10 H10 O6 S1,3.16e-05,4,1.12,C10 H10 O6,0.000714082,5,1.035,-S1,0
C11 H12 O6,0.001438286,4,0.879,C10 H10 O6,0.000714082,5,1.035,-C1 -H2,1
C14 H14 O7,0.001814581,4,0.976,C10 H10 O6,0.000714082,5,1.035,-C4 -H4 -O1,0
C11 H10 O6,0.001267301,4,1.016,C10 H10 O6,0.000714082,5,1.035,-C1,0
C10 H12 O6,0.00062772,4,1.015,C10 H10 O6,0.000714082,5,1.035,-H2,0
C10 H10 O4,0.000633582,4,0.931,C10 H10 O6,0.000714082,5,1.035,O2,1
C10 H8 O5,0.000819816,4,1.013,C10 H10 O6,0.000714082,5,1.035,H2 O1,0
C10 H10 O5,0.001017023,4,1.016,C10 H10 O6,0.000714082,5,1.035,O1,0
C11 H12 O5,0.000915247,4,0.994,C10 H10 O6,0.000714082,5,1.035,-C1 -H2 O1,0
C10 H11 N1 O5,0.000107544,4,1.027,C10 H10 O6,0.000714082,5,1.035,-H1 O1 -N1,0
C10 H12 O5,0.000802762,4,0.929,C10 H10 O6,0.000714082,5,1.035,-H2 O1,1
C10 H14 O4,0.000451499,4,1.021,C10 H10 O6,0.000714082,5,1.035,-H4 O2,0
C11 H10 O6 S1,4.01e-05,4,0.808,C10 H10 O6 S1,3.54e-05,5,1.12,-C1,1
C11 H10 O8 S1,2.68e-05,4,0.0,C10 H10 O6 S1,3.54e-05,5,1.12,-C1 -O2,0
C12 H14 O7 S1,5.04e-05,4,0.877,C10 H10 O6 S1,3.54e-05,5,1.12,-C2 -H4 -O1,1
C10 H12 O6 S1,4.48e-05,4,0.931,C10 H10 O6 S1,3.54e-05,5,1.12,-H2,1
C10 H12 O7 S1,2.52e-05,4,0.956,C10 H10 O6 S1,3.54e-05,5,1.12,-H2 -O1,1
C14 H14 O7 S1,4.44e-05,4,1.079,C10 H10 O6 S1,3.54e-05,5,1.12,-C4 -H4 -O1,0
C11 H10 O7 S1,3.81e-05,4,0.987,C10 H10 O6 S1,3.54e-05,5,1.12,-C1 -O1,0
C11 H12 O6 S1,4.98e-05,4,0.964,C10 H10 O6 S1,3.54e-05,5,1.12,-C1 -H2,1
C12 H12 O6 S1,4.74e-05,4,0.895,C10 H10 O6 S1,3.54e-05,5,1.12,-C2 -H2,1
C10 H10 O5 S1,2.92e-05,4,0.791,C10 H10 O6 S1,3.54e-05,5,1.12,O1,1
C10 H8 O5 S1,2.12e-05,4,1.255,C10 H10 O6 S1,3.54e-05,5,1.12,H2 O1,0
C10 H12 O5 S1,3.36e-05,4,0.789,C10 H10 O6 S1,3.54e-05,5,1.12,-H2 O1,1
C10 H10 O8 S1,3.37e-05,4,1.059,C10 H10 O7,0.000381209,5,1.007,-O1 -S1,0
C11 H10 O7,0.000931755,4,1.043,C10 H10 O7,0.000381209,5,1.007,-C1,0
C11 H10 O9,0.000131532,4,1.089,C10 H10 O7,0.000381209,5,1.007,-C1 -O2,0
C10 H12 O8,0.000150169,4,0.868,C10 H10 O7,0.000381209,5,1.007,-H2 -O1,0
C10 H12 O7,0.000498672,4,0.95,C10 H10 O7,0.000381209,5,1.007,-H2,0
C11 H10 O8,0.000391378,4,1.177,C10 H10 O7,0.000381209,5,1.007,-C1 -O1,0
C12 H14 O8,0.000820955,4,0.999,C10 H10 O7,0.000381209,5,1.007,-C2 -H4 -O1,0
C10 H10 O7 S1,3.74e-05,4,0.898,C10 H10 O7,0.000381209,5,1.007,-S1,0
C11 H12 O7,0.001041156,4,0.995,C10 H10 O7,0.000381209,5,1.007,-C1 -H2,0
C14 H14 O8,0.001634612,4,1.019,C10 H10 O7,0.000381209,5,1.007,-C4 -H4 -O1,0
C12 H12 O7,0.001334214,4,1.054,C10 H10 O7,0.000381209,5,1.007,-C2 -H2,0
C10 H10 O6,0.000689798,4,1.035,C10 H10 O7,0.000381209,5,1.007,O1,0
C10 H14 O5,0.000609358,4,0.98,C10 H10 O7,0.000381209,5,1.007,-H4 O2,0
C10 H11 N1 O6,7.83e-05,4,1.013,C10 H10 O7,0.000381209,5,1.007,-H1 O1 -N1,0
C10 H8 O6,0.001064071,4,1.005,C10 H10 O7,0.000381209,5,1.007,H2 O1,0
C10 H10 O5,0.001017023,4,1.016,C10 H10 O7,0.000381209,5,1.007,O2,0
C11 H12 O6,0.001438286,4,0.879,C10 H10 O7,0.000381209,5,1.007,-C1 -H2 O1,0
C10 H12 O6,0.00062772,4,1.015,C10 H10 O7,0.000381209,5,1.007,-H2 O1,0
C12 H12 O7 S1,4.17e-05,4,0.842,C10 H10 O7 S1,3.36e-05,5,0.898,-C2 -H2,0
C11 H10 O7 S1,3.81e-05,4,0.987,C10 H10 O7 S1,3.36e-05,5,0.898,-C1,0
C14 H14 O8 S1,5.26e-05,4,1.002,C10 H10 O7 S1,3.36e-05,5,0.898,-C4 -H4 -O1,0
C11 H10 O8 S1,2.68e-05,4,0.0,C10 H10 O7 S1,3.36e-05,5,0.898,-C1 -O1,0
C10 H12 O7 S1,2.52e-05,4,0.956,C10 H10 O7 S1,3.36e-05,5,0.898,-H2,0
C11 H12 O6 S1,4.98e-05,4,0.964,C10 H10 O7 S1,3.36e-05,5,0.898,-C1 -H2 O1,0
C10 H10 O5 S1,2.92e-05,4,0.791,C10 H10 O7 S1,3.36e-05,5,0.898,O2,0
C10 H10 O6 S1,3.16e-05,4,1.12,C10 H10 O7 S1,3.36e-05,5,0.898,O1,0
C10 H8 O6 S1,2.36e-05,4,1.068,C10 H10 O7 S1,3.36e-05,5,0.898,H2 O1,0
C10 H12 O6 S1,4.48e-05,4,0.931,C10 H10 O7 S1,3.36e-05,5,0.898,-H2 O1,0
C10 H14 O5 S1,0.000101599,4,0.507,C10 H10 O7 S1,3.36e-05,5,0.898,-H4 O2,0
C11 H10 O8,0.000391378,4,1.177,C10 H10 O8,0.00015104,5,0.971,-C1,0
C11 H10 O9,0.000131532,4,1.089,C10 H10 O8,0.00015104,5,0.971,-C1 -O1,0
C10 H12 O8,0.000150169,4,0.868,C10 H10 O8,0.00015104,5,0.971,-H2,0
C12 H14 O9,0.000299333,4,0.995,C10 H10 O8,0.00015104,5,0.971,-C2 -H4 -O1,0
C14 H14 O9,0.000930617,4,1.064,C10 H10 O8,0.00015104,5,0.971,-C4 -H4 -O1,0
C12 H12 O8,0.000838485,4,0.995,C10 H10 O8,0.00015104,5,0.971,-C2 -H2,0
C11 H10 O10,2.37e-05,4,1.591,C10 H10 O8,0.00015104,5,0.971,-C1 -O2,0
C10 H12 O9,3.3e-05,4,1.185,C10 H10 O8,0.00015104,5,0.971,-H2 -O1,0
C11 H12 O8,0.000435837,4,1.018,C10 H10 O8,0.00015104,5,0.971,-C1 -H2,0
C10 H10 O8 S1,3.37e-05,4,1.059,C10 H10 O8,0.00015104,5,0.971,-S1,0
C10 H10 O6,0.000689798,4,1.035,C10 H10 O8,0.00015104,5,0.971,O2,0
C10 H8 O7,0.000716726,4,1.031,C10 H10 O8,0.00015104,5,0.971,H2 O1,0
C11 H12 O7,0.001041156,4,0.995,C10 H10 O8,0.00015104,5,0.971,-C1 -H2 O1,0
C10 H11 N1 O7,4.81e-05,4,1.023,C10 H10 O8,0.00015104,5,0.971,-H1 O1 -N1,0
C10 H10 O7,0.000378532,4,1.007,C10 H10 O8,0.00015104,5,0.971,O1,0
C10 H14 O6,0.000429127,4,0.889,C10 H10 O8,0.00015104,5,0.971,-H4 O2,0
C10 H12 O7,0.000498672,4,0.95,C10 H10 O8,0.00015104,5,0.971,-H2 O1,0
C11 H12 O8 S1,4.14e-05,4,0.867,C10 H10 O8 S1,3.57e-05,5,1.059,-C1 -H2,1
C12 H14 O9 S1,2.35e-05,4,0.0,C10 H10 O8 S1,3.57e-05,5,1.059,-C2 -H4 -O1,0
C12 H12 O8 S1,3.32e-05,4,1.292,C10 H10 O8 S1,3.57e-05,5,1.059,-C2 -H2,0
C14 H14 O9 S1,4.15e-05,4,1.246,C10 H10 O8 S1,3.57e-05,5,1.059,-C4 -H4 -O1,0
C11 H10 O8 S1,2.68e-05,4,0.0,C10 H10 O8 S1,3.57e-05,5,1.059,-C1,0
C10 H10 O6 S1,3.16e-05,4,1.12,C10 H10 O8 S1,3.57e-05,5,1.059,O2,0
C10 H14 O6 S1,2.42e-05,4,0.0,C10 H10 O8 S1,3.57e-05,5,1.059,-H4 O2,0
C10 H12 O7 S1,2.52e-05,4,0.956,C10 H10 O8 S1,3.57e-05,5,1.059,-H2 O1,1
C10 H10 O7 S1,3.74e-05,4,0.898,C10 H10 O8 S1,3.57e-05,5,1.059,O1,1
C10 H8 O7 S1,3.44e-05,4,1.186,C10 H10 O8 S1,3.57e-05,5,1.059,H2 O1,0
C11 H10 O10,2.37e-05,4,1.591,C10 H10 O9,5.27e-05,5,1.117,-C1 -O1,0
C14 H14 O10,0.000397787,4,1.102,C10 H10 O9,5.27e-05,5,1.117,-C4 -H4 -O1,0
C12 H12 O9,0.000315339,4,1.051,C10 H10 O9,5.27e-05,5,1.117,-C2 -H2,0
C11 H12 O9,0.000154934,4,1.031,C10 H10 O9,5.27e-05,5,1.117,-C1 -H2,0
C12 H14 O10,9.22e-05,4,0.875,C10 H10 O9,5.27e-05,5,1.117,-C2 -H4 -O1,1
C10 H12 O9,3.3e-05,4,1.185,C10 H10 O9,5.27e-05,5,1.117,-H2,0
C11 H10 O9,0.000131532,4,1.089,C10 H10 O9,5.27e-05,5,1.117,-C1,0
C10 H10 O7,0.000378532,4,1.007,C10 H10 O9,5.27e-05,5,1.117,O2,0
C10 H14 O7,0.000191923,4,0.931,C10 H10 O9,5.27e-05,5,1.117,-H4 O2,1
C10 H11 N1 O8,6.26e-05,4,0.998,C10 H10 O9,5.27e-05,5,1.117,-H1 O1 -N1,0
C10 H10 O8,0.000155563,4,0.971,C10 H10 O9,5.27e-05,5,1.117,O1,1
C10 H8 O8,0.000173524,4,1.188,C10 H10 O9,5.27e-05,5,1.117,H2 O1,0
C10 H12 O8,0.000150169,4,0.868,C10 H10 O9,5.27e-05,5,1.117,-H2 O1,1
C11 H12 O8,0.000435837,4,1.018,C10 H10 O9,5.27e-05,5,1.117,-C1 -H2 O1,0
C11 H11 N1 O4,0.000109985,4,0.935,C10 H11 N1 O2,2.89e-05,5,1.23,-C1 -O2,1
C12 H15 N1 O3,5.3e-05,4,0.885,C10 H11 N1 O2,2.89e-05,5,1.23,-C2 -H4 -O1,1
C10 H13 N1 O3,4.25e-05,4,1.174,C10 H11 N1 O2,2.89e-05,5,1.23,-H2 -O1,0
C11 H11 N1 O2,3.26e-05,4,0.0,C10 H11 N1 O2,2.89e-05,5,1.23,-C1,0
C10 H13 N1 O2,2.56e-05,4,0.984,C10 H11 N1 O2,2.89e-05,5,1.23,-H2,0
C14 H15 N1 O3,4.45e-05,4,0.973,C10 H11 N1 O2,2.89e-05,5,1.23,-C4 -H4 -O1,1
C10 H10 O3,0.000269399,4,1.013,C10 H11 N1 O2,2.89e-05,5,1.23,H1 -O1 N1,0
C11 H11 N1 O3,6.08e-05,4,0.878,C10 H11 N1 O2,2.89e-05,5,1.23,-C1 -O1,1
C12 H15 N1 O4,0.000114273,4,0.901,C10 H11 N1 O3,3.71e-05,5,0.723,-C2 -H4 -O1,0
C14 H15 N1 O4,9.77e-05,4,1.04,C10 H11 N1 O3,3.71e-05,5,0.723,-C4 -H4 -O1,0
C11 H11 N1 O3,6.08e-05,4,0.878,C10 H11 N1 O3,3.71e-05,5,0.723,-C1,0
C11 H13 N1 O3,6.35e-05,4,0.959,C10 H11 N1 O3,3.71e-05,5,0.723,-C1 -H2,0
C10 H10 O4,0.000633582,4,0.931,C10 H11 N1 O3,3.71e-05,5,0.723,H1 -O1 N1,0
C11 H11 N1 O5,0.000165141,4,0.91,C10 H11 N1 O3,3.71e-05,5,0.723,-C1 -O2,0
C10 H13 N1 O4,9.73e-05,4,1.049,C10 H11 N1 O3,3.71e-05,5,0.723,-H2 -O1,0
C10 H13 N1 O3,4.25e-05,4,1.174,C10 H11 N1 O3,3.71e-05,5,0.723,-H2,0
C11 H11 N1 O4,0.000109985,4,0.935,C10 H11 N1 O3,3.71e-05,5,0.723,-C1 -O1,0
C12 H13 N1 O3,5.35e-05,4,0.994,C10 H11 N1 O3,3.71e-05,5,0.723,-C2 -H2,0
C10 H9 N1 O2,2.7e-05,4,0.0,C10 H11 N1 O3,3.71e-05,5,0.723,H2 O1,0
C10 H13 N1 O2,2.56e-05,4,0.984,C10 H11 N1 O3,3.71e-05,5,0.723,-H2 O1,0
C10 H11 N1 O2,2.35e-05,4,1.23,C10 H11 N1 O3,3.71e-05,5,0.723,O1,0
C11 H11 N1 O4,0.000109985,4,0.935,C10 H11 N1 O4,9.26e-05,5,1.046,-C1,1
C10 H13 N1 O5,9.09e-05,4,1.024,C10 H11 N1 O4,9.26e-05,5,1.046,-H2 -O1,0
C11 H11 N1 O6,0.000142929,4,0.998,C10 H11 N1 O4,9.26e-05,5,1.046,-C1 -O2,0
C11 H13 N1 O4,0.000104274,4,0.949,C10 H11 N1 O4,9.26e-05,5,1.046,-C1 -H2,1
C14 H15 N1 O5,0.000161767,4,1.078,C10 H11 N1 O4,9.26e-05,5,1.046,-C4 -H4 -O1,0
C11 H11 N1 O5,0.000165141,4,0.91,C10 H11 N1 O4,9.26e-05,5,1.046,-C1 -O1,1
C10 H10 O5,0.001017023,4,1.016,C10 H11 N1 O4,9.26e-05,5,1.046,H1 -O1 N1,0
C12 H13 N1 O4,0.000108942,4,0.938,C10 H11 N1 O4,9.26e-05,5,1.046,-C2 -H2,1
C12 H15 N1 O5,0.000172235,4,0.901,C10 H11 N1 O4,9.26e-05,5,1.046,-C2 -H4 -O1,1
C10 H13 N1 O4,9.73e-05,4,1.049,C10 H11 N1 O4,9.26e-05,5,1.046,-H2,0
C10 H13 N1 O3,4.25e-05,4,1.174,C10 H11 N1 O4,9.26e-05,5,1.046,-H2 O1,0
C10 H11 N1 O3,5.13e-05,4,0.723,C10 H11 N1 O4,9.26e-05,5,1.046,O1,1
C10 H11 N1 O2,2.35e-05,4,1.23,C10 H11 N1 O4,9.26e-05,5,1.046,O2,0
C10 H9 N1 O3,5.53e-05,4,1.128,C10 H11 N1 O4,9.26e-05,5,1.046,H2 O1,0
C11 H13 N1 O3,6.35e-05,4,0.959,C10 H11 N1 O4,9.26e-05,5,1.046,-C1 -H2 O1,1
C10 H12 N2 O3,2.87e-05,4,0.784,C10 H11 N1 O4,9.26e-05,5,1.046,-H1 O1 -N1,1
C10 H13 N1 O5,9.09e-05,4,1.024,C10 H11 N1 O5,0.000110447,5,1.027,-H2,0
C11 H11 N1 O5,0.000165141,4,0.91,C10 H11 N1 O5,0.000110447,5,1.027,-C1,1
C12 H13 N1 O5,0.00016634,4,1.007,C10 H11 N1 O5,0.000110447,5,1.027,-C2 -H2,0
C10 H10 O6,0.000689798,4,1.035,C10 H11 N1 O5,0.000110447,5,1.027,H1 -O1 N1,0
C12 H15 N1 O6,0.000176484,4,1.027,C10 H11 N1 O5,0.000110447,5,1.027,-C2 -H4 -O1,0
C11 H13 N1 O5,0.000137664,4,0.96,C10 H11 N1 O5,0.000110447,5,1.027,-C1 -H2,1
C10 H13 N1 O6,8.77e-05,4,0.967,C10 H11 N1 O5,0.000110447,5,1.027,-H2 -O1,1
C11 H11 N1 O6,0.000142929,4,0.998,C10 H11 N1 O5,0.000110447,5,1.027,-C1 -O1,0
C14 H15 N1 O6,0.000212379,4,0.94,C10 H11 N1 O5,0.000110447,5,1.027,-C4 -H4 -O1,1
C11 H11 N1 O7,7.95e-05,4,0.859,C10 H11 N1 O5,0.000110447,5,1.027,-C1 -O2,1
C10 H9 N1 O4,9.23e-05,4,1.001,C10 H11 N1 O5,0.000110447,5,1.027,H2 O1,0
C10 H13 N1 O4,9.73e-05,4,1.049,C10 H11 N1 O5,0.000110447,5,1.027,-H2 O1,0
C11 H13 N1 O4,0.000104274,4,0.949,C10 H11 N1 O5,0.000110447,5,1.027,-C1 -H2 O1,1
C10 H11 N1 O4,8.85e-05,4,1.046,C10 H11 N1 O5,0.000110447,5,1.027,O1,0
C10 H15 N1 O3,2.33e-05,4,1.266,C10 H11 N1 O5,0.000110447,5,1.027,-H4 O2,0
C10 H11 N1 O3,5.13e-05,4,0.723,C10 H11 N1 O5,0.000110447,5,1.027,O2,1
C12 H15 N1 O7,0.000112815,4,0.906,C10 H11 N1 O6,7.93e-05,5,1.013,-C2 -H4 -O1,0
C11 H11 N1 O6,0.000142929,4,0.998,C10 H11 N1 O6,7.93e-05,5,1.013,-C1,0
