mol_from,mol_from_int,mol_from_time,mol_from_int_trend,mol_to,mol_to_int,mol_to_time,mol_to_int_trend,transformation_unit,is_hti
C13 H24 O7,4.41e-05,4,0.823,C13 H22 O8,6.76e-05,5,0.811,-H2 O1,0
C13 H20 O7,0.000651514,4,0.916,C13 H22 O8,6.76e-05,5,0.811,H2 O1,0
C13 H22 O7,0.000231108,4,0.792,C13 H22 O8,6.76e-05,5,0.811,O1,0
C13 H23 N1 O7,2.62e-05,4,0.0,C13 H22 O8,6.76e-05,5,0.811,-H1 O1 -N1,0
C13 H22 O6,0.000418798,4,0.83,C13 H22 O8,6.76e-05,5,0.811,O2,0
C14 H24 O7,0.000228812,4,0.874,C13 H22 O8,6.76e-05,5,0.811,-C1 -H2 O1,0
C15 H24 O9,0.000141693,4,0.837,C13 H22 O9,2.9e-05,5,0.0,-C2 -H2,0
C17 H26 O10,0.000162953,4,0.915,C13 H22 O9,2.9e-05,5,0.0,-C4 -H4 -O1,0
C14 H22 O10,2.89e-05,4,1.17,C13 H22 O9,2.9e-05,5,0.0,-C1 -O1,0
C14 H24 O9,2.91e-05,4,1.027,C13 H22 O9,2.9e-05,5,0.0,-C1 -H2,0
C14 H22 O9,0.000127497,4,0.809,C13 H22 O9,2.9e-05,5,0.0,-C1,0
C13 H24 O8,2.29e-05,4,0.0,C13 H22 O9,2.9e-05,5,0.0,-H2 O1,0
C14 H24 O8,0.000107665,4,0.651,C13 H22 O9,2.9e-05,5,0.0,-C1 -H2 O1,0
C13 H22 O7,0.000231108,4,0.792,C13 H22 O9,2.9e-05,5,0.0,O2,0
C13 H22 O8,8.34e-05,4,0.811,C13 H22 O9,2.9e-05,5,0.0,O1,0
C13 H20 O8,0.0002541,4,0.961,C13 H22 O9,2.9e-05,5,0.0,H2 O1,0
C13 H25 N1 O3,0.000496163,4,2.431,C13 H23 N1 O3,5.03e-05,5,0.0,-H2,0
C13 H25 N1 O4,3.76e-05,4,2.327,C13 H23 N1 O3,5.03e-05,5,0.0,-H2 -O1,0
C13 H22 O4,0.000266837,4,0.923,C13 H23 N1 O3,5.03e-05,5,0.0,H1 -O1 N1,0
C14 H23 N1 O4,3.67e-05,4,1.319,C13 H23 N1 O3,5.03e-05,5,0.0,-C1 -O1,0
C14 H25 N1 O3,5.16e-05,4,2.337,C13 H23 N1 O3,5.03e-05,5,0.0,-C1 -H2,0
C14 H23 N1 O5,2.97e-05,4,1.178,C13 H23 N1 O3,5.03e-05,5,0.0,-C1 -O2,0
C13 H25 N1 O2,3.69e-05,4,1.561,C13 H23 N1 O3,5.03e-05,5,0.0,-H2 O1,0
C14 H23 N1 O5,2.97e-05,4,1.178,C13 H23 N1 O4,7.65e-05,5,1.723,-C1 -O1,0
C15 H25 N1 O4,4.14e-05,4,1.857,C13 H23 N1 O4,7.65e-05,5,1.723,-C2 -H2,0
C13 H25 N1 O4,3.76e-05,4,2.327,C13 H23 N1 O4,7.65e-05,5,1.723,-H2,0
C14 H25 N1 O4,4.76e-05,4,1.771,C13 H23 N1 O4,7.65e-05,5,1.723,-C1 -H2,0
C14 H23 N1 O4,3.67e-05,4,1.319,C13 H23 N1 O4,7.65e-05,5,1.723,-C1,0
C13 H22 O5,0.000408273,4,0.915,C13 H23 N1 O4,7.65e-05,5,1.723,H1 -O1 N1,1
C14 H23 N1 O6,4.26e-05,4,0.0,C13 H23 N1 O4,7.65e-05,5,1.723,-C1 -O2,0
C15 H27 N1 O5,2.5e-05,4,1.096,C13 H23 N1 O4,7.65e-05,5,1.723,-C2 -H4 -O1,0
C14 H25 N1 O3,5.16e-05,4,2.337,C13 H23 N1 O4,7.65e-05,5,1.723,-C1 -H2 O1,0
C13 H25 N1 O3,0.000496163,4,2.431,C13 H23 N1 O4,7.65e-05,5,1.723,-H2 O1,0
C17 H27 N1 O6,2.69e-05,4,1.528,C13 H23 N1 O5,2.8e-05,5,0.996,-C4 -H4 -O1,0
C13 H22 O6,0.000418798,4,0.83,C13 H23 N1 O5,2.8e-05,5,0.996,H1 -O1 N1,0
C14 H23 N1 O7,3.65e-05,4,0.0,C13 H23 N1 O5,2.8e-05,5,0.996,-C1 -O2,0
C14 H23 N1 O5,2.97e-05,4,1.178,C13 H23 N1 O5,2.8e-05,5,0.996,-C1,0
C14 H23 N1 O6,4.26e-05,4,0.0,C13 H23 N1 O5,2.8e-05,5,0.996,-C1 -O1,0
C13 H25 N1 O4,3.76e-05,4,2.327,C13 H23 N1 O5,2.8e-05,5,0.996,-H2 O1,0
C13 H21 N1 O4,3.45e-05,4,0.814,C13 H23 N1 O5,2.8e-05,5,0.996,H2 O1,0
C13 H23 N1 O4,4.44e-05,4,1.723,C13 H23 N1 O5,2.8e-05,5,0.996,O1,0
C14 H25 N1 O4,4.76e-05,4,1.771,C13 H23 N1 O5,2.8e-05,5,0.996,-C1 -H2 O1,0
C14 H26 O3,0.00026706,4,0.969,C13 H24 O3,0.000114969,5,0.783,-C1 -H2,0
C13 H26 O4,0.000142431,4,0.872,C13 H24 O3,0.000114969,5,0.783,-H2 -O1,0
C14 H24 O3,9.43e-05,4,0.878,C13 H24 O3,0.000114969,5,0.783,-C1,0
C14 H24 O4,0.000297015,4,0.93,C13 H24 O3,0.000114969,5,0.783,-C1 -O1,0
C17 H28 O4,0.000134077,4,0.843,C13 H24 O3,0.000114969,5,0.783,-C4 -H4 -O1,0
C13 H26 O3,7.88e-05,4,1.0,C13 H24 O3,0.000114969,5,0.783,-H2,0
C14 H24 O5,0.000370982,4,0.863,C13 H24 O3,0.000114969,5,0.783,-C1 -O2,0
C15 H28 O4,0.00025349,4,0.876,C13 H24 O3,0.000114969,5,0.783,-C2 -H4 -O1,0
C15 H26 O3,0.00016396,4,0.987,C13 H24 O3,0.000114969,5,0.783,-C2 -H2,0
C14 H26 O2,8.82e-05,4,0.93,C13 H24 O3,0.000114969,5,0.783,-C1 -H2 O1,0
C13 H24 O2,2.51e-05,4,0.0,C13 H24 O3,0.000114969,5,0.783,O1,0
C13 H22 O2,3.19e-05,4,0.981,C13 H24 O3,0.000114969,5,0.783,H2 O1,0
C13 H25 N1 O2,3.69e-05,4,1.561,C13 H24 O3,0.000114969,5,0.783,-H1 O1 -N1,0
C13 H26 O2,0.000119113,4,0.91,C13 H24 O3,0.000114969,5,0.783,-H2 O1,0
C15 H26 O4,0.00027147,4,0.874,C13 H24 O4,0.000225401,5,0.8,-C2 -H2,0
C14 H24 O6,0.000409815,4,0.826,C13 H24 O4,0.000225401,5,0.8,-C1 -O2,0
C15 H28 O5,0.000186871,4,0.796,C13 H24 O4,0.000225401,5,0.8,-C2 -H4 -O1,0
C14 H24 O5,0.000370982,4,0.863,C13 H24 O4,0.000225401,5,0.8,-C1 -O1,0
C13 H26 O5,2.81e-05,4,0.851,C13 H24 O4,0.000225401,5,0.8,-H2 -O1,0
C14 H26 O4,0.000328692,4,0.773,C13 H24 O4,0.000225401,5,0.8,-C1 -H2,0
C13 H26 O4,0.000142431,4,0.872,C13 H24 O4,0.000225401,5,0.8,-H2,0
C17 H28 O5,0.000309139,4,0.897,C13 H24 O4,0.000225401,5,0.8,-C4 -H4 -O1,0
C14 H24 O4,0.000297015,4,0.93,C13 H24 O4,0.000225401,5,0.8,-C1,0
C13 H24 O3,0.000146908,4,0.783,C13 H24 O4,0.000225401,5,0.8,O1,0
C13 H25 N1 O3,0.000496163,4,2.431,C13 H24 O4,0.000225401,5,0.8,-H1 O1 -N1,0
C13 H24 O2,2.51e-05,4,0.0,C13 H24 O4,0.000225401,5,0.8,O2,0
C13 H22 O3,9.31e-05,4,0.992,C13 H24 O4,0.000225401,5,0.8,H2 O1,0
C14 H26 O3,0.00026706,4,0.969,C13 H24 O4,0.000225401,5,0.8,-C1 -H2 O1,0
C13 H26 O3,7.88e-05,4,1.0,C13 H24 O4,0.000225401,5,0.8,-H2 O1,0
C14 H26 O5,0.000176159,4,0.84,C13 H24 O5,0.000133473,5,0.72,-C1 -H2,0
C14 H24 O5,0.000370982,4,0.863,C13 H24 O5,0.000133473,5,0.72,-C1,0
C15 H26 O5,0.00035864,4,0.875,C13 H24 O5,0.000133473,5,0.72,-C2 -H2,0
C14 H24 O7,0.000228812,4,0.874,C13 H24 O5,0.000133473,5,0.72,-C1 -O2,0
C14 H24 O6,0.000409815,4,0.826,C13 H24 O5,0.000133473,5,0.72,-C1 -O1,0
C15 H28 O6,0.000101338,4,0.806,C13 H24 O5,0.000133473,5,0.72,-C2 -H4 -O1,0
C17 H28 O6,0.000419849,4,0.933,C13 H24 O5,0.000133473,5,0.72,-C4 -H4 -O1,0
C13 H26 O5,2.81e-05,4,0.851,C13 H24 O5,0.000133473,5,0.72,-H2,0
C13 H24 O3,0.000146908,4,0.783,C13 H24 O5,0.000133473,5,0.72,O2,0
C13 H24 O4,0.000281748,4,0.8,C13 H24 O5,0.000133473,5,0.72,O1,0
C13 H22 O4,0.000266837,4,0.923,C13 H24 O5,0.000133473,5,0.72,H2 O1,0
C14 H26 O4,0.000328692,4,0.773,C13 H24 O5,0.000133473,5,0.72,-C1 -H2 O1,0
C13 H26 O4,0.000142431,4,0.872,C13 H24 O5,0.000133473,5,0.72,-H2 O1,0
C13 H25 N1 O4,3.76e-05,4,2.327,C13 H24 O5,0.000133473,5,0.72,-H1 O1 -N1,0
C17 H28 O7,0.000401479,4,0.919,C13 H24 O6,0.000125751,5,0.749,-C4 -H4 -O1,0
C14 H26 O6,0.000142038,4,0.782,C13 H24 O6,0.000125751,5,0.749,-C1 -H2,0
C15 H26 O6,0.000348748,4,0.834,C13 H24 O6,0.000125751,5,0.749,-C2 -H2,0
C14 H24 O7,0.000228812,4,0.874,C13 H24 O6,0.000125751,5,0.749,-C1 -O1,0
C14 H24 O6,0.000409815,4,0.826,C13 H24 O6,0.000125751,5,0.749,-C1,0
C14 H24 O8,0.000107665,4,0.651,C13 H24 O6,0.000125751,5,0.749,-C1 -O2,0
C13 H24 O5,0.000185295,4,0.72,C13 H24 O6,0.000125751,5,0.749,O1,0
C13 H26 O5,2.81e-05,4,0.851,C13 H24 O6,0.000125751,5,0.749,-H2 O1,0
C13 H24 O4,0.000281748,4,0.8,C13 H24 O6,0.000125751,5,0.749,O2,0
C13 H22 O5,0.000408273,4,0.915,C13 H24 O6,0.000125751,5,0.749,H2 O1,0
C14 H26 O5,0.000176159,4,0.84,C13 H24 O6,0.000125751,5,0.749,-C1 -H2 O1,0
C17 H28 O8,0.000306034,4,0.872,C13 H24 O7,3.63e-05,5,0.823,-C4 -H4 -O1,0
C15 H26 O7,0.000234896,4,0.813,C13 H24 O7,3.63e-05,5,0.823,-C2 -H2,0
C14 H24 O8,0.000107665,4,0.651,C13 H24 O7,3.63e-05,5,0.823,-C1 -O1,0
C14 H24 O7,0.000228812,4,0.874,C13 H24 O7,3.63e-05,5,0.823,-C1,0
C14 H24 O9,2.91e-05,4,1.027,C13 H24 O7,3.63e-05,5,0.823,-C1 -O2,0
C14 H26 O6,0.000142038,4,0.782,C13 H24 O7,3.63e-05,5,0.823,-C1 -H2 O1,0
C13 H24 O6,0.000167892,4,0.749,C13 H24 O7,3.63e-05,5,0.823,O1,0
C13 H22 O6,0.000418798,4,0.83,C13 H24 O7,3.63e-05,5,0.823,H2 O1,0
C13 H24 O5,0.000185295,4,0.72,C13 H24 O7,3.63e-05,5,0.823,O2,0
C15 H29 N1 O3,3.41e-05,4,2.044,C13 H25 N1 O2,5.76e-05,5,1.561,-C2 -H4 -O1,0
C13 H24 O3,0.000146908,4,0.783,C13 H25 N1 O2,5.76e-05,5,1.561,H1 -O1 N1,1
C14 H25 N1 O3,5.16e-05,4,2.337,C13 H25 N1 O2,5.76e-05,5,1.561,-C1 -O1,0
C14 H25 N1 O4,4.76e-05,4,1.771,C13 H25 N1 O2,5.76e-05,5,1.561,-C1 -O2,0
C13 H24 O4,0.000281748,4,0.8,C13 H25 N1 O3,0.001206229,5,2.431,H1 -O1 N1,1
C14 H25 N1 O4,4.76e-05,4,1.771,C13 H25 N1 O3,0.001206229,5,2.431,-C1 -O1,0
C14 H25 N1 O3,5.16e-05,4,2.337,C13 H25 N1 O3,0.001206229,5,2.431,-C1,0
C14 H27 N1 O3,7.18e-05,4,1.804,C13 H25 N1 O3,0.001206229,5,2.431,-C1 -H2,0
C13 H25 N1 O2,3.69e-05,4,1.561,C13 H25 N1 O3,0.001206229,5,2.431,O1,0
C14 H27 N1 O4,2.89e-05,4,2.699,C13 H25 N1 O4,8.75e-05,5,2.327,-C1 -H2,0
C14 H25 N1 O4,4.76e-05,4,1.771,C13 H25 N1 O4,8.75e-05,5,2.327,-C1,0
C13 H24 O5,0.000185295,4,0.72,C13 H25 N1 O4,8.75e-05,5,2.327,H1 -O1 N1,1
C13 H25 N1 O2,3.69e-05,4,1.561,C13 H25 N1 O4,8.75e-05,5,2.327,O2,0
C13 H25 N1 O3,0.000496163,4,2.431,C13 H25 N1 O4,8.75e-05,5,2.327,O1,0
C14 H27 N1 O3,7.18e-05,4,1.804,C13 H25 N1 O4,8.75e-05,5,2.327,-C1 -H2 O1,0
C14 H26 O1,2.19e-05,4,0.0,C13 H26,2.2e-05,5,0.0,-C1 -O1,0
C14 H26 O2,8.82e-05,4,0.93,C13 H26,2.2e-05,5,0.0,-C1 -O2,0
C17 H30 O3,4.2e-05,4,0.91,C13 H26 O2,0.000108441,5,0.91,-C4 -H4 -O1,0
C14 H26 O4,0.000328692,4,0.773,C13 H26 O2,0.000108441,5,0.91,-C1 -O2,0
C15 H30 O3,0.000109586,4,0.95,C13 H26 O2,0.000108441,5,0.91,-C2 -H4 -O1,0
C14 H26 O3,0.00026706,4,0.969,C13 H26 O2,0.000108441,5,0.91,-C1 -O1,0
C14 H28 O2,0.000445752,4,0.781,C13 H26 O2,0.000108441,5,0.91,-C1 -H2,0
C14 H26 O2,8.82e-05,4,0.93,C13 H26 O2,0.000108441,5,0.91,-C1,0
C15 H28 O2,7.28e-05,4,0.615,C13 H26 O2,0.000108441,5,0.91,-C2 -H2,0
C15 H28 O3,0.00023254,4,0.973,C13 H26 O3,7.88e-05,5,1.0,-C2 -H2,0
C14 H26 O5,0.000176159,4,0.84,C13 H26 O3,7.88e-05,5,1.0,-C1 -O2,0
C14 H28 O3,0.000163226,4,0.968,C13 H26 O3,7.88e-05,5,1.0,-C1 -H2,0
C14 H26 O3,0.00026706,4,0.969,C13 H26 O3,7.88e-05,5,1.0,-C1,0
C17 H30 O4,0.000108895,4,1.037,C13 H26 O3,7.88e-05,5,1.0,-C4 -H4 -O1,0
C15 H30 O4,0.000108204,4,1.023,C13 H26 O3,7.88e-05,5,1.0,-C2 -H4 -O1,0
C13 H26 O6 S1,3.92e-05,4,0.0,C13 H26 O3,7.88e-05,5,1.0,-O3 -S1,0
C14 H26 O4,0.000328692,4,0.773,C13 H26 O3,7.88e-05,5,1.0,-C1 -O1,0
C14 H28 O2,0.000445752,4,0.781,C13 H26 O3,7.88e-05,5,1.0,-C1 -H2 O1,0
C13 H24 O2,2.51e-05,4,0.0,C13 H26 O3,7.88e-05,5,1.0,H2 O1,0
C13 H26 O2,0.000119113,4,0.91,C13 H26 O3,7.88e-05,5,1.0,O1,0
C14 H26 O6,0.000142038,4,0.782,C13 H26 O4,0.000124139,5,0.872,-C1 -O2,0
C17 H30 O5,0.00017873,4,0.853,C13 H26 O4,0.000124139,5,0.872,-C4 -H4 -O1,0
C14 H28 O4,0.000144721,4,0.837,C13 H26 O4,0.000124139,5,0.872,-C1 -H2,0
C15 H30 O5,2.28e-05,4,1.346,C13 H26 O4,0.000124139,5,0.872,-C2 -H4 -O1,0
C15 H28 O4,0.00025349,4,0.876,C13 H26 O4,0.000124139,5,0.872,-C2 -H2,0
C14 H26 O4,0.000328692,4,0.773,C13 H26 O4,0.000124139,5,0.872,-C1,0
C14 H26 O5,0.000176159,4,0.84,C13 H26 O4,0.000124139,5,0.872,-C1 -O1,0
C14 H28 O3,0.000163226,4,0.968,C13 H26 O4,0.000124139,5,0.872,-C1 -H2 O1,0
C13 H24 O3,0.000146908,4,0.783,C13 H26 O4,0.000124139,5,0.872,H2 O1,0
C13 H26 O2,0.000119113,4,0.91,C13 H26 O4,0.000124139,5,0.872,O2,0
C13 H26 O3,7.88e-05,4,1.0,C13 H26 O4,0.000124139,5,0.872,O1,0
C13 H26 O6 S1,3.92e-05,4,0.0,C13 H26 O5,2.39e-05,5,0.851,-O1 -S1,0
C17 H30 O6,0.000214872,4,0.772,C13 H26 O5,2.39e-05,5,0.851,-C4 -H4 -O1,0
C14 H26 O5,0.000176159,4,0.84,C13 H26 O5,2.39e-05,5,0.851,-C1,0
C14 H26 O6,0.000142038,4,0.782,C13 H26 O5,2.39e-05,5,0.851,-C1 -O1,0
C15 H28 O5,0.000186871,4,0.796,C13 H26 O5,2.39e-05,5,0.851,-C2 -H2,0
C14 H28 O5,3.28e-05,4,0.851,C13 H26 O5,2.39e-05,5,0.851,-C1 -H2,0
C13 H24 O4,0.000281748,4,0.8,C13 H26 O5,2.39e-05,5,0.851,H2 O1,0
C13 H26 O4,0.000142431,4,0.872,C13 H26 O5,2.39e-05,5,0.851,O1,0
C14 H28 O4,0.000144721,4,0.837,C13 H26 O5,2.39e-05,5,0.851,-C1 -H2 O1,0
C13 H26 O3,7.88e-05,4,1.0,C13 H26 O5,2.39e-05,5,0.851,O2,0
C15 H28 O6,0.000101338,4,0.806,C13 H26 O6,2.41e-05,5,0.0,-C2 -H2,0
C14 H28 O6,3.26e-05,4,0.0,C13 H26 O6,2.41e-05,5,0.0,-C1 -H2,0
C14 H26 O6,0.000142038,4,0.782,C13 H26 O6,2.41e-05,5,0.0,-C1,0
C17 H30 O7,0.000149193,4,0.774,C13 H26 O6,2.41e-05,5,0.0,-C4 -H4 -O1,0
C13 H26 O6 S1,3.92e-05,4,0.0,C13 H26 O6,2.41e-05,5,0.0,-S1,0
C14 H28 O5,3.28e-05,4,0.851,C13 H26 O6,2.41e-05,5,0.0,-C1 -H2 O1,0
C13 H24 O5,0.000185295,4,0.72,C13 H26 O6,2.41e-05,5,0.0,H2 O1,0
C13 H26 O5,2.81e-05,4,0.851,C13 H26 O6,2.41e-05,5,0.0,O1,0
C13 H26 O4,0.000142431,4,0.872,C13 H26 O6,2.41e-05,5,0.0,O2,0
C14 H27 N1 O4,2.89e-05,4,2.699,C13 H27 N1 O3,2.36e-05,5,0.0,-C1 -O1,0
C14 H27 N1 O3,7.18e-05,4,1.804,C13 H27 N1 O3,2.36e-05,5,0.0,-C1,0
C13 H26 O4,0.000142431,4,0.872,C13 H27 N1 O3,2.36e-05,5,0.0,H1 -O1 N1,0
C14 H27 N1 O5,3.17e-05,4,1.495,C13 H27 N1 O3,2.36e-05,5,0.0,-C1 -O2,0
C15 H29 N1 O3,3.41e-05,4,2.044,C13 H27 N1 O3,2.36e-05,5,0.0,-C2 -H2,0
C13 H25 N1 O2,3.69e-05,4,1.561,C13 H27 N1 O3,2.36e-05,5,0.0,H2 O1,0
C14 H6 O6,0.000145382,4,0.969,C13 H4 O6,2.52e-05,5,0.658,-C1 -H2,0
C13 H6 O6,0.000249893,4,0.964,C13 H4 O6,2.52e-05,5,0.658,-H2,0
C15 H8 O7,0.000351997,4,0.985,C13 H4 O6,2.52e-05,5,0.658,-C2 -H4 -O1,0
C17 H8 O7,0.000147583,4,0.835,C13 H4 O6,2.52e-05,5,0.658,-C4 -H4 -O1,0
C13 H6 O7,0.000263483,4,1.04,C13 H4 O6,2.52e-05,5,0.658,-H2 -O1,0
C14 H4 O8,3.62e-05,4,0.994,C13 H4 O6,2.52e-05,5,0.658,-C1 -O2,0
C15 H6 O6,9.12e-05,4,0.901,C13 H4 O6,2.52e-05,5,0.658,-C2 -H2,0
C14 H4 O6,2.28e-05,4,0.0,C13 H4 O6,2.52e-05,5,0.658,-C1,0
C13 H8 O4,0.000244863,4,0.978,C13 H4 O6,2.52e-05,5,0.658,-H4 O2,0
C13 H6 O5,0.000148303,4,0.858,C13 H4 O6,2.52e-05,5,0.658,-H2 O1,0
C14 H6 O5,9.79e-05,4,0.902,C13 H4 O6,2.52e-05,5,0.658,-C1 -H2 O1,0
C13 H6 O7,0.000263483,4,1.04,C13 H4 O7,2.87e-05,5,0.742,-H2,0
C13 H6 O8,0.000166677,4,1.084,C13 H4 O7,2.87e-05,5,0.742,-H2 -O1,0
C15 H6 O7,0.000129057,4,0.771,C13 H4 O7,2.87e-05,5,0.742,-C2 -H2,0
C17 H8 O8,0.000168175,4,0.959,C13 H4 O7,2.87e-05,5,0.742,-C4 -H4 -O1,0
C14 H4 O8,3.62e-05,4,0.994,C13 H4 O7,2.87e-05,5,0.742,-C1 -O1,0
C15 H8 O8,0.000288452,4,1.087,C13 H4 O7,2.87e-05,5,0.742,-C2 -H4 -O1,0
C14 H6 O7,0.000136634,4,1.101,C13 H4 O7,2.87e-05,5,0.742,-C1 -H2,0
C13 H4 O6,3.83e-05,4,0.658,C13 H4 O7,2.87e-05,5,0.742,O1,0
C14 H6 O6,0.000145382,4,0.969,C13 H4 O7,2.87e-05,5,0.742,-C1 -H2 O1,0
C13 H8 O5,0.000445095,4,0.979,C13 H4 O7,2.87e-05,5,0.742,-H4 O2,0
C13 H6 O6,0.000249893,4,0.964,C13 H4 O7,2.87e-05,5,0.742,-H2 O1,0
C13 H6 O8,0.000166677,4,1.084,C13 H4 O8,3.91e-05,5,1.153,-H2,0
C17 H8 O9,0.000117334,4,0.973,C13 H4 O8,3.91e-05,5,1.153,-C4 -H4 -O1,1
C14 H4 O8,3.62e-05,4,0.994,C13 H4 O8,3.91e-05,5,1.153,-C1,0
C15 H6 O8,8.97e-05,4,1.222,C13 H4 O8,3.91e-05,5,1.153,-C2 -H2,0
C13 H6 O9,8.4e-05,4,0.827,C13 H4 O8,3.91e-05,5,1.153,-H2 -O1,1
C15 H8 O9,0.000193451,4,1.031,C13 H4 O8,3.91e-05,5,1.153,-C2 -H4 -O1,0
C14 H6 O8,0.000122154,4,1.07,C13 H4 O8,3.91e-05,5,1.153,-C1 -H2,0
C13 H4 O7,3.87e-05,4,0.742,C13 H4 O8,3.91e-05,5,1.153,O1,1
C13 H8 O6,0.000628319,4,1.035,C13 H4 O8,3.91e-05,5,1.153,-H4 O2,0
C13 H6 O7,0.000263483,4,1.04,C13 H4 O8,3.91e-05,5,1.153,-H2 O1,0
C13 H4 O6,3.83e-05,4,0.658,C13 H4 O8,3.91e-05,5,1.153,O2,1
C14 H6 O7,0.000136634,4,1.101,C13 H4 O8,3.91e-05,5,1.153,-C1 -H2 O1,0
C15 H9 N1 O7,7.72e-05,4,0.949,C13 H5 N1 O6,2.21e-05,5,0.0,-C2 -H4 -O1,0
C13 H7 N1 O6,6.97e-05,4,0.846,C13 H5 N1 O6,2.21e-05,5,0.0,-H2,0
C14 H7 N1 O6,4.18e-05,4,1.17,C13 H5 N1 O6,2.21e-05,5,0.0,-C1 -H2,0
C13 H7 N1 O7,4.3e-05,4,1.165,C13 H5 N1 O6,2.21e-05,5,0.0,-H2 -O1,0
C17 H9 N1 O7,3.7e-05,4,0.997,C13 H5 N1 O6,2.21e-05,5,0.0,-C4 -H4 -O1,0
C13 H4 O7,3.87e-05,4,0.742,C13 H5 N1 O6,2.21e-05,5,0.0,H1 -O1 N1,0
C14 H7 N1 O5,3.54e-05,4,1.475,C13 H5 N1 O6,2.21e-05,5,0.0,-C1 -H2 O1,0
C13 H9 N1 O4,7.1e-05,4,0.873,C13 H5 N1 O6,2.21e-05,5,0.0,-H4 O2,0
C13 H7 N1 O5,5.83e-05,4,0.998,C13 H5 N1 O6,2.21e-05,5,0.0,-H2 O1,0
C15 H8 O10,7.79e-05,4,1.095,C13 H6 O10,2.74e-05,5,0.0,-C2 -H2,0
C15 H10 O11,8.48e-05,4,0.98,C13 H6 O10,2.74e-05,5,0.0,-C2 -H4 -O1,0
C13 H8 O10,9.73e-05,4,1.055,C13 H6 O10,2.74e-05,5,0.0,-H2,0
C14 H6 O10,2.7e-05,4,1.415,C13 H6 O10,2.74e-05,5,0.0,-C1,0
C17 H10 O11,8.14e-05,4,1.263,C13 H6 O10,2.74e-05,5,0.0,-C4 -H4 -O1,0
C14 H8 O10,8.57e-05,4,1.289,C13 H6 O10,2.74e-05,5,0.0,-C1 -H2,0
C13 H8 O9,0.000250287,4,1.1,C13 H6 O10,2.74e-05,5,0.0,-H2 O1,0
C13 H6 O8,0.000166677,4,1.084,C13 H6 O10,2.74e-05,5,0.0,O2,0
C14 H8 O9,0.00018447,4,1.124,C13 H6 O10,2.74e-05,5,0.0,-C1 -H2 O1,0
C13 H10 O8,0.000851187,4,1.073,C13 H6 O10,2.74e-05,5,0.0,-H4 O2,0
C13 H6 O9,8.4e-05,4,0.827,C13 H6 O10,2.74e-05,5,0.0,O1,0
C14 H6 O5,9.79e-05,4,0.902,C13 H6 O4,5.04e-05,5,1.029,-C1 -O1,1
C15 H10 O5,0.000467871,4,0.97,C13 H6 O4,5.04e-05,5,1.029,-C2 -H4 -O1,1
C14 H6 O4,5.25e-05,4,0.474,C13 H6 O4,5.04e-05,5,1.029,-C1,1
C14 H8 O4,0.000231784,4,0.79,C13 H6 O4,5.04e-05,5,1.029,-C1 -H2,1
C15 H8 O4,0.000122201,4,0.849,C13 H6 O4,5.04e-05,5,1.029,-C2 -H2,1
C14 H6 O6,0.000145382,4,0.969,C13 H6 O4,5.04e-05,5,1.029,-C1 -O2,1
C13 H8 O5,0.000445095,4,0.979,C13 H6 O4,5.04e-05,5,1.029,-H2 -O1,0
C13 H8 O4,0.000244863,4,0.978,C13 H6 O4,5.04e-05,5,1.029,-H2,0
C17 H10 O5,0.000167695,4,1.071,C13 H6 O4,5.04e-05,5,1.029,-C4 -H4 -O1,0
C13 H10 O2,5.49e-05,4,0.911,C13 H6 O4,5.04e-05,5,1.029,-H4 O2,1
C13 H6 O3,2.73e-05,4,0.0,C13 H6 O4,5.04e-05,5,1.029,O1,0
C13 H8 O3,0.000104281,4,0.941,C13 H6 O4,5.04e-05,5,1.029,-H2 O1,1
C14 H8 O3,9.41e-05,4,0.683,C13 H6 O4,5.04e-05,5,1.029,-C1 -H2 O1,1
C14 H6 O7,0.000136634,4,1.101,C13 H6 O5,0.000127283,5,0.858,-C1 -O2,0
C13 H8 O5,0.000445095,4,0.979,C13 H6 O5,0.000127283,5,0.858,-H2,0
C15 H8 O5,0.000268323,4,0.81,C13 H6 O5,0.000127283,5,0.858,-C2 -H2,0
C14 H8 O5,0.000353791,4,0.986,C13 H6 O5,0.000127283,5,0.858,-C1 -H2,0
C15 H10 O6,0.000607902,4,1.088,C13 H6 O5,0.000127283,5,0.858,-C2 -H4 -O1,0
C17 H10 O6,0.000270313,4,1.048,C13 H6 O5,0.000127283,5,0.858,-C4 -H4 -O1,0
C14 H6 O6,0.000145382,4,0.969,C13 H6 O5,0.000127283,5,0.858,-C1 -O1,0
C14 H6 O5,9.79e-05,4,0.902,C13 H6 O5,0.000127283,5,0.858,-C1,0
C13 H8 O6,0.000628319,4,1.035,C13 H6 O5,0.000127283,5,0.858,-H2 -O1,0
C13 H10 O3,0.000202365,4,0.94,C13 H6 O5,0.000127283,5,0.858,-H4 O2,0
C13 H8 O4,0.000244863,4,0.978,C13 H6 O5,0.000127283,5,0.858,-H2 O1,0
C13 H6 O4,4.9e-05,4,1.029,C13 H6 O5,0.000127283,5,0.858,O1,0
C13 H6 O3,2.73e-05,4,0.0,C13 H6 O5,0.000127283,5,0.858,O2,0
C14 H8 O4,0.000231784,4,0.79,C13 H6 O5,0.000127283,5,0.858,-C1 -H2 O1,0
C13 H7 N1 O4,4.43e-05,4,0.907,C13 H6 O5,0.000127283,5,0.858,-H1 O1 -N1,0
