mol_from,mol_from_int,mol_from_time,mol_from_int_trend,mol_to,mol_to_int,mol_to_time,mol_to_int_trend,transformation_unit,is_hti
C10 H10 O6,0.000714082,5,0.876,C10 H6 O8,0.000177429,6,0.748,-H4 O2,0
C10 H10 O6,0.000714082,5,0.876,C10 H10 O7,0.000351932,6,0.923,O1,0
C10 H10 O6,0.000714082,5,0.876,C9 H8 O7,0.000140593,6,0.883,-C1 -H2 O1,0
C10 H10 O6 S1,3.54e-05,5,1.031,C9 H10 O4 S1,1.95e-05,6,0.0,-C1 -O2,0
C10 H10 O6 S1,3.54e-05,5,1.031,C9 H10 O6 S1,2.91e-05,6,0.726,-C1,0
C10 H10 O6 S1,3.54e-05,5,1.031,C8 H8 O6 S1,4.17e-05,6,0.88,-C2 -H2,0
C10 H10 O6 S1,3.54e-05,5,1.031,C10 H8 O6 S1,3.2e-05,6,1.27,-H2,0
C10 H10 O6 S1,3.54e-05,5,1.031,C9 H8 O6 S1,2.67e-05,6,1.23,-C1 -H2,0
C10 H10 O6 S1,3.54e-05,5,1.031,C10 H10 O5,0.000944201,6,0.914,-O1 -S1,0
C10 H10 O6 S1,3.54e-05,5,1.031,C10 H10 O6,0.000625183,6,0.876,-S1,0
C10 H10 O6 S1,3.54e-05,5,1.031,C10 H10 O3,0.00022785,6,0.835,-O3 -S1,0
C10 H10 O6 S1,3.54e-05,5,1.031,C10 H8 O5 S1,1.87e-05,6,0.703,-H2 -O1,0
C10 H10 O6 S1,3.54e-05,5,1.031,C10 H12 O7 S1,2.2e-05,6,0.913,H2 O1,0
C10 H10 O6 S1,3.54e-05,5,1.031,C9 H8 O7 S1,3.03e-05,6,0.0,-C1 -H2 O1,0
C10 H10 O6 S1,3.54e-05,5,1.031,C10 H8 O7 S1,2.59e-05,6,0.635,-H2 O1,0
C10 H10 O6 S1,3.54e-05,5,1.031,C10 H10 O7 S1,3.14e-05,6,0.935,O1,0
C10 H10 O7,0.000381209,5,0.923,C9 H10 O6,0.000260368,6,0.844,-C1 -O1,0
C10 H10 O7,0.000381209,5,0.923,C8 H8 O7,4.76e-05,6,1.039,-C2 -H2,1
C10 H10 O7,0.000381209,5,0.923,C9 H10 O7,0.000163329,6,0.775,-C1,0
C10 H10 O7,0.000381209,5,0.923,C10 H8 O6,0.000992,6,0.928,-H2 -O1,0
C10 H10 O7,0.000381209,5,0.923,C10 H11 N1 O6,7.26e-05,6,0.916,H1 -O1 N1,0
C10 H10 O7,0.000381209,5,0.923,C10 H8 O7,0.000710402,6,0.962,-H2,0
C10 H10 O7,0.000381209,5,0.923,C6 H6 O6,1.86e-05,6,0.0,-C4 -H4 -O1,0
C10 H10 O7,0.000381209,5,0.923,C8 H6 O6,0.000553675,6,0.77,-C2 -H4 -O1,0
C10 H10 O7,0.000381209,5,0.923,C9 H10 O5,0.000368021,6,0.886,-C1 -O2,0
C10 H10 O7,0.000381209,5,0.923,C9 H8 O7,0.000140593,6,0.883,-C1 -H2,0
C10 H10 O7,0.000381209,5,0.923,C10 H8 O8,0.000162071,6,0.786,-H2 O1,0
C10 H10 O7,0.000381209,5,0.923,C9 H8 O8,3.01e-05,6,0.896,-C1 -H2 O1,0
C10 H10 O7,0.000381209,5,0.923,C10 H6 O9,5.97e-05,6,0.776,-H4 O2,0
C10 H10 O7,0.000381209,5,0.923,C10 H10 O8,0.000146303,6,0.969,O1,0
C10 H10 O7,0.000381209,5,0.923,C10 H10 O9,5.25e-05,6,0.996,O2,0
C10 H10 O7,0.000381209,5,0.923,C10 H12 O8,0.000112348,6,0.862,H2 O1,0
C10 H10 O7 S1,3.36e-05,5,0.935,C8 H8 O7 S1,2.22e-05,6,0.877,-C2 -H2,0
C10 H10 O7 S1,3.36e-05,5,0.935,C9 H10 O6 S1,2.91e-05,6,0.726,-C1 -O1,0
C10 H10 O7 S1,3.36e-05,5,0.935,C9 H8 O7 S1,3.03e-05,6,0.0,-C1 -H2,0
C10 H10 O7 S1,3.36e-05,5,0.935,C9 H10 O7 S1,2.09e-05,6,0.0,-C1,0
C10 H10 O7 S1,3.36e-05,5,0.935,C10 H8 O7 S1,2.59e-05,6,0.635,-H2,0
C10 H10 O7 S1,3.36e-05,5,0.935,C10 H8 O6 S1,3.2e-05,6,1.27,-H2 -O1,1
C10 H10 O7 S1,3.36e-05,5,0.935,C10 H10 O6,0.000625183,6,0.876,-O1 -S1,0
C10 H10 O7 S1,3.36e-05,5,0.935,C10 H10 O4,0.000508156,6,0.861,-O3 -S1,0
C10 H10 O7 S1,3.36e-05,5,0.935,C10 H10 O7,0.000351932,6,0.923,-S1,0
C10 H10 O7 S1,3.36e-05,5,0.935,C10 H8 O8 S1,2.2e-05,6,0.0,-H2 O1,0
C10 H10 O7 S1,3.36e-05,5,0.935,C10 H12 O8 S1,1.95e-05,6,0.0,H2 O1,0
C10 H10 O8,0.00015104,5,0.969,C9 H10 O6,0.000260368,6,0.844,-C1 -O2,0
C10 H10 O8,0.00015104,5,0.969,C10 H8 O8,0.000162071,6,0.786,-H2,0
C10 H10 O8,0.00015104,5,0.969,C9 H8 O8,3.01e-05,6,0.896,-C1 -H2,0
C10 H10 O8,0.00015104,5,0.969,C9 H10 O7,0.000163329,6,0.775,-C1 -O1,0
C10 H10 O8,0.00015104,5,0.969,C10 H11 N1 O7,3.67e-05,6,0.746,H1 -O1 N1,0
C10 H10 O8,0.00015104,5,0.969,C10 H8 O7,0.000710402,6,0.962,-H2 -O1,0
C10 H10 O8,0.00015104,5,0.969,C8 H6 O7,6.25e-05,6,0.883,-C2 -H4 -O1,0
C10 H10 O8,0.00015104,5,0.969,C9 H10 O8,5.62e-05,6,1.186,-C1,1
C10 H10 O8,0.00015104,5,0.969,C10 H8 O9,3.08e-05,6,0.703,-H2 O1,0
C10 H10 O8,0.00015104,5,0.969,C10 H12 O9,2.69e-05,6,0.688,H2 O1,0
C10 H10 O8,0.00015104,5,0.969,C10 H10 O9,5.25e-05,6,0.996,O1,0
C10 H10 O8 S1,3.57e-05,5,0.0,C8 H6 O7 S1,1.93e-05,6,0.0,-C2 -H4 -O1,0
C10 H10 O8 S1,3.57e-05,5,0.0,C10 H8 O8 S1,2.2e-05,6,0.0,-H2,0
C10 H10 O8 S1,3.57e-05,5,0.0,C9 H10 O6 S1,2.91e-05,6,0.726,-C1 -O2,0
C10 H10 O8 S1,3.57e-05,5,0.0,C9 H10 O7 S1,2.09e-05,6,0.0,-C1 -O1,0
C10 H10 O8 S1,3.57e-05,5,0.0,C10 H8 O7 S1,2.59e-05,6,0.635,-H2 -O1,0
C10 H10 O8 S1,3.57e-05,5,0.0,C10 H10 O5,0.000944201,6,0.914,-O3 -S1,0
C10 H10 O8 S1,3.57e-05,5,0.0,C10 H10 O8,0.000146303,6,0.969,-S1,0
C10 H10 O8 S1,3.57e-05,5,0.0,C10 H10 O7,0.000351932,6,0.923,-O1 -S1,0
C10 H10 O9,5.27e-05,5,0.996,C10 H11 N1 O8,5.59e-05,6,0.894,H1 -O1 N1,0
C10 H10 O9,5.27e-05,5,0.996,C10 H8 O9,3.08e-05,6,0.703,-H2,0
C10 H10 O9,5.27e-05,5,0.996,C10 H8 O8,0.000162071,6,0.786,-H2 -O1,0
C10 H10 O9,5.27e-05,5,0.996,C9 H10 O7,0.000163329,6,0.775,-C1 -O2,0
C10 H10 O9,5.27e-05,5,0.996,C9 H10 O8,5.62e-05,6,1.186,-C1 -O1,0
C10 H11 N1 O2,2.89e-05,5,0.609,C9 H11 N1 O2,2.66e-05,6,1.051,-C1,1
C10 H11 N1 O2,2.89e-05,5,0.609,C9 H9 N1 O2,2.41e-05,6,0.855,-C1 -H2,0
C10 H11 N1 O2,2.89e-05,5,0.609,C9 H9 N1 O3,4.48e-05,6,0.991,-C1 -H2 O1,0
C10 H11 N1 O2,2.89e-05,5,0.609,C10 H11 N1 O4,7.57e-05,6,0.817,O2,0
C10 H11 N1 O2,2.89e-05,5,0.609,C10 H10 O3,0.00022785,6,0.835,-H1 O1 -N1,0
C10 H11 N1 O2,2.89e-05,5,0.609,C10 H11 N1 O3,5.39e-05,6,1.453,O1,1
C10 H11 N1 O2,2.89e-05,5,0.609,C10 H9 N1 O3,5.71e-05,6,0.915,-H2 O1,0
C10 H11 N1 O2,2.89e-05,5,0.609,C10 H7 N1 O4,6.49e-05,6,0.972,-H4 O2,0
C10 H11 N1 O2,2.89e-05,5,0.609,C10 H13 N1 O3,2.89e-05,6,0.579,H2 O1,0
C10 H11 N1 O3,3.71e-05,5,1.453,C9 H9 N1 O3,4.48e-05,6,0.991,-C1 -H2,0
C10 H11 N1 O3,3.71e-05,5,1.453,C9 H11 N1 O2,2.66e-05,6,1.051,-C1 -O1,0
C10 H11 N1 O3,3.71e-05,5,1.453,C8 H9 N1 O3,2.33e-05,6,0.702,-C2 -H2,0
C10 H11 N1 O3,3.71e-05,5,1.453,C9 H11 N1 O3,4.41e-05,6,0.889,-C1,0
C10 H11 N1 O3,3.71e-05,5,1.453,C10 H9 N1 O3,5.71e-05,6,0.915,-H2,0
C10 H11 N1 O3,3.71e-05,5,1.453,C10 H11 N1 O4,7.57e-05,6,0.817,O1,0
C10 H11 N1 O3,3.71e-05,5,1.453,C10 H13 N1 O4,9.44e-05,6,0.925,H2 O1,0
C10 H11 N1 O3,3.71e-05,5,1.453,C10 H9 N1 O4,8.68e-05,6,0.939,-H2 O1,0
C10 H11 N1 O3,3.71e-05,5,1.453,C10 H7 N1 O5,7.48e-05,6,0.902,-H4 O2,0
C10 H11 N1 O3,3.71e-05,5,1.453,C9 H9 N1 O4,6.65e-05,6,0.878,-C1 -H2 O1,0
C10 H11 N1 O3,3.71e-05,5,1.453,C10 H11 N1 O5,8.4e-05,6,0.761,O2,0
C10 H11 N1 O3,3.71e-05,5,1.453,C10 H10 O4,0.000508156,6,0.861,-H1 O1 -N1,0
C10 H11 N1 O4,9.26e-05,5,0.817,C9 H11 N1 O2,2.66e-05,6,1.051,-C1 -O2,1
C10 H11 N1 O4,9.26e-05,5,0.817,C10 H9 N1 O4,8.68e-05,6,0.939,-H2,0
C10 H11 N1 O4,9.26e-05,5,0.817,C9 H11 N1 O3,4.41e-05,6,0.889,-C1 -O1,0
C10 H11 N1 O4,9.26e-05,5,0.817,C8 H7 N1 O3,3.39e-05,6,0.974,-C2 -H4 -O1,0
C10 H11 N1 O4,9.26e-05,5,0.817,C8 H9 N1 O4,4.38e-05,6,0.873,-C2 -H2,0
C10 H11 N1 O4,9.26e-05,5,0.817,C9 H11 N1 O4,7.19e-05,6,1.131,-C1,1
C10 H11 N1 O4,9.26e-05,5,0.817,C10 H9 N1 O3,5.71e-05,6,0.915,-H2 -O1,0
C10 H11 N1 O4,9.26e-05,5,0.817,C9 H9 N1 O4,6.65e-05,6,0.878,-C1 -H2,0
C10 H11 N1 O4,9.26e-05,5,0.817,C10 H12 N2 O3,2.92e-05,6,1.298,H1 -O1 N1,1
C10 H11 N1 O4,9.26e-05,5,0.817,C9 H9 N1 O5,5.79e-05,6,0.831,-C1 -H2 O1,0
C10 H11 N1 O4,9.26e-05,5,0.817,C10 H10 O5,0.000944201,6,0.914,-H1 O1 -N1,0
C10 H11 N1 O4,9.26e-05,5,0.817,C10 H11 N1 O6,7.26e-05,6,0.916,O2,0
C10 H11 N1 O4,9.26e-05,5,0.817,C10 H9 N1 O5,0.000110684,6,0.95,-H2 O1,0
C10 H11 N1 O4,9.26e-05,5,0.817,C10 H13 N1 O5,8.67e-05,6,0.931,H2 O1,0
C10 H11 N1 O4,9.26e-05,5,0.817,C10 H7 N1 O6,5.49e-05,6,1.019,-H4 O2,0
C10 H11 N1 O4,9.26e-05,5,0.817,C10 H11 N1 O5,8.4e-05,6,0.761,O1,0
C10 H11 N1 O5,0.000110447,5,0.761,C10 H9 N1 O4,8.68e-05,6,0.939,-H2 -O1,0
C10 H11 N1 O5,0.000110447,5,0.761,C9 H9 N1 O5,5.79e-05,6,0.831,-C1 -H2,0
C10 H11 N1 O5,0.000110447,5,0.761,C9 H11 N1 O3,4.41e-05,6,0.889,-C1 -O2,0
C10 H11 N1 O5,0.000110447,5,0.761,C8 H9 N1 O5,2.47e-05,6,0.625,-C2 -H2,0
C10 H11 N1 O5,0.000110447,5,0.761,C10 H9 N1 O5,0.000110684,6,0.95,-H2,0
C10 H11 N1 O5,0.000110447,5,0.761,C9 H11 N1 O4,7.19e-05,6,1.131,-C1 -O1,1
C10 H11 N1 O5,0.000110447,5,0.761,C8 H7 N1 O4,6.09e-05,6,0.934,-C2 -H4 -O1,0
C10 H11 N1 O5,0.000110447,5,0.761,C9 H11 N1 O5,7.13e-05,6,1.071,-C1,1
C10 H11 N1 O5,0.000110447,5,0.761,C10 H12 N2 O4,3.16e-05,6,0.497,H1 -O1 N1,0
C10 H11 N1 O5,0.000110447,5,0.761,C10 H9 N1 O6,6.93e-05,6,0.773,-H2 O1,0
C10 H11 N1 O5,0.000110447,5,0.761,C10 H13 N1 O6,6.67e-05,6,0.787,H2 O1,0
C10 H11 N1 O5,0.000110447,5,0.761,C10 H10 O6,0.000625183,6,0.876,-H1 O1 -N1,0
C10 H11 N1 O5,0.000110447,5,0.761,C9 H9 N1 O6,3.23e-05,6,0.726,-C1 -H2 O1,0
C10 H11 N1 O5,0.000110447,5,0.761,C10 H11 N1 O6,7.26e-05,6,0.916,O1,0
C10 H11 N1 O5,0.000110447,5,0.761,C10 H11 N1 O7,3.67e-05,6,0.746,O2,0
C10 H11 N1 O5,0.000110447,5,0.761,C10 H7 N1 O7,2.63e-05,6,0.91,-H4 O2,0
C10 H11 N1 O6,7.93e-05,5,0.916,C10 H9 N1 O6,6.93e-05,6,0.773,-H2,0
C10 H11 N1 O6,7.93e-05,5,0.916,C8 H7 N1 O5,4.51e-05,6,0.991,-C2 -H4 -O1,0
C10 H11 N1 O6,7.93e-05,5,0.916,C9 H9 N1 O6,3.23e-05,6,0.726,-C1 -H2,0
C10 H11 N1 O6,7.93e-05,5,0.916,C10 H9 N1 O5,0.000110684,6,0.95,-H2 -O1,0
C10 H11 N1 O6,7.93e-05,5,0.916,C9 H11 N1 O4,7.19e-05,6,1.131,-C1 -O2,1
C10 H11 N1 O6,7.93e-05,5,0.916,C10 H12 N2 O5,5.16e-05,6,1.237,H1 -O1 N1,1
C10 H11 N1 O6,7.93e-05,5,0.916,C9 H11 N1 O6,3.57e-05,6,0.72,-C1,0
C10 H11 N1 O6,7.93e-05,5,0.916,C9 H11 N1 O5,7.13e-05,6,1.071,-C1 -O1,1
C10 H11 N1 O6,7.93e-05,5,0.916,C10 H11 N1 O8,5.59e-05,6,0.894,O2,0
C10 H11 N1 O6,7.93e-05,5,0.916,C10 H13 N1 O7,2.35e-05,6,0.585,H2 O1,0
C10 H11 N1 O6,7.93e-05,5,0.916,C10 H11 N1 O7,3.67e-05,6,0.746,O1,0
C10 H11 N1 O6,7.93e-05,5,0.916,C10 H9 N1 O7,4.18e-05,6,0.821,-H2 O1,0
C10 H11 N1 O6,7.93e-05,5,0.916,C10 H10 O7,0.000351932,6,0.923,-H1 O1 -N1,0
C10 H11 N1 O7,4.92e-05,5,0.746,C10 H12 N2 O6,3.22e-05,6,0.0,H1 -O1 N1,0
C10 H11 N1 O7,4.92e-05,5,0.746,C10 H9 N1 O6,6.93e-05,6,0.773,-H2 -O1,0
C10 H11 N1 O7,4.92e-05,5,0.746,C8 H7 N1 O6,6.03e-05,6,0.942,-C2 -H4 -O1,0
C10 H11 N1 O7,4.92e-05,5,0.746,C10 H9 N1 O7,4.18e-05,6,0.821,-H2,0
C10 H11 N1 O7,4.92e-05,5,0.746,C9 H11 N1 O6,3.57e-05,6,0.72,-C1 -O1,0
C10 H11 N1 O7,4.92e-05,5,0.746,C9 H11 N1 O5,7.13e-05,6,1.071,-C1 -O2,1
C10 H11 N1 O7,4.92e-05,5,0.746,C10 H11 N1 O8,5.59e-05,6,0.894,O1,0
C10 H11 N1 O7,4.92e-05,5,0.746,C10 H10 O8,0.000146303,6,0.969,-H1 O1 -N1,0
C10 H11 N1 O8,6.25e-05,5,0.894,C10 H9 N1 O7,4.18e-05,6,0.821,-H2 -O1,0
C10 H11 N1 O8,6.25e-05,5,0.894,C9 H11 N1 O6,3.57e-05,6,0.72,-C1 -O2,0
C10 H11 N1 O8,6.25e-05,5,0.894,C10 H10 O9,5.25e-05,6,0.996,-H1 O1 -N1,0
C10 H12 N2 O3,2.25e-05,5,1.298,C10 H10 N2 O2,1.92e-05,6,0.0,-H2 -O1,0
C10 H12 N2 O3,2.25e-05,5,1.298,C9 H10 N2 O3,2.09e-05,6,0.929,-C1 -H2,0
C10 H12 N2 O3,2.25e-05,5,1.298,C10 H11 N1 O4,7.57e-05,6,0.817,-H1 O1 -N1,0
C10 H12 N2 O3,2.25e-05,5,1.298,C10 H8 N2 O5,2.3e-05,6,0.599,-H4 O2,0
C10 H12 N2 O3,2.25e-05,5,1.298,C9 H10 N2 O4,2.62e-05,6,0.0,-C1 -H2 O1,0
C10 H12 N2 O3,2.25e-05,5,1.298,C10 H12 N2 O5,5.16e-05,6,1.237,O2,0
C10 H12 N2 O3,2.25e-05,5,1.298,C10 H12 N2 O4,3.16e-05,6,0.497,O1,0
